end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedLiabilitiesForCommissionsExpenseAndTaxes,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalOther,AdvertisingExpense,AllocatedShareBasedCompensationExpenseNetOfTax,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfAcquisitionCosts,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNoncurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiabilityCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,ConvertiblePreferredStockSharesIssuedUponConversion,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentCarryingAmount,DebtInstrumentDecreaseForgiveness,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DeferredRevenueRevenueRecognized1,DeferredTaxAssetsGross,DeferredTaxAssetsGrossNoncurrent,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceNoncurrent,DepositLiabilitiesAccruedInterest,DepositLiabilityCurrent,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,ExplorationAbandonmentAndImpairmentExpense,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FiniteLivedPatentsGross,GainLossOnDerivativeInstrumentsNetPretax,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillImpairmentLossNetOfTax,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInDeposits,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInPrepaidExpense,IndefinitelivedIntangibleAssetsAcquired,IntangibleAssetsCurrent,IntangibleAssetsNetIncludingGoodwill,InterestExpense,InterestExpenseBorrowings,InterestExpenseDebt,InterestExpenseOther,InterestPaid,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseCost,LegalFees,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCredit,LoansPayableCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAssetsNoncurrent,OtherCostAndExpenseOperating,OtherExpenses,OtherIncome,OtherLiabilitiesCurrent,OtherLongTermDebtNoncurrent,OtherNotesPayable,OtherPaymentsToAcquireBusinesses,PaymentsForLoans,PaymentsForRepurchaseOfCommonStock,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLinesOfCredit,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfIntangibleAssets,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,SharesIssued,ShortTermLeaseCost,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueStockOptionsExercised,UnrealizedGainLossOnDerivatives,ValuationAllowanceAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2011-11-30,2012-01-17,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,2250.0,2250.0,,,,,,0.001,900000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-250.0,,,,0.0,,,,,,,,,,,-250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,2250.0,250.0,,,,,,,,,,,,0.0,,-750.0,-250.0,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,0.001,750000000.0,,,,,,0.0,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,
2012-02-29,2012-04-16,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,2250.0,2250.0,,,,,,0.001,900000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,2250.0,500.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.001,750000000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3000000.0,,1750.0,,,,,,,,,,,,,,,,
2012-05-31,2012-08-29,10-K,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,500.0,,,,500.0,,,,,-12000.0,,,,,,,,,,,,1735.0,1735.0,,1735.0,1735.0,-1265.0,,1735.0,,,0.001,900000000.0,15000000.0,15000000.0,15000.0,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,1765.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,-1265.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,1735.0,500.0,,,0.0,,,,,,,,,-1265.0,,-1265.0,-1265.0,,,,,,,1265.0,,,,,,,,,,,,,,,,,,,,,,,0.001,750000000.0,0.0,0.0,,,,3000.0,,,,,,,,,1250.0,-1265.0,,,,,,,,,,,,,,,,,,,1235.0,,,,,,,,,,,,,600.0,,15000000.0,
2012-08-31,2012-10-15,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,250.0,,,,,,,,,,,,,,,,,,,,,940.0,940.0,,940.0,940.0,-795.0,,,,,0.001,900000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,785.0,,,,,,,,,,2310.0,,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,45.0,,,,-545.0,,,,,,,,,,,,,,,-250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,940.0,,,,,,,,,,,,,,,-795.0,-545.0,,,,,,,545.0,,,,,,,,,,2310.0,,,,,,,,,,,,,0.001,750000000.0,0.0,0.0,,,,,,,,,,,,,500.0,-545.0,,,,,,,,,,,,,,,,,,,690.0,,,,,,,,,,,,,785.0,,,
2012-11-30,2013-01-22,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,250.0,,,,,,,,,,,,,,,,,,,,,17.0,17.0,,17.0,,,,,,,0.001,900000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,1099.0,,,,,,,,,,3233.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,-923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,17.0,,,,,,,,,,,,,,,,-923.0,,,,,,,923.0,,,,,,,,,,3233.0,,,,,,,,,,,,,0.001,750000000.0,0.0,0.0,,,,,,,,,,,,,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.0,,,
2013-02-28,2013-06-05,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,1177.0,,,,,,,,,,,,,,,,,,,,,362.0,362.0,,362.0,362.0,,,362.0,,,0.001,900000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,1099.0,,,,,,,,,,4205.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,-972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.0,362.0,,,,390.0,,,,,,,,,,,,-972.0,,,,,,,972.0,,,,,,,,,,3233.0,,,,,,,,,,,,,0.001,750000000.0,0.0,0.0,,,,,,,,,,,,,927.0,,,,,,,,,,,,,,,,,,,,-1205.0,,,,,,,,,,,,,1099.0,,,
2013-05-31,2013-08-30,10-K,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,2502.0,,,,2502.0,,,,,-12000.0,,,,,,,,,,,,130.0,130.0,,130.0,130.0,-1605.0,,,,,0.001,900000000.0,15000000.0,15000000.0,15000.0,,,,,,,,,,,,,,,,,,,,2347.0,,,,,,,,,,6902.0,,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,330.0,,,,-5137.0,,,,,,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.0,130.0,4032.0,,,1530.0,,,,,,,,,1530.0,,-3135.0,,,,,,1530.0,,,,,,,,,,,,6902.0,,,,,,,,,,,,,0.001,750000000.0,0.0,0.0,,,,,,,,,,,,,4807.0,-5137.0,,,,,,,,,,,,,,,,,,,-3902.0,,,,,,,,,,,,,2347.0,,15000000.0,
2013-09-30,2013-11-15,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,,,4202.0,,,,78.0,,,33462.0,,-15000.0,,,,55.0,,,,,,,,10981.0,9981.0,1000.0,7981.0,7980.0,7981.0,,,,,0.001,900000000.0,16000000.0,16000000.0,16000.0,,,,,,,,,,,,,,,,,,,,19638.0,,,,,,,,,,57760.0,,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,40988.0,,,,-57683.0,,,-57761.0,,,,,,,,4202.0,,,-78.0,,33461.0,,,,,,,,,,2000.0,,,1000.0,78.0,,,,,,,,,,,,,,,,67741.0,10981.0,67741.0,,,,,,,,,,,,31000.0,1000.0,-22019.0,-57761.0,,,,,30000.0,,57683.0,,,,,,,,,,57760.0,,,,,,,,,,,,,0.001,750000000.0,0.0,0.0,,2000.0,,1000.0,,,30000.0,,,,-1000.0,,12648.0,,,,,,4047.0,,,,,,0.0,,,,,,,,-56760.0,,,,,,,,,,,,,19638.0,,16000000.0,
2013-12-31,2014-03-31,10-K,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,31385.0,109847.0,8990.0,,,,344.0,344.0,109847.0,78462.0,,435000.0,,,,,,,,,,,,5522.0,4522.0,1000.0,3913.0,3913.0,3521.0,,,,,0.001,900000000.0,16000000.0,16000000.0,16000.0,,,,,50000000.0,,,,,,3932.0,,,,,,253000.0,,,229400.0,,-253000.0,,344.0,,,,,,674659.0,,-0.04,0.34,,,,,,,,,,,,,,,,,,,,,,592036.0,,,,-674315.0,-674659.0,,,,,,253000.0,,-229000.0,-24000.0,8990.0,,,-344.0,,,,,,-392.0,,,109847.0,,,609.0,,0.0,1000.0,344.0,,,,,,,,,,,,,,,,179181.0,5522.0,179181.0,,,,,,,,,,,,60000.0,,-56479.0,-674659.0,,,,,60000.0,,674315.0,,,,,,,,,,674659.0,,,,,,,,,,,,,0.001,750000000.0,50000000.0,50000000.0,50000.0,609.0,,,,,,60000.0,,,,,78232.0,,,,,,4047.0,,,,,,500000.0,,,,,,,,-173659.0,,,,,,,,,500000.0,,,,229400.0,,15394521.0,
2014-03-31,2014-05-15,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,49385.0,,55697.0,,,,684.0,,123462.0,123462.0,,457282.0,,,,0.0,,,,,,,,20117.0,19117.0,1000.0,19117.0,19117.0,15204.0,,,,,0.001,900000000.0,16111970.0,16111970.0,16112.0,,,,,-50000000.0,,,,,,,,,,,,,,,256061.0,,,,,,,,,,753120.0,,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,49150.0,,,,-78121.0,,,-78461.0,,,,,,,,-2678.0,,,340.0,,45000.0,,,,,,,63000.0,,,609.0,,,1000.0,340.0,,,,,,,,,,,,,,,,249843.0,20117.0,249843.0,,,,,,,,,,,,32394.0,,-17190.0,-78461.0,,,,,70000.0,,78121.0,,,,,,,,,,753120.0,,,,,,,,,,,,,0.001,750000000.0,50000000.0,50000000.0,50000.0,,,22394.0,22394.0,,10000.0,10000.0,,,,,26834.0,-674659.0,,,,,2137.0,,,,,,0.0,,,,,,-78461.0,,-229726.0,,,,,,,,,,,,,256061.0,,16025513.0,
2014-06-30,2014-08-14,10-Q,THUNDER     ENERGIES CORPORATION,TNRG,CIK0001524872,USD,71391.0,,71391.0,,,,1187.0,,169649.0,168462.0,,463801.0,,,,,,,,,,,,9785.0,8885.0,900.0,7401.0,7401.0,,,,,,0.001,900000000.0,16142420.0,16142420.0,16142.0,,,,,-50000000.0,,,,,,,,,,,,,,,256061.0,,299948.0,,,,,,,,882199.0,,-0.01,,,,,,,,,,,,,,,,,,,,,,,71497.0,,,,-128576.0,,,-129079.0,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,503.0,,,,,,,,,,,,,,,,362040.0,9785.0,362040.0,,,,,,,,,,,,,,,-129079.0,,,,,121000.0,,128576.0,,,,,,,,,,882199.0,,,,,,,,,,,,,0.001,750000000.0,50000000.0,50000000.0,50000.0,1484.0,,,,,,,,,,,43472.0,,,,,,13607.0,,,,,,,,,,,,,,-352255.0,,,,,,,,,,,,,,,16140712.0,
