end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsPayableRelatedPartiesNoncurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AllowanceForDoubtfulAccountsReceivable,AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,AmortizationOfDebtDiscountPremium,Assets,AssetsCurrent,BusinessAcquisitionContingentConsiderationPotentialCashPayment,BusinessAcquisitionContingentConsiderationSharesIssuable,BusinessAcquisitionCostOfAcquiredEntityCashPaid,CapitalizedCostsMineralInterestsInProvedProperties,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashFDICInsuredAmount,CertainLoansAcquiredInTransferAccountedForAsHeldToMaturityDebtSecuritiesAcquiredDuringPeriodContractuallyRequiredPaymentsReceivableAtAcquisition,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,CommonStockValueOutstanding,ConcentrationRiskPercentage1,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,CostOfGoodsSoldDirectLabor,CostOfGoodsSoldDirectMaterials,CostOfServices,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentUnamortizedDiscount,DebtIssuanceCosts,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DeferredOtherTaxExpenseBenefit,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsValuationAllowance,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DevelopmentCosts,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeBenefitsAndShareBasedCompensation,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FederalIncomeTaxExpenseBenefitContinuingOperations,FinancialAssetAmortizedCostAccruedInterestAfterAllowanceForCreditLoss,GainsLossesOnExtinguishmentOfDebt,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationNondeductibleExpense,IncreaseDecreaseInAccountsAndNotesReceivable,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInventoriesAndOtherOperatingAssets,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InterestAndDebtExpense,InterestAndOtherIncome,InterestExpense,InterestExpenseRelatedParty,InterestPaid,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryGross,InventoryNet,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LeaseOperatingExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesRelatedToInvestmentContractsFairValueDisclosure,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NonoperatingIncomeExpense,NotesAndLoansPayableCurrent,NotesAndLoansReceivableNetCurrent,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,OilAndGasJointInterestBillingReceivables,OilAndGasPropertyFullCostMethodGross,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssets,OtherLongTermDebtNoncurrent,OtherNoncashExpense,OtherNoncashIncomeExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherSalesRevenueNet,OtherSellingGeneralAndAdministrativeExpense,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PreferredStockValueOutstanding,PrepaidExpenseAndOtherAssets,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProFormaWeightedAverageSharesOutstandingDiluted,ProfessionalFees,ProfitLoss,ProvisionForDoubtfulAccounts,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,RevenuesNetOfInterestExpense,SalariesWagesAndOfficersCompensation,SalesRevenueGoodsGross,SalesRevenueGoodsNet,SalesRevenueNet,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsForfeitures,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,ShortTermNonBankLoansAndNotesPayable,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,UnsecuredDebtCurrent,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2009-12-31,2010-04-01,10-K,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,,,,,,,,,,,,,,,,,,,,441.0,,,,,,,,,,,-367791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,,,,,,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,,,,388.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,-16329.0,,,,,,,,,,,,,,,,,,,,,,10377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9346.0,-5952.0,,,,,,,,-10377.0,645.0,,,,,,,,,,,,,,,,,,,500000.0,3465.0,-16329.0,,,,,,,,254.0,2749.0,,3394.0,,4256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-22,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,,,,,,,,,,,,,,,,,,,,2084.0,,,,,,,,,,,,,,,,,,,,,127.0,933.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,-28591.0,,,,,,,,,,,,,,,,,,,,,-818.0,-8832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22384.0,-20577.0,,,,,,,,8014.0,,,,,,,,,,,,,,,,,,,,,8175.0,-28591.0,,,,,,,,107.0,,1677.0,1807.0,130.0,13042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-04-15,10-K,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,54830.0,,,,6365.0,257883.0,-500.0,,8481.0,,-6717.0,,,20577.0,20577.0,,,,,6019.0,5578.0,,,,,100000000.0,500000.0,500000.0,,,,500.0,,,,,,,,,5589.0,56051.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,-73772.0,,,,,,,5754.0,-5279.0,-58706.0,,,,,-607.0,,,14059.0,,,,-922.0,-36165.0,,1468.0,,,3497.0,,,,,462140.0,20577.0,462140.0,,,,,,14059.0,,,-73772.0,,,,4696.0,,,93577.0,93577.0,,,113311.0,-38529.0,,,,,,,,35243.0,,,,,,100.0,0.0,0.0,,,,,,,,,,,,,24182.0,-73772.0,,,,,-441563.0,,,2756.0,,65542.0,74782.0,9240.0,24733.0,,,,,,,,,,,,,0.0,0.0,,,,,,,55850.0,,-441563.0,,,,,,,,,,,,,,,,
2011-03-31,2011-05-16,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,,,,,,,,,-9968.0,,,,,,,,,,,15987.0,9968.0,,,,,,,,,,,,,,,,,,,,,16801.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,-27837.0,,,,,,,,-3038.0,-37235.0,,,,,,,,,,3608.0,,,-9216.0,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38185.0,-18621.0,,,,,,,,9216.0,,,,,,,,,,,,,,,,,,,,,13158.0,-27837.0,,,,,,,,1352.0,,19564.0,19564.0,,6874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-15,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,63549.0,,,,5111.0,274185.0,-500.0,,,,,,,10505.0,10505.0,,,,,809.0,,,,,,100000000.0,500000.0,500000.0,,,,500.0,,,,,,,,,,5544.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,-13256.0,,,,,,,,,,,,,,,,,,,,,,-9216.0,,,,,3497.0,,,,,493161.0,10505.0,493161.0,,,,,,,,,,,,,1088.0,,,,93577.0,,,11581.0,-4040.0,,,,,,,,9216.0,,,,,,10000000.0,,,,,,,,,,,,,,500000.0,4679.0,-13256.0,,,,,-482656.0,,,946.0,7541.0,7541.0,7541.0,,412.0,,,,,,,,,,,,,,,,,,,,,61850.0,,-482656.0,,,,,,,,,,,,,,,,
2011-09-30,2011-11-14,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,64803.0,,,,3300.0,259070.0,24500.0,,,,,,,8423.0,8423.0,,,,,538.0,,,,,,100000000.0,500000.0,500000.0,,,,500.0,,,,,,,,,800.0,1041.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,-13221.0,,,,,,,,,,,,,,,,,,,,,,-8642.0,,,,,3497.0,,,,,479300.0,8423.0,479300.0,,,,,,,,,,,,,1088.0,,,93577.0,,,,7570.0,-4579.0,,,,,,,,-8642.0,,,,,,10000000.0,100.0,100.0,,,,,,,,,,,,,5492.0,-13221.0,,,,,-495877.0,,,,,1191.0,2991.0,1800.0,237.0,,,,,,,,,,,,,,,,,,,,,61850.0,,-470877.0,,,,,,,,,,,,,,,,
2011-12-31,2012-04-16,10-K,"Start Scientific, Inc.",STSC,CIK0001368761,USD,428.0,,,64646.0,99577.0,99577.0,0.0,2114.0,268535.0,24950.0,,11298.0,14203.0,0.0,,0.0,2835.0,2835.0,,,,,721.0,-5298.0,,,,0.0001,500000000.0,500000.0,500000.0,,,50.0,50.0,0.542,25000.0,,,,,,,800.0,26883.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,,0.0,173500.0,,,,,,,,,0.14,,0.34,,,,,,-69210.0,,23500.0,0.0,,0.0,,-4696.0,-4251.0,45468.0,,,,,-3497.0,,0.0,0.0,0.0,,,,-36024.0,,3898.0,46551.0,159692.0,0.0,,,0.0,,488608.0,2835.0,488608.0,,,,0.0,-11298.0,6000.0,0.0,,-69210.0,,,55850.0,,55850.0,,99577.0,,0.0,,63282.0,-33186.0,173500.0,,0.0,,,,,36024.0,,,,,0.0001,100.0,100.0,0.0,,0.0,0.0,,,0.0,,6000.0,,,0.0,,28217.0,-69210.0,,0.0,,,-510773.0,,,2298.0,,28296.0,30096.0,1800.0,5084.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,55850.0,,-485773.0,,,,0.0,25000.0,,,0.0,25000.0,,,0.0,0.0,,-23500.0,
2012-03-31,2012-05-21,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,30287.0,,,,1800.0,60161.0,374810.0,,347056.0,,,,-11508.0,59971.0,59971.0,,,,,8171.0,7450.0,,,,,500000000.0,1900000.0,1900000.0,,,,190.0,,,,,,,,,,,,0.0,,,,,,,,,24008.0,,,,,,,,,,,,,,,0.07,,,,,,,,-67137.0,,,0.0,,,,,-314.0,-242733.0,,,,,,,,,50000.0,-50000.0,,,20765.0,,711.0,,,,,,,,262881.0,59971.0,262881.0,,,,,-347056.0,354506.0,0.0,,,,,,,,,68211.0,,,,46372.0,-46372.0,,,,,,,,-20765.0,,,,,,100.0,100.0,100.0,,,,50000.0,,300000.0,300000.0,100000.0,,0.0,,,4262.0,-67137.0,,20128.0,20128.0,25366.0,-577910.0,,,42000.0,,,,,110.0,,,,,,,,,,,,,,,,,,,,,104222.0,,-202910.0,,,,,,,,,,,,,,,,950549.0
2012-06-30,2012-08-14,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,60983.0,,,,1800.0,126153.0,601833.0,,,,,,,3607.0,3607.0,,90000000.0,,,65.0,,,,,0.0001,500000000.0,1900000.0,1900000.0,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,-426788.0,,,,,,,,,,,,,,,,,,,,,,45714.0,,,,,,,,,,406282.0,3607.0,406282.0,,,,,,,,,,,,,,,,79424.0,,,,381074.0,-381074.0,,,,,,,,-45714.0,,,,,0.0001,100.0,100.0,100.0,,,,1742.0,,,,,,,,,47445.0,-426788.0,,,,,-1004698.0,,,304336.0,,,0.0,,29293.0,,,,,,,,,,,,,,,,,,,,,139722.0,,-402675.0,,,,,,,,,,,,,,,,1900000.0
2012-09-30,2012-11-19,10-Q,"Start Scientific, Inc.",STSC,CIK0001368761,USD,,,,51063.0,,,,,332555.0,3813880.0,,,,,,,207643.0,207643.0,,,,,901.0,,,,,0.0001,500000000.0,9165000.0,9165000.0,,,,917.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,,-3530820.0,,,,,,,,,,,,,,,,,,,,,,40967.0,,,,,,,,,,928364.0,207643.0,928364.0,,,,,,,,,,,,,,,,80024.0,,,,3489853.0,-3489853.0,,,,,,,,-40967.0,,,,,0.0001,100.0,100.0,100.0,,,,206742.0,,,,,,,,,85907.0,-3530820.0,,,,,-4535518.0,,,3400274.0,,,0.0,,3672.0,,,,,,,,,,,,,,,,,,,,,464722.0,,-720721.0,,,,,,,,,,,,,,,,2061953.0
