end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedSalariesCurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedAmortizationDeferredFinanceCosts,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AcquisitionCosts,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredLoanOriginationFeesNet,AmortizationOfFinancingCosts,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNoncurrent,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,CapitalizedComputerSoftwareAmortization,CapitalizedComputerSoftwareNet,CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CommonStockOtherSharesOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,CommonStockValueOutstanding,ConversionOfStockAmountIssued1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtFairValueDisclosures,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,CostOfServices,CumulativeEarningsDeficit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtCurrent,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumNet,DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,DebtSecuritiesRealizedGainLoss,DeferredCompensationShareBasedArrangementsLiabilityCurrent,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsGross,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedParties,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToOtherRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,ExtinguishmentOfDebtAmount,FairValueAdjustmentOfWarrants,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueOfAssetsAcquired,FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresRepaymentAndPenalties,FinancialLiabilitiesFairValueDisclosure,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsNet,GainLossOnDerivativeInstrumentsNetPretax,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,ImpairedFinancingReceivableAverageRecordedInvestment,ImpairedFinancingReceivableUnpaidPrincipalBalance,IncentiveToLessee,IncomeTaxesPaid,IncreaseDecreaseInAccountsAndNotesReceivable,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDerivativeAssets,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseTradingLiabilities,InterestPaid,InvestmentCompanyDistributableEarningsLossAccumulatedLongTermCapitalGainLoss,LaborAndRelatedExpense,LandUnderPurchaseOptionsNotRecorded,LandUnderPurchaseOptionsRecorded,LeaseAndRentalExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,MineralPropertiesAccumulatedImpairment,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoncashMergerRelatedCosts,NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,NonoperatingIncomeExpense,NotesAndLoansPayable,NotesAndLoansReceivableGrossNoncurrent,NotesPayableCurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherAssets,OtherCommitmentDueInNextTwelveMonths,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,OtherCostAndExpenseOperating,OtherGeneralAndAdministrativeExpense,OtherNoncashExpense,OtherResearchAndDevelopmentExpense,PaymentsOfDebtExtinguishmentCosts,PaymentsOfDebtIssuanceCosts,PaymentsOfDerivativeIssuanceCosts,PaymentsToAcquireBusinessesGross,PaymentsToAcquireMineralRights,PremiumsAndOtherReceivablesNet,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,RelatedPartyTransactionDueFromToRelatedParty,RelatedPartyTransactionDueFromToRelatedPartyNoncurrent,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentsOfDebt,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SalariesWagesAndOfficersCompensation,SaleLeasebackTransactionMonthlyRentalPayments,SaleOfStockConsiderationReceivedPerTransaction,SaleOfStockPricePerShare,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedGoodsAndNonemployeeServicesTransactionSharesApprovedForIssuance,ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharesIssued,SharesIssuedPricePerShare,StockGrantedDuringPeriodValueSharebasedCompensationGross,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockholdersEquityOther,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,StockRepurchasedAndRetiredDuringPeriodValue,SubscriptionRevenue,TechnologyServicesCosts,TreasuryStockShares,UnrealizedGainLossOnDerivatives,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,WeightedAverageNumberOfSharesOutstandingBasic,WriteOffOfDeferredDebtIssuanceCost
2011-04-30,2011-06-22,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,-3224.0,,,,,,,,3224.0,,,,,,,,750.0,,,,,,,,,,,,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,
2011-07-31,2011-09-19,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,,1050.0,,,,,,,,65830.0,,,,,,,,,,,34186.0,,,,,,,,,,34186.0,,,,,0.0,75000000.0,6000000.0,6000000.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32754.0,,,,,,,,0.0,,,,,,,,,,,,,716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,1050.0,34186.0,,,,,,-7586.0,,,,,,,,7586.0,,,,,,,,750.0,,,,,,,,,,,,,,,,,5370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33136.0,,,,,,,,,,,,,,,,,,,,,,,,,,5321196.0,,,
2011-10-31,2012-01-30,10-K,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,1330.0,1330.0,,,,,,,,65410.0,,,20740.0,,,,,,,,32736.0,,,,,,,,,32736.0,32736.0,32666.0,0.0,,,0.0,2475000000.0,198000000.0,198000000.0,,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12631.0,0.0,-12631.0,,,,,,,,37151.0,,,,1167.0,,,,0.0,,,,,,,,,,,,,1641.0,,,,0.0,,-1170.0,-1170.0,-8213.0,,,,,,,,,,,,,,,,0.0,,,,,3000.0,,2497.0,32736.0,,,40000.0,,-7334.0,-18691.0,,,,,,,,18691.0,,37151.0,,,,,,3000.0,20740.0,,,,,,,,,40000.0,,,,,,,11050.0,,,,,,,,,,,,,,0.04,,,,,,,,,,,0.04,,30239.0,,,,,,1000000.0,,,,,,,40000.0,,40000.0,40000.0,,,,,,,,,,175989452.0,,,
2012-01-31,2012-03-16,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,,,,,,,,,,68830.0,,,1500.0,,,,,,,,26709.0,,,,,,,,,,26709.0,-6027.0,,,,0.0,75000000.0,6000000.0,6000000.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42281.0,,,,100.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,-1330.0,-1330.0,-1067.0,,,,,,,,,,,,,,,,0.0,,,,,750.0,,100.0,26709.0,,,,,-6027.0,-5130.0,,,,,,,,5130.0,,,,,,,,750.0,1500.0,,,,,,,,,,,,,,,,3630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26609.0,,,,,,,,,,,,,,,,,,,,,,,,,,198000000.0,,,
2012-04-30,2012-06-13,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,,,,,,,,,,70330.0,,,,,,,,,,,24970.0,,,,,,,,,,24970.0,,,,,0.0,75000000.0,6000000.0,6000000.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45520.0,,,,100.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,100.0,24970.0,,,,,,-3239.0,,,,,,,,3239.0,-3239.0,,,,,,,750.0,,,,,,,10000.0,,,,,,,,,,1739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24870.0,,,,,,,,,,,,,,,,,,,,,,,,,,198000000.0,,,
2012-07-31,2012-09-14,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,,,,,,,,,,71830.0,,,,,,,,,,,16067.0,,,,,,,,,16067.0,16067.0,,,,,0.0,75000000.0,6000000.0,6000000.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55923.0,,,,100.0,100.0,,,0.0,,,,,,,,,,,,,1168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,100.0,16067.0,,,,,,-10403.0,,,,,,,,10403.0,-10403.0,,,,,,,750.0,,,,,,,,,,,,,,,,,7735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15967.0,,,,,,,,,,,,,,,,,,,,,,,,,,198000000.0,,,
2012-10-31,2013-01-30,10-K,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,1110.0,,,,,,,,,71410.0,,,6000.0,,,,,,,,816.0,816.0,,,,,,,,816.0,816.0,-31920.0,0.0,,,0.0,2475000000.0,198000000.0,198000000.0,,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25053.0,0.0,25053.0,,,,,,,,73684.0,,,,0.0,,,,0.0,,,,,,,,,,,,,1184.0,,,,0.0,,,-220.0,-1167.0,,,,,,,,,,,,,,,,0.0,,,,,3000.0,,1110.0,816.0,,,-1167.0,,-30753.0,-36533.0,,,,,,,,36533.0,-36533.0,73684.0,,,,,,3000.0,6000.0,,,,,,,,,0.0,,,,,,-1167.0,29349.0,,,,4500.0,,,,73684.0,,,,,,,,,,,,,,,,,,,-294.0,,,,,,,,,,,,,,,,,,,,,,,,,,198000000.0,,,
2013-01-31,2013-03-18,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,27593.0,,,,,,,,,74197.0,,,1500.0,,,,,,,,,,,,,,,,,,,-816.0,0.0,,,0.0,2475000000.0,69300000.0,69300000.0,,693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40457.0,,40457.0,,,,,,,,118991.0,,,,16508.0,,,,0.0,,,,,,,,,,,,,8852.0,,,,,,,26383.0,16608.0,,,,,,,,,,,,,,,,,,,,,3289.0,,44101.0,,,,16608.0,,-17424.0,-45307.0,,,,,,,,45307.0,-45307.0,118991.0,,,,,,750.0,1500.0,,,,,,,,,,,,,,,16608.0,7071.0,,,,1500.0,,,25345.0,118991.0,,,,,,,,,,,,,,,,,,,-44101.0,33.0,,,,,,,,,,,,,,,,,,1287.0,,,,,,,95879348.0,,,
2013-04-30,2013-06-18,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,15922.0,,,,,,,,,76772.0,,,,,,,,,,,91.0,,,,,,,,,91.0,91.0,,,,,0.0,2475000000.0,69300000.0,69300000.0,,693.0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,52514.0,,52514.0,,,,,,,,2682616.0,,,,89320.0,,,,-0.03,,,,,,,,,,,,,27398.0,,,,,,,,,,,,,,,,,,,,,1075.0,,,,,,,,3002.0,,105242.0,91.0,,2500000.0,,,,-2563625.0,,,-1075.0,,,,,,-2562550.0,150041.0,2500000.0,,,,,750.0,,20000.0,,,,,,,,,,,,,,,1100.0,,,,,,,10300.0,,,,,,,,,,,,,,,,,,,,-105151.0,,,,,,,,,,,,,,,,,,,,,,,,,,92437079.0,,,
2013-07-31,2013-09-23,10-Q,VIVA ENTERTAINMENT GROUP INC.,OTTV,CIK0001479000,USD,,,,,,,,,,580576.0,,,,,,,,,,,11891.0,,,,,,,,,11891.0,,,,,,0.0,2475000000.0,70300000.0,70300000.0,,703.0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,63350.0,,63350.0,,,,,,,,2767897.0,,,,148509.0,,,,0.0,,,,,,,,,,,,,26222.0,,,,,,,,,,,,,,,,,,,,,2314.0,,,,,,,,4133.0,,148509.0,11891.0,,2500000.0,,,,-85281.0,,,-2314.0,,,,,,-82967.0,186324.0,,,,,,750.0,,45527.0,,,,,,,,,,,,,,,6335.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,-136618.0,,,,,,,,,,,,,,,,,,,,,,,,,,70028261.0,,,
