end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,Assets,AssetsCurrent,AssetsNet,AssetsNoncurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfGoodsAndServicesSold,CostOfGoodsSold,CustomerDepositsCurrent,DeferredPolicyAcquisitionCostForeignCurrencyTranslationAdjustment,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsValuationAllowance,Deposits,Depreciation,DepreciationAndAmortization,DepreciationExpense,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DueFromAffiliateCurrent,DueFromRelatedPartiesCurrent,DueToAffiliateCurrent,DueToOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectOfExchangeRateOnCashAndCashEquivalents,FinanceLeaseRightOfUseAssetAmortization,GeneralAndAdministrativeExpense,GoodwillAndIntangibleAssetImpairment,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInDeposits,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,InterestAndOtherIncome,InterestExpense,InterestExpenseRelatedParty,InterestIncomeOperating,InterestPaid,InterestPaidNet,InterestPayableCurrentAndNoncurrent,InventoryWriteDown,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,MinorityInterest,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NotesPayableCurrent,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAdditionalCapital,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossTax,OtherComprehensiveIncomeOtherNetOfTax,OtherExpenses,OtherGeneralExpense,OtherIncome,OtherLiabilitiesCurrent,OtherNonoperatingIncome,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireOtherInvestments,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseCurrent,ProceedsFromCollectionOfLoansReceivable,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromOtherDebt,ProceedsFromOtherEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfInterestInCorporateUnit,ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,ProceedsFromShortTermDebt,ProceedsFromSubordinatedShortTermDebt,ProfessionalFees,ProfitLoss,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RetainedEarningsAccumulatedDeficit,Revenues,SecurityDeposit,SellingGeneralAndAdministrativeExpense,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,TaxesPayableCurrent,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2008-12-31,2009-04-13,10-K,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39764.0,,,,,,,,,-316437.0,,,,,,,,
2009-12-31,2010-04-15,10-K,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872.0,,,,,,,,,,,,,,,,,,,,,,,,-136086.0,,,,,,,,,-353120.0,,,,,,,,
2010-06-30,2010-08-23,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,,,,,,,,,,224.0,,,,,,,,,,,-34714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,-29729.0,-444.0,,,29853.0,-29853.0,,,,,,,,,,,,,,,,,-4985.0,,,,,,,,,,,,,,,,,,,,,,,,,-30173.0,,,,,,,,,,,,,,,46706300.0,,46706300.0
2010-09-30,2010-11-22,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,,,,,,,,,,218.0,,,,,,,,,,,-41598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.0,,,,,,,,,,,,,,,,,,,,,,,,,-31871.0,-159.0,,,31391.0,-31391.0,,,,,,,,,,,,,,,,-9727.0,,,,,,,,,,,,,,,,,,,,,,,,,,-32030.0,,,,,,,,,,,,,,,46706300.0,,46706300.0
2010-12-31,2011-06-20,10-K,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,204783.0,-36893.0,,844687.0,678.0,451.0,,22.0,120.0,213.0,,-258.0,,,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-349405.0,,,3062.0,,,,,,,,,,,-1566911.0,,,,,157287.0,,,,,,,,,16.0,,,,,,,,-267504.0,,,,,-129359.0,2049.0,-215.0,,,,6618.0,,,,-17991.0,,13132.0,,,,,,,,,,,,,,,678.0,708969.0,-5880.0,,,7680.0,,,,-7954.0,-326000.0,-4271.0,239693.0,,,-317139.0,,,,,,,,,,,,3750.0,10000.0,,,-23405.0,,-23405.0,,,,,2992.0,,,,,238.0,,,,,,,4150.0,,,,,,,-330271.0,,,,,227.0,150605.0,,,-702411.0,-702411.0,,,,4314.0,,,
2011-03-31,2011-06-20,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,,,,,,,,,,,,,,,,,,,,,-5279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1638.0,,,,,,4052.0,,,,-238.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-2589.0,-50.0,,,,-2639.0,,,,,,,,,,,,,,,,-2690.0,,,,,,,,,,,,,,,,,,,,,,,,,,-2639.0,,,,,,-2639.0,,,,,,,,,,,
2011-06-30,2011-08-22,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,173142.0,-48341.0,,844687.0,392.0,159.0,,233.0,159.0,159.0,,,,,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-9713.0,,0.0,3083.0,,,,,,,,,,,1118192.0,,,,,159740.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,392.0,691004.0,-5862.0,,,,,,,,-859.0,-52.0,246944.0,,911.0,-911.0,,,,,,,,,,,,3750.0,10000.0,,,-8854.0,-8854.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,-911.0,,,,0.0,233.0,911.0,,,-419610.0,-690612.0,,,,4445.0,46706300.0,46706300.0,46706300.0
2011-09-30,2011-11-14,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,180963.0,-70679.0,,844687.0,398.0,151.0,,247.0,151.0,151.0,,,,,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-23078.0,,,3333.0,,,,,,,,,,,,,,,,160661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,714303.0,-5840.0,,,,,,,,-932.0,-22.0,260998.0,,954.0,-954.0,,,,,,,,,,,,3750.0,10000.0,,,-22138.0,,,,,,,,,,,,,,,,,,,,,,,,,,-954.0,,,,,247.0,954.0,,,-1538779.0,-713905.0,,,,4698.0,46706300.0,46706300.0,46706300.0
2011-12-31,2012-04-16,10-K,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,25278.0,-69484.0,844687.0,844687.0,2192.0,1948.0,,244.0,1895.0,1948.0,53.0,1735.0,,2070.0,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-134873.0,,,,,,,,,,,,,,-1669193.0,,,,,216036.0,,,,,,,,,7.0,,,,,,,,-90333.0,,,2258.0,,-60086.0,2258.0,,,,2286.0,19745.0,,,,-249.0,,6280.0,,,,,,,,,,,,,,,2192.0,846837.0,-7361.0,,,57616.0,55546.0,,,-55881.0,-102282.0,-1481.0,258398.0,,7150.0,-7150.0,,,,,,,,,,,0.0,,10000.0,,,-32591.0,,-32591.0,,,,,3226.0,,,,,,,,,,,,55546.0,,,,,,5675.0,-103763.0,,,,,244.0,-7150.0,,,-837284.0,-837284.0,,,,6977.0,,46706300.0,
2012-03-31,2012-05-21,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,43463.0,,,1292442.0,60665.0,60665.0,,,60665.0,,,,58770.0,,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-16992.0,,,,,,,,,,,,,,-1680941.0,,,,,249095.0,,,,,,,,,,,,,,,,,,,,,,9860.0,,,,,,-1983.0,,,,474.0,,2750.0,,,,,,,,,,,,,,,60665.0,392458.0,,-1230.0,-53.0,50000.0,50000.0,10000.0,10000.0,-1283.0,-3213.0,-853.0,,,,-9851.0,,,,,,,,,,,,,10000.0,,,-5244.0,,,,,,,,,,,,,,,,,,,-30000.0,,,10000.0,,,,-12601.0,,,,,,-9851.0,,,,-331793.0,,,,,,46706300.0,
