end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesAndOtherLiabilities,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AcquisitionCosts,AdditionalPaidInCapital,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConvertibleNotesPayableCurrent,CostOfRevenue,DeferredTaxAssetsGross,DeferredTaxAssetsGrossNoncurrent,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNetNoncurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceNoncurrent,DepositsAssetsCurrent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,Dividends,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EffectOfExchangeRateOnCash,EmployeeBenefitsAndShareBasedCompensation,ExtinguishmentOfDebtGainLossNetOfTax,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,ForeignCurrencyTransactionGainLossBeforeTax,GainOrLossOnSaleOfStockInSubsidiary,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillImpairmentLoss,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingLeaseLiability,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsCurrent,IntangibleAssetsNetIncludingGoodwill,InterestExpense,InterestExpenseDebt,InterestIncomeExpenseNonoperatingNet,InterestPaid,InterestPayableCurrent,InventoryNet,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansPayableCurrent,LongTermLoansPayable,MarketingExpense,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,OtherNonoperatingIncomeExpense,OtherReceivablesNetCurrent,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromShortTermDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,ShareBasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockRedeemedOrCalledDuringPeriodValue,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,VariableInterestEntityConsolidatedAssetsCurrent,VariableInterestEntityConsolidatedAssetsNoncurrent,VariableInterestEntityConsolidatedCarryingAmountAssets,VariableInterestEntityConsolidatedCarryingAmountLiabilities,VariableInterestEntityConsolidatedLiabilitiesCurrent,VariableInterestEntityConsolidatedLiabilitiesNoncurrent,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2014-05-31,2014-07-28,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,21965.0,,,,,,,,,,0.0,3004.0,3004.0,,,3004.0,,,558.0,0.0001,18000000.0,9000000.0,9000000.0,,900.0,,,,,1614.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2983.0,,1973.0,,-27657.0,,,0.0,0.0,21965.0,,,,,,,,,,-6250.0,,,86.0,,,86.0,,,,1050.0,,,,,3004.0,44502.0,,,,,,0.0,,,,558.0,-27657.0,,,,22537.0,29544.0,-27571.0,,,,,,,,,,,-86.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,0.0,,,0.0,,,25511.0,,,,,,,-42398.0,,3587.0,,-41498.0,,,,,,,,,,,,,,,,,,,9000000.0,
2014-08-31,2014-10-14,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,24629.0,,,,,,,,50249.0,,,10520.0,10520.0,,,10520.0,,,,0.0001,18000000.0,10007000.0,10007000.0,,1001.0,,,,,1614.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,9313.0,,1972.0,,-26498.0,,,0.0,,,,,,,,,,,,,,,74.0,,,,,,,1050.0,,,,,10520.0,28166.0,,,,,,,,,,,-26498.0,,,,3537.0,28396.0,-26424.0,,,,,,,,,,,-74.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,0.0,,,,,,18033.0,,,,,,,-68896.0,,3586.0,,-17646.0,,,,,,,,,,,,,,,,,,,9372187.0,
2014-11-30,2015-01-09,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,19674.0,,,,,,,,50249.0,,,1187.0,1187.0,,,1187.0,,,,0.0001,18000000.0,10007000.0,10007000.0,,1001.0,,,,,1610.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,4221.0,,1969.0,,-18341.0,,,0.0,,,,,,,,,,,,,,,39.0,,,,,,,1050.0,,,,,1187.0,37174.0,,,,,,,,,,,-18341.0,,,,17500.0,20271.0,-18302.0,,,,,,,,,,,-39.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,0.0,,,,,,15000.0,,,,,,,-87237.0,,3579.0,,-35987.0,,,,,,,,,,,,,,,,,,,10007000.0,
2015-02-28,2015-05-29,10-K,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,23053.0,0.0,,,,,,,50249.0,,,1030.0,1030.0,,,1030.0,,,-1416.0,0.0001,18000000.0,10007000.0,10007000.0,,1001.0,,,,,6906.0,,30863.0,30863.0,0.0,,,30863.0,,,,,,,,,,-0.01,,0.0,0.34,-0.34,,,,,,,,,,,,,2985.0,,7353.0,,-76032.0,,,0.0,0.0,23053.0,,,,,,,,,,-6250.0,,,264.0,,,264.0,,,,4200.0,,,,,1030.0,40553.0,,,,,,45313.0,45313.0,,,-46729.0,-76032.0,,,,17500.0,83121.0,-75768.0,,,,,,90773.0,,,,,-264.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,0.0,,50350.0,35500.0,35000.0,,75936.0,,,,40037.0,,,-90773.0,,14259.0,,-39523.0,,,,,50350.0,,,,,25851.0,,,,,,,,,9593123.0,
2015-05-31,2015-07-14,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,22682.0,,,,,,,,50249.0,,,1167.0,1167.0,,,1167.0,,,137.0,0.0001,18000000.0,10007000.0,10007000.0,,1001.0,,,,,1608.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1112.0,,2056.0,,-5492.0,,,0.0,0.0,-371.0,,,,,,,,,,0.0,,,69.0,,,69.0,,,,1050.0,,,,,1167.0,46182.0,,,,,,6000.0,6000.0,,,-5863.0,-5492.0,,,,23500.0,7479.0,-5423.0,,,,,,,,,,,69.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,,,,6000.0,6000.0,,5317.0,,,,,,,-96265.0,,3664.0,,-45015.0,,,,,,,,,,,,,,,,,,,10007000.0,
2015-08-31,2015-10-13,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,10868.0,,,,,,,,65219.0,,,2874.0,2874.0,,,1652.0,,,,0.0001,18000000.0,10307000.0,10307000.0,,1031.0,,,,,1623.0,,,,,,,,,,,,,,,,,10189610.0,,,,,,,,8459.0,,,,,,,,8459.0,7340.0,,1984.0,,-1479.0,,,0.0,,,,,,,,,,,,,,,89.0,,,,,,,1050.0,,,,,2874.0,34368.0,,,,,,,,,,,-1479.0,,,,23500.0,11833.0,-9849.0,,,,,,,,,,,8370.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,,,,,,,3443.0,,,,,,,-97744.0,,3607.0,,-31494.0,,,,,,,,,,,,,,,,,,,10189610.0,
2015-11-30,2016-01-12,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,10468.0,4747.0,,,,,,,65219.0,,,2668.0,2668.0,,,541.0,,,,0.0001,18000000.0,10307000.0,10307000.0,,1031.0,,,,,1647.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,3606.0,,1692.0,,-4552.0,,,0.0,,,,,,,,,,,,,,,88.0,,,,,,,1050.0,,,,,2668.0,38715.0,,,,,,,,,,,-4552.0,,,,23500.0,6156.0,-4464.0,,,,,,,,,,,-88.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,,,,,,,1500.0,,,,,,,-102297.0,,3339.0,,-36047.0,,,,,,,,,,,,,,,,,,,10307000.0,
2016-02-29,2016-05-31,10-K,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,12310.0,,,,,,,,65219.0,,,2154.0,2154.0,,,2154.0,,,1124.0,0.0001,18000000.0,10307000.0,10307000.0,,1031.0,,,,,6551.0,,35328.0,,0.0,,,35328.0,,,,,,5894.0,,,,0.0,,0.0,0.34,-0.34,,,,,,,,,,,,,14796.0,,8007.0,,,,,0.0,0.0,-10743.0,,,,,,,,,,0.0,,,343.0,,,343.0,,,,4200.0,,,,,2154.0,39810.0,,,,,,,25000.0,,,-23876.0,-13133.0,,,,27500.0,20797.0,-12790.0,,,,,,,,,,,,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,,,15000.0,10000.0,10000.0,,1801.0,,,,0.0,,,-103906.0,,14558.0,,-37656.0,,,,,,,,,,,,,,,,,0.0,,10214123.0,
2016-05-31,2016-07-11,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,16863.0,,,,,,,,65219.0,,,474.0,474.0,,,474.0,,,-1680.0,0.0001,18000000.0,10307000.0,10307000.0,,1031.0,,,,,1564.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2848.0,,1910.0,,-6233.0,,,0.0,0.0,4553.0,,,,,,,,,,,,,104.0,,,104.0,,,,1050.0,,,,,474.0,44363.0,,,,,,,0.0,,,-1680.0,-6233.0,,,,27500.0,8039.0,-6129.0,,,,,,,,,,,-104.0,,,,,,0.0001,1000000.0,0.0,0.0,0.0,,,,,,0.0,,4141.0,,,,,,,-110139.0,,3474.0,,-48704.0,,,,,,,,,,,,,,,,,0.0,,10307000.0,
2016-08-31,2016-10-11,10-Q,"FINGERMOTION, INC.",FNGR,CIK0001602409,USD,20667.0,,,,,,,,65219.0,0.0,,,1805.0,,,149.0,,,,,,,,,1031.0,,,,,2986.0,,,,,,,,,,,,,,,,-0.01,-0.01,-0.01,,,,,,,,,,,,,,,,36000.0,,870.0,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,1050.0,,,,,1805.0,48167.0,,,,,,,,,,,-35130.0,,,,27500.0,36000.0,-35130.0,,,,,,,,,,,-104.0,,,,,,0.0001,1000000.0,0.0,0.0,,,,,,,,,2297.0,,,,,,,-112612.0,,3856.0,,-46362.0,,,,,,,,,,,,,,,,,0.0,2576750.0,,2576750.0
