end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedPayrollTaxesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNoncurrent,CapitalLeaseObligationsIncurred,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashFDICInsuredAmount,CashUninsuredAmount,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConversionOfStockAmountConverted1,ConvertibleDebt,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfRevenue,CostOfServices,CostsAndExpenses,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtCurrent,DebtDefaultLongtermDebtAmount,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilities,DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,DefinedContributionPlanEmployerDiscretionaryContributionAmount,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToOtherRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,ExtinguishmentOfDebtAmount,GainLossOnDispositionOfProperty,GainOrLossOnSaleOfPreviouslyUnissuedStockBySubsidiary,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnSalesOfAssets,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,GrossProfit,HealthCareOrganizationCapitationRevenue,HealthCareOrganizationExpensesNet,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExaminationPenaltiesExpense,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInOperatingAssets,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseBorrowings,InterestExpenseDebt,InterestExpenseRelatedParty,InterestIncomeDomesticDeposits,InterestIncomeRelatedParty,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseholdImprovementsGross,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilityForUncertainTaxPositionsNoncurrent,LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseReportedAndIncurredButNotReportedIBNRClaims,LineOfCreditFacilityMaximumBorrowingCapacity,LinesOfCreditCurrent,LitigationSettlementAmountAwardedToOtherParty,LitigationSettlementExpense,LoansPayable,LongTermDebt,LongTermDebtAndCapitalLeaseObligations,LongTermDebtAndCapitalLeaseObligationsCurrent,LongTermDebtCurrent,LongTermDebtNoncurrent,LossContingencyAccrualCarryingValueCurrent,LossContingencyDamagesAwardedValue,LossContingencyDamagesPaidValue,LossContingencyDamagesSoughtValue,LossContingencyEstimateOfPossibleLoss,ManagementFeePayable,MinorityInterestDecreaseFromRedemptions,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NoninterestIncomeOther,NotesAndLoansPayableCurrent,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAccruedLiabilitiesCurrentAndNoncurrent,OtherAssetsCurrent,OtherAssetsMiscellaneousCurrent,OtherAssetsNoncurrent,OtherLiabilities,OtherLiabilitiesNoncurrent,OtherLongTermDebtCurrent,OtherLongTermDebtNoncurrent,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,PaymentsForLegalSettlements,PaymentsForRepurchaseOfCommonStock,PaymentsOfDebtIssuanceCosts,PaymentsToAcquireAdditionalInterestInSubsidiaries,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockValue,PrepaidExpenseCurrent,PrepaidExpenseOtherNoncurrent,PrepaidRent,PresentValueOfFutureMinimumLeasePaymentsSaleLeasebackTransactions,ProceedsFromCustomers,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfOtherLongTermDebt,ProceedsFromLongTermLinesOfCredit,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromSaleOfTreasuryStock,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfConvertibleDebt,RepaymentsOfDebt,RepaymentsOfDebtAndCapitalLeaseObligations,RepaymentsOfLinesOfCredit,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,RepaymentsOfOtherLongTermDebt,RepaymentsOfRelatedPartyDebt,RestrictedCash,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockConsiderationReceivedOnTransaction,SalesRevenueServicesNet,SecurityDeposit,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharePrice,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedAndRetiredDuringPeriodValue,TaxesPayableCurrent,TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringNetOfTax,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic,WorkersCompensationLiabilityCurrent
2009-12-31,2010-04-15,10-K,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,,,,,,,,,,,,,,,,,,,,,694000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2823000.0,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,,,,,,,,,,,,781000.0,,,,,,,,,431000.0,,,,,,,,,,,,,,,4000.0,,4499000.0,3309000.0,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184000.0,,,,,,,,,,,,,,,,,,,,,-89000.0,,2344000.0,,,1155000.0,5650000.0,4495000.0,-2667000.0,,36000.0,,,,,,,,,,,,,,,,,,,,,,,410000.0,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2703000.0,-23000.0,-2680000.0,,,,,,,,2528000.0,-2154000.0,,,,,,,,,,,,,,,,,,,,,,,,-15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654000.0,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,38753000.0,,,38753000.0,
2010-09-30,2010-11-15,10-Q,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,,,,,,,,,,,,,,,,,,,,,1023000.0,,,,,,,,,,,,,,,,,7553000.0,11140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201000.0,,,,,,,,,,-0.07,,,,,,,,,,,-13000.0,,3386000.0,,,,7898000.0,,-3659000.0,,31000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-442000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3690000.0,,-3690000.0,,,,,,,,,-3239000.0,,,,,,,,,,,,,,,,,,,,,,,,35000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7901000.0,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52150000.0,
2010-12-31,2011-03-31,10-K,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,7453000.0,855000.0,20000.0,,389000.0,,,,20958000.0,,178000.0,524000.0,,,574000.0,,14710000.0,993000.0,,424000.0,563000.0,563000.0,-131000.0,,,,,0.01,200000000.0,54359784.0,54359784.0,544000.0,,,,,,,33613000.0,46312000.0,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769000.0,,,,,,,,,,-0.23,,,,,,,,,,,-18000.0,,11930000.0,12150000.0,,,35185000.0,,-10241000.0,,229000.0,,109000.0,,,,,,,260000.0,,16000.0,,,,,,116000.0,-1000.0,-5000.0,,,535000.0,,1585000.0,,,,,351000.0,,,,,,,,21451000.0,14710000.0,19324000.0,2127000.0,,8270000.0,,,,,,,,,965000.0,1516000.0,,,,,,,448000.0,3253000.0,-429000.0,-2955000.0,-10426000.0,-44000.0,,,,3363000.0,2584000.0,,,,,-11098000.0,,,,,,,,,,,,,,,6650000.0,,410000.0,,250000.0,,611000.0,,,2442000.0,,,,,135000.0,294000.0,50.0,974260.0,0.0,,,,,,,1450000.0,,,,3635000.0,,,,,,-10470000.0,,782000.0,,,,,,1832000.0,,,,,-28963000.0,35214000.0,,29000.0,,,2133000.0,,,,,,,,,2584000.0,-6741000.0,-6741000.0,,,,2200000.0,,,154000.0,,,238000.0,,,,,46156000.0,
2011-03-31,2011-05-16,10-Q,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,,,,,,,,,,,,,,189000.0,,,,,,,871000.0,308000.0,,,,,,,,,,,,,,,,16529000.0,17906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216000.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,1161000.0,,,,18282000.0,,78000.0,,37000.0,,,,,,,,,,,,,,,,,,,,,,,,434000.0,,,,,64000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254000.0,-22000.0,76000.0,,,41000.0,,,,,,,,,376000.0,,,,,,,,,,,,,,,,,,,,,,,,136000.0,,,,,,22000.0,,,,,,,,,,300000.0,,,,100000.0,,,,,,41000.0,,,,,,,,146000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67959000.0,,,54644000.0,
2011-06-30,2011-08-12,10-Q,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,7653000.0,,1000.0,,491000.0,,,,21663000.0,,,,77000.0,,221000.0,,15147000.0,1751000.0,,,,1290000.0,,,,,,0.01,200000000.0,55809603.0,55809603.0,558000.0,,,,,1000.0,,18794000.0,21994000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218000.0,,,,,,,,,,-0.07,,,,,,,,,-31000.0,,-1000.0,,2982000.0,12150000.0,,-237000.0,18557000.0,18793000.0,-3934000.0,,36000.0,,,,,,,,,,,,,,,,,,,,,,281000.0,468000.0,468000.0,,126000.0,,,,,,,,,,,25098000.0,15147000.0,24250000.0,848000.0,,11038000.0,,,,,,,,,,,,,,,,,,,,,-3970000.0,,-3970000.0,-3970000.0,,4758000.0,,,,,3123000.0,-3437000.0,,,,,,,,,,,,,,,,,460000.0,,351000.0,,848000.0,,,-29000.0,,,,,,,50.0,974260.0,0.0,,,,,,,,,,,,,,,,,,,614000.0,9000.0,,,,,,,,,,-32892000.0,18557000.0,,,,,,,,,,,,,,,-9951000.0,,,,,,,,,,,310000.0,,55784000.0,,55784000.0,55784000.0,
2011-09-30,2011-11-18,10-Q,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,1658000.0,147000.0,,360000.0,,,,22590000.0,,,,,,176000.0,,14678000.0,1467000.0,,,,648000.0,,,,,,0.01,200000000.0,59251836.0,59251836.0,593000.0,,,,,,,17121000.0,19307000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207000.0,,,,,,,,,,-0.04,,,,,,,,,,,,,1979000.0,12150000.0,,,17200000.0,,-2551000.0,,-1000.0,,,,,,,,,,,,,,,,,,,,,,155000.0,,444000.0,,127000.0,-444000.0,,,,,,,,,,26415000.0,14678000.0,24195000.0,2220000.0,,10809000.0,,,,,,,,,2360000.0,2220000.0,,,,,,,,,,,-2550000.0,,-2550000.0,-2550000.0,,,2448000.0,,,,,-2107000.0,,,,,,,,,,,,,,,6560000.0,,672000.0,,359000.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,547000.0,,,,,,,,,,,-35442000.0,17200000.0,,,,,,,,,,,,,,,-11737000.0,,,,,,,,,,,,,58379000.0,,58379000.0,58379000.0,
2011-12-31,2012-03-30,10-K,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,1323000.0,834000.0,,,,,1791000.0,25455000.0,,1230000.0,1666000.0,,0.0,753000.0,507000.0,15316000.0,2365000.0,,37000.0,832000.0,832000.0,269000.0,,,,,0.01,500000000.0,59251836.0,59251836.0,592000.0,198000.0,,,,,,71257000.0,83387000.0,77000.0,,,,,2800000.0,,192000.0,,,,-290000.0,361000.0,-3018000.0,-3585000.0,-567000.0,19174000.0,205000.0,12933000.0,,73000.0,64000.0,4523000.0,1360000.0,7000.0,40000.0,18969000.0,-205000.0,-194000.0,-11000.0,0.0,,839000.0,,,,,,1000000.0,,,1000000.0,-0.25,,,,,,315000.0,404000.0,,,,,-119000.0,11291000.0,12150000.0,,,71210000.0,,-14011000.0,,77000.0,204000.0,204000.0,3585000.0,-4764000.0,778000.0,,33000.0,-551000.0,472000.0,,823000.0,,,,,131000.0,-23000.0,-93000.0,131000.0,,,28000.0,,1853000.0,,519000.0,,,512000.0,,,,,,,,31798000.0,15316000.0,27895000.0,3903000.0,,14036000.0,,,,,,,3903000.0,-2467000.0,2467000.0,3903000.0,,,,,,,,4317000.0,-39000.0,-4009000.0,-14088000.0,,-14088000.0,,,,,,2090000.0,3090000.0,,-12177000.0,,,,,,,,,,,,,642000.0,,7399000.0,,699000.0,,381000.0,,,2467000.0,2903000.0,19000.0,580000.0,,150000.0,150000.0,,39000.0,,,,,,,,,,1018000.0,,,,4000000.0,,,,,,-14088000.0,2183000.0,392000.0,9000.0,,,,,401000.0,,,,,-43051000.0,71210000.0,,,,,3005000.0,0.0,1.6,,,,,,,580000.0,-16482000.0,-16482000.0,,,,,,,,,150000.0,,,,,57031000.0,57031000.0,
2012-03-31,2012-05-21,10-Q,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,1190000.0,494000.0,,,,,,25606000.0,,,,,,195000.0,,15026000.0,2183000.0,,,1173000.0,1173000.0,341000.0,,,,,0.01,500000000.0,59251836.0,59251836.0,592000.0,,,,,,,16644000.0,17255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000.0,,,,,,,,,,0.0,,0.0,0.036,,,,,,,,,,515000.0,12150000.0,,,17890000.0,,83000.0,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,563000.0,,,,,158000.0,,,,,,,,31277000.0,15026000.0,29055000.0,,,15053000.0,,,,,,,,,4340000.0,2222000.0,,,,,,,,-36000.0,-1000.0,378000.0,80000.0,,80000.0,,,,,,,,,635000.0,,,,,,,,,,,,,,,5863000.0,,516000.0,,370000.0,,,,,11000.0,,,,8000.0,,1000.0,,,,,,,,,,,,,,100000.0,,,,,,80000.0,,323000.0,,,,,,128000.0,,,,,-42971000.0,,,,,,,,,,,,,,,2609000.0,-16251000.0,,,,,,,,,,,,,62552000.0,,59252000.0,59252000.0,
2012-06-30,2012-08-14,10-Q,"ADVANZEON SOLUTIONS, INC.",CHCR,CIK0000022872,USD,,1176000.0,1204000.0,,,,,,25704000.0,,,,73000.0,,75000.0,,16021000.0,3254000.0,,,1491000.0,1491000.0,,,,,,0.01,500000000.0,59251836.0,59251836.0,592000.0,,,,,,,13765000.0,16051000.0,,,,,,,,,,,,,-175000.0,,,,,,,1000000.0,,,,,,,,,,,,,60000.0,,231000.0,,,1000000.0,,,,,0.03,,0.02,,0.001,,,15000.0,,,,,,2226000.0,12150000.0,,,18124000.0,,1609000.0,,2000.0,,,,,,,,,,,,,,,,,,,,,20700000.0,,,465000.0,,159000.0,,,,,,,,,,,30567000.0,16021000.0,30159000.0,,,14593000.0,4000000.0,,,,,,,,,,,,,,1900000.0,,,,,,1607000.0,,1607000.0,1838000.0,,,,,2040000.0,3040000.0,,2073000.0,,,,,,,,,,,,,,,5745000.0,,559000.0,,352000.0,,,3584000.0,408000.0,1000.0,2021000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,265000.0,,,,,,,,,,,41364000.0,,,,,,,,,,11148.0,1500000.0,,,,,-14546000.0,,,,,,,,,,,,,88434000.0,,59252000.0,59252000.0,
