end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableCurrent,AccountsPayableInterestBearingCurrentAndNoncurrent,AccountsPayableRelatedParties,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccretionOfDiscount,AccretionOfDiscount,AccruedLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AdditionalPaidInCapital,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AllocatedShareBasedCompensationExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivableChargeOffs,AllowanceForDoubtfulAccountsReceivableRecoveries,AllowanceForLoanAndLeaseLossesWriteoffsNet,Assets,Assets,AssetsCurrent,AssetsCurrent,Cash,Cash,CashAcquiredFromAcquisition,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CashProvidedByUsedInDiscontinuedOperationsInvestingActivities,CashProvidedByUsedInDiscontinuedOperationsInvestingActivities,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockSharesSubscriptions,CommonStockValue,CommonStockValue,ConversionOfStockSharesConverted1,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,CostsAndExpenses,DebtInstrumentIncreaseAccruedInterest,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,Depreciation,Depreciation,DepreciationAndAmortization,DepreciationExpense,DepreciationExpense,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,ExtinguishmentOfDebtGainLossNetOfTax,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossUnrealized,ForeignCurrencyTransactionGainLossUnrealized,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpense,InterestExpenseBorrowings,InterestExpenseBorrowings,InterestExpenseOther,InterestPaid,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestRevenueExpenseNet,InvestmentIncomeInterest,InvestmentTaxCredit,InvestmentTaxCredit,LegalFees,LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureInvestmentTaxCreditReceivable,Liabilities,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesCurrent,ManagementFeeExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayableRelatedPartiesCurrent,NotesPayableRelatedPartiesNoncurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrentAndNoncurrent,OtherAccruedLiabilitiesNoncurrent,OtherAssetsNoncurrent,OtherCommitment,OtherExpenses,OtherExpenses,OtherNoncashExpense,OtherNoncashExpense,OtherNonoperatingIncomeExpense,OtherSellingGeneralAndAdministrativeExpense,PaymentsForPurchaseOfOtherAssets1,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireMachineryAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,ProceedsFromConvertibleDebt,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,ProceedsFromPartnershipContribution,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProFormaWeightedAverageSharesOutstandingDiluted,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SalesCommissionsAndFees,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodIntrinsicValue,StockholdersEquity,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueIssuedForServices,UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,ValueAddedTaxReceivableCurrent,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic
2009-12-31,2010-03-31,10-K,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117489.0,117489.0,,,,,,,,,,,,,,2282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,,,,,,,,,,,-4767.0,,,,,,,,,,,,,,,,,,,,,,,,63991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,,,,,,,,,,,,,,,-13869.0,,,40407.0,,-69084.0,,,,,,,,,,,,,,,,,,,,,,,,8549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55768.0,,-55768.0,,,,,,,13316.0,,,,,,,,,,,,,,,,,,,,,,,45569000.0,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-15,10-Q,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,,,,,,,,,,,,-5455.0,,,,,,,,,,,,,,,,,,,,,,,,33131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.0,,,,,,,,,,,,,,,8370.0,,,62612.0,,-70689.0,,,,,,,,,,,,,,,,,,,,,,,,10200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55034.0,,-55034.0,,,,,,,15655.0,,,,,,,,,,,,,,,,,,,,,,45569000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-31,10-K,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,19456.0,19456.0,34065.0,,24084.0,24084.0,4972.0,332403.0,,,,,-24824.0,,24824.0,3093.0,3797.0,3797.0,,1685787.0,1685787.0,,,2320.0,,,,82126.0,82126.0,73720.0,73720.0,39384.0,39384.0,,,39384.0,39384.0,,,,-78105.0,,,,,,200000000.0,45569068.0,,2320.0,2320.0,52810.0,52810.0,,,,332403.0,28954.0,28954.0,4972.0,,,,,,2968.0,,,2968.0,2141930.0,2141930.0,,24865.0,,,,,,,,,-19492.0,,15955.0,,,192194.0,,-240072.0,,,0.0,,,,,,,,-21641.0,,-11050.0,,,,,,32188.0,,,,,32188.0,,,,,34065.0,,,,,,14880.0,483139.0,483139.0,82126.0,82126.0,88852.0,88852.0,,,,,151850.0,,,,,,,,,26906.0,24865.0,26906.0,,183060.0,,-183060.0,,,3093.0,,,,57012.0,,,,,,,,,,,,,,151850.0,,,,,,,,45594000.0,,,,,8406.0,8406.0,,,3853.0,,,,,,,,-401013.0,-401013.0,,,,,,,14880.0,,
2011-03-31,2011-05-16,10-Q,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,,,,,,,,,,,,-7624.0,,7624.0,,,,,,,,,,,,,,,,,,,,,,5249.0,,,,-34135.0,,,,,,,,,,,,,,,,,,,,,,,,,542.0,,,542.0,,,,,,,,,,,,,5279.0,,9549.0,,,53109.0,,-63808.0,,,,,,,,,,,12051.0,,-5286.0,,,,,,9463.0,,,,,9463.0,,,,,,,,,,,,,,,,,,,,,,,,,,-34135.0,,,,,,,,,46721.0,,-46721.0,,,,,,,17087.0,,,,,,,,,,,,,,,,,,,,,,45569000.0,,,,,,,,,2619.0,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-15,10-Q,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,28741.0,,,,60139.0,,7214.0,361458.0,,,,-8671.0,-8671.0,,,5391.0,1572.0,,,1714358.0,,,,,,,,58790.0,,51431.0,,7810.0,,,,7810.0,7810.0,,,,,,,,,,200000000.0,45569068.0,,2320.0,,52810.0,,,,,,28805.0,,,,,,,,,,505.0,505.0,2273167.0,,,,,,0.0,,,,,,,1949.0,1949.0,,50792.0,50792.0,-67429.0,-67429.0,,,0.0,,,,,,,,,,,,,,,,,,-9410.0,,9410.0,,9410.0,,,,46871.0,,,,,,14880.0,562469.0,,58790.0,,135488.0,,,,,,,,,,,,,,-18081.0,26906.0,24113.0,,49348.0,49348.0,-49348.0,-49348.0,,,,,,18081.0,18081.0,,,,,,,,,,,,,,,,,,,,,,45569000.0,,,-67429.0,,7359.0,,,0.0,,,0.0,,,,,,-503679.0,,,,,,,,,,
2011-09-30,2011-11-21,10-Q,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,31139.0,68798.0,,,48163.0,,,,,,,-9312.0,,,,,1697.0,,,1714358.0,,,,,,,,105792.0,,98905.0,,52886.0,,,,52886.0,,,,,,,,,,200000000.0,45569068.0,,,2320.0,,52810.0,,,,493095.0,,31835.0,,,,,,,,,,472.0,,2367574.0,,26205.0,,,,,,,,,,,-34398.0,,,39546.0,,-94407.0,,,,,,,,,,,,,,,,,,,,,,,,10679.0,,,,,,,,,,,,,703878.0,,105792.0,,145564.0,,,,,,,,,,,,,,,,26906.0,,74416.0,,-74416.0,,,7179.0,,,,19991.0,,,,,,,,,,,,,,,,,,,,,,45569000.0,,,,,,6887.0,,,,,,,,,,,,-598086.0,,,,,,,14880.0,,
2011-12-31,2012-04-25,10-K,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,32773.0,64254.0,,38688.0,38688.0,,,,,32773.0,,-36536.0,,36536.0,,2579.0,2579.0,,1714358.0,1714358.0,,,,-14880.0,14880.0,,69736.0,69736.0,63289.0,63289.0,,30516.0,,,30516.0,30516.0,,,,-8868.0,,,,0.001,,200000000.0,45569068.0,45569068.0,,2320.0,52810.0,52810.0,,,31490.0,492299.0,,31490.0,15459.0,,,,,,1959.0,,,1959.0,-2405099.0,2405099.0,26906.0,25425.0,25425.0,,,,,,,,9462.0,,-9955.0,,,155941.0,,-263169.0,,,0.0,,,,,,,,13502.0,,-13317.0,,,,,,41279.0,,,,,41279.0,,,,,,,,,,,,705347.0,705347.0,69736.0,69736.0,132427.0,132427.0,,,,,150000.0,,,,,,,,,,,26906.0,,170474.0,,-170474.0,,,8247.0,,,,92695.0,,,,,,,,,,,,,,150000.0,,,,,,,,45569000.0,,,,-263169.0,,6447.0,6447.0,,2619.0,,,,,,,28571.0,-635611.0,-635611.0,,,,,,,,,
2012-03-31,2012-05-15,10-Q,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,33523.0,70216.0,,,42429.0,,,,,,,-10811.0,,10811.0,,,10591.0,,,1714358.0,,,,,,,,64848.0,,58812.0,,25289.0,,,,25289.0,,,,-5227.0,,,,,,200000000.0,45569068.0,,,2320.0,,52810.0,,,,495085.0,,31563.0,20910.0,,,,,,411.0,,,411.0,,2436611.0,,24938.0,,,,,,,,,-8393.0,,8394.0,,,16507.0,,-31512.0,,,,,,,,,,,12029.0,,-750.0,,,,,,12177.0,,,,,12177.0,,,,,,,,,,,,,731971.0,,64848.0,,150142.0,,,,,,,,,-5227.0,,,,,,,26906.0,,8524.0,,-8524.0,,,9333.0,,,,22988.0,,,,,,,,,,,,,,,,,,,,,,45569000.0,,,,,,6036.0,,,,,,,,,,,,-667123.0,,,,,,,,,
2012-06-30,2012-08-20,10-Q,Yong Bai Chao New Retail Corp,YBCN,CIK0001284454,USD,,37051.0,79009.0,,54700.0,54700.0,,,,,37051.0,,-10144.0,,,,1652.0,1652.0,,1714358.0,1714358.0,,,,,,,43440.0,43440.0,37788.0,37788.0,,737.0,,,737.0,737.0,,,,,,,,0.001,,200000000.0,45569068.0,45569068.0,,2320.0,52810.0,52810.0,,,33001.0,508409.0,,33001.0,27808.0,,,,,,,,384.0,384.0,-2493781.0,2493781.0,26906.0,25453.0,25453.0,,0.0,,,,,,,,-9379.0,,24006.0,24006.0,,-57170.0,,,0.0,,,,,,,,,,,,,,,,,,-13257.0,,,,13257.0,,,,,,,,,,,767733.0,767733.0,43440.0,43440.0,162267.0,162267.0,,,,,,,,,,,,,-23401.0,,,26906.0,33769.0,33769.0,-33769.0,-33769.0,,,10795.0,,,,23401.0,,,,,,,,,,,,,,,,,,,,,,45569000.0,,,-57170.0,,,5652.0,5652.0,0.0,,,0.0,,,,,,-724293.0,-724293.0,,,,,,,,,
