end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccretionExpense,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecuritiesDebtSecurities,CapitalExpendituresIncurredButNotYetPaid,CapitalizedContractCostAmortization,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonUnitIssued,CommonUnitOutstanding,ComprehensiveIncomeNetOfTax,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ContractWithCustomerLiabilityRevenueRecognized,CurrentStateAndLocalTaxExpenseBenefit,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,DeferredIncomeTaxLiabilities,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxCreditCarryforwards,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesOther,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DividendsPayableCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,EquityMethodInvestments,FairValueAdjustmentOfWarrants,GeneralAndAdministrativeExpense,ImpairmentOfLongLivedAssetsToBeDisposedOf,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxReconciliationTaxCreditsResearch,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerAsset,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestExpense,InterestExpenseDebt,InterestPaidNet,InvestmentIncomeInterest,LandSubjectToGroundLeases,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtNoncurrent,MarketableSecuritiesCurrent,MarketableSecuritiesRealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherLiabilitiesNoncurrent,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherReceivablesNetCurrent,PaymentsForUnderwritingExpense,PaymentsOfStockIssuanceCosts,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForLetterOfCreditFacilities,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfLongTermDebt,ResearchAndDevelopmentExpense,RestrictedCashCurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueRemainingPerformanceObligation,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueStockOptionsExercised,TemporaryEquityAccretionToRedemptionValueAdjustment,TemporaryEquitySharesOutstanding,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,DeferredTaxLiabilities,EarningsPerShareBasic,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,NumberOfOperatingSegments,ProceedsFromCollaborators,ProceedsFromIssuanceOrSaleOfEquity,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,UnrecognizedTaxBenefits,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic
2018-09-30,2018-11-14,10-Q,"ARVINAS, INC.",ARVN,CIK0001655759,USD,1300760.0,,,,4851146.0,1154708.0,1510583.0,-47223.0,7377913.0,,,,,,98886058.0,95518056.0,,47223.0,83650088.0,83602865.0,,,6191004.0,6191004.0,,,0.001,3683639.0,3683639.0,3684.0,,,-13338281.0,54215006.0,13501056.0,40713950.0,,,10299.0,10299.0,,,,,,,,,,,,,191547.0,191547.0,,-62.38,,,,,,,,1784061.0,,,0.0,4284231.0,,-13387672.0,0.0,0.0,,,,,,,,,,12264.0,12264.0,,523338.0,,,,,,,,,62561581.0,98886058.0,19847631.0,2214309.0,194669.0,2000000.0,,,,,184603.0,29706.0,2000000.0,83602865.0,,,,,-13387672.0,-125438281.0,671174.0,17434110.0,-14058846.0,,,,,,,,,,,,,20760.0,,49391.0,49391.0,,,160100.0,2178878.0,,,,,,3545309.0,,,,,,,,4857825.0,3347242.0,,13149879.0,,-286176753.0,,54200000.0,3375264.0,,,357658.0,,,,-278842379.0,,,,5062408.0,,112050609.0,,,2010807.0,,,,,,,,,,,,
2018-12-31,2019-03-26,10-K,"ARVINAS, INC.",ARVN,CIK0001655759,USD,2758184.0,2775831.0,-248069.0,248069.0,4001276.0,848923.0,1733531.0,-217723.0,439118089.0,,11630300.0,17963.0,12359.0,3375313.0,199281575.0,195677779.0,2778.0,220500.0,184855362.0,184637640.0,159494.0,,3190056.0,3200000.0,-27722335.0,0.0,0.001,31235458.0,31235458.0,31236.0,,,-41688438.0,53550671.0,16065957.0,37484714.0,13553136.0,,7210.0,7210.0,575954.0,6179875.0,22364306.0,0.0,12236973.0,181734.0,2681628.0,1084096.0,21788352.0,35345.0,540609.0,20760.0,706000.0,706000.0,,-25.97,0.0,0.21,-0.203,,-0.033,0.001,0.025,2795205.0,,,193779.0,18753613.0,0.0,,0.0,0.0,1800000.0,2002163.0,-22224169.0,605340.0,,-8548090.0,150000.0,1215514.0,2501383.0,82076.0,57440.0,39476.0,3666214.0,,,,,,,,,62614592.0,199281575.0,22979878.0,2169610.0,154461.0,1907520.0,169610.0,92480.0,,,,,2000000.0,184637640.0,0.0,168060695.0,-179665360.0,-16117670.0,-57568332.0,-255935088.0,3177325.0,78509742.0,-60745657.0,,,,,,,2885594.0,705606.0,716906.0,731541.0,731541.0,606538.0,,20760.0,-207972.0,-207972.0,150000.0,102730.0,-213034.0,2255966.0,,3423589.0,234894225.0,2830661.0,,2818286.0,114583172.0,2000000.0,55000001.0,,0.0,75000.0,-41480466.0,5316567.0,3583036.0,173889.0,59756129.0,,-302264619.0,14300000.0,53600000.0,17764085.0,,11630300.0,,0.0,,9.88,136600000.0,,315166856.0,111159583.0,11630300.0,,198366756.0,,0.0,40521433.0,,,,,,,,,,,,
2019-03-31,2019-05-09,10-Q,"ARVINAS, INC.",ARVN,CIK0001655759,USD,1563909.0,,-5383.0,5383.0,2947556.0,774823.0,1977999.0,80031.0,444295404.0,5177448.0,,4491.0,3090.0,4434804.0,186568127.0,179735878.0,82628.0,2597.0,146095234.0,146175265.0,509966.0,,28786247.0,28786247.0,25596191.0,,0.001,31368864.0,31368864.0,31369.0,,,-14106738.0,49534182.0,15440957.0,34093225.0,4016489.0,0.0,4120.0,,,,,,,,,,,,,,246158.0,246159.0,,-0.46,0.0,0.21,0.0,,,,,1744826.0,,,0.0,5640629.0,,,,,,-1704241.0,-2775831.0,-1053720.0,,-4016489.0,,213548.0,-363434.0,23638.0,23638.0,24563.0,1190523.0,,2954272.0,,823403.0,840498.0,839555.0,450816.0,282895.0,58830434.0,186568127.0,20600172.0,2124068.0,113410.0,,,92480.0,,,,124068.0,2000000.0,146175265.0,,-45542.0,38374102.0,-12732369.0,-14404492.0,-14404492.0,1410007.0,19830988.0,-15814499.0,211509.0,2671377.0,534340.0,2137037.0,93023.0,2584002.0,,,,,,,,20760.0,297754.0,297754.0,,,243122.0,2469514.0,,,3261254.0,380644.0,,2304852.0,,,0.0,,0.0,,-14404492.0,6205486.0,4227487.0,45542.0,14190359.0,,-316669111.0,4000000.0,49500000.0,4016489.0,,5177448.0,,,,,127737692.0,,,,,,0.0,,,31325516.0,,,,,,,,,,,,
2019-06-30,2019-08-05,10-Q,"ARVINAS, INC.",ARVN,CIK0001655759,USD,1411471.0,,,,3998974.0,810686.0,2276543.0,300150.0,450007344.0,5312607.0,,,,,172046128.0,163261088.0,300151.0,,147530854.0,147831005.0,,,11342178.0,11342178.0,,,0.001,31523474.0,31523474.0,31524.0,,,-16944527.0,45517693.0,14815957.0,30701736.0,,,1030.0,,,,,,,,,,,,,,,310461.0,,-0.55,0.0,0.21,,,,,,2512324.0,,,0.0,6440779.0,,,,,,,,,,,,,,22778.0,22778.0,,1091331.0,,2954272.0,,823403.0,840498.0,839555.0,450816.0,282895.0,55540868.0,172046128.0,20945773.0,2077667.0,71499.0,,,92480.0,,,,77667.0,2000000.0,147831005.0,,,,,-17164646.0,-17164646.0,1260282.0,22441417.0,-18424928.0,219759.0,2671377.0,647872.0,1893359.0,130145.0,2397789.0,,,,,,,,20760.0,220119.0,220119.0,,,191729.0,1402085.0,,,,,,2685820.0,,,,,,,,8643034.0,6366491.0,,16000638.0,,-333833758.0,,45500000.0,4016489.0,,,,,,,116505261.0,,,,,399488.0,0.0,,,31440051.0,,,,,,,,,,,,
2019-09-30,2019-11-04,10-Q,"ARVINAS, INC.",ARVN,CIK0001655759,USD,2277824.0,59330.0,,,6226971.0,1248754.0,2736498.0,196645.0,485439007.0,4601214.0,,,,,209093798.0,199663343.0,254003.0,57357.0,178178513.0,178375159.0,,,12135475.0,12135475.0,,,0.001,33076557.0,33076557.0,33076.0,,,-17778878.0,62064616.0,20294456.0,41770160.0,,,,,,,,,,,,,,,,,,468225.0,,-0.54,0.0,0.21,,,,,,3676246.0,,0.0,0.0,7957364.0,,,-24675000.0,,,,,,,,,,,22903.0,22903.0,,1112415.0,,2569765.0,,823403.0,840498.0,764555.0,141309.0,204976.0,74934200.0,209093798.0,29396265.0,2000000.0,,,,92480.0,,,,,2000000.0,178375159.0,,,,,-17675373.0,-17675373.0,1494814.0,24545414.0,5504813.0,173446.0,2364789.0,597014.0,1767775.0,,2257544.0,,,,,,,,20760.0,-103505.0,-103505.0,,,405302.0,5142227.0,,,,,,3951152.0,,,,,,,,9888649.0,7152151.0,,16588050.0,,-351509130.0,,62100000.0,30050227.0,,,,,,,134159598.0,,,29454033.0,,1377968.0,0.0,,,32740486.0,,,,,,,,,,,,
2019-12-31,2020-03-16,10-K,"ARVINAS, INC.",ARVN,CIK0001655759,USD,4556827.0,,-200000.0,,7602904.0,605246.0,3264861.0,107576.0,599097090.0,20100000.0,20100000.0,15149.0,7210.0,1200000.0,301641426.0,290880635.0,107576.0,,271553880.0,271661456.0,200000.0,0.0,9211057.0,9200000.0,6000000.0,0.0,0.001,38461353.0,38461353.0,38461.0,,,-70000000.0,58407407.0,19979525.0,38427882.0,14335188.0,,,,1328943.0,7871790.0,38491303.0,,21733983.0,183118.0,5121644.0,3580768.0,37162360.0,35011.0,1293932.0,,1600000.0,1600000.0,,-2.69,0.0,0.21,-0.22,,-0.022,-0.003,0.035,5810723.0,,0.0,0.0,34568390.0,0.0,,-24700000.0,0.0,1400000.0,1500000.0,-2800000.0,3600000.0,0.0,4900000.0,0.0,4000000.0,1100000.0,116250.0,100000.0,100000.0,5762991.0,,2584046.0,775734.0,,895847.0,912465.0,,196039.0,74955145.0,301641426.0,32813152.0,2000000.0,,1530004.0,,377516.0,92480.0,,,,2000000.0,271661456.0,0.0,139700000.0,-93100000.0,-40600000.0,-91347716.0,-91339943.0,7642184.0,122183173.0,-74289900.0,817057.0,2388007.0,673896.0,1714111.0,581961.0,2278623.0,,,,,,,,26757.0,300000.0,300000.0,,1435596.0,1995443.0,6280828.0,,600000.0,256500000.0,6300000.0,,3727294.0,137686006.0,0.0,0.0,,2800000.0,0.0,-70300000.0,11720272.0,8455411.0,200000.0,87614783.0,,-372556846.0,18300000.0,58400000.0,47893273.0,571886.0,20100000.0,,1900000.0,,13.28,226600000.0,,,137100000.0,,2800000.0,0.0,,0.0,70266181.0,,-2.13,-2.13,-0.003,,,,,0.0,,32900000.0,32900000.0
2020-03-31,2020-04-28,10-Q,"ARVINAS, INC.",ARVN,CIK0001655759,USD,3020794.0,,-366132.0,,6783724.0,902989.0,3875343.0,-602614.0,606567072.0,6119711.0,,0.0,,5057504.0,282449799.0,270195164.0,159747.0,762361.0,227330779.0,226728165.0,375602.0,,36106323.0,36106323.0,26895266.0,,0.001,38672433.0,38672433.0,38672.0,,,-22449361.0,56195615.0,22464819.0,33730795.0,5182381.0,,,,,,,,,,,,,,,,,617469.0,,-0.56,0.0,0.21,0.0,,,,,1973511.0,,,,7925005.0,,,,,,-1911635.0,0.0,-819180.0,,-2211793.0,,-2402390.0,-243036.0,16250.0,16250.0,16250.0,1299133.0,,2954131.0,,,1099232.0,1115850.0,739049.0,211577.0,70742686.0,282449799.0,33168990.0,2000000.0,,,,92480.0,,,,,2000000.0,226728165.0,,1350482.0,42494745.0,-16949961.0,-21739171.0,,1672892.0,29651691.0,-23412063.0,207107.0,2742554.0,899653.0,1842901.0,186824.0,2650090.0,,,,,,,,28777.0,-710190.0,-710190.0,,,390009.0,3878438.0,,,8605116.0,1362224.0,,3482238.0,,,,,1350482.0,,-21739171.0,13451111.0,9575768.0,0.0,21726686.0,,-394296017.0,6200000.0,56200000.0,6239628.0,541371.0,6119711.0,,,,,211707113.0,,,,,1350482.0,,,,38548483.0,,,,,,,,,,,,
2020-06-30,2020-08-04,10-Q,"ARVINAS, INC.",ARVN,CIK0001655759,USD,2429757.0,,,,7404460.0,952850.0,4506794.0,1664124.0,615601031.0,7754959.0,,,,,262581573.0,249581888.0,1671602.0,7478.0,219439182.0,221103306.0,,,21593656.0,21593656.0,,,0.001,38825190.0,38825190.0,38825.0,,,-22959801.0,50454409.0,22964819.0,27489590.0,,,,,,,,,,,,,,,,,,635104.0,,-0.65,0.0,0.21,,,,,,2977883.0,,,,8815474.0,,,,,,,,,,,,,,16250.0,16250.0,,965851.0,,2685993.0,,,1101185.0,1117803.0,467005.0,174470.0,64800149.0,262581573.0,33719801.0,2000000.0,,,,92480.0,,,,,2000000.0,221103306.0,,,,,-25226539.0,,1257344.0,32231564.0,-26483883.0,262323.0,2511523.0,920765.0,1590758.0,236272.0,2429500.0,,,,,,,,28777.0,2266738.0,2266738.0,,,307743.0,3564317.0,,,,,,3320609.0,,,,,,,,15048202.0,10541408.0,,23416090.0,,-419522556.0,,50500000.0,5747681.0,,,,,,,197781424.0,,,,,1279153.0,,,,38739922.0,,,,,,,,,,,,
2020-09-30,2020-11-05,10-Q,"ARVINAS, INC.",ARVN,CIK0001655759,USD,5088034.0,2444450.0,,,12143734.0,862572.0,5360467.0,1079807.0,654342486.0,8246921.0,,,,,271947431.0,257979829.0,1081011.0,1204.0,158495156.0,159574963.0,,,88988921.0,88988921.0,,,0.001,40096001.0,40096001.0,40096.0,,,-31404183.0,45304459.0,21358989.0,23945470.0,,,,,,,,,,,,,,,,,,861293.0,,-0.79,0.0,0.21,,,,,,4341221.0,,,,9331925.0,,,0.0,,,,,,,,,,,16250.0,16250.0,,800236.0,,2434263.0,1124684.0,,,1108066.0,189472.0,143026.0,66827464.0,271947431.0,39530518.0,2000000.0,,,,92480.0,,,,,2000000.0,159574963.0,,,,,-30819866.0,,928201.0,39344843.0,-31748067.0,262045.0,2291237.0,939761.0,1351476.0,,2226422.0,,,,,,,,28777.0,-584317.0,-584317.0,,,144215.0,3511633.0,,,,,,3459862.0,,,,,,,,17072870.0,11712403.0,,30012918.0,,-450342422.0,,45300000.0,7596776.0,,,,,,,205119967.0,,,,,577303.0,,,,39058294.0,,,,,,,,,,,,
2020-12-31,2021-03-01,10-K,"ARVINAS, INC.",ARVN,CIK0001655759,USD,7100000.0,1000000.0,-1700000.0,,18900000.0,1800000.0,6100000.0,600000.0,1133500000.0,30200000.0,30200000.0,0.0,,2000000.0,717400000.0,703100000.0,560797.0,,99596821.0,100157618.0,500000.0,0.0,588400000.0,588400000.0,579200000.0,0.0,0.001,48500000.0,48500000.0,0.0,,,-118800000.0,45100000.0,22200000.0,22900000.0,18700000.0,,,,2400000.0,9000000.0,67300000.0,,43100000.0,100000.0,10100000.0,5000000.0,64900000.0,0.0,2400000.0,,3200000.0,3200000.0,,-3.02,0.0,0.21,-0.233,,-0.017,-0.001,0.041,9000000.0,22647241.0,0.0,0.0,38300000.0,0.0,,0.0,0.0,1800000.0,2000000.0,1000000.0,10800000.0,0.0,-13300000.0,,1200000.0,2400000.0,100000.0,100000.0,100000.0,3600000.0,,2244790.0,1124684.0,,,1108065.0,,204529.0,75200000.0,717400000.0,49200000.0,2000000.0,,1140034.0,,389970.0,377516.0,92480.0,,,2000000.0,100200000.0,400000.0,504600000.0,164300000.0,-89700000.0,-119300000.0,-119332064.0,5600000.0,146700000.0,-124900000.0,1000000.0,2040261.0,1000000.0,1100000.0,900000.0,2000000.0,,,,,,,,28777.0,500000.0,500000.0,,,2100000.0,7400000.0,,27700000.0,41200000.0,6400000.0,,6100000.0,,0.0,0.0,,8300000.0,0.0,-119300000.0,18400000.0,12300000.0,0.0,108400000.0,0.0,-491900000.0,21800000.0,45100000.0,21800000.0,600000.0,30200000.0,,19400000.0,,27.45,642200000.0,,,431900000.0,,8200000.0,0.0,,0.0,39534497.0,0.0,-3.02,-3.02,-0.001,,,,,0.0,0.0,39500000.0,39500000.0
