end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AdditionalPaidInCapital,AdvertisingExpense,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,DueToOfficersOrStockholdersCurrent,EarningsPerShareBasicAndDiluted,GainLossRelatedToLitigationSettlement,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInPrepaidExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PrepaidExpenseCurrent,ProceedsFromNotesPayable,RetainedEarningsAccumulatedDeficit,StockholdersEquity,StockIssuedDuringPeriodValueNewIssues,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2021-09-30,2021-11-15,10-Q,"Atlas Technology Group, Inc.",ATYG,CIK0001093636,USD,3150.0,30707342.0,0.0,2917.0,2917.0,0.0,,,1e-05,15000000000.0,5850705874.0,5850705874.0,58507.0,99000.0,0.0,,28966.0,-28966.0,,,,130283.0,2917.0,130283.0,,,-28966.0,28133.0,28966.0,-28966.0,1e-05,25000000.0,2917.0,,-30933115.0,-127366.0,,5850705874.0
