end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableInterestBearingCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AllowanceForNotesAndLoansReceivableCurrent,Assets,AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,AvailableForSaleSecuritiesCurrent,AvailableForSaleSecuritiesGrossRealizedGains,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ContractsRevenue,CostOfRealEstateSales,DeferredIncomeTaxExpenseBenefit,DemandDepositAccounts,Deposits,DepositsSavingsDeposits,DepreciationAmortizationAndAccretionNet,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,FinancialServicesRevenue,GainLossOnSaleOfOtherAssets,GainLossOnSaleOfPropertyPlantEquipment,GainLossOnSaleOfSecuritiesNet,GainsLossesOnSalesOfInvestmentRealEstate,GainsLossesOnSalesOfOtherRealEstate,HeldToMaturitySecuritiesSoldSecurityAtCarryingValue,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInDeposits,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInMortgageLoansHeldForSale,IncreaseDecreaseInOtherLoans,InterestAndDebtExpense,InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,InterestAndFeeIncomeLoansCommercial,InterestAndOtherIncome,InterestBearingDomesticDepositDemand,InterestExpense,InterestExpenseDeposits,InterestExpenseDomesticDepositLiabilitiesDemand,InterestExpenseOther,InterestExpenseSavingsDeposits,InterestExpenseTimeDeposits,InterestIncomeExpenseAfterProvisionForLoanLoss,InterestIncomeExpenseNet,InterestIncomeFederalFundsSold,InterestIncomeOperating,InterestIncomeSecuritiesOtherUSGovernment,InterestIncomeSecuritiesTaxable,InterestIncomeSecuritiesTaxExempt,InterestPaidNet,InterestReceivableCurrent,Liabilities,LiabilitiesAndStockholdersEquity,LoansReceivableHeldForSaleAmount,LoansReceivableNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoninterestIncomeOther,NonoperatingIncomeExpense,OccupancyNet,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossReclassificationAdjustmentForWritedownOfSecuritiesIncludedInNetIncomeBeforeTax,OtherComprehensiveIncomeLossTaxPortionAttributableToParent,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,OtherComprehensiveIncomeOtherNetOfTax,OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeBeforeTax,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherCostAndExpenseOperating,OtherExpenses,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherOperatingIncome,OtherRealEstate,OtherTaxExpenseBenefit,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquireAvailableForSaleSecuritiesEquity,PaymentsToAcquirePropertyPlantAndEquipment,ProceedsFromLoanOriginations,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,ProceedsFromMaturitiesPrepaymentsAndCallsOfSecuritiesOperatingActivities,ProceedsFromPaymentsForSecuritiesPurchasedUnderAgreementsToResell,ProceedsFromSaleOfAvailableForSaleSecurities,ProceedsFromSaleOfOtherRealEstate,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForLoanAndLeaseLosses,ProvisionForLoanLossesExpensed,RealEstateImprovements,RealEstateRevenueNet,RestrictedCashAndCashEquivalents,RestrictedInvestmentsCurrent,RetainedEarningsAccumulatedDeficit,SalariesWagesAndOfficersCompensation,StockholdersEquity,TemporaryEquityAccretionToRedemptionValue,TimeDeposits,TradingSecuritiesRealizedGain,TransferOfInvestments,TransferOfOtherRealEstate,WeightedAverageNumberOfSharesIssuedBasic
2009-12-31,2010-03-31,10-K,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,,,,,,,,,24736354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24685613.0,,,,,,
2010-06-30,2010-08-16,10-Q,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,,,,,,,,,20002059.0,,,,,,,112944.0,,,,,,,,-0.16,,261284.0,-67559.0,,250461.0,,,,-342978.0,-198486.0,,,,,,,911365.0,2424461.0,85969.0,,,,834295.0,,77070.0,,,1081748.0,2301748.0,10492.0,3213113.0,,649921.0,128239.0,,,,,,,,,,-144492.0,,264669.0,310067.0,,257436.0,,,,-155386.0,,95075.0,,412822.0,807980.0,2330070.0,,,905344.0,,252591.0,,,,42961.0,,,,,,,,,1220000.0,,,,,,1144464.0,,,,,,,
2010-09-30,2010-11-15,10-Q,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,,,,,,,,,28375498.0,,,,,,,-835365.0,,,,,,,,-1.05,,241719.0,-647974.0,,,,,,-1545076.0,-596253.0,,,,,,,884207.0,2285556.0,-933.0,,,,797277.0,,86930.0,,,748162.0,2098162.0,10947.0,2982369.0,,550921.0,134945.0,,,,,,,,,,-948823.0,,256928.0,294663.0,,113458.0,,0.0,,,,,,113458.0,761781.0,2835154.0,,,541916.0,,69421.0,,,,44202.0,,,,,,,,,1350000.0,,,,,,1130736.0,,,,,,,
2010-12-31,2011-03-31,10-K,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,491886.0,-334128.0,4243332.0,3527567.0,279368428.0,-675716.0,73997925.0,,29958828.0,5222474.0,2.0,1500000.0,899815.0,899815.0,1799630.0,-1750711.0,2207712.0,,1048687.0,27796070.0,242917378.0,42491364.0,545691.0,,-1.19,1000613.0,,355.0,499804.0,1207613.0,,-13024262.0,,-952824.0,100790.0,-826902.0,-7524940.0,134840.0,-311000.0,-12208266.0,,9283469.0,,157167.0,60008808.0,3643620.0,,237404.0,330026.0,396731.0,2679459.0,5167154.0,8537154.0,,12180774.0,532426.0,,,3798664.0,3726104.0,256433526.0,279368428.0,311000.0,159454155.0,-4314701.0,5942690.0,3594485.0,-1074995.0,,,1159984.0,,-675716.0,,189726.0,,,-310078.0,,-675716.0,-365638.0,4414250.0,10110728.0,2915755.0,1030968.0,,5435735.0,223720.0,92853253.0,,103429.0,153471.0,68352216.0,,3210239.0,16759008.0,1899607.0,-2027819.0,5928381.0,3370000.0,3370000.0,-319725.0,230899.0,25000.0,556300.0,17226068.0,4536494.0,22934902.0,,112621136.0,,3253176.0,-1945106.0,
2011-03-31,2011-05-16,10-Q,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,,,,,,142465.0,,-718700.0,31358542.0,1399714.0,,,,,,126953.0,,,,,,,156182.0,-0.02,,188597.0,,,23139.0,,13950.0,,-25234.0,-9722.0,,-5552.0,-3357087.0,73777.0,183500.0,-3147474.0,653821.0,2102964.0,,,,,594373.0,,59448.0,,,1612311.0,2112311.0,13938.0,2766132.0,,142810.0,506420.0,686521.0,,,,,,-4769941.0,5286449.0,883206.0,-15512.0,19312.0,296064.0,287477.0,142465.0,,-14355.0,,8784.0,,,,,156820.0,790745.0,2164657.0,,,527112.0,,95953.0,1600910.0,,17245.0,,3038430.0,,-1412854.0,,,,,500000.0,500000.0,,,,,,1086435.0,,,,-23139.0,282604.0,115842.0,899815.0
2011-06-30,2011-08-10,10-Q,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,542786.0,539460.0,4243332.0,4489641.0,269140127.0,,79470545.0,,22951187.0,,2.0,1500000.0,899815.0,899815.0,1799630.0,237580.0,,,,29722964.0,239685117.0,,,-0.55,,203598.0,-39894.0,,79782.0,,,-5612789.0,-821803.0,-328260.0,,,,,,,562567.0,1994507.0,800.0,,209962153.0,,531687.0,,30880.0,,,856099.0,2156099.0,13920.0,2718666.0,,560531.0,149708.0,,3696971.0,245840692.0,269140127.0,80000.0,150439112.0,,,,-493543.0,,290828.0,263251.0,,731123.0,,,,-49497.0,,30285.0,,780620.0,824843.0,2263765.0,,,585863.0,6236917.0,477633.0,,,,10855.0,,,,,,,5756195.0,,1300000.0,,,25000.0,509200.0,16717013.0,1135777.0,23299435.0,,,,,,
2011-09-30,2011-11-14,10-Q,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,453082.0,1410330.0,4243332.0,5052111.0,259781402.0,,73183073.0,,22557778.0,,2.0,1500000.0,899815.0,899815.0,1799630.0,978714.0,,,,35318840.0,235050171.0,,,0.12,,232776.0,-8471.0,,71236.0,,,,288570.0,180726.0,,,,,,,491054.0,2063835.0,11100.0,,199731331.0,,485030.0,,6024.0,,,1674723.0,2284723.0,8268.0,2775777.0,,546290.0,157384.0,,2678864.0,235503253.0,259781402.0,426000.0,149056206.0,,,,107844.0,,272810.0,265148.0,,870870.0,,27041.0,,,-44195.0,,,915065.0,611968.0,2024380.0,,,638227.0,5707937.0,559895.0,,,,50305.0,,,,,,,5685444.0,,610000.0,,,25000.0,486100.0,16824857.0,1138793.0,24278149.0,,,,,,
2011-12-31,2012-03-30,10-K,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,1051432.0,1038055.0,4243332.0,2760160.0,259845955.0,1372183.0,83374233.0,,18194898.0,-11763930.0,2.0,1500000.0,899815.0,899815.0,1799630.0,-752415.0,1991699.0,,-103278.0,34022991.0,236612036.0,41499311.0,614721.0,,-2.36,844341.0,,,174157.0,354816.0,,,,-103278.0,,519761.0,-6305342.0,-280042.0,-716815.0,-12008928.0,,8152604.0,,143245.0,202589045.0,2167403.0,,212946.0,96352.0,215529.0,1642576.0,4469008.0,8719008.0,,10886411.0,598863.0,,,2254770.0,3309621.0,237663468.0,259845955.0,1027815.0,141221602.0,-19329604.0,5225266.0,2340408.0,-2124598.0,,,1098421.0,,1372183.0,,66110.0,,,-108047.0,,1372183.0,1480230.0,3487619.0,8944390.0,2247506.0,1083901.0,,6610674.0,905696.0,47062739.0,-95200.0,78127.0,121476.0,26048187.0,,-13024262.0,13769947.0,679590.0,-2227876.0,5646012.0,4250000.0,4250000.0,-235720.0,23631.0,25000.0,461100.0,15101470.0,4358350.0,22182487.0,,95817122.0,,2489966.0,-516341.0,
2012-03-31,2012-05-15,10-Q,OCONEE FINANCIAL CORP,OSBK,CIK0001076691,USD,461051.0,1085691.0,4243332.0,2735252.0,277259482.0,47636.0,77137632.0,,45174914.0,26980016.0,2.0,1500000.0,899815.0,899815.0,1799630.0,423923.0,,,,38155331.0,254192022.0,,183533.0,0.42,,189387.0,,57887.0,,,1467.0,,626684.0,250397.0,,936203.0,17579986.0,-590381.0,659265.0,-1419461.0,442671.0,1934191.0,,,216036691.0,,442671.0,,,,,2053401.0,2153401.0,17063.0,2596072.0,,139432.0,505386.0,447192.0,2344270.0,254653073.0,277259482.0,368550.0,138623645.0,17579986.0,7675769.0,1724261.0,376287.0,78540.0,250779.0,211363.0,47636.0,,,,0.0,,,,,47636.0,707493.0,1945423.0,,,518706.0,7615574.0,29147.0,1110465.0,,20871.0,,7315515.0,,,,72129.0,,5533797.0,100000.0,100000.0,,,25000.0,461100.0,15477756.0,1026567.0,22606409.0,,,,1347044.0,268548.0,899815.0
