end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableRelatedParties,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsPayableTrade,AccountsPayableTradeCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedBonusesCurrentAndNoncurrent,AccruedPayrollTaxesCurrent,AccruedRentCurrent,AccruedRentCurrentAndNoncurrent,AccruedRoyalties,AccruedRoyaltiesCurrent,AccruedRoyaltiesCurrentAndNoncurrent,AccruedSalaries,AccruedSalariesCurrentAndNoncurrent,AccruedVacation,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfLand,Assets,AssetsCurrent,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,BusinessAcquisitionPercentageOfVotingInterestsAcquired,BusinessAcquisitionSharePrice,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,Capital,CapitalizedComputerSoftwareAmortization,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ConcentrationRiskPercentage1,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityRevenueRecognized,ConvertibleDebt,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CurrentFederalTaxExpenseBenefit,DebtCurrent,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentPeriodicPaymentPrincipal,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DeferredFederalStateAndLocalTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredRevenue,DeferredRevenueCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DerivativeLiabilities,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,DisposalGroupIncludingDiscontinuedOperationOtherAssets,DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationDispositionOfAssets,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestments,ExtinguishmentOfDebtGainLossNetOfTax,FeesAndCommissions,FinancingReceivableAllowanceForCreditLosses,FinancingReceivableAllowanceForCreditLossesWriteOffs,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FinitelivedIntangibleAssetsAcquired1,GainLossOnDispositionOfAssets1,GainLossOnDispositionOfIntangibleAssets,GainLossOnSaleOfPropertyPlantEquipment,GainOrLossOnSaleOfStockInSubsidiary,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRecourseDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndIntangibleAssetImpairment,GoodwillImpairmentLoss,GrossProfit,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeposits,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRoyaltiesPayable,IncrementalCommonSharesAttributableToConversionOfPreferredStock,InducedConversionOfConvertibleDebtExpense,IntangibleAssetsCurrent,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestOnConvertibleDebtNetOfTax,InterestPaid,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryValuationReserves,InventoryWriteDown,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LongLivedAssetsHeldForSaleProceedsFromSale,LongTermDebt,LongTermDebtCurrent,LongTermNotesPayable,MinorityInterest,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAttributableToNonredeemableNoncontrollingInterest,NetIncomeLossAttributableToRedeemableNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,NoninterestBearingDepositLiabilities,NonoperatingGainsLosses,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,NotesReceivableRelatedParties,NumberOfReportingUnits,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInRollingYearFive,OperatingLeasesFutureMinimumPaymentsDueInRollingYearFour,OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,OperatingLossCarryforwards,OtherAssets,OtherAssetsCurrent,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherIntangibleAssetsNet,OtherLiabilitiesCurrent,OtherNonoperatingGainsLosses,OtherNonoperatingIncomeExpense,OtherReceivables,PaymentsForAdvanceToAffiliate,PaymentsForOtherOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsForProceedsFromProductiveAssets,PaymentsForRent,PaymentsOfDebtIssuanceCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToSuppliersAndEmployees,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PreferredStockValueOutstanding,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromCustomers,ProceedsFromDivestitureOfBusinesses,ProceedsFromInterestReceived,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromOtherOperatingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfIntangibleAssets,ProceedsFromSaleOfOtherAssets1,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromUnsecuredNotesPayable,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfNotesPayable,RepaymentsOfShortTermDebt,RepaymentsOfUnsecuredDebt,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,ResearchAndDevelopmentInProcess,RestrictedStockExpense,RetainedEarningsAccumulatedDeficit,RevenueFromRelatedParties,Revenues,SalariesAndWages,SalariesWagesAndOfficersCompensation,SaleLeasebackTransactionMonthlyRentalPayments,SaleOfStockPricePerShare,SalesRevenueNet,SecuredDebt,SecurityDeposit,SellingAndMarketingExpense,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareholdersEquityFairValueDisclosure,SharePrice,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityPeriodIncreaseDecrease,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,UnsecuredDebt,UnsecuredDebtCurrent,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowancesAndReservesBalance,ValuationAllowancesAndReservesChargedToCostAndExpense,ValuationAllowancesAndReservesChargedToOtherAccounts,ValuationAllowancesAndReservesDeductions,WeightedAverageBasicSharesOutstandingProForma,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,WriteOffOfInventory
2009-12-31,2010-04-07,10-K,FINDEX COM INC,FIND,CIK0001089061,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-741113.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-23,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50700.0,,,,,,,,,,,,,,,,,13439.0,,,,,,,,,,,,,,,,,,,,,75203.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,246171.0,,,,29100.0,0.0,,-226836.0,-226836.0,,-223695.0,0.0,75203.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-151633.0,,,,,,,,,,,,,,,,252795.0,,,,,,,,,,,,,,,,,,,,-3141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42539.0,,,,,,,,6624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59572725.0,59572725.0,
2010-09-30,2010-11-22,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9594.0,,,,,,,,,,,,,,,,,9450.0,,,,,,,,,,,,,,,,,,,,0.0,59696.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,213961.0,,,,22074.0,0.0,,-197250.0,-197250.0,,-192687.0,0.0,59696.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137554.0,,,,,,,,,,,,,,,,214761.0,,,,,,,,,,,,,,,,,,,,-4563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31524.0,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63968097.0,61053949.0,
2010-12-31,2011-04-15,10-K,FINDEX COM INC,FIND,CIK0001089061,USD,,75786.0,,,335050.0,,12017.0,,,,,,11346.0,,,,110476.0,,,7988833.0,,,,,8316.0,,,,,670127.0,224349.0,,,,,,,,,,238153.0,,22027.0,-116512.0,,,,,,,67349.0,,,,,,,,,60518.0,,,,,,,,,,,,2400.0,,,,,,88228.0,,0.0,265157.0,0.0,282982.0,156995.0,,-0.01,,,,,,,0.0,,,,,,,,,,,,,,,,,-3773.0,,0.0,,856764.0,,,,139637.0,0.0,,-760651.0,-760651.0,,-748221.0,-0.01,265157.0,0.0,,,,,,,79342.0,,,-25044.0,-83593.0,,,10634.0,,23884.0,,,,,,,20633.0,135449.0,,,,,-18525.0,,-10234.0,,,12144.0,,,,,,670127.0,,1805504.0,1139986.0,,0.0,61265.0,,,,44339.0,-163283.0,2432.0,-495494.0,,,,,,,,,,,,,,,,887858.0,,,,,,,,,,,,,40740.0,18766.0,,6095.0,114347.0,71595.0,0.0,,,,,-10000.0,,,,,,,-2543.0,,-1740367.0,,,,,,0.0,82500.0,,1750711.0,0.0,224.0,,,2098.0,,-38161.0,,,,,3773.0,,,,7709.0,,,,,-5067.0,-160080.0,,,-9193959.0,,200155.0,,,,,,,,31094.0,,,,,,-1137777.0,,98830.0,16331.0,,,,,,,,,,,,,,,,,,,,,62640686.0,62640686.0,
2011-03-31,2011-05-23,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63204.0,41177.0,,,,,,,,,,,,,,,,2709.0,,,,,,,,,,,,,,,,,,20234.0,,,41343.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,388.0,,0.0,,176433.0,,,,10747.0,0.0,62135.0,-171537.0,-171537.0,,-166603.0,0.0,41343.0,0.0,0.0,,,,,,-122916.0,,,63130.0,,,,,,19891.0,,,,65669.0,15940.0,,,51874.0,,,,,,,,,,,,,,,,,,,,,,,,,,-5265.0,291.0,46151.0,-130194.0,,,,,,,,0.0,,,,,,,,177350.0,,,,,,,,,,,,,,,,,,,,-4934.0,,,-2456.0,291.0,,,,,,,,,-411074.0,,,,,,,,,459681.0,,,,,,,-5265.0,,,,,,,,,,,,,,,,,,,,13456.0,,,,,,,,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67349153.0,67349153.0,
2011-06-30,2011-08-22,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,58969.0,,,439919.0,,43165.0,,,,,,12924.0,,,,161600.0,,,8017314.0,,,,,,,,,,293279.0,151051.0,,,,,,,,140000.0,,,,26492.0,,,,,,,,68869.0,,,,,,,,,3158.0,,,,,,,,,,,,1300.0,,,,,,,,,183556.0,0.0,9083.0,44715.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,218172.0,,,,20963.0,217972.0,0.0,-212689.0,-212689.0,,-208126.0,0.0,183556.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024.0,,,,,,293279.0,,1559080.0,644113.0,975000.0,0.0,69023.0,,,,,,,-29133.0,,,,-212689.0,,,,,,,,,,,,229089.0,,,,,,,,,,,,,27530.0,30655.0,,,101669.0,172532.0,,-4563.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3946.0,,,,,,,,,-9353284.0,,24121.0,,,,,,,,10917.0,,,,,,-1267101.0,,,,,,,,,,,,,,,,,,,,68770657.0,68770657.0,,68770657.0,68770657.0,68063832.0,
2011-09-30,2011-11-18,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,11000.0,,,190088.0,,104046.0,,,,,,11397.0,,,,98187.0,,,8017314.0,,,,,,,,,,556177.0,437828.0,,,,,,,,,,,,305729.0,,,,,,,,68869.0,,,,,,,,,13216.0,,,,,,,,,,,,401.0,,,,,,,,972082.0,1154204.0,0.0,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,34866.0,,71422.0,,,,-6423.0,0.0,0.0,-24881.0,-24881.0,,-59206.0,0.0,1154204.0,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5958.0,,,,,,556177.0,,693554.0,271816.0,,0.0,37529.0,,,,,,,1129323.0,,,,-24881.0,,,,,,,,,,,,52783.0,,,,,,,,,,,,,18781.0,22095.0,,,96586.0,73537.0,,-541.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2982.0,,,,,,,,,-8223961.0,,6793.0,,,,,,,,-18639.0,,,,,,-137778.0,,,,,,,,,,,,,,,,,,,,68868930.0,68868930.0,,68868930.0,68868930.0,68335147.0,
2011-12-31,2012-04-16,10-K,FINDEX COM INC,FIND,CIK0001089061,USD,,10561.0,,,131114.0,,8104.0,,,,,,37825.0,,,,60463.0,,,8088488.0,,,,,-20091.0,,,,,349095.0,236516.0,,,,,,,,,,0.0,,161629.0,139602.0,,,,,,,77994.0,,,,,,,,,43016.0,,,,,,,,,,,,0.0,,,,,,45181.0,,977842.0,179777.0,,0.0,0.0,,0.01,,,,,,,-648983.0,,500.0,,,,,,,,,,,,,,,-2134.0,,34866.0,,606744.0,,,,19634.0,-288587.0,,-554521.0,-554521.0,,-579977.0,-0.01,1483149.0,0.02,,,,,,,-350126.0,,,73966.0,-177889.0,,,4320.0,,60033.0,,,,,,,24151.0,-153684.0,,,,,-12357.0,,-6531.0,,,4629.0,,1000.0,,,,349095.0,,447944.0,153383.0,,0.0,33188.0,,,,35748.0,982171.0,-878317.0,928628.0,,,,,,,,,,,,,,,,599611.0,,,,,,,,,,,,,18781.0,14890.0,,2947.0,91503.0,21410.0,614117.0,,47264.0,,,0.0,,,,,,,0.0,,-1617560.0,,,,,,0.0,78414.0,,744961.0,975000.0,392.0,,,421.0,,-42666.0,,,,,2851.0,,,,2295.0,,,,,0.0,0.0,,,-8265331.0,,62650.0,,,,,,,,-7133.0,,,,,,-98849.0,,110300.0,31886.0,,,,,,,,,,,,,1500.0,,,,,,,,69569690.0,69569690.0,
2012-03-31,2012-05-18,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,14121.0,,,133750.0,,52164.0,,,,,,38109.0,,,,55328.0,,,8088488.0,,,,,,,,,,244553.0,156214.0,,,,,,,,,,,,90000.0,-71629.0,,,,,,,77994.0,,,,,,,,,1365.0,,,,,,,,,,,,0.0,15000.0,,,,,5459.0,,,3853.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,13814.0,,141430.0,,,,15590.0,18781.0,18781.0,-132476.0,-132476.0,,-145461.0,0.0,3853.0,0.0,0.0,,,,,,11009.0,,,3204.0,,,,,,620.0,,,,35816.0,4849.0,,,-672.0,,,,,,,,,,4009.0,,,,,,244553.0,,472023.0,148573.0,,0.0,28783.0,,,,-4405.0,0.0,-67224.0,-128623.0,,,,,,,,-17667.0,,,,,,,,161051.0,,,,,,,,,,,,,0.0,10041.0,,,86419.0,53359.0,,-829.0,,,-122.0,0.0,,,,,,,,,-101761.0,,,,,,0.0,,,34659.0,,,,,,,-4405.0,,,,,,,,,1920.0,,,,,,,,,-8393952.0,,16955.0,,,,,,,,840.0,,,,,,-227470.0,,,,,,,,,,,,,,,,,,,,,,,,77993935.0,77993935.0,
2012-06-30,2012-08-20,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,11034.0,,,112671.0,,1071.0,,,,,,38224.0,,,22834.0,46096.0,14424.0,,8088488.0,,,,,,,,,,140659.0,57730.0,,,,,,,,,,,,12891.0,,,,,,,,77994.0,,,,,,,,,1459.0,,28783.0,,,,,,,,,,0.0,9293.0,,,,,,,,22234.0,,,,,0.0,,,,,,,,,400.0,,,,,,,,,,,,,,,,,14690.0,,89975.0,,,,8731.0,,0.0,-68363.0,-68363.0,,-82083.0,0.0,22234.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.0,2636.0,2288.0,2275.0,,,,140659.0,,414257.0,114368.0,,0.0,28783.0,,,,,,,-46129.0,,,,-68363.0,,,,,,28783.0,,,,,,90814.0,,,,,,,,,,,,,0.0,4175.0,,,81336.0,63081.0,,-970.0,36957.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1593.0,,,,,,,,,-8440080.0,,10190.0,,,,,,,,839.0,,,,,,-273598.0,,,,,,,,,,,,,,,,500.0,,,,77993935.0,77993935.0,,77993935.0,,,
2012-09-30,2012-11-19,10-Q,FINDEX COM INC,FIND,CIK0001089061,USD,,24857.0,,,114815.0,,1161.0,,,,,,44672.0,,,39697.0,67307.0,14424.0,,8088488.0,,,,,,,,,,123431.0,46057.0,,,,,,,,,,,,2750.0,,,,,,,,77994.0,,,,,,,,,6496.0,,28783.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,400.0,,,,,,,,,,,,,,,,,0.0,,74558.0,,,,11022.0,,0.0,-65333.0,-65333.0,,-64330.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.0,2605.0,2276.0,2275.0,,,,123431.0,,462362.0,114368.0,,0.0,28783.0,,,,,,,-65333.0,,,,-65333.0,,,,,,28783.0,,,,,,75352.0,,,,,,,,,,,,,0.0,2584.0,,,76252.0,67560.0,,-1003.0,36957.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1122.0,,,,,,,,,-8505413.0,,17518.0,,,,,,,,794.0,,,,,,-338931.0,,,,,,,,,,,,,,,,350.0,,,,77993935.0,77993935.0,,77993935.0,,,
