end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,Assets,AssetsCurrent,BankOverdrafts,BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,BusinessCombinationConsiderationTransferred1,CapitalizedComputerSoftwareGross,CapitalizedComputerSoftwareImpairments1,CapitalizedComputerSoftwareNet,CapitalizedContractCostGross,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashFDICInsuredAmount,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ContractsRevenue,ContractualObligation,ContractualObligationDueInNextTwelveMonths,ContractWithCustomerAssetNetCurrent,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityRevenueRecognized,ConversionOfStockAmountConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,ConvertibleSubordinatedDebtCurrent,CurrentFederalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DeferredSalesCommission,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositAssets,DepositContractsAssets,Deposits,DepositsAssetsCurrent,Depreciation,DepreciationAndAmortization,DepreciationNonproduction,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationDeductionsOther,EmployeeBenefitsAndShareBasedCompensation,EquityIssuancePerShareAmount,EquityMethodInvestments,FairValueAdjustmentOfWarrants,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossAttributableToParent,IncomeLossFromContinuingOperations,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDepositsOutstanding,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpensesOther,IncreaseDecreaseInPrepaidRoyalties,InterestAndOtherIncome,InterestExpense,InterestExpenseOther,InterestIncomeOperating,InterestIncomeOther,InterestPaidNet,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayable,LoansPayableCurrent,LongTermDebt,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NotesAndLoansPayableCurrent,NotesAssumed1,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesReduction,NumberOfOperatingSegments,NumberOfOperatingSegments,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesRentExpenseContingentRentals,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherCostAndExpenseOperating,OtherIncome,OtherNonoperatingIncomeExpense,OtherReceivables,OtherReceivablesNetCurrent,PaymentsForCommissions,PaymentsForDeposits,PaymentsForRent,PaymentsForSoftware,PaymentsToAcquireSoftware,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromSaleOfEquityMethodInvestments,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ReceivablesNetCurrent,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,ResearchAndDevelopmentInProcess,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SalesCommissionsAndFees,SalesRevenueGoodsGross,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShortTermBorrowings,StockholdersEquity,StockholdersEquityBeforeTreasuryStock,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodSharesShareBasedCompensationGross,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,StockOptionPlanExpense,SuppliesExpense,TechnologyServicesCosts,TravelAndEntertainmentExpense,UtilitiesCosts,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsAndRightsOutstanding,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2011-12-31,2012-03-30,10-K,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,0.0,,0.0,0.0,,,,,397342.0,,,,,820.0,,,23416.0,,,,,,,,,,,23416.0,11201.0,,,,,,,,0.001,0.0,100000000.0,20211500.0,20211500.0,,,20212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394138.0,,,,,-0.009,,,,,,,,,,,6364.0,,-180199.0,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,23416.0,0.0,,,,,-180199.0,191400.0,,,-180199.0,-282449.0,,,,,,0.0,0.0,,,,76591.0,186563.0,,,7350.0,,8640.0,,,,,0.0,,,,,,,,,,,,,,191400.0,,,0.0,,,,15225.0,,,,,,0.0,,,,52949.0,,,,6364.0,,,,,4881.0,,,,,,23416.0,,,,,,,,,,,,,,7323.0,184077.0,,,,,11422.0,,9505.0,,,,20211500.0,20211500.0,20211500.0
2012-03-31,2012-05-09,10-Q,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,0.0,,0.0,,,,,,473554.0,,,,,,,,12968.0,,,,,,,,,,,12713.0,-10703.0,,,,,,,,0.001,0.0,100000000.0,20751500.0,20751500.0,,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475586.0,,,,,-0.003,,,,,,,,,,,2404.0,17906.0,-66703.0,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,0.0,,,,12968.0,0.0,,,,,-66703.0,56000.0,,,-66703.0,,,,,,,,0.0,,,,25825.0,69107.0,,,1800.0,,1923.0,,,,,0.0,,,,,,,,,,,,,,56000.0,,,0.0,,,,15593.0,,,,,,0.0,,,,15784.0,,,,2404.0,,,,,982.0,,,,,,12968.0,,,,,,,,,,,,,,,,,,,,4192.0,,3008.0,,,,,,20329278.0
2012-06-30,2012-08-09,10-Q,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,0.0,,0.0,,,,,,472554.0,,,,,,,,901.0,,,,,,,,,,,901.0,,,,,,,,,0.001,0.0,100000000.0,20844833.0,20844833.0,,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486653.0,,,,,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,901.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-486653.0,,,,,,,,,,,,,901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,2012-11-14,10-Q,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,0.0,,0.0,,,,,,482554.0,,,,,,,,3155.0,,,,,,,,,,,3155.0,,,,,,,,,0.001,0.0,100000000.0,22994833.0,22994833.0,,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531399.0,,,37000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,37000.0,3155.0,37000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-531399.0,,,,,,,,,,,,,-33845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,2013-04-09,10-K,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,10942.0,,0.0,,3200.0,,,,613544.0,,348.0,,,1592.0,,,3259.0,,73.0,,,,,,,0.0,,59.0,-23357.0,,,0.0,,,,,0.001,0.0,100000000.0,21153498.0,21153498.0,,,21154.0,,46000.0,11500.0,,,,,,,,38000.0,,,,,,,,,,,544469.0,-544469.0,,,,,,,,692454.0,,,12000.0,,-0.007,,,,,,,,,,,24177.0,,-173431.0,,-3200.0,0.0,47000.0,,,,,,,,,,,,12000.0,,5943.0,,,,,-1290.0,,,,,0.0,,6600.0,61015.0,3259.0,47000.0,,,,6592.0,-153705.0,130348.0,,,-150331.0,-174721.0,,,,,,,0.0,,,,76909.0,197608.0,,600.0,6600.0,-544469.0,11206.0,,,,,-1500.0,,,,,,,,,,,348.0,38000.0,,80000.0,,,0.0,12000.0,73.0,,79504.0,,,,,,0.0,,,,28484.0,,,,24177.0,,,,0.0,4271.0,,,,,,-43915.0,,,,,,,,,,,,,,2182.0,80818.0,,,,,5808.0,,1325.0,,,,21153498.0,23183498.0,20880752.0
2013-03-31,2013-05-13,10-Q,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,0.0,,0.0,,,,,,487254.0,,,,,,,,4179.0,,,,,,,,,,,4178.0,4194.0,,,,,,,,0.001,0.0,100000000.0,23263498.0,23263498.0,,,21300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562375.0,,,,,-0.001,,,,,,,,,,,5400.0,,-35627.0,,3200.0,-629.0,-17000.0,,,,,,,,,,,,,,0.0,,,,0.0,620.0,0.0,0.0,,,0.0,,,58000.0,4179.0,58000.0,,,,,-50056.0,54250.0,,,-35627.0,,11000.0,,,,,,0.0,,,,18270.0,41027.0,,,0.0,,13012.0,,,,,,,,,,,,,,,,,,,54250.0,,,0.0,,,,1599.0,,,,,,0.0,,,,1750.0,,,,5400.0,,,,,690.0,,,,,,-53821.0,,,,,,,,,,,,,,,8000.0,,,,,5040.0,,46.0,,,,,,-21236165.0
2013-06-30,2013-08-12,10-Q,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,0.0,0.05,0.0,,,,,,517944.0,,,,,,,,3029.0,,,,,,,,,,,3029.0,,,,,,,,,0.001,0.0,100000000.0,23573498.0,23573498.0,,,21610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,41500.0,3029.0,41500.0,,,,,,,,,,,4500.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,2013-11-14,10-Q,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,0.0,0.05,0.0,,,,,,570117.0,,,,,,,,2466.0,,,,,,,,,,,2466.0,,,,,,,,,0.001,0.0,100000000.0,24100498.0,24100498.0,,,22137.0,,,,,,,,,,25000.0,,,,,,,,,,,,,,,,,,,,,606288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,16500.0,2466.0,16500.0,,,,,,,,,,,4500.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,2015-01-13,10-K,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,16145.0,,0.0,,1000.0,15000.0,,,747465.0,,1500.0,,,360.0,,,2973.0,,0.0,,,,,,,0.0,,1973.0,-1914.0,,,,,,,,0.001,0.0,100000000.0,22466833.0,22466833.0,,,22467.0,,,,,,,,,,,9000.0,,,6000.0,,,,,,,,692000.0,,,,,,,,,904304.0,112200.0,,12200.0,,-0.007,,0.39,0.0,-0.39,,,,,,,45476.0,904000.0,-209746.0,5202.0,2200.0,,,,,,,,,,,,,,125119.0,,4789.0,,,,,2103.0,0.0,0.0,,,732.0,,2125.0,137345.0,2973.0,100000.0,,,,27694.0,-169186.0,171100.0,,,-211849.0,-211489.0,,,,,,112199.0,18200.0,,,,101150.0,255222.0,,300.0,2125.0,,5200.0,,,,,-1022.0,,,,,,,,,,,1900.0,-29000.0,,98000.0,,,,200200.0,-73.0,,104599.0,,,,,,,,,,82700.0,,,,42126.0,,,,3350.0,2602.0,,,,,,-131372.0,,,,,,,,,,,,,,35334.0,99900.0,,,,,6750.0,,461.0,4641.0,,,22466833.0,,21957286.0
2014-03-31,2015-01-21,10-Q,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,CIK0001437517,pure,,,0.0,,899.0,15000.0,,,762391.0,,,,,,,,3346.0,,,,,,,,,,,2448.0,475.0,,,,,,,,0.001,0.0,100000000.0,22654333.0,22654333.0,,,22654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901003.0,,,,,-0.001,,,,,,,,,,,5011.0,22126.0,-22126.0,,101.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,732.0,,,141432.0,3346.0,107500.0,,,,,-14525.0,15000.0,,,-22126.0,,,,,,,7500.0,18200.0,,,,19639.0,27137.0,,,1800.0,,722.0,,,,,,,,,,,,,,,,,,,15000.0,,,0.0,0.0,,,5035.0,,,,,,0.0,,,0.0,0.0,,-22126.0,,5011.0,,,,,400.0,,,,,,-138085.0,,,,,,,,,,,,,,,,,,,,1172.0,,169.0,,,,,,22575166.0
