end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForDoubtfulAccountsReceivableWriteOffs,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,CapitalExpendituresIncurredButNotYetPaid,Cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockValue,ConcentrationRiskPercentage1,ContractWithCustomerLiabilityCurrent,CostOfRevenue,CostsAndExpensesRelatedParty,DebtConversionConvertedInstrumentAmount1,DebtInstrumentPeriodicPayment,DeferredCostsCurrent,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsTaxDeferredExpense,DeferredTaxAssetsTaxDeferredExpenseOther,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DirectFinancingLeaseLeaseReceivable,DirectFinancingLeaseNetInvestmentInLease,DueFromOtherRelatedPartiesCurrent,DueFromOtherRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,FederalIncomeTaxExpenseBenefitContinuingOperations,FutureMinimumSubleaseRentalsSaleLeasebackTransactions,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinOneYear,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinThreeYears,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinTwoYears,GainLossOnDispositionOfAssets,GainLossOnSaleOfOtherAssets,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestAndDividendsReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherReceivables,InterestExpense,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestIncomeOperating,InterestIncomeRelatedParty,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestReceivableCurrent,InventoryNet,LesseeFinanceLeaseDiscountRate,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCredit,LinesOfCreditCurrent,LongTermLineOfCredit,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,NotesReceivableRelatedPartiesCurrent,NotesReceivableRelatedPartiesNoncurrent,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssets,OtherCostAndExpenseOperating,OtherNoncashExpense,OtherOperatingIncome,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,PresentValueOfFutureMinimumLeasePaymentsSaleLeasebackTransactions,ProceedsFromCollectionOfNotesReceivable,ProceedsFromIssuanceOfCommonStock,ProceedsFromLeasePayments,ProceedsFromLinesOfCredit,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfessionalAndContractServicesExpense,ProfessionalFees,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfDebt,RepaymentsOfLinesOfCredit,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,Revenues,SalariesAndWages,SalesRevenueServicesGross,ShareBasedCompensation,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2016-06-30,2016-08-12,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,3475.0,150000.0,,,,,2244829.0,,,,167720.0,51053.0,,,51053.0,,,,,0.0001,190000000.0,7929581.0,7929581.0,,792.0,,,0.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,486236.0,,,-0.01,,,,,,,,,,,,,10065.0,0.0,,-60381.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,8466.0,,,0.0,,,18668.0,,,,800406.0,167720.0,800406.0,,75000.0,75000.0,0.0,,,,,,,-60381.0,-10341.0,,,,,,0.0,50040.0,-50040.0,,,0.0,,,,,0.001,10000000.0,0.0,0.0,0.0,,,,,,,,,,,15000.0,24975.0,,,116667.0,,,,,-2878307.0,,0.0,0.0,,0.0,,-632686.0,,,,,,,,7929581.0,
2016-09-30,2016-11-18,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,24015.0,165000.0,,,,,2244829.0,,,0.0,152125.0,45458.0,,,45458.0,,,,,0.0001,190000000.0,7929581.0,7929581.0,,792.0,,,0.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,500536.0,,,-0.01,,,,,,,,,,,,,13030.0,0.0,,-76323.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,9013.0,,,0.0,,,20543.0,,,,861134.0,152125.0,861134.0,,,75000.0,,,,,,,,-76323.0,-10888.0,,,,,,15003.0,65435.0,-65435.0,,,15003.0,,,,,0.001,10000000.0,0.0,0.0,0.0,,,,,,,,,,,15000.0,22402.0,,,106667.0,,,,,-2954630.0,,0.0,0.0,,0.0,,-709009.0,,,,,,,,7929581.0,
2016-12-31,2017-04-06,10-K,"RC-1, Inc.",RCCC,CIK0001665598,USD,27478.0,196302.0,0.0,15000.0,,103333.0,2244829.0,,,0.0,161567.0,64900.0,96667.0,,49900.0,,,,782.0,0.0001,190000000.0,7929581.0,7929581.0,0.0,792.0,,,0.0,,,,,-16541.0,,,,,260604.0,,,,,,,,40000.0,,,,,,0.0,515811.0,0.0,,-0.03,,,,,0.0,,,,,,,,43155.0,15000.0,0.0,-226645.0,0.0,0.0,0.0,16541.0,-16541.0,27478.0,76302.0,15000.0,,,,,35072.0,0.0,7500.0,,0.0,,76302.0,,7500.0,,35072.0,,,0.0,0.0,0.0,22418.0,0.0,,,922403.0,161567.0,922403.0,0.0,75000.0,75000.0,0.0,,56075.0,56075.0,0.0,-55293.0,-55293.0,-226645.0,-42572.0,,,,0.0,0.0,,199073.0,-184073.0,1737363.0,,32305.0,0.0,,,,0.001,10000000.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,246175.0,,,60000.0,63613.0,,200000.0,96667.0,0.0,,0.0,190100.0,-3006457.0,,15000.0,15000.0,,,,-760836.0,,,,,0.0,16541.0,,7929581.0,
2017-03-31,2017-05-12,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,25478.0,195000.0,,15000.0,,,2158245.0,,,0.0,209568.0,104568.0,,0.0,29568.0,,,,-20332.0,0.0001,190000000.0,7929581.0,7929581.0,,709.0,0.863,,0.0,15000.0,,,,,,,,,,,,,,,,,10000.0,10000.0,,,,,,471811.0,,,0.0,,,,,,,,,,,,,25030.0,54000.0,,-9161.0,0.0,0.0,0.0,,,-2000.0,,-15000.0,,-1302.0,,,,0.0,1875.0,,,,-1302.0,,1875.0,,9256.0,,,0.0,0.0,0.0,24293.0,,,,1066232.0,209568.0,946232.0,,75000.0,75000.0,0.0,,-44000.0,-44000.0,0.0,23668.0,23668.0,-9161.0,-11131.0,,,,,,,52030.0,1970.0,,,,15000.0,,,,0.001,10000000.0,0.0,0.0,0.0,60000.0,105000.0,,,,,,40500.0,,,0.0,12000.0,,,0.0,,,,84500.0,-3015618.0,,4000.0,54000.0,,50000.0,,-856664.0,,0.0,,,,,,7874025.0,
2017-06-30,2017-08-17,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,37418.0,210000.0,15000.0,0.0,,,2208212.0,,,,330324.0,115058.0,166100.0,,40058.0,,,,,0.0001,190000000.0,7429581.0,7429581.0,,742.0,,,0.0,45500.0,,,,,,,,,,,,,,,,,834.0,,,,,,1100.0,508561.0,,,0.0,,,,,,,,,,,,,15879.0,81000.0,,-3678.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,8869.0,,,1100.0,,,26168.0,,,,1140666.0,330324.0,1020666.0,,,75000.0,,,,,,,,-3678.0,-9644.0,,,,,75000.0,615.0,75034.0,5966.0,,,615.0,,81000.0,,,0.001,10000000.0,0.0,0.0,0.0,60000.0,90000.0,,,,,,,,,,13040.0,,,49166.0,,,,,-3019296.0,,0.0,81000.0,,0.0,,-810342.0,,,,,,,,7228116.0,
2017-09-30,2017-11-14,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,30905.0,15539.0,15000.0,0.0,,,2877562.0,,,0.0,327196.0,127918.0,152612.0,,52918.0,,,,,0.0001,190000000.0,13929581.0,13929581.0,,1392.0,,,0.0,16750.0,,,,,,,,,,,,,,,,,2500.0,,,,,,2612.0,157811.0,,,0.0,,,,,,,,,,,,,18615.0,20000.0,,-58094.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,2004.0,,,1512.0,,,28043.0,,,,532821.0,327196.0,412821.0,,,75000.0,,,,,,,,-58094.0,-2367.0,,,,,75000.0,39564.0,75727.0,-55727.0,,,39564.0,,,,,0.001,10000000.0,0.0,0.0,0.0,60000.0,75000.0,,,,,,,,,,798.0,,,46666.0,,,,,-3084579.0,,0.0,20000.0,,0.0,,-205625.0,,,,,,,,13726320.0,
2017-12-31,2018-04-03,10-K,"RC-1, Inc.",RCCC,CIK0001665598,USD,39080.0,30464.0,,0.0,,5834.0,2877562.0,,15000.0,0.0,303653.0,199487.0,104166.0,,60342.0,,,,10442.0,0.0001,190000000.0,13929581.0,13929581.0,60000.0,1392.0,,,,,400000.0,,,-868.0,20777.0,285662.0,0.0,264885.0,196068.0,,,68977.0,20617.0,264885.0,20777.0,,15834.0,,,,,4145.0,,122164.0,49647.0,,-0.01,,0.0,0.34,-0.34,0.0,,,,,,,,92025.0,,0.0,-142851.0,0.0,,0.0,868.0,-868.0,11602.0,,-15000.0,,,,,22340.0,4145.0,7500.0,,75000.0,,44162.0,,7500.0,,22340.0,,,4145.0,,0.0,29918.0,4145.0,,,574007.0,303653.0,389360.0,184647.0,75000.0,0.0,75000.0,,56000.0,,0.0,-45558.0,,-142851.0,-25695.0,,,,75000.0,,,272156.0,-117156.0,1741494.0,,40178.0,60000.0,,,0.0,0.001,10000000.0,0.0,0.0,0.0,60000.0,60000.0,,,,,,268000.0,,,92250.0,47703.0,,50000.0,44166.0,15000.0,,,212000.0,-3149308.0,,54000.0,155000.0,,,,-150354.0,,,,50000.0,0.0,868.0,,10747298.0,
2018-03-31,2018-05-16,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,48318.0,52889.0,,,,8334.0,2877562.0,,,0.0,233078.0,146412.0,86666.0,,5767.0,,,,-54575.0,0.0001,190000000.0,13929581.0,13929581.0,,1392.0,,,,21533.0,,,,,,,,,,,,,,,,,2500.0,,,,,5645.0,,80164.0,56680.0,,0.0,,,,,,,,,,,,,17500.0,,,-71509.0,0.0,,0.0,,,9238.0,,,1500.0,22425.0,,,,1500.0,1875.0,,,,22425.0,,1875.0,,2363.0,,,1500.0,,0.0,31793.0,,,,574941.0,233078.0,383261.0,191680.0,,,75000.0,,-34967.0,,0.0,-19608.0,,-71508.0,-2738.0,,,,75000.0,,,68771.0,-68771.0,,,,15000.0,,,,0.001,10000000.0,0.0,0.0,0.0,60000.0,45000.0,,,,,,0.0,,,,29738.0,,50000.0,41666.0,,,,34967.0,-3220817.0,,0.0,0.0,,,,-341862.0,,,,,,,,13929581.0,
2018-06-30,2018-08-14,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,62630.0,67814.0,,,,11385.0,2877562.0,,,,266982.0,187354.0,79628.0,,45192.0,,,,,0.0001,190000000.0,13929581.0,13929581.0,,1392.0,,,,15000.0,,,,,,,,,,,,,,,,,3051.0,,,,,7162.0,,131164.0,50680.0,,0.0,,,,,,,,,,,,,18051.0,,,-44948.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,2739.0,,,1517.0,,,33668.0,,,,653792.0,266982.0,468112.0,185680.0,,,75000.0,,,,,,,-44948.0,-3097.0,,,,75000.0,,,41851.0,-41851.0,,,0.0,,0.0,,,0.001,10000000.0,0.0,0.0,0.0,60000.0,30000.0,,,,,,,,,8800.0,8800.0,,61013.0,49628.0,,,,,-3265764.0,,0.0,0.0,,,,-386810.0,,,,,,,,13929581.0,
2018-09-30,2018-11-19,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,44543.0,82764.0,,,,14436.0,2877562.0,,,0.0,252812.0,191235.0,61577.0,,47573.0,,,,,0.0001,190000000.0,13929581.0,13929581.0,,1392.0,,,0.0,15000.0,,,,,,,,,,,,,,,,,3051.0,,,,,8662.0,,160414.0,49180.0,,0.0,,,,,,,,,,,,,18086.0,13500.0,,-43766.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,3108.0,,,1500.0,,,35543.0,,,,683388.0,252812.0,499208.0,184180.0,,,75000.0,,,,,,,-43766.0,-3483.0,,,,75000.0,,,53783.0,-40283.0,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,60000.0,15000.0,,,,,,,,,13026.0,,,61013.0,46577.0,,,,,-3309530.0,,,13500.0,,,,-430576.0,,,,,,,,13929581.0,
