end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedPayrollTaxes,AccruedPayrollTaxesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,AllocatedShareBasedCompensationExpense,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNoncurrent,AssetsSoldUnderAgreementsToRepurchaseMarketValue,AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,BusinessCombinationAcquisitionRelatedCosts,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashDivestedFromDeconsolidation,CashEquivalentsAtCarryingValue,CommonStockholdersEquity,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CompensationExpenseExcludingCostOfGoodAndServiceSold,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConvertibleNotesPayable,CostMaintenance,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,CostsAndExpenses,CustomerDepositsNoncurrent,DebtInstrumentCarryingAmount,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentPeriodicPaymentInterest,DebtInstrumentPeriodicPaymentPrincipal,DeferredRevenueCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositLiabilitiesAccruedInterest,Depreciation,DepreciationAndAmortization,DepreciationExpense,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashAndCashEquivalents,EquityIssuancePerShareAmount,EquityMethodInvestmentOwnershipPercentage,EscrowDeposit,ExcessStockSharesIssued,FeesAndCommissionsTransferAgent,FinanceLeaseLiability,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinanceLeaseRightOfUseAsset,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,ForeignCurrencyTransactionGainLossUnrealized,FreightCosts,GainOrLossOnSaleOfStockInSubsidiary,GrossProfit,ImpairmentOfLongLivedAssetsToBeDisposedOf,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidSupplies,IncreaseDecreaseInUnearnedPremiums,IntangibleAssetsCurrent,IntangibleAssetsNetExcludingGoodwill,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaidNet,InventoryFinishedGoods,InventoryGross,InventoryNet,InventoryRawMaterials,InventoryWorkInProcess,InventoryWriteDown,InvestmentIncomeInterest,Land,LegalFees,LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureResidualValueOfLeasedAssets,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansAndLeasesReceivableRelatedParties,LoansAndLeasesReceivableRelatedPartiesProceeds,LoansPayable,LoansPayableCurrent,LoansReceivableBasisSpreadOnVariableRate,LoansReceivableNet,LoansReceivableWithVariableRatesOfInterest1,LongTermDebt,LongTermLoansPayable,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesAndLoansReceivableNetNoncurrent,NotesPayable,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAccruedLiabilitiesCurrentAndNoncurrent,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,OtherComprehensiveIncomeLossBeforeTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossTax,OtherDeferredCreditsCurrent,OtherIncome,OtherLiabilitiesCurrent,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherNotesPayable,OtherOperatingIncome,OtherOperatingIncomeExpenseNet,OtherPrepaidExpenseCurrent,OtherReceivablesNetCurrent,OtherShortTermBorrowings,PaymentsForAdvanceToAffiliate,PaymentsForProceedsFromLoansReceivable,PaymentsForRent,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireLoansReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,PrepaidExpenseOtherNoncurrent,PrepaidInsurance,ProceedsFromCollectionOfLoansReceivable,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ReceivableFromOfficersAndDirectorsForIssuanceOfCapitalStock,ReceivablesNetCurrent,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareholderLoansToFinanceLeveragedBuyout,SharePrice,SharesOutstanding,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,StockIssuedDuringPeriodValueShareBasedCompensation,TechnologyServicesRevenue,UnrecognizedTaxBenefits,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,IssuanceOfStockAndWarrantsForServicesOrClaims,ProceedsFromLoanOriginations1,RevenueFromContractWithCustomerExcludingAssessedTax,StockIssued1,StockIssuedDuringPeriodValuePurchaseOfAssets
2012-03-31,2012-05-14,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,,,,,,,,,207.0,,34450.0,,,,383344.0,383344.0,,,,,,,383343.0,-42042.0,,,,,,0.001,,500000000.0,34449495.0,34449495.0,440500.0,,-42555.0,,,,,,,,,,,,,,,,,,,,,95662.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,-42555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3849.0,383344.0,,,,,,3849.0,,,,,,,513.0,,-42555.0,-42555.0,,,,,42555.0,-42555.0,,,,,,,,,,,,,3849.0,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,,42555.0,,,,,,379495.0,,,,,,,,,,,,,,,,
2012-06-30,2012-08-07,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,0.0,3131.0,0.0,,,,,,207.0,,34450.0,,,,353572.0,346572.0,0.0,,,,,,346572.0,-36771.0,,,,,51000.0,0.001,,500000000.0,34449495.0,34449495.0,440500.0,,-29054.0,,,,,92131.0,,34923.0,,,,,,,,,,,,0.0,,124716.0,,7000.0,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,5869.0,,-29054.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,3131.0,353572.0,0.0,,,,,3131.0,,,,,,,-7717.0,0.0,-29504.0,-29054.0,,,,,34923.0,-29054.0,,,,,7000.0,,,,,0.0,,,3131.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,-717.0,,,,,,,,,-29054.0,,,,,,,,,,0.0,,98000.0,,,34923.0,,,,,34449495.0,350441.0,,,,,,,,,,,,,,,,
2012-09-30,2012-11-02,10-K,RAYONT INC.,RAYT,CIK0001539778,USD,,551.0,,,,80000.0,,,,207.0,,475325.0,,,,436879.0,420879.0,0.0,,,,181879.0,,181879.0,-253558.0,,,,181879.0,51000.0,0.001,,500000000.0,34624495.0,34624495.0,34625.0,,-117317.0,,,,,165645.0,165645.0,129664.0,,,,,,,,,,,,,,154860.0,,,,,0.0,,0.0,,,,,,0.2,,,,,,,,,,,,,1689.0,,12355.0,,-117317.0,,,,,551.0,,,,,,-239000.0,,,,,,,-15831.0,,80000.0,,,,8.0,,,,,,239000.0,239000.0,,,,,,,,81582.0,436879.0,1582.0,,,,,,,,,,,,2008.0,,-255566.0,-117317.0,,,,,129664.0,-117309.0,,,,,16000.0,,,,,,,,80000.0,,,,,,,,,,,169.0,,,,,,170.0,16000.0,,,,,5000.0,,,-2992.0,,,,,,,,111463.0,-117317.0,,,,,,,,,,,,178000.0,,,129664.0,,,,,34624495.0,355297.0,51000.0,,,,150000.0,,,,,,,,,,,
2012-12-31,2013-01-24,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,25000.0,,80085.0,,,,,,307.0,,808650.0,,,,695028.0,551422.0,,,,,,,399737.0,217858.0,,,,,56000.0,0.001,,500000000.0,36299495.0,36299495.0,36300.0,,-21673.0,,,,,357611.0,357611.0,51247.0,,,,,,,,,,,,,,176633.0,,,,,0.0,,0.0,,,,,100.0,,,,,,,,,,,,,100.0,968.0,,29474.0,,-21773.0,,,,,24449.0,-80085.0,,,,,167400.0,,,,,,,11894.0,,-80000.0,,,,,,,,,,71600.0,71600.0,,,,,,,,26404.0,695028.0,26404.0,,,,,,,,,,,,313000.0,,-95242.0,-21773.0,,,,,51247.0,-21773.0,,,,,143606.0,,,,,100.0,,,,,,,,,,,,,,169.0,,,,,,,4106.0,,,,,335000.0,,,,,,,,,,,57700.0,-21773.0,,,,,,,,,,,,387085.0,,,51247.0,,,22000.0,,36299495.0,668624.0,,,,,,,,,,,,,,,,
2013-03-31,2013-05-10,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,,,227059.0,,,1918.0,,1360.0,307.0,,821100.0,,,,666709.0,569804.0,,,,,,,342745.0,-56992.0,,,,,56000.0,0.001,,500000000.0,36349495.0,36349495.0,36350.0,,-41902.0,,,,,210118.0,210118.0,58843.0,,,,,,,,,,,1360.0,1360.0,1360.0,218535.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,3457.0,,16941.0,,-41902.0,,,,,-25000.0,146974.0,,,,1918.0,-71600.0,,,,,,,-3394.0,,,,,,,,,,,,,,,,,,,,,27487.0,666709.0,283.0,,,,25286.0,,,,,25286.0,,,-22714.0,-27206.0,-7072.0,-41902.0,,,,,58843.0,-41902.0,,,,347.0,70712.0,,,,,,,,1918.0,,,,,,,,,,,,,,,,,,712.0,,394.0,,,,,,,,25286.0,,,,,,22869.0,-41902.0,-27206.0,,25846.0,,,,,,,,,227059.0,,,57483.0,,,48000.0,,36349495.0,639222.0,,,,,,,,,,,,,,,,
2013-06-30,2013-08-13,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,1422.0,,127059.0,,,,1382.0,2721.0,307.0,,824088.0,,,,616334.0,510412.0,,,,,380270.0,,380270.0,37525.0,,,,380270.0,,0.001,,500000000.0,36361495.0,36361495.0,36362.0,,-61877.0,,,,,5834.0,5834.0,65043.0,,,,,,,,,,,1360.0,1360.0,,280413.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,2598.0,,3166.0,,-61877.0,,,,,1422.0,100000.0,,,,-535.0,3083.0,,,,,,,-394.0,,,,,,,,,,,,,3083.0,,,,,,,,35990.0,616334.0,11620.0,,,,22988.0,,,62603.0,,22988.0,,,5098.0,,32427.0,-61877.0,,,,,65043.0,-61877.0,,,,316.0,81121.0,,,,,,,,1382.0,,,,,,,,,,,,,,,,,,318.0,,,,,,,,,,-2298.0,,,,,,25330.0,-61877.0,,,24485.0,,,,,,,,,9000.0,,,63683.0,,,,,36361495.0,580344.0,56000.0,,,,,,,,,,,,,,,
2013-09-30,2013-12-16,10-K,RAYONT INC.,RAYT,CIK0001539778,USD,,,,124085.0,,1382.0,,1382.0,4081.0,307.0,,824088.0,,,,599639.0,510976.0,,,,42160.0,384675.0,,384675.0,202796.0,,,,384675.0,,0.001,,500000000.0,36361495.0,36361495.0,36362.0,,-132946.0,,,,,879446.0,879446.0,219829.0,,,,,,,,,,,4081.0,4081.0,,287906.0,,,,,0.0,,0.0,,,,,100.0,,,,,1960.0,,,,,,,,100.0,8709.0,,86783.0,,-133046.0,,,,,-551.0,-124085.0,1382.0,,,1382.0,236784.0,,,,,,,15830.0,,-80000.0,,,,,,,,,,,2216.0,,,,,,26800.0,,26788.0,599639.0,4717.0,,,,20689.0,,,46884.0,,20689.0,,,308805.0,-27206.0,-78903.0,-133046.0,,,,,219829.0,-133046.0,,,,284.0,65254.0,,,,,100.0,,,1382.0,,,,,,,,,,,,,,,,,,170.0,,,,,335000.0,,,,,20689.0,,,,,,101823.0,-133046.0,-27206.0,,23125.0,,,,,,,,,966229.0,,,215748.0,,,,,34624495.0,572851.0,56000.0,,,,,,,,,,,,,,,
2013-12-31,2014-01-30,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,196.0,,208085.0,,,,1383.0,5441.0,307.0,,873838.0,,,,575377.0,515680.0,,,,,166989.0,,166989.0,-217686.0,,,,166989.0,,0.001,,500000000.0,36661495.0,36661495.0,36612.0,,-72122.0,,,,,188851.0,188851.0,96114.0,,,,,,,,,,,1360.0,1360.0,,360028.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,2119.0,,23992.0,,-72122.0,,,,,196.0,-84000.0,1.0,,,1.0,-138390.0,,,,,,,-1.0,,,,,,,,,,,,,140606.0,,,,,,,,24648.0,575377.0,2079.0,,,,18390.0,2796.0,,37508.0,,18390.0,,,9873.0,,-227559.0,-72122.0,,,,,96114.0,-72122.0,,,,253.0,37679.0,,,,,,,,4179.0,,,,,,,,,,,,,,,,,171.0,171.0,,,,,,,,2796.0,,-2299.0,,,,,,57700.0,-72122.0,,,21765.0,,,,,,,,,212843.0,,,94754.0,,,,,,550729.0,56000.0,,,,,,,,,,,,,,,
2014-03-31,2014-05-15,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,,,,,,,,,,,,,,,,,,,,,,,83194.0,-83794.0,,,,,,,,,,,,,-49066.0,,,,,135687.0,135687.0,62387.0,,,,,,,,,,,1361.0,1361.0,,,,,,,0.0,,0.0,,,,,-19.0,,,,,,,,,,,,,-19.0,1542.0,,13340.0,,-49047.0,,,,,10629.0,-39262.0,,,,,110106.0,,,,,,,-518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6436.0,,-77339.0,-49047.0,,,,,62387.0,-49047.0,,,,,,,,,,-19.0,,,,,,,,,,,,2049.0,,,,,,,,,,,,,,,,,-2088.0,,-2299.0,,,,,,22298.0,-49047.0,,,,,,,,,,,,149027.0,,,61026.0,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,2014-08-04,10-Q,RAYONT INC.,RAYT,CIK0001539778,USD,,10000.0,,108085.0,,,,1382.0,8162.0,288.0,,873838.0,,,,501733.0,440587.0,,,,,79761.0,,79761.0,-3433.0,,,,,,0.001,,500000000.0,36611495.0,36611495.0,36612.0,,-41368.0,,,,,,,41368.0,,,,,,,,,,,1360.0,1360.0,,442672.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,-41368.0,,,,,-826.0,139262.0,,,,,-222240.0,,155.0,155.0,,,,,,,,,,,,,,,,,252741.0,,,,,,,,33667.0,501733.0,13612.0,,,,13793.0,4725.0,,41224.0,,13793.0,,,7823.0,,-11256.0,-41368.0,,,,,41368.0,-41368.0,,,155.0,189.0,41913.0,,,,,,,,6262.0,,,,,,,,,-6105.0,,,,,,,,689.0,689.0,,,,,,,,4017.0,,-2299.0,,,,,,8060.0,,,,19044.0,,,,,,,,,,,,40008.0,,,,,36611495.0,468066.0,56000.0,,,,,,,,,,,,,,,
