end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccruedIncomeTaxes,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedSalariesCurrent,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,AdditionalPaidInCapital,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredCharges,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNet,AssetsNoncurrent,BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsRemainingAdjustments,BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,BusinessCombinationConsiderationTransferredLiabilitiesIncurred,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,CapitalizedComputerSoftwareGross,CapitalizedComputerSoftwareNet,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfRevenue,CostOfServices,CurrentFederalStateAndLocalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtInstrumentDecreaseForgiveness,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsValuationAllowance,DepositAssets,DepositsAssetsCurrent,DepreciationDepletionAndAmortization,DueFromAffiliateCurrent,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueToAffiliateCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectOfExchangeRateOnCashAndCashEquivalents,EmployeeBenefitsAndShareBasedCompensation,FeesAndCommissions,FiniteLivedIntangibleAssetsAmortizationExpenseRollingAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,FiniteLivedIntangibleAssetsNet,ForeignCurrencyTransactionGainLossUnrealized,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossAttributableToParent,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseDueFromAffiliates,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInDueFromAffiliatesCurrent,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToAffiliates,IncreaseDecreaseInDueToAffiliatesCurrent,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseOther,InterestExpenseTrustPreferredSecurities,InterestPaid,InterestPayableCurrent,InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,InvestmentsAndCash,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCreditFacilityDecreaseForgiveness1,MinorityInterest,MinorityInterestDecreaseFromRedemptions,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetsCurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,OtherComprehensiveIncomeLossTax,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherLiabilitiesCurrent,OtherOperatingIncomeExpenseNet,OtherPrepaidExpenseCurrent,OtherSalesRevenueNet,PaymentsForRepurchaseOfRedeemableConvertiblePreferredStock,PaymentsForRepurchaseOfRedeemablePreferredStock,PaymentsToAcquireAssetsInvestingActivities,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToDevelopSoftware,PreferredStockDividendsAndOtherAdjustments,PreferredStockParOrStatedValuePerShare,PreferredStockRedemptionDiscount,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOfRedeemablePreferredStock,ProceedsFromLoans,ProceedsFromRelatedPartyDebt,ProceedsFromSaleOfEquityMethodInvestments,ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,ProfessionalFees,ProfitLoss,RedeemableNoncontrollingInterestEquityCommonCarryingAmount,RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,RedeemablePreferredStockDividends,ReimbursementRevenue,RelatedPartyCosts,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,RevenueFromRelatedParties,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SalesRevenueServicesNet,ShareBasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,StockRepurchasedAndRetiredDuringPeriodShares,TemporaryEquityLiquidationPreference,TemporaryEquityParOrStatedValuePerShare,TemporaryEquitySharesIssued,TemporaryEquitySharesOutstanding,TimeDepositsAtOrAboveFDICInsuranceLimit,UnrealizedGainLossOnInvestments,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WriteOffOfDeferredDebtIssuanceCost,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,ConvertiblePreferredStockSharesIssuedUponConversion,NoninterestIncome,PaymentsForPreviousAcquisition,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,StockOptionExercisePriceIncrease,TreasuryStockCommonValue,AdjustmentForAmortization,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment,EquityMethodInvestmentOwnershipPercentage,ExcessStockSharesIssued,FairValueOptionChangesInFairValueGainLoss1,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IntangibleAssetsNetExcludingGoodwill,MarketingAndAdvertisingExpense,MoneyMarketFundsAtCarryingValue,OtherComprehensiveIncomeLossNetOfTax,OtherIntangibleAssetsNet,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,StockOptionPlanExpense
2014-03-31,2014-05-15,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7733.0,,,,,,,,,325.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13309.0,10374.0,,-5435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5435.0,,,,15809.0,-5435.0,86000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.0,,,,,,,23199.0,,20250.0,0.0,-14606.0,,,,,,,,,,,,,,,,-815.0,,,4230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,2014-08-14,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,17718.0,,,,250.0,,,,,,71076.0,,,,11902.0,11902.0,,,,,,,,,,,,,,,11902.0,11902.0,,,0.0001,75000000.0,4230000.0,4230000.0,424.0,,262.0,,,0.0,,0.0,0.0,0.0,-11635.0,,-11635.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,15431.0,29307.0,,8541.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,17968.0,11902.0,17968.0,,,,,,,,,,8541.0,,,,20766.0,8541.0,77566.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,12819.0,,,,-77566.0,,,42069.0,,29250.0,0.0,-6066.0,,0.0,,,,,,,,,,,,,,1281.0,,,4230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,2015-01-13,10-K,Nukkleus Inc.,NUKK,CIK0001592782,USD,14311.0,,,,250.0,,,,,,54846.0,,,,12904.0,12904.0,,,,,,,,,,,,,,,12904.0,12904.0,-9756.0,,0.0001,300000000.0,166535100.0,166535100.0,16654.0,,1111.0,,,0.0,0.0,0.0,0.0,0.0,-10974.0,,-10974.0,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,76200.0,73590.0,,-50260.0,,0.0,0.0,,,11054.0,,,,0.0,,,,,0.0,,,,,,,0.0,,,,14561.0,12904.0,14561.0,,,,21050.0,,,,-30806.0,,-50260.0,,,,123850.0,-50260.0,73157.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,1050.0,,,,,,,,,,,,,,,,-73157.0,,,102951.0,,102951.0,8400.0,-1657.0,,0.0,,,1050.0,8400.0,,,,,,,,,,7539.0,,,165431985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,2015-02-23,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,15702.0,,,,250.0,,,,,,71076.0,,,,11804.0,11804.0,,,,,,,,,,,,,,,9304.0,9304.0,-3600.0,,0.0001,75000000.0,4230000.0,4230000.0,424.0,,125.0,,0.0,0.0,,0.0,0.0,0.0,-11347.0,,-11347.0,,,,,,2500.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,13291.0,14800.0,,-2491.0,,0.0,0.0,,,1391.0,,,,,,2500.0,,,,,-2500.0,,,,,0.0,,,,15952.0,11804.0,15952.0,,,,0.0,,,,-3600.0,,-2491.0,,,,17291.0,-2491.0,75648.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,0.0,,,,,,,,-2491.0,,,,,,15000.0,,-75648.0,,,25925.0,,25925.0,0.0,-4148.0,,,,,,,,,,,,,,,,374.0,,,166535100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,2015-05-21,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,0.0,,,,250.0,,,,,,95777.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0001,75000000.0,4230000.0,4230000.0,424.0,,40.0,,,,,,,0.0,14468.0,,14468.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13979.0,3003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,0.0,250.0,,,,,,,,,,-20803.0,,,,23806.0,-20803.0,96451.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,543.0,,,,-96451.0,,,6543.0,,6000.0,0.0,-250.0,,,,,,,,,,,,,,,,,,,165535100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,2015-09-14,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,8297.0,,,,250.0,,,,,,95777.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0001,75000000.0,4230000.0,4230000.0,424.0,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,8297.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8547.0,0.0,8547.0,,,,,,,,,,-8297.0,,,,8297.0,-8297.0,104748.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,-104748.0,,,0.0,,0.0,0.0,-8547.0,,,,,,,,,,,,,,,,,,,4230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,2016-02-03,10-K,Nukkleus Inc.,NUKK,CIK0001592782,USD,0.0,,,,250.0,250.0,,,,,79547.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,-12904.0,,0.0001,300000000.0,166535100.0,166535100.0,16654.0,,165.0,165.0,,0.0,24701.0,0.0,0.0,0.0,17426.0,118333.0,17426.0,,,,,,,,21882.0,21882.0,,,0.0,,,,,,,,,,32469.0,,,,,,,,49153.0,17804.0,,-45176.0,,0.0,0.0,,,-14311.0,,,,21882.0,,,,,,,,,,,,0.0,,,,22132.0,0.0,22132.0,24701.0,,,46583.0,46583.0,,,-59487.0,-59487.0,-45176.0,,,,62980.0,-45176.0,118333.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,0.0,,,,21882.0,,,,,,,,,14500.0,,13827.0,-118333.0,,,32469.0,,32469.0,0.0,-22132.0,,,,,,,,,,,,,,,,6534.0,,,166535100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,2016-03-15,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,0.0,,,,250.0,,,,,,79547.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0001,300000000.0,166535100.0,166535100.0,16654.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,17750.0,,17750.0,,,,,,,,,21882.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,22132.0,0.0,22132.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,118333.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,-118333.0,,,0.0,,0.0,,-22132.0,,,,,,,,,,,,,,,,0.0,,,166535100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,2016-05-20,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,,,,,250.0,,,,,,79547.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0001,300000000.0,166535100.0,166535100.0,16654.0,,0.0,,,,,,,0.0,19250.0,,19250.0,,,,,,,,,31882.0,,,0.0,,,,,,,,,,,,,,,,,,10000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32132.0,0.0,32132.0,,,,,,,,,,-10000.0,,,,10000.0,-10000.0,128333.0,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,-128333.0,,,0.0,,0.0,,-32132.0,,,,,,,,,,,,,,,,,,,166535100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,2016-08-16,10-Q,Nukkleus Inc.,NUKK,CIK0001592782,USD,,,,,,250.0,20011.0,,,,118955.0,687.0,,,3455559.0,3455559.0,,,,,,,,,,,,,,,,,,,0.0001,900000000.0,230385100.0,230385100.0,23039.0,,,,,,,,,,38619.0,257460.0,38619.0,,1055559.0,,2400000.0,,,2370000.0,170310.0,,,,0.0,,,,,,,,,,,,,,,,,,158429.0,30000.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,3515466.0,3455559.0,2560571.0,,,,,,,,,,-129127.0,,,,158429.0,-128429.0,,,,,,,,,,,,,,,,,0.0001,,15000000.0,0.0,0.0,,,,,,,,,,,,55559.0,954895.0,,,2370000.0,,,-257460.0,,2400000.0,,,2400000.0,,-115466.0,,,,,,,,,,1000000.0,10.0,24156000.0,24156000.0,,,,,,201893825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,2017-01-13,10-K,Nukkleus Inc.,NUKK,CIK0001592782,USD,,,317796.0,,,250.0,60513.0,,,,119175.0,2978.0,,,1176809.0,1176809.0,,,,,,,,,,,,,,,,,,,0.0001,900000000.0,230485100.0,230485100.0,23049.0,,9578750.0,,,,,,,,56790.0,378600.0,56790.0,,1055559.0,,121250.0,,,317796.0,21882.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,287165.0,121250.0,,,-260267.0,,,,,60513.0,,60513.0,,,121250.0,,,317796.0,,,,,7852.0,,4874.0,,4877.0,,,1357626.0,1176809.0,400441.0,,,,1000000.0,1000000.0,-1000000.0,-1000000.0,,,-260267.0,,,,373665.0,-252415.0,,,,,,,,,,9700000.0,,,1000000.0,,,,0.0001,,15000000.0,0.0,0.0,,,45793.0,954207.0,,,,1000000.0,,,,55559.0,957185.0,,,9578750.0,,86500.0,-378600.0,,9700000.0,,,9700000.0,230.0,-236376.0,,,,,45793.0,230.0,,,,1000000.0,10.0,24156000.0,24156000.0,,,39040.0,,197437150.0,197437150.0,197437150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
