end,filed,form,Name,Ticker,CIK,Currency,AccruedRentCurrentAndNoncurrent,AmortizationOfAboveAndBelowMarketLeases,AmortizationOfFinancingCosts,AmortizationOfIntangibleAssets,AreaOfRealEstateProperty,AssetImpairmentCharges,AssetsFairValueDisclosure,AssetsFairValueDisclosureRecurring,AssetsHeldForSaleNotPartOfDisposalGroup,BelowMarketLeaseNet,BusinessAcquisitionCostOfAcquiredEntityCashPaid,BusinessAcquisitionPercentageOfVotingInterestsAcquired,BusinessAcquisitionProFormaEarningsPerShareBasic,BusinessAcquisitionProFormaEarningsPerShareDiluted,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,BusinessAcquisitionPurchasePriceAllocationProperty,BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,BusinessCombinationConsiderationTransferred,BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,CommonStockDividendsPerShareCashPaid,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet,ContractWithCustomerAssetNetCurrent,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscountPremiumNet,DefinedContributionPlanEmployerDiscretionaryContributionAmount,DerivativeAssets,DerivativeLiabilities,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,DividendsPayableCurrentAndNoncurrent,EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestments,FairValueInputsLongTermRevenueGrowthRate,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsFutureAmortizationExpense,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FutureAmortizationExpenseYearFive,FutureAmortizationExpenseYearFour,FutureAmortizationExpenseYearOne,FutureAmortizationExpenseYearThree,FutureAmortizationExpenseYearTwo,GainLossOnSaleOfProperties,ImpairmentOfRealEstate,InsuredEventGainLoss,InterestCostsIncurredCapitalized,InterestPaidNet,LeaseAndRentalExpense,LeaseCost,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,LessorOperatingLeasePaymentsToBeReceived,LessorOperatingLeasePaymentsToBeReceivedFiveYears,LessorOperatingLeasePaymentsToBeReceivedFourYears,LessorOperatingLeasePaymentsToBeReceivedNextTwelveMonths,LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear,LessorOperatingLeasePaymentsToBeReceivedThereafter,LessorOperatingLeasePaymentsToBeReceivedThreeYears,LessorOperatingLeasePaymentsToBeReceivedTwoYears,LiabilitiesAssumed1,LiabilitiesFairValueDisclosureRecurring,MoneyMarketFundsAtCarryingValue,NetIncomeLoss,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnDilutedEarningsPerShare,NumberOfReportableSegments,OperatingLeaseCost,OperatingLeaseLeaseIncome,OperatingLeaseLeaseIncomeLeasePayments,OperatingLeaseLiability,OperatingLeasePayments,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableThereafter,OperatingLeaseVariableLeaseIncome,OperatingLeaseWeightedAverageDiscountRatePercent,OtherPaymentsToAcquireBusinesses,PaymentsForRent,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,PrepaidRent,ProceedsFromInsuranceSettlementInvestingActivities,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleOfOtherRealEstate,ProceedsFromSaleOfPropertyHeldForSale,ProceedsFromSaleOfRealEstate,PropertyManagementFeePercentFee,PurchaseCommitmentRemainingMinimumAmountCommitted,RealEstateAccumulatedDepreciation,RealEstateAccumulatedDepreciationDepreciationExpense,RealEstateAccumulatedDepreciationOtherDeductions,RealEstateAccumulatedDepreciationRealEstateSold,RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfLand,RealEstateCostOfRealEstateSold,RealEstateFederalIncomeTaxBasis,RealEstateGrossAtCarryingValue,RealEstateImprovements,RealEstateInventoryCapitalizedInterestCostsIncurred,RealEstateInvestmentPropertyNet,RealEstateOtherAcquisitions,RealEstateOtherDeductions,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfLongTermLinesOfCredit,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SaleOfStockPricePerShare,SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,SECScheduleIIIRealEstateWritedownOrReserveAmount,SeveranceCosts,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,SharesPaidForTaxWithholdingForShareBasedCompensation,ShortTermLeaseCost,SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,StockIssuedDuringPeriodSharesStockOptionsExercised,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedAndRetiredDuringPeriodValue,StockRepurchaseProgramAuthorizedAmount1,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,StraightLineRentAdjustments,VariableLeaseCost,OperatingLeaseRightOfUseAsset
2008-12-31,2009-02-27,10-K,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359301000.0,,,,,,,,,,,,,,1399755000.0,,,,,,,,,,,,,,,,,0.0,,,380000.0,296520.0,,,,,,,
2009-12-31,2010-03-01,10-K,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,1500000.0,14600000.0,,,,,,,,0.5,,,,,,,,,,,,,0.7638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3293000.0,,,300000.0,36000000.0,5200000.0,,,,,,,,,,,,,,,,,,,35800000.0,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412530000.0,64922000.0,-9669000.0,-2024000.0,,,,,,,,,-2804000.0,,1507870000.0,45055000.0,,,80733000.0,-14869000.0,851000.0,,,,,,3400000.0,,,,,9734876.0,,9734876.0,400200.0,184170.0,,,,,,,
2010-03-31,2010-05-07,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-04,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,,,,,,,,14321000.0,,79569000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000.0,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-02-28,10-K,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,1300000.0,12300000.0,,1000000.0,,,,,,,,,,,,35073000.0,,317021000.0,,,,,0.7725,0.01,150000000.0,80996068.0,80996068.0,,,0.0615,2594000.0,,,,,,,,,6400000.0,,-79019000.0,,,,,,,112796000.0,,,,,,,322000.0,,,1500000.0,37600000.0,5300000.0,,,,,,,,,,,,,,,,,,,,,550000.0,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,453145000.0,64543000.0,0.0,23928000.0,,,,,,,,,25995000.0,,1576214000.0,95185000.0,,,0.0,846000.0,1144000.0,,,,,,,,,,,0.0,,,312720.0,129100.0,,,,,,,
2011-03-31,2011-05-09,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,150000000000.0,81315938000.0,81315938000.0,9365000.0,,,2490000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9398000.0,,,,,,,,,,,,,,,,,,,,,,,,8350000.0,,,,,,,724000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-09,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,134000000.0,,,,,,,,,,,,,,,0.01,300000000.0,81316070.0,81316070.0,,,,2386000.0,,,,,2400000.0,,,,4600000.0,,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326000.0,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,2011-11-07,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,134000000.0,,,,88412000.0,375000000.0,287933000.0,13757000.0,,84822000.0,-7635000.0,367365000.0,,,,,,,,,,,,,,,,2400000.0,,,,9400000.0,,,,,,,,,,,,,,,,,,,64000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,,,,,,,,
2011-12-31,2012-02-29,10-K,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,17000000.0,,900000.0,,,,,,,0.49,0.49,,,,47687000.0,41045000.0,336838000.0,,,1500000.0,18500000.0,,,,,,,,,,,,,,,,,0.5,28500000.0,,-93887000.0,,,,,,52506000.0,214523000.0,,6930000.0,8032000.0,16037000.0,9606000.0,11901000.0,0.0,,,393000.0,45400000.0,6100000.0,,,,,,,,,,,,,,,,,,,112700000.0,,551000.0,,,,,,,,,211446000.0,5444000.0,4227000.0,4224000.0,4353000.0,4672000.0,188526000.0,933407000.0,201219000.0,90345000.0,118637000.0,139117000.0,170052000.0,214037000.0,,,,,,,,,,,,,,512485000.0,66242000.0,0.0,6902000.0,512485000.0,111379000.0,1768043000.0,148002000.0,1916045000.0,561584000.0,1206459000.0,132178000.0,6902000.0,1600000000.0,1916045000.0,42161000.0,,,304572000.0,0.0,1617000.0,,,,66242000.0,,,,,,,,4600000.0,,,,,,,,20800000.0,,
2012-03-31,2012-05-10,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36306000.0,,,,,,,,,,,,48500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8128000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571000.0,,,,,,,,,,,,,,,
2012-06-30,2012-08-08,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,2012-11-08,10-Q,"TANGER FACTORY OUTLET CENTERS, INC",SKT,CIK0000899715,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
