end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedParties,AccountsReceivableRelatedPartiesCurrent,AccretionExpense,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalMarkToMarket,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdvertisingExpense,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredCharges,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,Capital,CapitalizedComputerSoftwareNet,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashUninsuredAmount,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ConcentrationRiskPercentage1,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfRevenue,CostsAndExpensesRelatedParty,CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtCurrent,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleThresholdPercentageOfStockPriceTrigger,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentFeeAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedPremium,DebtInstrumentUnamortizedPremiumCurrent,DeferredCostsCurrentAndNoncurrent,DeferredFinanceCostsCurrentGross,DeferredFinanceCostsCurrentNet,DeferredFinanceCostsNoncurrentGross,DeferredIncomeTaxLiabilities,DeferredTaxAssetsDerivativeInstruments,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsForeign,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,EmployeeBenefitsAndShareBasedCompensation,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EscrowDeposit,ExtinguishmentOfDebtAmount,FairValueAdjustmentOfWarrants,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnDispositionOfAssets1,GainLossOnDispositionOfIntangibleAssets,GainLossOnSaleOfDerivatives,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredCharges,IncreaseDecreaseInDeferredCompensation,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInFairValueOfPriceRiskFairValueHedgingInstruments1,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingLiabilities,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInSecurityDeposits,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseDebtExcludingAmortization,InterestExpenseOther,InterestIncomeExpenseNonoperatingNet,InterestIncomeOther,InterestPaid,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryRawMaterialsAndSuppliesNetOfReserves,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LeaseAndRentalExpense,LegalFees,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermNotesPayable,LongTermPurchaseCommitmentAmount,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesReceivableNet,NumberOfOperatingSegments,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseImpairmentLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAssetsNoncurrent,OtherGeneralAndAdministrativeExpense,OtherResearchAndDevelopmentExpense,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,PaymentsForDeposits,PaymentsForLoans,PaymentsForProceedsFromDepositOnLoan,PaymentsForRent,PaymentsOfStockIssuanceCosts,PaymentsToAcquireInvestments,PaymentsToAcquireMachineryAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromOtherEquity,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfConvertibleDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfOtherDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,RoyaltyExpense,SaleOfStockConsiderationReceivedPerTransaction,SaleOfStockPricePerShare,SecurityDeposit,SellingGeneralAndAdministrativeExpense,SettlementLiabilitiesCurrent,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested,SharePrice,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockRepurchasedAndRetiredDuringPeriodValue,TemporaryEquityCarryingAmountAttributableToParent,TreasuryStockCommonShares,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2017-04-30,2017-07-28,10-K,"Quanta, Inc.",QNTA,CIK0001691430,USD,125900.0,,,,,,4000.0,,0.0,,,,,,,,,,,32016.0,5843.0,-163428.0,4000.0,,2016.0,,,,,,0.001,,100000000.0,15000000.0,15000000.0,,,15000.0,,,,0.0,0.0,,,,,,,0.0,,,,,43371.0,43371.0,,,,,,0.0,,,,,,,,,,,,53289.0,0.0,,,,,,53289.0,,,4000.0,,,,,,,-0.01,0.0,-0.35,0.35,0.0,,,,,,,,,,,,,,,,,49.993,,-132993.0,0.0,0.0,118700.0,,,,,,26173.0,,,,,,,3827.0,,0.0,,,,,,0.0,,,,,,,0.0,,5000.0,,,,,,,,,169271.0,32016.0,,,,,42309.0,0.0,,-40293.0,-132993.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,53289.0,26173.0,0.0,,,0.0,,,,,,,,0.001,25000000.0,0.0,0.0,0.0,,3827.0,,0.0,,,,,,,42309.0,-132993.0,,0.0,,0.0,,,,0.0,74000.0,-152255.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137255.0,,,,,,,,,,,,,,,,,,15000000.0
2017-07-31,2017-09-13,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,178661.0,,,,,,4000.0,,0.0,,,,,,0.0,,,,,48635.0,16474.0,-222058.0,4000.0,63593.0,-44160.0,,,,,,0.001,,100000000.0,15000000.0,15000000.0,,,15000.0,,,,,,,,,,,0.0,0.0,,,,,59871.0,59871.0,,,,,,0.0,,,,,,,,,,,,71714.0,0.0,,,,,,71714.0,,,0.0,0.0,,,,,,-0.01,0.0,0.35,-0.4384,0.0884,,,,,,,,,,,,0.0,,0.0,,,17042.0,1504.0,-52642.0,0.0,0.0,0.0,,,,0.0,,5988.0,,,,,,,9173.0,,0.0,810.0,,,0.0,,0.0,0.0,,,,,0.0,0.0,,10000.0,,,,,,,,,238532.0,48635.0,,,,,37000.0,0.0,-81160.0,-15042.0,-81160.0,,-810.0,,,,,,,81854.0,-80350.0,,,,,,,,,,,,,,,,,,71714.0,32161.0,,,,,,,-30000.0,,,,0.0,0.001,25000000.0,0.0,0.0,0.0,,13000.0,,7000.0,,,,,,,16500.0,-52642.0,,0.0,,0.0,,,,,26242.0,-204897.0,1504.0,0.0,,,,,,35712.0,,,,,,,,,,,,,,,,,,,,,-189897.0,-189897.0,,,,,,,,,,,,,,,,,,10000000.0
2017-10-31,2017-12-11,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,215600.0,,,,,,4000.0,,28839.0,,,,,,,2130.0,,,,32596.0,32596.0,-202273.0,4000.0,120308.0,,,,,,,0.001,,100000000.0,22000000.0,22000000.0,,,22000.0,,,,,,,,,,,0.0,0.0,,,,,19269.0,59871.0,,,,,,0.0,,,,,,,,,,,,88589.0,0.0,,,,,,88589.0,,,0.0,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,19215.0,4258.0,-48215.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,7000.0,,,,,,,,,234869.0,32596.0,,,,,,,,,-162786.0,,0.0,,,,,,,167044.0,-162786.0,,,,,,,,,,,,,,,,,,88589.0,0.0,,,,,,,,,,,,0.001,25000000.0,0.0,0.0,0.0,,19140.0,,,,,,,,,,,,0.0,,0.0,,,,,68753.0,-253112.0,4258.0,0.0,,,,,,47185.0,,,,,,,,,,,,,,,,,,,0.01,,-202273.0,-202273.0,,,,,,,,,,,,,,,,,,10000000.0
2018-01-31,2018-03-09,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,247000.0,,,,,,4000.0,,28839.0,,,,,,,,,,,9344.0,9344.0,-256194.0,4000.0,,,,,,,,0.001,,100000000.0,22000000.0,22000000.0,,,22000.0,,,,,,,,,,,,0.0,,,,,18538.0,68871.0,,,,,,0.0,,,,,,,,,,,,107461.0,0.0,,,,,,107461.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,26521.0,,-53921.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5000.0,,,,,,,,,265538.0,9344.0,,,,,,,,,-53921.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,107461.0,0.0,,,,,,,,,,,,0.001,25000000.0,0.0,0.0,0.0,,202.0,,,,,,,,,,,,0.0,,,,,,,22400.0,-307033.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-256194.0,,,,,,,,,,,,,,,,,,22000000.0
2018-04-30,2018-08-15,10-K,"Quanta, Inc.",QNTA,CIK0001691430,USD,,,,,,,4000.0,,,,,,,,,0.0,,,,,,-280370.0,4000.0,,,,,6314.0,,,0.001,,100000000.0,21908810.0,21908810.0,612000.0,0.0,,,,,500.0,-500.0,,,,,,,0.0,,,,,24738.0,75071.0,,,,,,0.0,,,,,,,,,,,,69554.0,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,4000.0,4000.0,0.0,,,,,,28954.0,,-178954.0,0.0,,136100.0,,,,,,7988.0,,,,,,,-3773.0,,0.0,,,,,,0.0,,,,,,,,,65000.0,,,,,,,,,286738.0,,,,,,,,,-47069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69554.0,0.0,,,,34161.0,,,,,,,,0.001,25000000.0,0.0,0.0,0.0,54.0,54.0,,70000.0,,,,,,,41167.0,-178954.0,,,,0.0,,,,59800.0,,-331209.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,24738.0,,-280370.0,,,,,,,,,,,,0.0,,,,,,
2018-07-31,2018-12-21,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,7454.0,,,,,37233.0,,,3179702.0,,,,,,474804.0,11586.0,,,,713784.0,211747.0,,,211693.0,188645.0,,,211692.0,0.0,,0.001,50000.0,100000000.0,38900090.0,38900090.0,,,38900.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,265538.0,,,,,,,,,,,,,,,,,,,,,,,,175000.0,,,12411.0,,,,,,,0.0,0.21,-0.2984,0.0884,,,,,13000.0,,,,0.0,0.0,0.0,-485385.0,15000.0,15000.0,,,,,,,0.0,-22454.0,,,,4105.0,,,,,,,,,,,,0.0,,,27.0,,,0.0,,,,,12127.0,,,,,,,,,,,,,713784.0,,,302755.0,,748718.0,-175000.0,-385073.0,,,,,,,110000.0,,,,,,,,,,,,,,,572205.0,,125871.0,119878.0,114169.0,108732.0,103555.0,,409538.0,,,,,,,,-1200.0,,,,175000.0,0.001,25000000.0,0.0,0.0,0.0,54.0,,,747518.0,,,,,,,,,522500.0,485267.0,,0.0,,,,,,-2622272.0,,,,,63000.0,0.2,16770.0,,,,,,,,,,,,,,,,,,,,,110000.0,,,,,,250000.0,,,,,,,,,,,0.0,0.0,,
2018-10-31,2018-12-27,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,7454.0,,,,,49644.0,,,3202702.0,,,,,,,14870.0,,,,528771.0,39145.0,,,39145.0,,,,211692.0,0.0,,0.001,,100000000.0,38900090.0,38900090.0,322000.0,161000.0,38900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000.0,,,,,,,,,,,,,,,,,,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,117454.0,528771.0,,,,,,,,,,,,,,110000.0,,,,,,,,,,,,,,,530834.0,,91728.0,117936.0,112320.0,106972.0,101878.0,,798543.0,,,,,,,,,,,,,0.001,25000000.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,522500.0,472856.0,,0.0,,,,,,-3031285.0,,,,,,0.5,16770.0,,,,,,,,,,,,,,,,,,,,0.5,110000.0,,,,,,80000.0,,,,,,,,,,,0.0,,,
2019-03-31,2019-05-17,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,7897.0,17553.0,,,,,,-2633165.0,2360598.0,,,,,,,2000.0,,,3000000.0,921346.0,100276.0,,,82723.0,46903.0,83000.0,47000.0,,250000.0,,0.001,,100000000.0,39200090.0,39200090.0,957750.0,,39200.0,,33300.0,60490.0,,,,,,,,59000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000.0,,,,,,,,0.0,,,,,,,187000.0,,,,,,,,,,,,,,,171000.0,,,,,-6000.0,-2000.0,,,93790.0,,,94000.0,,,-11000.0,,,,,4000.0,,4160.0,,,,,,,,,,,,,480104.0,,61152.0,119392.0,113707.0,108292.0,77561.0,,675847.0,921346.0,290847.0,,,,169000.0,-70000.0,-52000.0,,-183000.0,,-4000.0,,,175850.0,,,1.0,350000.0,-179000.0,33087.0,3000.0,,398310.0,73800.0,324510.0,25155.0,390378.0,,,,,,,,,0.083,,,,,,,,,,,,,70000.0,0.001,25000000.0,,,,,,,173000.0,,,,17150.0,172866.0,13000.0,,,,413922.0,,,,,17000.0,,,,230000.0,,,,,,16770.0,163000.0,,,,,,,,,,,,,,,,,,,,,246000.0,,,,,,,,,,,,,,,,,,,39200090.0
2019-06-30,2019-08-19,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,46095.0,41978.0,,,,,,-4539657.0,2374228.0,,,,,,,,,,,843767.0,71078.0,,,29100.0,,29000.0,,,250000.0,,0.001,,100000000.0,41823505.0,41823505.0,2862750.0,,41823.0,,34104.0,51160.0,,,,,,,,101000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000.0,,,,,,,,-0.05,,,,,,,306000.0,16253.0,,,,,,,,,,,,,,217000.0,,,,,,,,,,,,,,,,,,,,16000.0,,16029.0,,,,,,,,,,,,,452853.0,,61152.0,119392.0,113707.0,108292.0,50310.0,,663576.0,843767.0,307664.0,,,,,,,,-1906000.0,,-16000.0,,,150850.0,,,,2107000.0,-1890000.0,,28000.0,,370791.0,76615.0,304752.0,,370791.0,,,,,,,,,0.083,,,,,,,,,,,,,,0.001,25000000.0,,,,,,,,,,,,,,,,,385128.0,,,,,,,82000.0,,318000.0,,,,,,16770.0,1719000.0,,,,,,,,,,,,,,,,,,,,,180000.0,,,,1388684.0,,,,,,,,,,,,,,,39223665.0
2019-09-30,2019-11-19,10-Q,"Quanta, Inc.",QNTA,CIK0001691430,USD,38843.0,56652.0,,,,,,-5467617.0,3777770.0,,,,,,,,,,,770833.0,91058.0,,,34406.0,,29000.0,,,250000.0,,0.001,,100000000.0,44646255.0,44646255.0,1824940.0,,44646.0,,34104.0,42634.0,,,,,,,,74000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,,,,-0.02,,,,,,,338000.0,106253.0,,,,,,,,,,,,,,319000.0,,,,,,,,,,,,,,,,,,,,10000.0,,9939.0,,,,,,,,,,,,,386703.0,,64316.0,107194.0,102090.0,89291.0,23811.0,,566254.0,770833.0,265507.0,,,,,,,,-928000.0,,-10000.0,,120850.0,120850.0,,,,1237000.0,-918000.0,,20000.0,,329823.0,71710.0,258113.0,,327977.0,,,,,,,,,0.083,,,,,,,,,,,,,,0.001,25000000.0,,,,,,,,,,,,,,,,,335028.0,,,,,,,115000.0,,393000.0,,,,,,16770.0,784000.0,,,,,,,,,,,,,,,,,,,,,205000.0,,,,467379.0,,,,,,486000.0,,,,,,,,,41823505.0
