end,filed,form,Name,Ticker,CIK,Currency,AccountsAndNotesReceivableNet,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrentAndNoncurrent,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AreaOfLand,Assets,AssetsCurrent,AssetsNoncurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CommitmentsAndContingencies,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CostOfOtherPropertyOperatingExpense,CostOfRealEstateRevenue,CostsAndExpenses,CurrentFederalStateAndLocalTaxExpenseBenefit,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtInstrumentBasisSpreadOnVariableRate1,DebtInstrumentInterestRateStatedPercentage,DebtRelatedCommitmentFeesAndDebtIssuanceCosts,DeferredFederalIncomeTaxExpenseBenefit,DeferredFederalStateAndLocalTaxExpenseBenefit,DeferredFinanceCostsCurrentGross,DeferredIncomeTaxExpenseBenefit,DeferredRevenue,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOther,DeferredTaxAssetsTaxCreditCarryforwardsOther,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,DeferredTaxLiabilities,DeferredTaxLiabilitiesGrossNoncurrent,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeFloorInterestRate,DirectCostsOfLeasedAndRentedPropertyOrEquipment,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,DiscontinuedOperationTaxEffectOfDiscontinuedOperation,DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,DisposalGroupIncludingDiscontinuedOperationOperatingExpense,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,DisposalGroupIncludingDiscontinuedOperationRevenue,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,GainLossOnDispositionOfAssets,GainLossOnDispositionOfRealEstateDiscontinuedOperations,GainLossOnSaleOfProperties,GainLossOnSaleOfPropertiesBeforeApplicableIncomeTaxes,GainLossOnSaleOfProperty,GainOnSaleOfInvestments,GainsLossesOnSalesOfInvestmentRealEstate,GainsLossesOnSalesOfOtherRealEstate,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,IncomeLossFromEquityMethodInvestments,IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationDispositionOfAssets,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOperatingAssets,IncreaseDecreaseInOperatingLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInReceivables,InterestExpense,InterestExpenseDebt,InterestIncomeOther,InterestIncomeRelatedParty,InterestIncomeSecuritiesTaxable,InterestPaid,InterestPaidNet,InterestReceivable,InvestmentIncomeInterest,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,Land,LandAvailableForSale,Liabilities,LiabilitiesAndStockholdersEquity,LongTermDebt,MortgageLoansOnRealEstate,MortgageLoansOnRealEstateCarryingAmountOfMortgages,MortgageLoansOnRealEstateOtherAdditions,MortgageLoansOnRealEstateOtherDeductions,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesReceivableGross,NotesReceivableNet,NotesReceivableRelatedParties,NotesReceivableRelatedPartiesCurrent,NotesReceivableRelatedPartiesNoncurrent,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OriginationOfNotesReceivableFromRelatedParties,OtherAssets,OtherAssetsCurrent,OtherIncome,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaymentsForCapitalImprovements,PaymentsForFees,PaymentsForProceedsFromOtherInvestingActivities,PaymentsOfFinancingCosts,PaymentsToAcquireLandHeldForUse,ProceedsFromCollectionOfAdvanceToAffiliate,ProceedsFromCollectionOfNotesReceivable,ProceedsFromIncomeTaxRefunds,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleAndCollectionOfNotesReceivable,ProceedsFromSaleOfLand,ProceedsFromSaleOfLandHeldForUse,ProceedsFromSaleOfLandHeldforinvestment,ProceedsFromSaleOfNotesReceivable,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfRealEstate,ProceedsFromSaleOfRealEstateHeldforinvestment,ProFormaWeightedAverageSharesOutstandingDiluted,ProfitLoss,PropertyPlantAndEquipmentDisposals,RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfLand,RealEstateGrossAtCarryingValue,RealEstateImprovements,RealEstateInvestmentPropertyAtCost,RealEstateInvestmentPropertyNet,RealEstateInvestmentsOther,RealEstateOtherAdditions,RealEstateOtherDeductions,RealEstateRevenueNet,RelatedPartyTaxExpenseDueFromAffiliatesCurrent,RelatedPartyTransactionDueFromToRelatedParty,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfAssumedDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RetailLandSalesDepositMethodSalesValue,RetainedEarningsAccumulatedDeficit,Revenues,SaleLeasebackTransactionCurrentPeriodGainRecognized,SecuredDebtCurrent,SharesOutstanding,ShortTermDebtPercentageBearingVariableInterestRate,StockholdersEquity,TreasuryStockShares,TreasuryStockValue,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic,AccountsPayableCurrent,DividendsCommonStock,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInNotesReceivableRelatedParties,LoansAndLeasesReceivableNetReportedAmount,ProvisionForDoubtfulAccounts
2008-12-31,2009-03-31,10-K,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-31,10-K,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,,,,,,,,,,,,,,,,2000.0,-50.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,0.0,,,,,51.0,,,,,,,,0.22,,0.22,,,,,0.0,,,,,,394.0,1014.0,,1560.0,,,,0.24,0.24,-94.0,-145.0,,-0.02,-0.02,18.0,,-546.0,,,,0.0,,,,,2292.0,,0.0,,,,,-1205.0,-609.0,,,-1679.0,,,,,5612.0,,,,,,,,,,,,,,-5239.0,,3623.0,,1566.0,,920.0,,,,,,,,,,,1325.0,-1325.0,,,,,,,2885.0,,,,0.0,,-9532.0,,,,,-440.0,6891.0,,,,,,,,920.0,,,,,,,,,,,,,0.0,,,,,,,-5239.0,,,,,,,,,,,,4168214.0,,,4168214.0,,,,,,
2010-06-30,2010-08-16,10-Q,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,-18.0,-18.0,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-330.0,,,,,,,,621.0,,,,,,,,,,,,,,,,,-18.0,291.0,,,,,,,,,,374.0,-309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,4168214.0,,,4168214.0,,,,,,
2010-09-30,2010-11-12,10-Q,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,-13.0,,,,,,,,,0.0,,,,,,,,,,,,,70.0,,,-69.0,,,-56.0,-0.01,-0.01,24.0,,,0.01,0.01,-8.0,,13.0,,,,,,,,,,,,,,,,,,,,-279.0,,,,,,,,512.0,,,,,,,,,,,,,,,,,-32.0,,,,,,,,,,,294.0,-294.0,,,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4168214.0,,,4168214.0,,,,,,
2010-12-31,2011-03-31,10-K,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,401.0,401.0,,,,61955.0,,-1826.0,,-1826.0,,117087.0,,,,20.0,18000.0,,,,0.0,,0.01,10000000.0,4173675.0,,42.0,,43.0,,,,,,,,,,,,6550.0,6550.0,,,,,,,,,,,,18000.0,,,,,0.0,,,,,0.0,,,,,48598.0,48598.0,,0.44,,0.44,,,,,0.0,,,,,0.0,477000.0,1837.0,,1778000.0,1778000.0,,1830000.0,0.0,0.0,12000.0,1.0,,0.0,0.0,-3.0,,52000.0,,-4000.0,,84000.0,,,,-1922000.0,-1959000.0,,109000.0,,,148000.0,60000.0,148.0,60.0,,,-1116000.0,,,,,2139.0,2139000.0,,,89.0,24511.0,,43555.0,117087.0,,,,,,-591000.0,,392000.0,,217000.0,,1838000.0,3173000.0,34214.0,,,,,,,,,1395000.0,-1395000.0,,,2240.0,2240.0,,,3074.0,,,,-6000.0,,-1922.0,,,,,2372000.0,0.0,,,,,,,,1838.0,,,,,,,-58000.0,29561.0,29561.0,5050.0,,,0.0,,,,,,,-585000.0,,,11574.0,,,34214.0,73532.0,,73532.0,5461.0,-39.0,4168214.0,,,4168214.0,,,,,,
2011-03-31,2011-05-16,10-Q,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,,,,,,,,,,,,,,,,35.0,15.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,-0.07,,-0.07,,,,,,,,,,,94.0,,,,-310.0,,-309.0,-0.07,-0.07,2.0,3.0,,0.0,0.0,0.0,,1.0,,,,,,,,,1959.0,,-16.0,,,,,-9.0,-5.0,,,-280.0,,,,,305.0,,,294.0,,,,,,,,,,,-154.0,,-1453.0,,1622.0,,-307.0,14.0,,,,,,,,,,324.0,-324.0,,,,,,,,,,,0.0,,-2079.0,,,,,626.0,,,,,,,,,-307.0,,,,,,,,,,,,,0.0,,,,,,,-154.0,,,,,,,,,,,,4168214.0,,,4168214.0,,,,,,
2011-06-30,2011-08-15,10-Q,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,,418.0,,,,61955.0,,-1826.0,,,,116632.0,,,,42000.0,,,,,0.0,,0.01,10000000.0,4173675.0,,42.0,,3000.0,,,,,,,,,,,,6550.0,,,,,,,,,,,,,,,,,,,,,,,503000.0,,,,,52307.0,,,-0.36,,-0.36,,,,,,,,,,,182000.0,,,-88000.0,-1525.0,,-591000.0,-0.14,-0.14,-934000.0,-1437000.0,,-0.22,-0.22,-50000.0,,-503000.0,,,,,,,,,,,,,,,,,,,,-365000.0,,,,,,,,723000.0,39.0,24511.0,,44932.0,116632.0,,,,,,,,,,,,-1525.0,308000.0,35577.0,,,,,,,,,396000.0,-396000.0,,,2163.0,,,,,,,,,,,,,,,,,,,,,,,4168214.0,-1525000.0,,,,,,,,,28087.0,,,,0.0,,,,,,,,,,9742.0,,,,71700.0,,71700.0,5461.0,-39.0,4168214.0,,4168214.0,4168214.0,,,,,,
2011-09-30,2011-11-14,10-Q,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,188.0,,,,,61955.0,,-1826.0,,,,106553.0,,,,2000.0,,,,,,,0.01,10000000.0,4173675.0,,42.0,6000.0,6.0,,,,,,,,,,,,,6550.0,,,,,,,,,,,,,,,,,-475.0,-10.0,,,170.0,170000.0,,,,,,53331.0,,-0.13,,-0.13,,,,,,,,,,,94000.0,,,-30000.0,,,-200000.0,-0.05,-0.05,-10000.0,,-315000.0,-0.08,-0.08,28000.0,,-170000.0,,,,,,,,,,,,,,,,,,,,-282000.0,,,,,,,,543000.0,67.0,24511.0,,35368.0,106553.0,,,,,,,,,,,,-515.0,289000.0,,,,,,,,,,319000.0,-319000.0,,,,1548.0,,,289.0,,,,,,,,,,,,,,,,,,,,-515000.0,,,,,,,,,24511.0,,,,0.0,,,,,,,,,,9227.0,,,28630.0,,,71185.0,5461.0,-39.0,4168214000.0,,,4168214000.0,,,,,,
2011-12-31,2012-03-30,10-K,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,125.0,,,125000.0,,61955000.0,,-1826000.0,,-1826.0,,108041000.0,,,1000.0,1000.0,-19.0,,,1000.0,,,0.01,10000000.0,4173675.0,4173675.0,42000.0,,22.0,,,,,,,,,,,,5127000.0,5127000.0,,,,,,,,,,,,0.0,,,,,947.0,,,,,168.0,,,,,,52160000.0,,0.16,,0.16,,,,947.0,-947.0,,,,,947000.0,446.0,992.0,,1796000.0,1796000.0,1796.0,981.0,0.0,0.0,-1427.0,-1444.0,,-0.08,0.0,-52.0,52.0,-815000.0,,168000.0,,0.0,,,,-3559000.0,-2692.0,,1935.0,690.0,-278.0,690000.0,-278000.0,690.0,-278.0,,-3559.0,-1211.0,,,,,1154.0,1154.0,,,37000.0,24511000.0,,33840000.0,108041000.0,,,,,,-3050.0,,2128.0,,903.0,,669.0,3184.0,,28588000.0,,,,,31612000.0,,38.0,1388.0,-1388.0,,,1546000.0,1546.0,0.0,,3130.0,,,,6.0,,-3559.0,,,0.0,,2585.0,1210000.0,1210.0,,,,,,,669.0,,,,,,,0.0,24511.0,24511000.0,0.0,,,0.0,,,,,,,-682.0,,,12243000.0,,,28588000.0,74201.0,,74201000.0,5461.0,-39000.0,4168214.0,,4168214.0,4168214.0,,,,,,
2012-03-31,2012-05-15,10-Q,"Income Opportunity Realty Investors, Inc.",IOR,CIK0000949961,USD,,145.0,,,,,61955.0,,-1826.0,,,,108514.0,,,,12.0,11.0,,,,,,0.01,10000000.0,4173675.0,4173675.0,42.0,,31.0,,,,,,,,,,,,,5127.0,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,57949.0,,0.12,,0.12,,,,,,,,,,,154.0,,,,514.0,,0.12,0.12,0.12,-5.0,-7.0,,0.0,0.0,-10.0,10.0,-2.0,,,,,,,,,2137.0,-5599.0,0.0,,,,,0.0,20.0,,,-276.0,,,,,276.0,276.0,,1183.0,27.0,24511.0,,33806.0,108514.0,,,,,,-54.0,,-2609.0,,2674.0,,507.0,897.0,,,,,,,,,31.0,383.0,-383.0,,,1545.0,0.0,,,,,,,0.0,,-5599.0,,,,,2990.0,,,,,0.0,,,,507.0,,,,,,,,,24511.0,,,,0.0,,,,,,,-54.0,,,12750.0,,,28534.0,,,74708.0,5461.0,-39.0,4168214.0,,4168214.0,4168214.0,,,,,,
