end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsReceivableGrossCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccretionExpense,AccretionOfDiscount,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,Assets,AssetsCurrent,AssetsNoncurrent,AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,BankOverdrafts,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConversionOfStockAmountConverted1,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,CostOfServices,CustomerAdvancesAndDepositsCurrent,CustomerAdvancesCurrent,CustomerDepositsCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAdditionalBorrowings,DebtInstrumentUnamortizedDiscountPremiumNet,DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,DebtRelatedCommitmentFeesAndDebtIssuanceCosts,DeferredRevenue,DeferredRevenueAdditions,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,EquipmentExpense,ExtinguishmentOfDebtAmount,ExtinguishmentOfDebtGainLossIncomeTax,GainLossOnSaleOfAccountsReceivable,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRecourseDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesReceivable,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseOther,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncomeTaxReconciliationOtherReconcilingItems,IncreaseDecreaseInAccountsAndNotesReceivable,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInPrepaidExpense,InterestAndDebtExpense,InterestExpense,InterestExpenseOther,InterestPaidNet,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherExpenses,OtherIncome,OtherNoncashExpense,OtherNoncashIncomeExpense,OtherNonoperatingExpense,OtherNotesPayable,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,PaymentsForAdvanceToAffiliate,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,PrepaidExpenseNoncurrent,ProceedsFromConvertibleDebt,ProceedsFromFeesReceived,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfNotesPayable,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RecognitionOfDeferredRevenue,RedeemableNoncontrollingInterestEquityFairValue,RelatedPartyTransactionDueFromToRelatedPartyCurrent,RepaymentsOfNotesPayable,RepaymentsOfOtherDebt,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SalariesAndWages,SalariesWagesAndOfficersCompensation,SaleOfStockPricePerShare,SalesRevenueNet,SalesRevenueServicesNet,ShareBasedCompensation,StockholdersEquity,StockholdersEquityNoteChangesInCapitalStructureSubsequentChangesToNumberOfCommonShares,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueShareBasedCompensationGross,TemporaryEquityCarryingAmountAttributableToParent,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,TemporaryEquityLiquidationPreference,TemporaryEquityParOrStatedValuePerShare,TemporaryEquitySharesAuthorized,TemporaryEquitySharesIssued,TemporaryEquitySharesOutstanding,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2010-09-30,2011-01-11,10-Q,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,,,,,,,,,,,,,,,,,,,0.0,,,6177.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,11144.0,0.0,-136094.0,,-3901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-132193.0,,,,,,,,11144.0,-11144.0,,,,,-124950.0,,,,,-124950.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,31000000.0
2010-12-31,2011-03-29,10-K,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,460.0,,21000.0,,21000.0,,,108900.0,,,,0.0,,,,36775.0,36775.0,,0.0,,15775.0,15775.0,15775.0,,,,,,0.0001,500000000.0,31000000.0,,,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108887.0,,,0.0,,,,,,,,-124950.0,,,17887.0,21000.0,,,,,,,,,,,,,460.0,-21000.0,,,,,,,,,,,,,,,,33662.0,36775.0,33662.0,,,33202.0,,-17427.0,,-106887.0,,,,,,,,127887.0,-106887.0,,,,,336000.0,,,,,-211050.0,,,,,0.001,1000000.0,0.0,,0.0,,,,,,,,,228202.0,,,,,,,,,33202.0,,,-195000.0,,,,,,,21000.0,0.0,110000.0,3113.0,,0.0,,,,110000.0,,,110000.0,,,,,,,,,,,26961644.0
2011-03-31,2011-05-05,10-Q,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,,,,,,,,,,,,21000.0,,,,,,,0.0,,,13817.0,-1958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,29266.0,0.0,,,,,,,,,,,,,13521.0,21000.0,,,,,,0.0,,,,,,,,,,,,,,,13787.0,0.0,-15745.0,,-50266.0,0.0,,,,,,,50266.0,-50266.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,33787.0,,,0.0,,,,,,,,,-20000.0,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,118000000.0
2011-06-30,2011-08-08,10-Q,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,413.0,,0.0,,,,,140400.0,,,,,,,,4209.0,4209.0,,0.0,,4209.0,4209.0,,,,,,,0.001,500000000.0,66000000.0,,,6600.0,-15941.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-175094.0,,,0.0,,,,,,,,0.0,,,15941.0,0.0,-15941.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32303.0,4209.0,32303.0,,,,,,,-15941.0,,,,,,,,15941.0,-15941.0,,0.0,0.0,,0.0,,,,,0.0,,,,,0.0001,1000000.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,31890.0,,,,,,,,,,,0.0,,-28094.0,,,,,,,,,,,,,,,,,,,,60065935.0
2011-09-30,2011-11-04,10-Q,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,1809.0,,0.0,,,,,140400.0,,,,,,,,11355.0,11355.0,,0.0,,11355.0,11355.0,,,,,,,0.001,500000000.0,66000000.0,,,6600.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,192305.0,,,0.0,0.0,,,,,,,0.0,,,17211.0,0.0,-17211.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56660.0,11355.0,56660.0,,,,,,,-17211.0,,,,,,,,17211.0,-17211.0,,,,,0.0,,,,,0.0,,,,,0.0001,1000000.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,54851.0,,,,,,,,,,,0.0,,-45305.0,,,,,,,,,,,,,,,,,,,,66000000.0
2011-12-31,2012-03-30,10-K,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,621.0,,,,0.0,,,5335200.0,,,,21000.0,,,,6642.0,6642.0,,0.0,,6642.0,6642.0,-9133.0,,,,,,0.0001,500000000.0,118000000.0,,,11800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5402628.0,61649.0,,-0.08,,,,,,,,0.0,,,67741.0,0.0,,,,,,,,,,,,,161.0,21000.0,,,,,,,,,,,,,,,,62270.0,6642.0,62270.0,,,58447.0,,-67580.0,,-5293741.0,,,,,0.0,,,5293741.0,-5293741.0,,,,,0.0,,,,,0.0,,,,,0.001,1000000.0,0.0,,0.0,,,,,,,,,78447.0,,,,,,,,0.0,61649.0,,,-20000.0,,,,,,,0.0,0.0,5205000.0,-55628.0,,30000.0,,30000.0,,5205000.0,,,5205000.0,,,,,,,,,,,65293153.0
2012-03-31,2012-05-15,10-Q,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,6564.0,,,,3000.0,,,5335200.0,,,,0.0,,,,14213.0,14213.0,,0.0,,9207.0,9207.0,2565.0,,,,,,0.0001,500000000.0,118000000.0,,,11800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5434928.0,62248.0,,0.0,,,,,,,,0.0,,,47465.0,8792.0,,,,,,,,,,,,,5943.0,-3000.0,,,,,,-4452.0,,,,,,,,,,125062.0,14213.0,125062.0,,,42051.0,696.0,-40182.0,,-32300.0,6373.0,,,,56250.0,,,47465.0,-38673.0,,,,,0.0,,,,,0.0,,,,,0.001,1000000.0,0.0,,0.0,,,,,,,,,599.0,,,0.0,,,,,-22921.0,,,,0.0,,,,,,,11855.0,3063.0,0.0,-110849.0,,0.0,,,,,,,,,,,,,,,,,,118000000.0
2012-06-30,2012-08-20,10-Q,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,11064.0,,,,,,,5523200.0,,,,,,,,51482.0,51482.0,,,,3815.0,959.0,,,,,,,0.0001,500000000.0,208000000.0,,,20800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5640645.0,69353.0,,0.0,,,,,,,,,,,56384.0,32174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198267.0,51482.0,198267.0,,,,,,,-205717.0,27219.0,,,,117850.0,,,205717.0,-205717.0,,,,,,,,,,,,,,,0.001,1000000.0,0.0,,,47667.0,,,,,,,,,,,149333.0,,,,,-50140.0,,,,,,,,,,,32789.0,615.0,149333.0,-146785.0,,,,,,,,,,,,,,,,,,,,170417581.0
2012-09-30,2012-11-15,10-Q,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,25048.0,,,,2428.0,,,5523200.0,,,,,,,,7299.0,7299.0,,,,4871.0,68.0,,,,,,,0.0001,500000000.0,208000000.0,,,20800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5695653.0,73602.0,,0.0,,,,,,,,,,,7340.0,44607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241875.0,7299.0,241875.0,,,,,,,-55008.0,32783.0,,,,143225.0,,,55008.0,-55008.0,,,,,,,,,,,,,,,0.001,1000000.0,0.0,,,,,,,,,,,,,,47668.0,,,,,-82923.0,,,,,,,,,,,58902.0,14295.0,47668.0,-234576.0,,,,,,,,,,,,,,,,,,,,170417581.0
2012-12-31,2013-04-15,10-K,TWO HANDS CORPORATION,TWOH,CIK0001494413,USD,,8234.0,,,,,,14000.0,5534450.0,,11250.0,,,11250.0,,,2268.0,2268.0,,,,2268.0,2268.0,-4374.0,,,,,,0.0001,3000000000.0,348000000.0,348000000.0,,34800.0,,14000.0,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,5729985.0,73602.0,,0.0,,,0.35,,,,,,-212600.0,,116357.0,,,,,,,,,,,,,,7613.0,,,,,,,,,,,,,,,0.0,,163003.0,2268.0,163003.0,,,104370.0,,-108744.0,,-327357.0,,-14000.0,,,81167.0,,,313357.0,-313357.0,204000.0,,,,-212600.0,,,,,,,,,,0.001,1000000.0,0.0,0.0,,,,,,,,119917.0,,32244.0,,-27500.0,,,0.0,,,,,27500.0,,20291.0,,,,,,,,,197000.0,-160735.0,,,,,,197000.0,,14000.0,197000.0,,,,,,,,,,,206270548.0
