end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableInterestBearingNoncurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableSale,AccruedProfessionalFeesCurrentAndNoncurrent,AccumulatedAmortizationOfCurrentDeferredFinanceCosts,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredCharges,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetAcquisitionConsiderationTransferredTransactionCost,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNet,BusinessAcquisitionPercentageOfVotingInterestsAcquired,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,Capital,CapitalUnitsAuthorized,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ConcentrationRiskPercentage1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentAnnualPrincipalPayment,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentConvertibleStockPriceTrigger,DebtInstrumentFaceAmount,DebtInstrumentFeeAmount,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPaymentPrincipal,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsOtherTaxCarryforwards,DeferredTaxAssetsValuationAllowance,DepositAssets,Deposits,DepositsAssetsNoncurrent,DepreciationAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToOfficersOrStockholdersNoncurrent,DueToOtherRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationOtherAdjustments,ExplorationAbandonmentAndImpairmentExpense,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnRepurchaseOfDebtInstrument,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,GeneralAndAdministrativeExpense,GoodwillAndIntangibleAssetImpairment,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationMinorityInterestIncomeExpense,IncomeTaxReconciliationNondeductibleExpenseOther,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPaidNet,InterestPayableCurrent,InventoryAdjustments,InventoryFinishedGoods,InventoryGross,InventoryLIFOReserveEffectOnIncomeNet,InventoryNet,InventoryRawMaterialsAndSupplies,InventoryRawMaterialsNetOfReserves,InventoryValuationReserves,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermLineOfCredit,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoninterestBearingDepositLiabilities,NonoperatingIncomeExpense,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAdditionalCapital,OtherAssetImpairmentCharges,OtherInventoryNetOfReserves,OtherNonoperatingIncomeExpense,PaymentsForOtherDeposits,PaymentsForPurchaseOfOtherAssets1,PaymentsForRepurchaseOfCommonStock,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireSoftware,PaymentsToDevelopSoftware,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfCommonStockDividendReinvestmentPlan,ProceedsFromIssuanceOfConvertiblePreferredStock,ProceedsFromIssuanceOfWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLinesOfCredit,ProceedsFromNotesPayable,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromShortTermDebt,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfessionalFees,PropertyPlantAndEquipmentNet,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionRate,RepaymentsOfConvertibleDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfOtherShortTermDebt,RepaymentsOfRelatedPartyDebt,RetailLandSalesReceivablesStatedInterestRate,RetainedEarningsAccumulatedDeficit,Revenues,RoyaltyExpense,SaleLeasebackTransactionNetBookValue,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,SecuritiesSoldUnderAgreementsToRepurchaseAsset,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1,SharesIssued,SharesIssuedPricePerShare,SharesOutstanding,ShortTermBorrowings,ShorttermDebtAverageOutstandingAmount,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueStockOptionsExercised,StockOptionPlanExpense,StockRepurchasedDuringPeriodValue,SupplementalDeferredPurchasePrice,TemporaryEquityCarryingAmountAttributableToParent,TemporaryEquitySharesSubscribedButUnissued,UnamortizedDebtIssuanceExpense,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,AcceleratedShareRepurchasesInitialPricePaidPerShare,AssetAcquisitionConsiderationTransferred,DefinedContributionPlanEmployerDiscretionaryContributionAmount,DerivativeLiabilitiesCurrent,DueFromOtherRelatedPartiesCurrent,GainLossRelatedToLitigationSettlement,ProceedsFromSaleOfTreasuryStock,RelatedPartyTransactionDueFromToRelatedParty,AmortizationOfLeasedAsset,DebtConversionConvertedInstrumentAmount1,DefinedBenefitPlanFundedPercentage,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInOtherAccountsPayable,IncrementalCommonSharesAttributableToContingentlyIssuableShares,LeaseCost,LegalFees,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,LoansPayable,OfferingCostsPartnershipInterests,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeaseWeightedAverageDiscountRatePercent,PaymentsForRent,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SaleOfStockConsiderationReceivedPerTransaction,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,SharePrice,StockOptionExercisePriceDecrease
2010-06-30,2010-09-28,10-K,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-15,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5570.0,,,,,,,-7975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2975.0,,,,,,,,,,,,,,,,756.0,,3750.0,,756.0,,,,,,,,,,,,,,,,,,,,,,,-7975.0,,-12481.0,,,,,12481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-09-29,10-K,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,,,,,,,,,295487.0,,,,,,,,,,,,,,,831.0,831.0,,,,,,831.0,,,,,,,,,0.001,500000000.0,29429232.0,29429232.0,29429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7344.0,,,,,,,,,,,56844.0,831.0,7344.0,49500.0,49500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,2012-01-17,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,,,,,,,,,302154.0,,,,,,,3162.0,,,,,,,,334.0,334.0,,,,,,334.0,,,,,,,-497.0,,0.001,500000000.0,29429232.0,29429232.0,29429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396066.0,,,,,0.0,,,,,,,,,,,,,1198.0,,,,,,,,,,,,,,,,1478.0,,,,4640.0,,8822.0,,,,,,,,,,,64817.0,334.0,8822.0,55995.0,55995.0,,10000.0,,,,-10497.0,,-15137.0,,,,,15137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,9299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,2012-01-17,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,7498.0,,,,,,,,437320.0,33.0,,,,,,,33.0,,,33.0,,,,264601.0,262663.0,,,,,,262663.0,262663.0,145281.0,,,,,145281.0,,0.001,500000000.0,101879232.0,101879232.0,101879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,282096.0,,,,,0.0,,,,,,,,,,,,,57977.0,,,,-58010.0,,,,,,-21751.0,,,,,,,,,1938.0,,,,,,,,,,,,9.0,,,264601.0,7498.0,,,,225000.0,225000.0,,,-79719.0,-79719.0,-58010.0,,,,,58010.0,,,,,,,,,,,,,,,,,,,,,,225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257103.0,257103.0,,,,,,,,,225000.0,,,,,,,,,,,,,,90411496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,2012-04-16,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,12648.0,,,,,,,,437320.0,,,,,,,,99.0,,,,,,,952600.0,950695.0,,,,,,950695.0,950695.0,,,,,,947195.0,,0.001,500000000.0,101879232.0,101879232.0,101879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,414247.0,,,,,0.0,,,,,,,,,,,,,546299.0,,,,-546398.0,,,,,,9148.0,,,,,,,,,1905.0,,,,,,,,,,,,285.0,,12648.0,952600.0,12648.0,,,,1352000.0,,,,-404805.0,,-546398.0,,,,,546398.0,,,,,,,,,,,,,,,,,,,,,,1352000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939952.0,,,,,,,,,,,,,,,,,,,,,,,,96177043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,2012-07-16,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,14773.0,,,,,,,,926482.0,,,,,,,,33.0,,,,,,,896011.0,888139.0,,,,,,888139.0,888139.0,,,,,,,,0.001,500000000.0,427716928.0,427716928.0,427717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,33.0,472961.0,,,,,0.0,,,,,,,,,,,,,58681.0,,,,-58714.0,,,,,,,,,,,,,,,1872.0,,,,,,,,,,,,,,14773.0,896011.0,14773.0,,,,,,,,,,-58714.0,,,,,58714.0,,,,,,,,,,,,,,0.001,50000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881238.0,,,,,,,,,,,,,,,,,,,,,,,,395576324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,2012-11-29,10-K,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,16532.0,,,,,,,,1026481.0,,,,,,,,,,,131.0,,,,754963.0,742123.0,,,,,,,733123.0,615741.0,,,,,,,0.001,500000000.0,327716928.0,327716928.0,,327717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,131.0,615768.0,,,,,0.0,,,,,,,350.0,2190.0,1840.0,,,,391551.0,,,,-391682.0,,,,,,-12717.0,,,,,,,,9000.0,,,,,,,,,,,,,,,,754963.0,16532.0,,,,,1040000.0,,-11000.0,,-413259.0,-391682.0,,,,,391682.0,,,,,,,11000.0,,,,,11000.0,,0.001,50000000.0,1000.0,1000.0,1.0,9000.0,,,1040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738431.0,,,1000.0,,,,,,,1040000.0,,,,,,,,,,,,,,382307654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,2013-01-14,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,14370.0,,,,,,,,1026481.0,,,,,,,,,,,950.0,12675000.0,,,654880.0,580490.0,,,,,,,571490.0,-161633.0,,,,,,,0.001,500000000.0,327716928.0,327716928.0,,327717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,713689.0,,,,,0.0,,,,,,,,,,,,,96971.0,,,,-97921.0,,,,,,-2162.0,,,,,,,,,,,,,,,,,,,,,,,,654880.0,14370.0,,,,,,,-62500.0,,-99133.0,-97921.0,,,,,97921.0,,,,,,,,,,,,,62500.0,0.001,50000000.0,1000.0,1000.0,1.0,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640510.0,,,,,,,,,,,,,,,,,,,,,,,,327716901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,2013-04-15,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,14023.0,,,,,,,,1026481.0,,,,,,,,,,,,12675000.0,,,669906.0,533966.0,,,,,,,529466.0,,,,,,,,0.001,500000000.0,327716928.0,327716928.0,,327717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,798316.0,,,,,-0.03,,,,,,,,,,,,,83677.0,,,,-84627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669906.0,14023.0,,,,,,,,,,-84627.0,,,,,84627.0,,,,,,,,,,,,,,0.001,50000000.0,1000.0,1000.0,1.0,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655883.0,,,,,,,,,,,,,,,,,,,,,,,,3277169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,2013-07-10,10-Q,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,2500.0,,,,,,,,1026481.0,,,,,,,,,,,,12675000.0,,,746092.0,548601.0,,,,,,,535101.0,,,,,,,,0.001,500000000.0,327716928.0,327716928.0,,327717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,860607.0,,,,,-0.02,,,,,,,,,,,,,61341.0,,,,-62291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746092.0,2500.0,,,,,,,,,,-62291.0,,,,,62291.0,,,,,,,,,,,,,,0.001,50000000.0,1000.0,1000.0,1.0,13500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743592.0,,,,,,,,,,,,,,,,,,,,,,,,3440756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,2013-11-27,10-K,"BESPOKE EXTRACTS, INC.",BSPK,CIK0001409197,USD,17000.0,,4500.0,,,,,,1600670.0,,,,,,,,,,,3799.0,12675000.0,,,688286.0,437970.0,,,,,,,437970.0,-295153.0,,,,171709.0,,,0.001,800000000.0,5028136.0,5028136.0,,3528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3798.0,937413.0,,,,,-0.09,,,,,,,,,,,,,317847.0,,,,-321645.0,,,,,,468.0,,4500.0,,,,,,-9000.0,,,,,,,,,,,,,,,,688286.0,21500.0,,,,,250000.0,,-241275.0,,-303878.0,-321645.0,,,,,321645.0,,,,,,,,,,,,,241275.0,0.001,50000000.0,1000.0,1000.0,1.0,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666787.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,3419909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
