end,filed,form,Name,Ticker,CIK,Currency,AccountsPayable,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableRelatedParties,AccretionOfDiscount,AccruedLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdvertisingRevenueCost,AllowanceForDoubtfulAccountsReceivableWriteOffs,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AmountOfIneffectivenessOnNetInvestmentHedges,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BankOverdrafts,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ConvertibleDebt,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentIncreaseDecreaseForPeriodNet,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeAssetsLiabilitiesAtFairValueNet,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,FinancialServicesCosts,FiniteLivedIntangibleAssetsAmortizationExpense,FiniteLivedIntangibleAssetsNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInPrepaidExpense,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseDebtExcludingAmortization,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeOther,InterestPaid,InterestPayable,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InvestmentIncomeInterest,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilitiesOtherThanLongtermDebtNoncurrent,LineOfCredit,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityInterestRateDuringPeriod,LineOfCreditFacilityMaximumBorrowingCapacity,LineOfCreditFacilityRemainingBorrowingCapacity,LinesOfCreditCurrent,LongTermDebt,LongTermLineOfCredit,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoninterestExpenseOfferingCost,NonoperatingIncomeExpense,NotesReceivableRelatedParties,NotesReceivableRelatedPartiesNoncurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OriginationOfNotesReceivableFromRelatedParties,OtherExpenses,OtherInterestAndDividendIncome,OtherNonoperatingExpense,OtherReceivables,PaymentsForFees,PaymentsForPurchaseOfOtherAssets,PaymentsForPurchaseOfOtherAssets1,PaymentsForRepurchaseOfEquity,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToDevelopSoftware,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLinesOfCredit,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfConvertibleDebt,RepaymentsOfLinesOfCredit,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesReverseStockSplits,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueShareBasedCompensation,UnrealizedGainLossOnDerivatives,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2011-06-30,2011-08-22,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,2469.0,,,,,,,,71.0,,,,,,71.0,,,,,,,,,6053.0,5397.0,,5397.0,5397.0,,,,,,,0.001,100000000.0,4000000.0,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49710.0,0.0,,,,,,,71.0,,,568.0,,,,,,,,,,,,,,1150.0,,,,,,,3169.0,,,,,51763.0,6053.0,2469.0,,49294.0,46125.0,,,,,,,,,,,,,,-10219.0,,,,,,,9069.0,,,,1150.0,,,,,,,,,,,,0.001,10000000.0,,0.0,,,,,,,,,,,8430.0,,656.0,,,,,,,,,,,,,,,,,-45710.0,,,,,,,,,,,20000000.0
2011-09-30,2011-11-10,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,1509.0,,3000.0,,,,,,,,,,4061.0,,70.0,,,,,,,,,6576.0,5990.0,,5990.0,5990.0,,,,,,,0.001,100000000.0,45000000.0,,,45000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-117898.0,0.0,,,,,,,,,,900.0,,0.0,,,,,,,,,,,,1610.0,,,,,,,4779.0,,,-3.0,,75413.0,6576.0,4509.0,,,66125.0,,,,,,70904.0,,,,,,,,-68188.0,,,,,,,66581.0,,,,1607.0,,,,,,,,,,,,0.001,10000000.0,,,,,,,,,,,,,65611.0,,586.0,,,,,,,,,,,,,,,,-68837.0,,,,,,,,,,,,22445652.0
2011-12-31,2012-03-30,10-K,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,,,,,,4219.0,,,,,,24061.0,,281.0,,,,,,,,,4167.0,3651.0,,3651.0,3651.0,,-3128.0,,-3128.0,,,0.001,100000000.0,25000000.0,25000000.0,25000.0,,,,,,,,,,,,,,,,43833.0,43833.0,43833.0,,,,,,,,,,125238.0,0.0,,0.0,-0.35,0.35,0.0,,,516.0,,1831.0,,,,,,,,,,3252.0,,,,3252.0,,,,,,,4219.0,,4219.0,4.0,,80344.0,4167.0,,80344.0,,76125.0,,,,,,80344.0,76125.0,85061.0,,,,-88189.0,,-91722.0,,,,,,,88474.0,,125238.0,,3248.0,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,,,,45061.0,,40000.0,,,,86362.0,-91722.0,516.0,,,,,,,,,,,,,,,,-76177.0,,,,,45061.0,,,,,,,20824176.0
2012-03-31,2012-05-14,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,,,,,,,,,,,,24061.0,,70.0,,,,,,,,,654.0,208.0,136.0,,,,-3651.0,,-3651.0,,,0.001,100000000.0,25000000.0,,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140176.0,0.0,,,,,,,,,,7.0,,,,,,,,,,1289.0,1289.0,-208.0,,1288.0,,,,1288.0,,,5508.0,,,,,91769.0,654.0,136.0,,,86125.0,,,,,,91633.0,,10136.0,,,,-13787.0,,-14938.0,,,-1288.0,,,,25650.0,,,,1288.0,,,,,,,,,,,,0.001,10000000.0,,,,208.0,,,,,10000.0,,136.0,,25573.0,,446.0,,,,,,,12000.0,,,,,,,,,-91115.0,,,,,,,,,,,,25000000.0
2012-06-30,2012-08-10,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,18.0,,,,,,,,,,-150342.0,24061.0,,71.0,,,,,,,,,1861.0,1486.0,,1486.0,1486.0,,,,,,,0.001,100000000.0,25000000.0,25000000.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150342.0,0.0,,,,,,,71.0,,,427.0,,,,,,,,,,,,,,1391.0,,,,,,,6898.0,,,,,103142.0,1861.0,18.0,103124.0,,96226.0,,,,,,,,,,,,,,-10166.0,,,-1391.0,,,,8775.0,,,,1391.0,,,,,,,,,,,,0.001,10000000.0,,,,,,,,,,,,,8277.0,,375.0,,,,,,,,,,,,,,,,-101281.0,,,,,,,,,,,,25000000.0
2012-09-30,2012-11-06,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,278.0,,,,8297.0,8430.0,,,,,,24061.0,,70.0,,,,,,,,,1197.0,892.0,,892.0,892.0,93076.0,,,,,0.001,0.001,100000000.0,25000000.0,25000000.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-161148.0,0.0,,,,,,,,,,70.0,,0.0,,,,,,,,,,,,1532.0,,,,,,,,,,,,113284.0,1197.0,278.0,113006.0,,104576.0,,,,,,,,,,,,,,-10806.0,,,,,,,9274.0,,,,1532.0,,1532.0,,,,,,,,,,0.001,10000000.0,,,,,,,,,,,,,9134.0,,305.0,,,,,,,,,,,,,,,,-112087.0,,,,,,,,,,,,75000000.0
2012-12-31,2013-04-01,10-K,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,1258.0,,,,,,,,,,,77326.0,77326.0,281.0,,,,,,281.0,,,388.0,154.0,,,154.0,,-3497.0,,,,,0.001,100000000.0,75015000.0,75015000.0,75015.0,,,,,,,,,,,,,,,,60576.0,60576.0,60576.0,,,281.0,,,,,,,173574.0,0.0,,0.0,0.35,0.35,0.0,,,234.0,102780.0,580.0,,,,,1258.0,,,,,5909.0,,,,5908.0,,,,,,,,,423.0,,,21621.0,388.0,1258.0,20363.0,,,19940.0,,100000.0,80060.0,,,19940.0,36891.0,36891.0,,,-40388.0,-40388.0,-48336.0,,,-5908.0,,,500.0,54428.0,,173074.0,,5908.0,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,,,,,,38291.0,,,,53067.0,,,,,1400.0,,,,12000.0,,,12000.0,,500.0,,,,-21233.0,,,,,,,,500.0,,,,75000000.0
2013-03-31,2013-06-20,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,518.0,,,,,118.0,,,,,,135877.0,,71.0,,,,,,71.0,,,5066.0,4902.0,,,2.0,,-152.0,,,,,0.001,100000000.0,25005000.0,25005000.0,25005.0,,,,,,,,,8540.0,,,,,,,,,,,,,,,,,,,178151.0,0.0,,,,,,,,164.0,,51.0,,,,,-740.0,,,118.0,,311.0,311.0,4900.0,,312.0,312.0,,,118.0,,,,,734.0,,,22435.0,5066.0,636.0,21799.0,,,21065.0,,100000.0,78935.0,,,21065.0,9665.0,9665.0,-100.0,-100.0,-9717.0,-9717.0,-4577.0,,,-430.0,,100.0,,4147.0,,,,,,,,,,,,,100.0,,,0.001,10000000.0,0.0,0.0,,,4900.0,8540.0,,,1125.0,,,,4025.0,,,-100.0,,,,,,,,,,,,,,,-17369.0,,,,,,,,,,,,75015000.0
2013-06-30,2013-08-12,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,1368.0,,,,,864.0,,,,,,185877.0,,70.0,,,,,,70.0,,,4003.0,3909.0,,,234.0,,,,,,,0.001,100000000.0,25005000.0,25005000.0,25005.0,,,,,25957.0,,,,,,,,,,,,,,,,,,,,,,,221832.0,0.0,,,,,,,,94.0,,3074.0,,,,,,,,,,,,,,-109.0,,,26703.0,-26703.0,,,,,1049.0,,,50303.0,4003.0,28189.0,22114.0,,,21065.0,,100000.0,78935.0,,,21065.0,,,,,,,-43681.0,,,26812.0,,35350.0,5000.0,16869.0,-16869.0,,,1225.0,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,,3675.0,,,,,,,,8725.0,,,,,,,,,,,,,,,,,,-46300.0,,,,,,,,,,,,25005000.0
2013-09-30,2013-11-19,10-Q,"REVE TECHNOLOGIES, INC.",BSSP,CIK0001495028,USD,,3378.0,,,,,2734.0,,,,,,179193.0,,132.0,,,,,,,,,8421.0,7270.0,,,4820.0,,,,,,,0.001,100000000.0,75015000.0,75015000.0,75015.0,,22512.0,,,72893.0,10142.0,,,,,,,,,,,,,,,,,,,,,,308061.0,0.0,,,,,,,,23.0,,2758.0,,,,,,,,,,,,,,468.0,,,55035.0,55035.0,,,,,51.0,,,89012.0,8421.0,79005.0,10007.0,,,9956.0,,100000.0,90044.0,,,9956.0,,,,,,,-86229.0,,,-55503.0,,49250.0,14000.0,30726.0,-30726.0,,,,,55503.0,,,,,,,,,,0.001,10000000.0,0.0,0.0,,,2450.0,,,,,,,,12730.0,,1128.0,,,,,1238.0,,,,,,,,,,,-80591.0,,,,,,,,,,,,36985601.0
