end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableInterestBearingInterestRate,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentForAmortization,AdministrativeServicesRevenue,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleSecuritiesGrossRealizedGainLossNet,BankOverdrafts,CapitalizedComputerSoftwareAccumulatedAmortization,CapitalizedComputerSoftwareGross,CapitalizedComputerSoftwareNet,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,CashUninsuredAmount,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConcentrationRiskPercentage1,ConvertibleDebtFairValueDisclosures,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,DebtInstrumentFaceAmount,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedPremium,DeferredFederalIncomeTaxExpenseBenefit,DeferredFederalStateAndLocalTaxExpenseBenefit,DeferredFinanceCostsNet,DeferredRevenue,DeferredRevenueCurrent,DeferredRevenueLeasesNet,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DerivativeAssetsLiabilitiesAtFairValueNet,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,DisposalGroupIncludingDiscontinuedOperationAccountsPayable,DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,DisposalGroupIncludingDiscontinuedOperationOperatingExpense,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,DisposalGroupIncludingDiscontinuedOperationOtherAssets,DisposalGroupIncludingDiscontinuedOperationRevenue,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,FairValueAdjustmentOfWarrants,FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueOptionChangesInFairValueGainLoss1,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionLossBeforeTax,GainLossOnInvestments,GainsLossesOnExtinguishmentOfDebt,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetIncludingGoodwill,InterestAndOtherIncome,InterestPaid,InterestPayableCurrentAndNoncurrent,InvestmentIncomeInvestmentExpense,InvestmentsFairValueDisclosure,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,MarketableSecuritiesCurrent,MarketableSecuritiesGainLoss,MarketableSecuritiesUnrealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherExpenses,OtherLiabilitiesCurrent,OtherSellingGeneralAndAdministrativeExpense,PaymentsToAcquireBusinessesGross,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireMarketableSecurities,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProfessionalFees,ProfitLoss,ProvisionForDoubtfulAccounts,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RetainedEarningsAccumulatedDeficit,Revenues,SaleLeasebackTransactionHistoricalCost,SaleOfStockPricePerShare,SalesRevenueNet,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockRepurchasedDuringPeriodValue,TimeDepositsAtOrAboveFDICInsuranceLimit,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2016-09-30,2016-12-19,10-K,GH CAPITAL INC.,VITX,CIK0001609472,pure,6359.0,,0.0,1223.0,-1115.0,371088.0,,,45150.0,,12611.0,,,132420.0,54231.0,,,-1115.0,2445.0,,12611.0,90800.0,78189.0,34572.0,34572.0,,0.0,,-94055.0,,,0.0001,490000000.0,34617417.0,34617417.0,3462.0,-143578.0,0.54,,,,21813.0,,,,-49862.0,-4986.0,,,0.0,,,107822.0,0.0,107822.0,107822.0,,,,,,,,,,,,,,,,3183.0,,,,,,,,,,,,-1089.0,1089.0,1115.0,,5772.0,,-142463.0,,0.0,,,0.0,0.0,54848.0,,-49862.0,,-4986.0,4896.0,,,-1223.0,25500.0,-15000.0,,6525.0,,,0.0,,,12436.0,,132420.0,39042.0,,,12436.0,-2445.0,-1115.0,49000.0,-73496.0,-69559.0,-142463.0,,144701.0,-138929.0,107822.0,280057.0,,3534.0,25500.0,15125.0,,57500.0,-19162.0,,0.0001,10000000.0,0.0,0.0,0.0,6000.0,,,,49000.0,0.0,,3166.0,98415.0,-142463.0,,,-280057.0,27585.0,13551.0,,15000.0,18550.0,,,93378.0,93378.0,,,,,,44800.0,49000.0,,,,,34081511.0
2016-12-31,2017-02-14,10-Q,GH CAPITAL INC.,VITX,CIK0001609472,pure,16584.0,,250.0,1243.0,697.0,458295.0,,,12000.0,,7567.0,,,135806.0,65184.0,,,697.0,3567.0,,,,70622.0,52606.0,,,0.0,250000.0,18034.0,,,0.0001,490000000.0,35046917.0,35046917.0,3505.0,-89089.0,0.84,,,,6530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.0,,,,,,,,,,,,-302.0,302.0,1812.0,,131.0,,-90901.0,,0.0,,,,0.0,,,,,,10225.0,,-250.0,-20.0,-3000.0,0.0,,-500.0,,,0.0,,,10585.0,,135806.0,44267.0,,,10585.0,-3567.0,1812.0,81250.0,96.0,-63312.0,-90901.0,,87163.0,-87032.0,,,,3869.0,22500.0,8080.0,,0.0,659.0,,0.0001,10000000.0,0.0,0.0,0.0,500.0,,,,81250.0,,,755.0,64616.0,-90901.0,,,-370958.0,6661.0,9888.0,,1063.0,6900.0,,,91539.0,,,,,,,,,,,,,34926520.0
2017-03-31,2017-05-22,10-Q,GH CAPITAL INC.,VITX,CIK0001609472,pure,10028.0,,519.0,1267.0,435.0,5163773.0,,,,,7566.0,,,1579623.0,1516567.0,,,435.0,,,,,63056.0,18075.0,,,,250000.0,,,,0.0001,490000000.0,59854318.0,59854318.0,5985.0,-3252585.0,,,,,8289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.0,,,,,,,,,,,,-264.0,-264.0,,,-1559.0,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,2273.0,,1579623.0,32711.0,,,2273.0,-1874.0,-262.0,,,,-3252323.0,,3252902.0,-3254461.0,,,,-2138.0,19500.0,3347.0,,,,,0.0001,10000000.0,0.0,0.0,,1494433.0,,,,,,,,290989.0,-3252323.0,,,-3623281.0,6730.0,1838.0,,868.0,2951000.0,,,1546912.0,,,,,,,,,,,,,43441895.0
2017-06-30,2017-08-14,10-Q,GH CAPITAL INC.,VITX,CIK0001609472,pure,7306.0,,1510.0,902.0,578.0,5325192.0,,,,,10734.0,,55489.0,792387.0,757554.0,,,578.0,,,,,,28619.0,,,,250000.0,,,,0.0001,490000000.0,60661818.0,60661818.0,6066.0,-926514.0,,,,,7341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.0,,,,,,,,,,,34833.0,-230.0,,,,-1713.0,,,,-0.02,,,,,,,,,,,,,,,,,,,-1.0,,,,2416.0,,792387.0,10489.0,,,2416.0,,143.0,,,,-926657.0,,925175.0,-926888.0,,,,-231.0,,4406.0,,,,,0.0001,10000000.0,0.0,0.0,,724107.0,,,,,,,,750546.0,-926657.0,,,-4549938.0,5628.0,1838.0,,2959.0,104000.0,,,781898.0,,,,,,,,,,,,,60201735.0
2017-09-30,2017-12-15,10-K,GH CAPITAL INC.,VITX,CIK0001609472,pure,20035.0,,1761.0,980.0,896.0,5325192.0,22700.0,,3093866.0,,30617.0,,85572.0,28336.0,28336.0,2741.0,2741.0,896.0,-1693.0,,35311.0,90800.0,,12694.0,12694.0,-21878.0,,250000.0,-21878.0,,,0.0001,490000000.0,60661818.0,60661818.0,6066.0,-5049824.0,0.972,,,,29527.0,,,,,,,,,,30032.0,212498.0,,182466.0,212498.0,,,,-3717.0,1761.0,4856.0,,-29527.0,-1488.0,2229.0,,980.0,28039.0,908.0,,3183.0,-0.1,0.35,,,2374.0,,,,7917.0,38000.0,,541.0,,,,-1488.0,-5048118.0,,-5048118.0,-0.1,-3717.0,0.0,,,104676.0,,-1768142.0,1840280.0,-176814.0,18532.0,,-1761.0,243.0,-2000.0,,,4167.0,30032.0,1.0,,,-1.0,2734.0,,28336.0,28074.0,4856.0,4856.0,2734.0,-1693.0,2011.0,115258.0,10020.0,-147156.0,-5051835.0,-1151.0,5046967.0,-5046967.0,104676.0,,2011.0,1151.0,,15965.0,,,659.0,,0.0001,10000000.0,0.0,0.0,,10167.0,,,115258.0,115258.0,,,10679.0,1852913.0,-5051835.0,,,-5331892.0,28039.0,1838.0,,10760.0,3061900.0,,,262.0,262.0,,,,,,4803450.0,115258.0,,,,,49813447.0
2017-12-31,2018-02-08,10-Q,GH CAPITAL INC.,VITX,CIK0001609472,pure,10875.0,,974.0,1248.0,986.0,5325192.0,,,,53333.0,53333.0,,,61407.0,61407.0,,,986.0,0.0,,,,,54695.0,,,,250000.0,42001.0,,,0.0001,490000000.0,60661818.0,60661818.0,6066.0,-355956.0,0.966,,53333.0,,7421.0,160000.0,106667.0,,,,,,,,,,,,,,345344.0,202094.0,-15017.0,,,,7421.0,-392.0,14625.0,-15017.0,,7029.0,,,3183.0,-0.01,,,,,0.0,2.779,,,,,201.0,,90.0,,-392.0,-341029.0,,-341029.0,-0.01,-15017.0,0.0,,,,,,,,-9849.0,,787.0,-268.0,4366.0,,,8500.0,,-57699.0,,,57699.0,2823.0,,61407.0,417101.0,,,2823.0,,90.0,143250.0,,-101249.0,-356046.0,-259592.0,81437.0,-81437.0,,,90.0,259592.0,4366.0,8198.0,,,,,0.0001,10000000.0,0.0,0.0,,1667.0,,143250.0,,143250.0,,,,69739.0,-356046.0,,,-5687938.0,7029.0,1837.0,,3618.0,3500.0,,,-355694.0,-355694.0,,,,,,,,,,,,60661818.0
2018-03-31,2018-05-15,10-Q,GH CAPITAL INC.,VITX,CIK0001609472,pure,17244.0,,2540.0,462.0,,5430162.0,,11199.0,,,,,,202784.0,202784.0,,,,,,,,,103782.0,,,,250000.0,,,,0.0001,490000000.0,60961818.0,60961818.0,6096.0,-795164.0,,,113916.0,,8616.0,220000.0,106084.0,,,,,44801.0,,,,,,,,,1059612.0,75882.0,-13825.0,,,,8616.0,-3649.0,10176.0,-13825.0,,4967.0,,,3183.0,-0.01,,,,,,,,,,,106.0,,,,11199.0,-780353.0,,-780353.0,-0.01,-13825.0,0.0,,,,,,,,,,,,,,,,,66103.0,,,66103.0,,,202784.0,1248642.0,,,,-838.0,-986.0,,,,-794178.0,-727427.0,64125.0,-52926.0,,,-986.0,727427.0,9886.0,6154.0,,,,,0.0001,10000000.0,0.0,0.0,,96000.0,,,,,,,,53971.0,-794178.0,,,-6482116.0,11199.0,1838.0,,2014.0,4000.0,,,-1045858.0,-1045858.0,,,,,,105000.0,,,,,,60961818.0
2018-06-30,2018-08-20,10-Q,GH CAPITAL INC.,VITX,CIK0001609472,pure,26058.0,,1532.0,,,5441836.0,,22400.0,,,,,,154699.0,154699.0,,,,,,,,,99417.0,,,,250000.0,,,,0.0001,490000000.0,61146818.0,61146818.0,6115.0,535306.0,,,275290.0,,8961.0,298000.0,59792.0,,,,,22401.0,,,,,,,,,313124.0,-756782.0,-41518.0,,,,8962.0,-8962.0,32556.0,-41518.0,,,,,4253.0,0.01,,,,,,,,,,,-133.0,,,,22400.0,576824.0,,576824.0,0.01,-41518.0,0.0,,,,,,,,,,,,,,,,,114404.0,,,114404.0,,,154699.0,653559.0,,,,,,,,,535306.0,642245.0,87822.0,-65422.0,,,,-642245.0,12433.0,3182.0,,,,,0.0001,10000000.0,0.0,0.0,,53750.0,,,,,,,,81640.0,535305.0,,,-5946811.0,22400.0,1838.0,,,3000.0,,,-498860.0,-498859.0,,,,,,,,,,,,61021874.0
2018-09-30,2018-12-28,10-K,GH CAPITAL INC.,VITX,CIK0001609472,pure,24690.0,0.15,667.0,,,5495986.0,,,105000.0,204217.0,,46722138.0,,75408.0,75408.0,,,,838.0,,,,,67491.0,67491.0,54797.0,,119000.0,,3655.0,50000.0,0.0001,490000000.0,61846818.0,61846818.0,6185.0,-1059868.0,,4751.0,309976.0,308275.0,3000.0,309976.0,38783.0,37082.0,,,8000.0,,,,,184471.0,,184471.0,184471.0,589980.0,589980.0,218234.0,-87184.0,,14286.0,14286.0,33669.0,-21673.0,65511.0,,,11996.0,0.0,,4253.0,-0.02,,,6206.0,0.0,,,170953.0,,,,141.0,,,-41481.0,59667.0,-971788.0,,-971788.0,-0.02,-87184.0,0.0,,,-28027.0,135444.0,-370640.0,300287.0,-37064.0,4653.0,,3180.0,,29569.0,,,-2918.0,,,,16627.0,289363.0,,,75408.0,964101.0,14286.0,14286.0,,838.0,-896.0,267820.0,2676.0,-215699.0,-1058972.0,-719052.0,312403.0,-252736.0,752942.0,,-896.0,,22617.0,17539.0,,,,,0.0001,10000000.0,0.0,0.0,,7250.0,,266750.0,,,1070.0,,2676.0,281364.0,,2513.0,,-6390864.0,62667.0,1838.0,,,13500.0,0.0,4.4879,-888693.0,-888693.0,39960798.0,,,,,105000.0,,,,,250000.0,60953695.0
2018-12-31,2019-02-14,10-Q,GH CAPITAL INC.,VITX,CIK0001609472,pure,32050.0,,,,,5708403.0,,,1500.0,,23901.0,,,26705.0,26705.0,,,,,,,,,23705.0,,,,250000.0,-43786.0,,,0.0001,490000000.0,86551494.0,86551494.0,8655.0,-166387.0,0.966,,260715.0,263463.0,,,14882.0,17630.0,,,,,,3333.0,,,,,,,537794.0,,-2353.0,,,742.0,2353.0,-2353.0,,-2353.0,,,,,4253.0,0.0,,,,,,,,,,,-10.0,,,-76638.0,,-164034.0,,-164034.0,0.0,-2353.0,0.0,,,,,,,,7360.0,,667.0,,15494.0,,,4250.0,,,,,40895.0,,,26705.0,866898.0,742.0,742.0,,,,,,-43786.0,-166387.0,-120545.0,43489.0,-43489.0,,,,,25263.0,2746.0,,,,,0.0001,10000000.0,0.0,0.0,,3000.0,,,,,,,,34743.0,,,,-6557251.0,,,,,6000.0,,,-840193.0,-840193.0,,,,,,,,,,,,68208335.0
