end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccruedRentCurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredLoanOriginationFeesNet,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,BankOverdrafts,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,CommonStockValueOutstanding,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,CostOfServicesDirectLabor,CostsAndExpenses,CumulativeEffectOfInitialAdoptionOfNewAccountingPrinciple,CumulativeEffectOfProspectiveApplicationOfNewAccountingPrinciple,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredCompensationArrangementWithIndividualAllocatedShareBasedCompensationExpense,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,DeferredCostsCurrent,DeferredRevenue,DeferredRevenueAdditions,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,Depreciation,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DevelopmentCosts,DevelopmentCostsCumulative,DevelopmentStageEnterpriseCumulativeRevenue,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationTaxContingencies,EmployeeRelatedLiabilitiesCurrent,FairValueConcentrationOfRiskDerivativeFinancialInstrumentsLiabilities,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchasesSalesIssuesSettlements,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,ForeignCurrencyTransactionGainLossBeforeTax,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationTaxContingencies,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInDeferredPolicyAcquisitionCosts,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherLoans,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestrictedCashAndInvestments,InterestExpense,InterestExpenseRelatedParty,InterestPaid,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,LaborAndRelatedExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims1,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssetsCurrent,OtherExpenses,OtherIncome,OtherNonoperatingIncomeExpense,PaymentsForPurchaseOfOtherAssets,PaymentsForPurchaseOfOtherAssets1,PaymentsOfDebtIssuanceCosts,PaymentsOfLoanCosts,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockSharesSubscribedButUnissuedSubscriptionsReceivable,PreferredStockValueOutstanding,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromRepaymentsOfBankOverdrafts,ProfessionalFees,ProfitLoss,RecognitionOfDeferredRevenue,RepaymentsOfConvertibleDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromRelatedParties,RevenueRecognitionMilestoneMethodRevenueRecognized,Revenues,SaleOfStockPricePerShare,ShareBasedCompensation,SharesIssued,ShortTermBorrowings,StockholdersEquity,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,TechnologyServicesCosts,TemporaryEquityForeignCurrencyTranslationAdjustments,UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums,UnsecuredDebt,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2014-04-30,2014-06-18,10-Q,POCKET GAMES INC.,GTEH,CIK0001591157,USD,31260.0,,3500.0,,54500.0,,273697.0,,,,,1931.0,1931.0,,,1931.0,1931.0,,,0.0001,,499000000.0,13020000.0,13020000.0,,,,,,,,,,,,0.0,,161237.0,7500.0,7500.0,,,,,,,,,,,,,,,,,,,27875.0,30200.0,59500.0,-358579.0,-153737.0,,-0.01,,,,,,,,,0.0,30577.0,7500.0,-153737.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,60000.0,,,1931.0,89260.0,,,,,,-153737.0,,,161237.0,-153737.0,,,,20834.0,,0.0,,,,,0.001,1000000.0,,,50000.0,,,,,,,,70660.0,,,,,,7500.0,,,,,,,-87329.0,-3750.0,,,,,,,,,,,,,11895056.0
2014-07-31,2014-09-22,10-Q,POCKET GAMES INC.,GTEH,CIK0001591157,USD,29779.0,,3711.0,3500.0,106300.0,,2884476.0,,,,,787.0,787.0,,,787.0,787.0,,,0.0001,,499000000.0,15240000.0,15240000.0,,,1524.0,,,,,,,,,0.0,,,,9490.0,,,,,,,,,,,0.0,,,,,,,,67125.0,,,-3049503.0,-2690924.0,9500.0,-0.18,,,,,0.0,,,,,2604938.0,9490.0,-2690924.0,0.0,,,,,,,,,,,,,,,,,,211.0,,,,60000.0,,,787.0,149290.0,9500.0,,,,,-2690924.0,0.0,,2700203.0,-2690713.0,,,,-211.0,,-211.0,,,,,0.0001,1000000.0,,,,,,,,,,,35265.0,,9490.0,,,,9490.0,,,,,,,33584.0,,,,,,,,,,,,,,14904783.0
2014-10-31,2015-02-05,10-K,POCKET GAMES INC.,GTEH,CIK0001591157,USD,27852.0,4071.0,263.0,3500.0,,0.0,2945426.0,,4165.0,272.0,,3158.0,3158.0,0.0,0.0,430.0,430.0,-21028.0,-21028.0,0.0001,,499000000.0,15540000.0,15540000.0,155400.0,10878.0,,1554.0,0.0,150000.0,6185.0,6185.0,0.0,48000.0,-6185.0,165118.0,0.0,,,,0.0,,,91960.0,0.12,,-41815.0,,,,0.0,,98350.0,98350.0,281000.0,,,0.0,22362.0,,,3159539.0,-3112623.0,15789.0,-0.24,-0.35,0.35,150679.0,0.0,0.0,0.0,,0.0,,25203.0,-124578.0,-3112623.0,0.0,0.0,35.0,14463.0,263.0,,53055.0,-8500.0,,,2531.0,131179.0,15789.0,,2000.0,,2000.0,,5270.0,570.0,0.0,98350.0,2740000.0,,204839.0,3158.0,204839.0,15789.0,,195289.0,0.0,-216317.0,-3112623.0,0.0,,2982775.0,-3107353.0,98350.0,372642.0,0.0,-5270.0,0.0,-5270.0,,0.0,3000.0,,0.0001,1000000000.0,0.0,0.0,,0.0,,,48000.0,134500.0,15789.0,,217572.0,-6225246.0,40540.0,0.0,0.0,-3159539.0,40540.0,,0.0,,2696878.0,,41815.0,-201681.0,,75000.0,146878.0,,269000.0,143756.0,50000.0,,,0.0,2728.0,0.0,-35.0,13045699.0
2015-01-31,2015-03-17,10-Q,POCKET GAMES INC.,GTEH,CIK0001591157,USD,31110.0,4233.0,2408.0,,,,3056179.0,,33641.0,2996.0,,,5732.0,,7374.0,0.0,0.0,-430.0,,0.0001,,499000000.0,16045400.0,16045400.0,0.0,0.0,,1605.0,,,80852.0,45650.0,0.0,,-80852.0,0.0,,,,,0.0,,,70176.0,,,,,,,1516.0,,,,,0.0,,,0.0,,,,,14781.0,-0.01,,,164729.0,,0.0,0.0,,,2070.0,21624.0,0.0,-165714.0,0.0,0.0,,5328.0,2145.0,,0.0,1516.0,,,162.0,14050.0,392.0,0.0,0.0,,0.0,0.0,39070.0,287.0,0.0,,60000.0,,273201.0,5732.0,273201.0,16181.0,,70392.0,0.0,-70822.0,-165714.0,2070.0,,128714.0,-128714.0,,,,,,-37000.0,,,6000.0,,,,,,,,,,76000.0,,392.0,7374.0,47090.0,-165714.0,,,,-3325253.0,0.0,34271.0,0.0,,,,78350.0,-267469.0,,,,,,29750.0,0.0,,0.0,0.0,5732.0,9500.0,,16012439.0
2015-04-30,2015-06-19,10-Q,POCKET GAMES INC.,GTEH,CIK0001591157,USD,42639.0,11977.0,5304.0,,,,3214249.0,,,,,,2834.0,,3814.0,0.0,0.0,,,0.0001,,499000000.0,18996327.0,18996327.0,0.0,0.0,,1900.0,,,,80852.0,,,,0.0,,,,,,,,,,,,,,,8983.0,,,,,,,,,,,,,24281.0,-0.01,,,153735.0,,,,,,0.0,19343.0,0.0,-210147.0,0.0,,,,,,,,,,,,,,,,,,54701.0,,,,60000.0,,322085.0,2834.0,322085.0,14781.0,,,,,-210147.0,,,155446.0,-155446.0,,,,,,-54701.0,,,,,0.0001,1000000000.0,,,,,,,,,,,76103.0,,,,,-3535400.0,0.0,,,,,,,-319251.0,,,,,,,,,,,2834.0,9500.0,,17035681.0
2015-07-31,2015-09-21,10-Q,POCKET GAMES INC.,GTEH,CIK0001591157,USD,40062.0,12264.0,4771.0,,,,3524282.0,,,,,,61385.0,,,43471.0,43471.0,,,0.0001,,499000000.0,21459929.0,21459929.0,0.0,0.0,,2146.0,,,,93061.0,,,,0.0,,,,,,,,,,,,,,,8983.0,,,,,,,987432.0,,,,,,14781.0,-0.06,,,100380.0,987432.0,-763148.0,,,,,47417.0,0.0,-1191376.0,0.0,,,,,,,,,,,,,,,,,,280235.0,,,,60000.0,,1261734.0,61385.0,1261734.0,14781.0,,,,,-1191376.0,-26530.0,,121463.0,-121463.0,,,,,,-1069913.0,,,,,0.0001,1000000.0,,,,,,,,,,,14046.0,,,,,-4726777.0,0.0,,,,,,268539.0,-1200349.0,,,,,,,,,,,17914.0,9500.0,,20776308.0
2015-10-31,2016-02-16,10-K,POCKET GAMES INC.,GTEH,CIK0001591157,USD,49834.0,13224.0,31762.0,,,-54.0,3821210.0,,288162.0,0.0,,56244.0,51824.0,4420.0,0.0,24404.0,24404.0,23974.0,,0.0001,0.0,499000000.0,24339929.0,24339929.0,155400.0,0.0,,2434.0,10878.0,,,240452.0,,,,32824.0,,,,,50167.0,,240452.0,487871.0,,,,,,,,,435317.0,,,296.0,1369662.0,1369662.0,,,,,,14781.0,-0.13,-0.35,0.35,131923.0,,-1072689.0,66913.0,66913.0,-2314.0,,136065.0,-8450.0,-2459445.0,0.0,0.0,,22430.0,33667.0,,0.0,0.0,,,9153.0,-18756.0,4492.0,,-24692.0,1799814.0,,,349704.0,,0.0,435317.0,281533.0,,1851638.0,56244.0,1851638.0,14781.0,,550242.0,-4716.0,-521498.0,-2459445.0,-26530.0,,1001828.0,-1010278.0,,1243762.0,1745.0,,2070.0,-1449167.0,,4716.0,0.0,,0.0001,1000000000.0,0.0,0.0,,0.0,,411.0,672950.0,12300.0,,,584230.0,-2459445.0,,134000.0,5500.0,-5618984.0,6608.0,,17766.0,,,,298497.0,-1795394.0,,,310483.0,50168.0,,231233.0,,16614.0,,357.0,25675.0,9500.0,,19311709.0
2016-01-31,2016-03-21,10-Q,POCKET GAMES INC.,GTEH,CIK0001591157,USD,54612.0,16555.0,42439.0,,,-336.0,4051946.0,13686.0,140057.0,0.0,,26598.0,22686.0,3912.0,3650.0,5913.0,5913.0,-18491.0,,0.0001,-1500.0,499000000.0,53538319.0,53538319.0,0.0,0.0,,5354.0,,,,314749.0,,,,10942.0,,,,,71205.0,,314749.0,33981.0,,,,,,,,,,,,508.0,550354.0,550354.0,,,,,,14781.0,0.02,,,160880.0,,763083.0,90206.0,90206.0,,,59778.0,23329.0,429098.0,0.0,0.0,,4778.0,10677.0,,,0.0,,,3331.0,28957.0,0.0,,10647.0,1135334.0,,0.0,166669.0,438.0,0.0,,49606.0,,1158020.0,26598.0,1158020.0,14781.0,,32500.0,,-50632.0,429098.0,0.0,,176959.0,-153630.0,,,1736.0,,,582728.0,,,0.0,,0.0001,1000000000.0,1000.0,1000.0,,0.0,,,32500.0,,,3650.0,67575.0,429098.0,,,,-5189886.0,29006.0,,5265.0,,,,188495.0,-1131422.0,,,,71206.0,,60075.0,,,,-299.0,15037.0,9500.0,,27798931.0
