end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccretionExpense,AccruedEmployeeBenefitsCurrentAndNoncurrent,AdditionalPaidInCapital,AdjustmentForAmortization,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,AssetManagementCosts,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,CostOfGoodsAndServicesSold,CostOfRevenue,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilityFairValueGrossAsset,DilutiveSecurities,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,FairValueAssumptionsExercisePrice,FairValueOfAssetsAcquired,GainLossOnDerivativeInstrumentsNetPretax,GainOnDerivativeInstrumentsPretax,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillImpairmentLoss,GrossProfit,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperations,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDeposits,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpensesOther,IncrementalCommonSharesAttributableToContingentlyIssuableShares,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IntangibleAssetsCurrent,InterestAndDividendsPayableCurrent,InterestExpense,InterestExpenseRelatedParty,InterestPaid,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseOperatingExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesFairValueDisclosure,LineOfCredit,LoansAssumed1,LongTermLineOfCredit,LossOnDerivativeInstrumentsPretax,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAttributableToParentDiluted,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesReduction,OilAndGasPropertyFullCostMethodNet,OilAndGasPropertySuccessfulEffortMethodNet,OilAndGasSalesPayableCurrentAndNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssetsCurrent,OtherExpenses,OtherIncome,OtherNoncashIncomeExpense,OtherNonoperatingIncomeExpense,OtherShortTermBorrowings,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,PaymentsToAcquireOilAndGasProperty,PaymentsToAcquireOilAndGasPropertyAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,ProvisionForDoubtfulAccounts,ProvisionForLoanAndLeaseLosses,RelatedPartyTransactionAmountsOfTransaction,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfConvertibleDebt,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharesIssued,SharesIssuedPricePerShare,SharesOutstanding,ShortTermBorrowings,ShortTermNonBankLoansAndNotesPayable,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,UnsecuredDebtCurrent,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic
2014-12-31,2015-04-02,10-K,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,115.0,,,,,,69626.0,,,,,,,,,30245.0,6245.0,3290.0,3290.0,1061.0,,,,0.0001,65000000.0,16866428.0,16714000.0,1672.0,,,,,,,,,,,,,0.0,,28645.0,28645.0,,,,,,275.0,,,,,,0.0,,,,,,,,,,8192.0,,,,-31297.0,0.0,0.0,,,-2885.0,,,,,,,,,,-2500.0,,,,24000.0,,0.0,,0.0,,,,,,,30245.0,,390.0,,,,,,18000.0,,-16939.0,,-23554.0,,,,,,,275.0,,,,24000.0,24000.0,31297.0,,11554.0,-11554.0,,,7743.0,,7743.0,,,,,,,,0.0001,10000000.0,0.0,0.0,0.0,,2955.0,,,,18000.0,,,,0.0,,,23105.0,-23554.0,,,,,,,,-41443.0,,0.0,12000.0,,,,,,,,,,,,,,29855.0,,,,29855.0,,0.0,,,,,,,,,,,16603590.0,,
2015-03-31,2015-05-20,10-Q,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,5520.0,,,,,,70462.0,,,,,,,,,28040.0,4040.0,1085.0,1085.0,-2205.0,,,,0.0001,65000000.0,8357000.0,8357000.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1025.0,,,,,0.0,0.0,,,5405.0,5405.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,28040.0,,5795.0,,,,,,0.0,,-2205.0,,-7610.0,,,,,,,275.0,,,,,,7610.0,-7610.0,,,,0.0,,,,,,,,,,,0.0001,10000000.0,,,0.0,,2955.0,,,,,,,,0.0,,,6585.0,,,,,,,,,-49053.0,,0.0,,,,,,,,,,,,,,,,,,,22245.0,,,,,,,,,,,,,16714000.0,,
2015-06-30,2015-08-20,10-Q,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,7606.0,,,,,,81043.0,,,,,,,,,38792.0,3360.0,610.0,610.0,,,,,0.0001,65000000.0,16866428.0,16866428.0,1687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,844.0,,,,,0.0,,,,,,,,,,,,,,,,,,35432.0,,62.0,,,,,,,,,38792.0,,7881.0,,,,,,,,,,-2766.0,-2766.0,,,,,,275.0,,,,,,2704.0,-2704.0,,,,62.0,0.0,-62.0,,,,,,,,,0.0001,10000000.0,0.0,0.0,0.0,,2750.0,,,,,,,,,,,1860.0,,,,,,,,,-51819.0,,0.0,,,,,,,,,,,,,,,,,,,30911.0,,,,,,,,,,,,,16821202.0,,
2015-09-30,2015-11-23,10-Q,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,9130.0,,,,,,81043.0,,,,,,,,,38417.0,2985.0,235.0,235.0,,,,,0.0001,65000000.0,16866428.0,16866428.0,1687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,255.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,38417.0,,9405.0,,,,,,,,,,-1899.0,,,-1899.0,,-194.0,,275.0,,,,35432.0,,1705.0,-1705.0,,,,194.0,0.0,,,,,,,,,,0.0001,10000000.0,,,0.0,,2750.0,,,,,,,,,,,1450.0,,,,,,,,,-53718.0,,0.0,,,,,,,,,,,,,,,,,,,29012.0,,,,,,,,,,,,,16866428.0,,
2015-12-31,2016-05-19,10-K,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,11336.0,,,,,,81043.0,,,,,,0.0,0.0,,38298.0,2866.0,116.0,116.0,-3174.0,,,,0.0001,65000000.0,16866428.0,16866428.0,1687.0,,,,,,,,,,,,,,,43745.0,-43745.0,,,,,,,775.0,,775.0,,,0.0,,,0.35,,,,,,,2864.0,0.0,,,-14529.0,0.0,0.0,,,11221.0,,,,,,,,,,205.0,,,,,,-571.0,,0.0,,,,,,12111.0,38298.0,,12111.0,,,,,,500.0,,-3674.0,,-15100.0,,,,,,,775.0,,,35432.0,,0.0,14529.0,,,,,,0.0,,-571.0,,,,,,,,0.0001,10000000.0,0.0,0.0,0.0,,2750.0,2750.0,,,0.0,,,,500.0,,,11665.0,-15100.0,,,,,,,,-56543.0,,0.0,0.0,,,,,500000.0,0.125,,,,,,,,,,,,26187.0,26187.0,,,,,,,,,,,,16817568.0,,
2016-03-31,2016-05-23,10-Q,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,11565.0,,,,0.0,,81043.0,,,,,,,,,39800.0,4368.0,1618.0,1618.0,1502.0,,,,0.0,65000000.0,16866428.0,16866428.0,1687.0,,,,,,,,,,,,,,,,,,,,,,,2675.0,,,,,0.0,,,,,,,,,,115.0,,0.0,,-315.0,0.0,0.0,,,229.0,229.0,,,,,,0.0,0.0,,,0.0,,,,,-312.0,,0.0,,,,0.0,,,39800.0,,14240.0,,,,,,1900.0,0.0,-398.0,,-627.0,,,,,,,2675.0,,,35432.0,,,315.0,-315.0,,,,312.0,,,-312.0,,,,,,,,0.0,10000000.0,,,0.0,,,2750.0,,,,,,0.0,1900.0,,,200.0,-627.0,,,,,,0.0,,-57170.0,,0.0,,,,,,,,,,,,,,,,,,,25560.0,,,,,,,,,,,,,16866428.0,,
2016-06-30,2016-08-15,10-Q,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,14083.0,,,,,,81043.0,,,,,0.0,,,,38559.0,3127.0,377.0,377.0,,,,,0.0,65000000.0,16866428.0,16866428.0,1687.0,,,,,,,,,,,,,,,,,,,,,,,,,7475.0,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,309.0,309.0,,,,,,8250.0,,38559.0,,21558.0,,,,,,,,,,-8559.0,,,,,-309.0,,7475.0,,,35432.0,,,8250.0,-8250.0,,,,309.0,,,,,,,,,,,0.0,10000000.0,,,0.0,,2750.0,,,,,,,,,,,8250.0,,0.0,,,,,,,-65729.0,,0.0,,,,,,,,,,,,,,,,,,,17001.0,,,,,,,,,,,,,16866428.0,,
2016-09-30,2016-11-18,10-Q,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,16298.0,,,,,,81043.0,,,,,0.0,,,,38409.0,2977.0,227.0,227.0,,,,,0.0001,65000000.0,16866428.0,16866428.0,1687.0,,,,,,,,,,,,,,,,,,,,,,,,,15075.0,,,0.0,,,,,,,,,,2200.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,300.0,300.0,,,,,,7465.0,,38409.0,,31373.0,,,,,,,,,,-9965.0,,,,,-300.0,,15075.0,,,35432.0,,,9665.0,-9665.0,,,,300.0,,,,,,,,,,,0.0001,10000000.0,,,0.0,,2750.0,,,,,,,,,,,7465.0,,0.0,,,,,,,-75694.0,,0.0,,,,,,,,,,,,,,,,,,,7036.0,,,,,,,,,,,,,16866428.0,,
2016-12-31,2017-04-13,10-K,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,17571.0,,,0.0,,,92278.0,0.0,,,,0.0,567.0,567.0,567.0,11703.0,453.0,453.0,453.0,337.0,,,,0.0001,65000000.0,17016428.0,17016428.0,1702.0,,,,,,,,,,0.0,,,0.0,,70040.0,70040.0,,,0.0,0.0,,0.0,0.0,17855.0,,,,0.0,,0.2563,0.35,,,11250.0,,,,2882.0,35432.0,0.0,,-60389.0,0.0,0.0,,,8435.0,,,,,,,0.0,,,-2750.0,,,,,0.0,-1338.0,1338.0,0.0,,0.0,,,22075.0,35993.0,11703.0,0.0,35426.0,0.0,0.0,,,,14880.0,0.0,-14543.0,-14543.0,-61727.0,,,,-61727.0,-1338.0,0.0,17855.0,17855.0,,8326.0,2924.0,8326.0,60389.0,-60389.0,,,0.0,,,,-1338.0,,0.0,2200.0,,,,0.0,0.0001,10000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,14880.0,,,14880.0,,0.0,22075.0,-61727.0,35432.0,35432.0,,,0.0,0.0,,-118270.0,,0.0,,-260000.0,0.0,0.0,0.0,240000.0,0.125,0.0,0.125,0.0,0.0,,,,,,,,-24290.0,-24290.0,,,,,0.0,,11250.0,,,0.0,,16870117.0,,
2017-03-31,2017-05-15,10-Q,ALPHA ENERGY INC,APHE,CIK0000855787,USD,,3471.0,,,,16.0,,92278.0,0.0,,,,316.0,583.0,16.0,,26238.0,14988.0,4296.0,4296.0,3843.0,,,,0.0001,65000000.0,17016428.0,17016428.0,1702.0,,,,,,,,,,,,,,,,,,,,,,,445.0,,,,,0.0,,,,,,,,,,2817.0,,211.0,,-11701.0,0.0,0.0,,,-11470.0,,,,0.0,,445.0,283.0,-445.0,,10247.0,-10247.0,,,,,-524.0,524.0,0.0,,283.0,,316.0,9095.0,62753.0,26238.0,,62170.0,,,,,,37931.0,-445.0,-33643.0,-33643.0,-12225.0,,,,,-524.0,56216.0,2200.0,,,2924.0,,8326.0,11912.0,-11701.0,,,,,,,-524.0,,0.0,2630.0,,,,,0.0001,10000000.0,0.0,0.0,0.0,10247.0,,,,0.0,,56216.0,,56216.0,0.0,,-18285.0,9095.0,-12225.0,,,,,,-18285.0,,-130495.0,,527.0,,,,,,,,,,,,,,,,,,,-36515.0,,,,,,,,,,,,,17016428.0,,
