end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsReceivableNet,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,AmortizationOfFinancingCosts,AreaOfRealEstateProperty,AssetImpairmentCharges,Assets,AssetsFairValueAdjustment,AssetsNet,AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleEquitySecuritiesAmortizedCostBasis,AvailableForSaleSecurities,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleSecuritiesAmortizedCost,AvailableForSaleSecuritiesEquitySecurities,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationAcquisitionRelatedCosts,BusinessCombinationConsiderationTransferred1,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,BusinessCombinationContingentConsiderationLiability,BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,BusinessDevelopment,CapitalExpendituresIncurredButNotYetPaid,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockDividendsPerShareCashPaid,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CumulativeEffectOnRetainedEarningsNetOfTax1,DebtInstrumentCarryingAmount,DebtInstrumentCollateralAmount,DebtIssuanceCostsLineOfCreditArrangementsNet,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DevelopmentCosts,DevelopmentInProcess,Dividends,DividendsCommonStock,DividendsPayableCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EmployeeBenefitsAndShareBasedCompensation,EquitySecuritiesFvNi,EquitySecuritiesFvNiCost,FairValueAssetsLevel1ToLevel2TransfersAmount,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,GeneralAndAdministrativeExpense,Goodwill,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInPrepaidExpensesOther,IncreaseDecreaseInRestrictedCash,IntangibleAssetsNetExcludingGoodwill,IntangibleAssetsNetIncludingGoodwill,InterestExpense,InterestPaid,InterestPaidNet,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,Land,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,Liabilities,LiabilitiesAndStockholdersEquity,LineOfCredit,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,MarketableSecuritiesEquitySecurities,MarketableSecuritiesUnrealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesPayable,NumberOfBusinessesAcquired,NumberOfOperatingSegments,NumberOfOperatingSegments,NumberOfStores,NumberOfStores,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLeaseIncomeLeasePayments,OperatingLeaseLiability,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesIncomeStatementMinimumLeaseRevenue,OperatingLeaseWeightedAverageDiscountRatePercent,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherInterestAndDividendIncome,OtherNonoperatingIncomeExpense,OtherRealEstateRevenue,PartnersCapitalAccountPublicSaleOfUnitsNetOfOfferingCosts,PaymentsForConstructionInProcess,PaymentsOfDebtIssuanceCosts,PaymentsOfDividends,PaymentsToAcquireBuildings,PaymentsToAcquireBusinessesGross,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireRealEstate,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssets,ProceedsFromIssuanceOfCommonStock,ProceedsFromLongTermLinesOfCredit,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfLinesOfCredit,ProceedsFromSaleOfAvailableForSaleSecurities,ProfitLoss,RealEstateAccumulatedDepreciation,RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfLand,RealEstateGrossAtCarryingValue,RealEstateInvestmentPropertyAccumulatedDepreciation,RealEstateInvestmentPropertyAtCost,RealEstateInvestmentPropertyNet,RealizedInvestmentGainsLosses,RepaymentsOfNotesPayable,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,ShareBasedCompensation,SharesIssuedPricePerShare,StockholdersEquity,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,UnamortizedDebtIssuanceExpense,UnrecognizedTaxBenefits,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2016-03-31,2016-05-16,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,565794.0,78959.0,2102956.0,32908888.0,,,,,42607154.0,7967086.0,,,,4550811.0,2108791.0,5835.0,2447855.0,,,,,,,,,,,,3338816.0,3309053.0,,,0.065,0.01,19900000.0,7416766.0,7416766.0,74168.0,339737.0,,,,,201369.0,169967.0,201369.0,,340909.0,482090.0,,,,0.01,,235400.0,,,,,,311481.0,,-41282.0,-12389.0,32194.0,,,,,,,,,,2661000.0,,,565794.0,42607154.0,,,,,,,,,,,,-482090.0,,3287921.0,,503222.0,49121.0,,,,1.0,,7.0,916245.0,8983.0,,,,15035.0,,,1157.0,13878.0,893936.0,,290616.0,40138.0,40138.0,31292.0,,229793.0,,482090.0,,,8623.0,,,,,,193875.0,,,,,3526337.0,,,,,,,,,201369.0,23677067.0,34444693.0,,,,6955348.0,,925228.0,,,,,42041360.0,,,,0.0,,7416766.0,
2016-06-30,2016-08-15,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,763760.0,95354.0,1899658.0,32908888.0,,,,,61404457.0,,,,,4347513.0,1905149.0,5491.0,2447855.0,,,,154798.0,,,,,,,,21606751.0,,,,0.065,0.01,19900000.0,7416766.0,7416766.0,74168.0,-215604.0,,20000000.0,35000000.0,,,189008.0,,,1286194.0,482090.0,,,,0.0,,131242.0,,,0.0,,,354207.0,,,,,,,,16652.0,,,,,,3464406.0,,,20031209.0,61404457.0,,18763612.0,,494518.0,474251.0,267619.0,,,,,,,,,,,-12306.0,19267449.0,,,,,7.0,1187455.0,-42170.0,,,,15035.0,,,1157.0,13878.0,1104832.0,,-203298.0,46516.0,29864.0,40453.0,,,,,,,,,,,,,192599.0,,,,,,,,,,,,,,358975.0,30770615.0,35162240.0,,,,6490534.0,,1145285.0,,,,,41373248.0,,,732551.0,0.0,,7416766.0,
2016-09-30,2016-11-14,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,980884.0,143135.0,1448248.0,32908888.0,,,,,60567624.0,,,,,3896103.0,1453783.0,5535.0,2447855.0,,,,238537.0,,,,49965.0,107107.0,,,6997216.0,,,,0.065,0.01,19900000.0,7416766.0,7416766.0,74168.0,-668782.0,,20000000.0,34300000.0,,,236503.0,,,2458737.0,482090.0,,,,-0.03,,,,,0.0,0.0,0.0,393561.0,,,,,,,248307.0,219859.0,,,,,,4764406.0,,,20345247.0,60567624.0,,18763612.0,,494518.0,474251.0,267619.0,,,,,,,,,,,-217372.0,19364363.0,,,,,9.0,1393703.0,-44418.0,,,,15035.0,,,1157.0,13878.0,1306822.0,,-451410.0,46905.0,-172954.0,42463.0,,,,,,,,,,,,,246630.0,,,,,,,,,,,,,,583785.0,42310207.0,48949565.0,,,86668.0,5791073.0,,1349285.0,,,,,40222377.0,,,635637.0,0.0,,7416766.0,
2016-12-31,2017-03-31,10-K,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,1723458.0,157607.0,718463.0,33881863.0,,21217.0,755971.0,,61648625.0,7967086.0,,,,1473950.0,718463.0,,755487.0,,1116895.0,6881146.0,449738.0,20800000.0,975002.0,900000.0,75883.0,433054.0,,1875002.0,2911640.0,2881877.0,2965694.0,,0.26,0.01,19900000.0,7619469.0,7619469.0,76195.0,-709742.0,-1092086.0,20000000.0,36300000.0,,875447.0,952507.0,952507.0,,,1928359.0,,,,0.05,,,,,0.0,0.0,0.0,1406441.0,694121.0,174196.0,-15416.0,47295.0,54054.0,,317140.0,456719.0,435502.0,,,,,5493814.0,,,21098429.0,61648625.0,,18291759.0,,513857.0,492797.0,472600.0,228987.0,,,,,17425395.0,,-15851798.0,,1308280.0,384135.0,19374971.0,4.0,,1.0,,11.0,4910662.0,65702.0,,,,45684.0,15288.0,15288.0,15288.0,,4816835.0,,-1093877.0,172724.0,318433.0,159529.0,,,,1928359.0,,18924998.0,,18924998.0,0.01,100000.0,,0.0,265045.0,,,19353754.0,,2294796.0,,872987.0,50831333.0,5493814.0,2590647.0,49129195.0,5493814.0,56325147.0,875447.0,51156701.0,55775068.0,602428.0,,54054.0,5873675.0,,4976364.0,,,,,40550196.0,,,625029.0,0.0,,7417320.0,
2017-03-31,2017-05-15,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,1788465.0,93136.0,672800.0,33881863.0,,10609.0,,,61169046.0,,,,,1428287.0,672800.0,,755487.0,,,,5832.0,,,,,,,,2902048.0,-12396.0,2953298.0,,0.065,0.01,19900000.0,7619469.0,7619469.0,76195.0,-59929.0,,20000000.0,34300000.0,,350684.0,449234.0,449234.0,,,495266.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,410555.0,694121.0,65007.0,-64471.0,-29705.0,-2804.0,,218590.0,220209.0,209600.0,,,,,5493814.0,,,21174045.0,61169046.0,,18291759.0,,513857.0,492797.0,472600.0,228987.0,,,,,-495266.0,,-121890.0,,604760.0,-14266.0,19385580.0,,,1.0,,11.0,1555105.0,194521.0,,,,45684.0,,15288.0,15288.0,15288.0,1696998.0,,-45663.0,11422.0,-208787.0,52628.0,,,,495266.0,,,,,,,,,235340.0,,,,,,,,,,,,,,1226131.0,51278591.0,55546274.0,,,51250.0,5364143.0,,1749626.0,,,,,39995001.0,,,614420.0,0.0,7619469.0,7619469.0,7619469.0
2017-06-30,2017-08-14,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,1796286.0,120246.0,625874.0,33881863.0,,,,,60663372.0,,,,,1381361.0,625874.0,,755487.0,,,,8358.0,,,,,,8358.0,,2813396.0,,2883874.0,,0.065,0.01,19900000.0,7619469.0,7619469.0,76195.0,-28837.0,,20000000.0,34300000.0,,,452685.0,,,,495266.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,438446.0,694121.0,,,,,,120040.0,220209.0,,,,,,5493814.0,,,21192474.0,60663372.0,,18291759.0,,513857.0,492797.0,472600.0,228987.0,,,,,,,,,,18089.0,19396188.0,,,,,11.0,1622951.0,223345.0,,,,45684.0,,15288.0,15288.0,15288.0,1788881.0,,-46926.0,14953.0,-205256.0,57415.0,,,,,,,,,,,,,196769.0,,,,,,,,,,,,,,1580267.0,51353414.0,55266961.0,,,70478.0,4886966.0,57415.0,1846296.0,,,,,39470898.0,,,603812.0,0.0,7619469.0,7619469.0,7619469.0
2017-09-30,2017-11-13,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,1904483.0,100324.0,696686.0,33881863.0,,,,,60228378.0,,,,,1452173.0,696686.0,,755487.0,,,,105.0,,,,,,105.0,,2506811.0,,2596524.0,,0.065,0.01,19900000.0,7619469.0,7619469.0,76195.0,-58534.0,,20000000.0,34300000.0,,,439342.0,,,100389.0,495266.0,,,-0.02,-0.02,-0.02,,,,0.0,0.0,0.0,640566.0,694121.0,,,,,,33183.0,220209.0,,,,,,5493814.0,,,21311280.0,60228378.0,,18291759.0,,513857.0,492797.0,472600.0,228987.0,,,,,,,,,,-129346.0,19406797.0,,,,,11.0,1857885.0,75272.0,,,,45684.0,,15288.0,15288.0,15288.0,1871642.0,,70812.0,15591.0,-204618.0,61515.0,,,,,,,,,,,,,320928.0,,,,,,,,,,,,,,1932752.0,51369674.0,55031125.0,,,89713.0,4262354.0,61515.0,1933157.0,,,,,38917098.0,,,593203.0,0.0,7619469.0,7619469.0,7619469.0
2017-12-31,2018-04-02,10-K,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,1954919.0,103289.0,796603.0,33881863.0,,42434.0,749893.0,,59873308.0,,,718463.0,755487.0,1552090.0,796603.0,,755487.0,1473950.0,,,14295.0,,,,,,14295.0,,2147460.0,-709279.0,2256415.0,,0.26,0.01,450000000.0,7619469.0,7619469.0,76195.0,-68150.0,,20000000.0,33700000.0,,1382415.0,1699555.0,1699555.0,,393832.0,1981062.0,,,-0.02,-0.02,-0.02,,1552090.0,,0.0,0.0,0.0,1927585.0,694121.0,231461.0,-54318.0,-43215.0,54901.0,,,880834.0,838400.0,838400.0,,,,5493814.0,,,21372324.0,59873308.0,,17755943.0,228987.0,535816.0,513857.0,492797.0,472600.0,,1552090.0,,-1981062.0,-1981062.0,-652910.0,-652910.0,1924693.0,1869792.0,-146290.0,19417405.0,,,1.0,,11.0,6795322.0,677471.0,,,,30576.0,15288.0,,15288.0,,7238819.0,,78140.0,57073.0,-823761.0,233974.0,,,,1981062.0,,,,,0.01,50000000.0,0.0,0.0,221830.0,,,,,0.0,-146290.0,2187530.0,50961991.0,5493814.0,2721305.0,48240686.0,5493814.0,56455805.0,2257862.0,51415779.0,55045563.0,,,108955.0,3746323.0,233974.0,7472793.0,,,,,38500984.0,,,282595.0,0.0,7619469.0,7619469.0,7619469.0
2018-03-31,2018-05-15,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,2080569.0,81185.0,,33882016.0,884.0,10609.0,,,59574311.0,,,754696.0,755487.0,,,,,1510183.0,,,,,,,,,,,2148371.0,20164.0,2276579.0,,0.065,0.01,450000000.0,7692624.0,7692624.0,76926.0,59126.0,,20000000.0,34300000.0,,348873.0,348873.0,348873.0,,52121.0,495266.0,,,0.01,,0.01,,,,0.0,0.0,0.0,465423.0,694121.0,125650.0,-22104.0,41544.0,,,,220209.0,209600.0,209600.0,,,,5493814.0,,,21508583.0,59574311.0,,17755943.0,,535816.0,513857.0,492797.0,472600.0,228987.0,1510183.0,-41907.0,-495266.0,-495266.0,-52179.0,-52179.0,567609.0,567609.0,59126.0,19428014.0,,,1.0,,11.0,1663989.0,297896.0,1902101.0,,,30576.0,15288.0,,15288.0,,1902101.0,,,23346.0,-238770.0,59784.0,,,,495266.0,,,,,0.01,50000000.0,0.0,0.0,263374.0,,,,,,59126.0,,,,,,,,2606735.0,51809669.0,54748869.0,,,128208.0,4106786.0,59784.0,1961885.0,,,884.0,,38065728.0,,,571986.0,0.0,7619489.0,,7619469.0
2018-06-30,2018-08-14,10-Q,"GLOBAL SELF STORAGE, INC.",SELF,CIK0001031235,USD,2136537.0,88153.0,,33908444.0,,,,,59562771.0,,,972045.0,755487.0,,,,,1727532.0,,,,,,,,,10000.0,,2206687.0,,2354165.0,,0.065,0.01,450000000.0,7692624.0,7692624.0,76926.0,395474.0,,20000000.0,34300000.0,,,349173.0,,,73006.0,500020.0,,,0.05,,0.05,,1727532.0,,0.0,0.0,0.0,456330.0,694121.0,,,,,,,220209.0,,,,,,5493814.0,,,21575160.0,59562771.0,,17755943.0,,535816.0,513857.0,492797.0,472600.0,228987.0,,217349.0,,,,,,,395475.0,19438623.0,,,,,11.0,1639175.0,380555.0,1954052.0,,,30576.0,15288.0,,15288.0,,1954052.0,,,17779.0,14919.0,,,,,,,,,,0.01,50000000.0,0.0,0.0,251710.0,,,,,,,,,,,,,,2955908.0,51836178.0,54447090.0,,,147478.0,4002241.0,65678.0,2019730.0,,,,,37987611.0,,26428.0,561377.0,0.0,7620283.0,,7619549.0
