end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedPayrollTaxesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNoncurrent,BankOverdrafts,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationBargainPurchaseGainRecognizedAmount,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,CapitalizedComputerSoftwareGross,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConcentrationRiskPercentage1,ContractWithCustomerLiabilityCurrent,ConversionOfStockSharesIssued1,ConvertibleDebtCurrent,ConvertibleNotesPayableCurrent,CostOfRevenue,DebtInstrumentCarryingAmount,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredIncomeTaxExpenseBenefit,DeferredRevenue,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilities,DefinedBenefitPlanActuarialGainLoss,DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,DefinedBenefitPlanBenefitObligationBenefitsPaid,DefinedBenefitPlanInterestCost,DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation,DefinedBenefitPlanPlanAssetsForeignCurrencyTranslationGainLoss,DefinedBenefitPlanServiceCost,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromBanks,DueToOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationDeductions,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationRepatriationForeignEarningsJobsCreationActOf2004,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EquityIssuancePerShareAmount,FiniteLivedCustomerRelationshipsGross,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsNet,FiniteLivedTradeNamesGross,FixturesAndEquipmentGross,ForeignCurrencyTransactionGainLossBeforeTax,FurnitureAndFixturesGross,GainLossOnDispositionOfIntangibleAssets,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnSalesOfAssets,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,GrossProfit,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeOther,InterestPaidNet,InterestPayableCurrentAndNoncurrent,InvestmentInterestRate,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LeaseCost,LegalFees,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCredit,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermInvestments,LossContingencyAccrualProvision,LossContingencyEstimateOfPossibleLoss,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoncashOrPartNoncashAcquisitionAccountsReceivableAcquired1,NoncashOrPartNoncashAcquisitionDebtAssumed1,NoncashOrPartNoncashAcquisitionEmployeeBenefitLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionPayablesAssumed1,NonoperatingIncomeExpense,NotesPayable,NotesPayableToBankCurrent,NotesReceivableRelatedParties,NotesReceivableRelatedParties,NotesReceivableRelatedPartiesCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrentAndNoncurrent,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherComprehensiveIncomeLossTax,OtherIncome,OtherNonoperatingIncome,OtherOperatingIncome,PaymentsForMergerRelatedCosts,PaymentsForRent,PaymentsToAcquireBusinessesGross,PaymentsToAcquireFurnitureAndFixtures,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireSoftware,PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromOtherEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RentalIncomeNonoperating,RepaymentsOfLinesOfCredit,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RestrictedCashAndCashEquivalents,RestrictedCashAndCashEquivalentsAtCarryingValue,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalariesWagesAndOfficersCompensation,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance1,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,TaxesPayableCurrent,TechnologyServicesCosts,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2011-09-30,2011-11-21,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,3250.0,,,,2787.0,,,,,,,,,,,,,,,,,,3083.0,148.0,,,,,,,,,,148.0,,,,,,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.0,,,,,,,,,13816.0,,,0.0,,,,,,,,,,,,,,,,,5722.0,,,,,1310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17066.0,3083.0,,17066.0,,,,,,,,,,,,,-2537.0,,,,,,,,,,,,,,,,,,2537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935.0,,,,,,,,,,-163983.0,,,,,,,,,,,,,,,,,-13983.0,,,,,,,,,,,,,,,750.0,,,16485100.0,
2011-12-31,2012-04-16,10-K,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,3805.0,,,,3264.0,,,,,,,,,,,,,,,,,,2505.0,48.0,,,,,,,,47.0,,48.0,-11929.0,,,,,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,165766.0,0.0,165766.0,,,,165766.0,,,,,,,,,,1907.0,,,,,165766.0,,14466.0,,14466.0,,,0.0,,,,,,,,,,,,,,,5722.0,,,,,,,15490.0,,,,,,,,,,,2310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18271.0,2505.0,,18271.0,,,,,,,,,,14466.0,,-26395.0,-30612.0,,,,,,,,,,,,,,,,,,30612.0,,,,,,,,,,,,,,,,,,,,-4550.0,,,,,,,,,,,,,,,,,,,,,,,,,8665.0,,,2458.0,,,,,,,,,,-165766.0,,,,,,,,,,,,,,,,,-15766.0,,,,,,,,,,,,,,,,,,16485000.0,
2012-03-31,2012-05-22,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,7018.0,,,,,,,,,,,-555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7766.0,,-7573.0,-7495.0,,,,,,,,,,,,,,,,,,7495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16485000.0,
2012-06-30,2012-08-20,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,3250.0,,,,4218.0,,,,,,,,,,,,,,,,,,1650.0,146.0,,,,,,,,,,146.0,,,,,,0.0,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,174532.0,,174532.0,,,,174532.0,,,,,,,,,,477.0,,,,,174532.0,,,,22932.0,,,0.0,,,,,,,,,,,,,,,5722.0,,,,,,,795.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26182.0,1650.0,,26182.0,,,,,,,,,,,,,-1272.0,,,,,,,,,,,,,,,,,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-24532.0,,,,,,,,,,,,,,,,,,16485000.0,
2012-09-30,2012-11-19,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,3250.0,,,,4695.0,,,,,,,,,,,,,,,,,,1144.0,117.0,,,,,,,,,,117.0,,,,,,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,175233.0,,175233.0,,,,175233.0,,,,,,,,,,477.0,,,,,175233.0,,,,23127.0,,,0.0,,,,,,,,,,,,,,,5722.0,,,,,,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26377.0,1144.0,,26377.0,,,,,,,,,,,,,-700.0,,,,,,,,,,,,,,,,,,700.0,-700.0,,,,,,,,-163983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-25233.0,,,,,,,,,,,,,,,,,,16485000.0,
2012-12-31,2013-04-16,10-K,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,3250.0,,,,5172.0,,,4550.0,,4550.0,,4550.0,,,,,4550.0,,,,,,751.0,201.0,,,,,,,,200.0,,201.0,153.0,,,,,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,181226.0,0.0,181226.0,,,,181226.0,,,,,,,,,,1907.0,,,,,,,24177.0,,,,,0.0,,,,,,,,,,,,,,,5722.0,,,,,,,8223.0,,,,,,,,,,,-555.0,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,27427.0,751.0,,27427.0,,,,,,,,,,9711.0,,-9557.0,-15460.0,,,,,,,,,,,,,,,,,,15460.0,-15460.0,,,,,,,,181226.0,,,,,,,,,,,-4550.0,,,,,,,,,,,,,4550.0,,,,,,,,9711.0,,9711.0,,780.0,,5722.0,550.0,,,,,,,,,,-181226.0,,,,,,,,,,,,,,,,,-26676.0,,,,,,,,,,,,,,,,,,16485000.0,
2013-03-31,2013-05-15,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,3250.0,,,,,,,5150.0,,,,,,,,,,,,,,,235.0,161.0,,,,,,,,,,161.0,-40.0,,,,,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,182442.0,0.0,182442.0,,,,182442.0,,,,,,,,,,477.0,,,,,,,24277.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,140.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,27527.0,235.0,,27527.0,,,,,,,,,,100.0,,-140.0,-1217.0,,,,,,,,,,,,,,,,,,1217.0,-1217.0,,,,,,,,182442.0,,,,,,,,,,,-600.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,74.0,,,,,,,,,,-182442.0,,,,,,,,,,,,,,,,,-27292.0,,,,,,,,,,,,,,,,,,16485000.0,
2013-06-30,2013-07-30,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,5378.0,,,,,,,5650.0,,,,,,,,,,,,,,,240.0,240.0,,,,,,,,240.0,,239.0,,,,,,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,187545.0,0.0,187545.0,,,,187545.0,,,,,,,,,,74.0,,,,,,,26757.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,51.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32135.0,240.0,,32135.0,,,,,,,,,,,,,-5104.0,,,,,,,,,,,,,,,,,,5104.0,-5104.0,,,,,,,,187545.0,,,,,,,,,,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,4479.0,,,,,,,,,,,,,-187545.0,,,,,,,,,,,,,,,,,-31895.0,,,,,,,,,,,,,,,,,,16485000.0,
2013-09-30,2013-11-19,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,3629.0,,,,,,,5950.0,,,,,,,,,,,,,,,155.0,155.0,,,,,,,,,,155.0,,,,,,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,186863.0,0.0,186863.0,,,,186863.0,,,,,,,,,,,,,,,,,27439.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068.0,155.0,,31068.0,,,,,,,,,,,,,682.0,,,,,,,,,,,,,,,,,,2568.0,-2568.0,,,,,,,,186863.0,,,,,,,,,3250.0,,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,,,,,,,,,,,-186863.0,,,,,,,,,,,,,,,,,-30913.0,,,,,,,,,,,,,,,,,,16485000.0,
2013-12-31,2014-02-25,10-K,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,1134.0,,,,5722.0,,,6250.0,6250.0,1700.0,,1700.0,,,,1700.0,,,,,,,2101.0,2101.0,,,,,,,,,,2101.0,1900.0,,,,0.0,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,186993.0,0.0,186993.0,,,,186993.0,,,,,,,,,,550.0,,,,,,,31710.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,72927.0,-72927.0,-2117.0,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,,,,,,,,,,,32844.0,2101.0,,32844.0,,,,,,,,,,7534.0,,-5634.0,-5767.0,,,,,,,,,,,,,,,,,,9017.0,-9017.0,,,,,,,,186863.0,,,,,,,,,3250.0,,-1700.0,,,,,,,,,,,,,,,,,,,,,7534.0,,,,6484.0,,5722.0,0.0,,,,,,,,,,-186993.0,,,,,,,,,,,,,,,,,-30743.0,,,,,,,,,,,,,,,,,,16485000.0,
2014-03-31,2014-05-01,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,1134.0,,,,,,,6550.0,,,,,,,,,,,,,,,271.0,271.0,,,,,,,,,,271.0,-1830.0,,,,0.0,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,189293.0,0.0,189293.0,,,,189293.0,,,,,,,,,,0.0,,,,,,,31880.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,33014.0,271.0,,33014.0,,,,,,,,,,170.0,,-2000.0,-2300.0,,,,,,,,,,,,,,,,,,2300.0,-2300.0,,,,,,,,189293.0,,,,,,,,,,,-300.0,,,,,,,,,,,,,,,,,,,,,170.0,,,,2000.0,,,,,,,,,,,,,-189293.0,,,,,,,,,,,,,,,,,-32743.0,,,,,,,,,,,,,,,,,,16485000.0,
2014-06-30,2014-08-08,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,,,,,,,,6850.0,,,,,,,,,,,,,,,238.0,238.0,,,,,,,,,,238.0,,,,,0.0,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,,0.0,77492.0,,,,77492.0,,,,,,,,,,,,,,,,,37118.0,5408.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,37118.0,238.0,,37118.0,,,,,,,,,,,,,-4437.0,,,,,,,,,,,,,,,,,,4437.0,-4437.0,,,,,,,,193730.0,,,,,,,,,,,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,1139.0,,,,,,,,,,,,,-193730.0,,,,,,,,,,,,,,,,,-36880.0,,,,,,,,,,,,,,,,,,16485000.0,
2014-09-30,2014-10-15,10-Q,"TRAQIQ, INC.",TRIQ,CIK0001514056,USD,,2707.0,,,,,,,7150.0,,,,,,,,,,,,,,,146.0,146.0,,,,,,,,,,146.0,,,,,0.0,,,50000000.0,16485000.0,16485000.0,150000.0,,,,,,,,,,,,,,80854.0,0.0,80854.0,,,,80854.0,,,,,,,,,,,,,,,,,42425.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,45132.0,146.0,,45132.0,,,,,,,,,,,,,-8406.0,,,,,,,,,,,,,,,,,,8406.0,-8406.0,,,,,,,,202136.0,,,,,,,,,,,-300.0,,,,,,,,,10000000.0,,,,,,,,,,,,,,,,3706.0,,,,,,,,,,,,,-202136.0,,,,,,,,,,,,,,,,,-44986.0,,,,,,,,,,,,,,,,,,16485000.0,
