end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdvertisingExpense,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsHeldInTrustNoncurrent,BusinessAcquisitionProFormaEarningsPerShareBasic,BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessAcquisitionsPurchasePriceAllocationYearOfAcquisitionNetEffectOnIncome,BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,CostOfServicesLicensesAndMaintenanceAgreements,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,DeferredIncomeTaxAssetsNet,DeferredTaxAssetsValuationAllowance,DepositsAssets,Depreciation,DepreciationAndAmortization,DerivativeFixedInterestRate,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EquityMethodInvestments,EscrowDepositDisbursementsRelatedToPropertyAcquisition1,FinanceLeaseRightOfUseAssetAmortization,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainOnSaleOfInvestments,GeneralAndAdministrativeExpense,Goodwill,GrossProfit,IncomeLossAttributableToParent,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDepositsOutstanding,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseOther,InventoryNet,InvestmentIncomeInvestmentExpense,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,MarketingExpense,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoncashMergerRelatedCosts,NoncashOrPartNoncashAcquisitionInventoryAcquired1,NoncontrollingInterestInVariableInterestEntity,NotesPayable,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLossCarryforwards,OtherAccountsPayableAndAccruedLiabilities,OtherAccruedLiabilitiesCurrent,OtherAssetsNoncurrent,OtherNoncashExpense,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,PaymentsForDepositsOnRealEstateAcquisitions,PaymentsForMergerRelatedCosts,PaymentsForProceedsFromProductiveAssets,PaymentsToAcquireBusinessesAndInterestInAffiliates,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireInvestments,PaymentsToAcquireProjects,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromConvertibleDebt,ProceedsFromDividendsReceived,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromRelatedPartyDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherNet,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentsOfDebtAndCapitalLeaseObligations,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockPricePerShare,SalesRevenueGoodsNet,SalesRevenueServicesNet,SellingAndMarketingExpense,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,SharesIssued,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensation,SupplementalDeferredPurchasePrice,TradingSecuritiesEquity,UnrealizedGainLossOnInvestments,ValuationAllowancesAndReservesPeriodIncreaseDecrease,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation
2014-12-31,2015-02-26,10-Q,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,587.0,,,,,,,,,,,,,,,1404.0,,,,,,,,,,,,,,,1404.0,,,,,0.001,75000000.0,5000000.0,5000000.0,,5000.0,,,,,,,,,,,,,,,,,,,,11422.0,0.0,,,,,,,,,,,,,,,,,3923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.0,12009.0,,,,,,-3923.0,,,,,,,3923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15605.0,,,,,,,,,,,-10605.0,,,,,,,,,,,,,,,2590000000.0,
2015-03-31,2015-06-29,10-K,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,2069.0,,,,,-2585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5000.0,,0.001,200000000.0,2590000000.0,2590000000.0,2978.0,2590000.0,,,,,,,,,,,,,-6287.0,,,,,,,11422.0,0.0,0.34,,,,,,,,,,,,,,,,16669.0,,,,-16669.0,,-5667.0,2069.0,,,,,,,,,,,,,,,,,,,,,,,,,,13491.0,,,9600.0,,-14600.0,-16669.0,,,,,,,16669.0,,,,,,,6287.0,,,,,,,,,,,,,,,,,,,,,,,,9600.0,,,,,,,,-18491.0,,,,,,,,,,,-13491.0,,,,,,,,,,,,,5667.0,,2590000000.0,
2015-06-30,2015-08-19,10-Q,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,5282.0,,,,,-91953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,200000000.0,100043412.0,100043412.0,,100043.0,,,,,,,,,,,,,,,,,,,,14132.0,0.0,,,,,,,,,,,,,,,,,9013.0,,,,,,,3213.0,,,,,,,,,,,,,,,,,,,,,,,,,,19414.0,,,5800.0,,-5800.0,-9013.0,,,,,,,9013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090.0,,2710.0,,,,,,,,-27504.0,,,,,,,,,,,-19414.0,,,,,,,,,,,,,,,737728416.0,
2015-09-30,2015-11-10,10-Q,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,5844.0,,,,,-91953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,200000000.0,100043412.0,100043412.0,,100043.0,,,,,,,,,,,,,,,,,,,,19974.0,0.0,,,,,,,,,,,,,,,,,6404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25818.0,,,,,,-6404.0,,,,,,,6404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33908.0,,,,,,,,,,,-25818.0,,,,,,,,,,,,,,,10004341.0,
2015-12-31,2016-02-02,10-Q,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,172.0,,,,,-91953.0,,,,,,,,,,3463.0,,,,,,,,,,,,,,,3463.0,,,,,0.001,200000000.0,100043412.0,100043412.0,,100043.0,,,,,,,,,,,,,,,,,,,,34774.0,0.0,,,,,,,,,,,,,,,,,5665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463.0,34946.0,,,,,,-5665.0,,,,,,,5665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9573.0,,,,,,,,,,,-31483.0,,,,,,,,,,,,,,,100043412.0,
2016-03-31,2016-07-28,10-K,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,2260.0,,,,,-1914.0,,,,,,,,,0.0,2191.0,,,,,,,,,,,,,,,0.0,,,2191.0,,0.0,200000000.0,10090000.0,10090000.0,,101.0,,,,,,,,,,,,,8100.0,,,,,,,5916.0,0.0,0.0,0.34,-0.34,,,,,,,,,,,,,,28445.0,,,,-28445.0,,-9671.0,-1806.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8176.0,,,32442.0,,-30251.0,-28445.0,,,,,,,28445.0,,,,,,,8100.0,,,,,,,,,,,,,,,0.0,5000000.0,0.0,0.0,,,,3090.0,,29352.0,,,,,,,,-8176.0,,,,,,,,,,,-8176.0,-8176.0,101.0,,,,,,,,,,,9671.0,,259027893.0,
2016-06-30,2016-08-23,10-Q,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,5174.0,,,,,-91953.0,,,,,,,,,,1715.0,,,,,,,,,,,,,,,1715.0,,,-476.0,,0.001,200000000.0,100043412.0,100043412.0,,100043.0,,,,,,,,,,,,,,,,,,,,42024.0,0.0,,,,,,,,,,,,,,,,,6637.0,,,,,,,4911.0,,,,,,,,,,,,,,,,,,,,,,,,,2191.0,47198.0,,,,,-476.0,-6637.0,,,,,,,6637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,,,-53573.0,,,,,,,,,,,-45483.0,,,,,,,,,,,,,,,10090000.0,
2016-09-30,2016-11-17,10-Q,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,1842.0,,,,,-1914.0,,,,,,,,,,1501.0,,,,,,,,,,,,,,,255339.0,,,,,0.001,200000000.0,10004341.0,10004341.0,,10004.0,,,,,,,,,,,,,,,,,,,,49524.0,0.0,,,,,,,,,,,,,,,,,31183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.0,51366.0,,,,,,-31183.0,,,,,,,31183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31183.0,,,,,,,-57955.0,,,,,,,,,,,-49865.0,,,,,,,,,,,,,,,10090000.0,
2016-12-31,2017-02-15,10-Q,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,,1842.0,,10000.0,,,739953.0,,,,,,,,,357046.0,307046.0,25000.0,,,,,,,,,,,,,,272046.0,,,,,0.0,200000000.0,14831757.0,14831757.0,740000.0,148.0,,,,,,,,,,,,,,,,,,,,18667.0,-0.03,,,,50000.0,,,,,,,,,,,,,54865.0,,17500.0,,,-413730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,357046.0,70033.0,,,,,,-413731.0,,376366.0,,,,,431231.0,,,,,,,,,,,,,,,376366.0,,,,,,,0.0,5000000.0,0.0,0.0,,,,,,,-413731.0,,,,,,,-453088.0,17500.0,,,17500.0,,,,,,,287013.0,,,,,,,,,,,,,,,13295532.0,
2017-03-31,2017-06-29,10-K,APPLIED BIOSCIENCES CORP.,APPB,CIK0001607549,USD,1842.0,12297.0,,5677.0,,,1742472.0,,,15414.0,,0.0,,19956.0,,1676112.0,257933.0,,,,,,200000.0,,,,,,,,,212637.0,,212637.0,212637.0,,0.0,200000000.0,15247600.0,15247600.0,375000.0,152.0,,,,,6391.0,,,,,,,178000.0,524000.0,,,19956.0,,,,19287.0,-0.04,0.0,0.34,-0.34,300000.0,,,19956.0,,,,,,,1138135.0,227627.0,,141862.0,,39163.0,,,,,,21565.0,-5677.0,,,,,-16834.0,,,-16920.0,1118179.0,,,22699.0,,,,,,,,,,,1676112.0,31584.0,,1736.0,1125101.0,-775000.0,-137464.0,-515920.0,1736.0,376366.0,5865.0,,,,555083.0,524000.0,,,,,,524000.0,19287.0,,,,,16920.0,,,,,150000.0,300000.0,325000.0,,0.0,5000000.0,0.0,0.0,,,,1125101.0,1125000.0,47052.0,-517656.0,,,,,,33681.0,-525832.0,45554.0,,18054.0,27500.0,16899.0,,,,,,1644528.0,1644528.0,,,567999.0,1125000.0,1125000.0,,49524.0,,1144000.0,300000.0,,,,12046644.0,
