end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalStockSplit,AdvertisingExpense,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,BankOverdrafts,Cash,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleNotesPayableCurrent,CostOfRevenue,Depreciation,DepreciationAndAmortization,DividendsPayableAmountPerShare,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FurnitureAndFixturesGross,GeneralAndAdministrativeExpense,GeneralInsuranceExpense,GrossProfit,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationDeductions,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherCurrentLiabilities,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseDebt,InterestPayableCurrent,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseholdImprovementsGross,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LitigationSettlementExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoninterestExpenseTransferAgentAndCustodianFees,NotesPayable,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLossCarryforwards,OtherAssetsNoncurrent,OtherIndefiniteLivedIntangibleAssets,OtherLiabilitiesCurrent,OtherLoansPayableCurrent,OtherNotesPayableCurrent,PaymentsOfDividendsCommonStock,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,PaymentsToAcquirePropertyPlantAndEquipment,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfTreasuryStock,ProfessionalFees,PropertyPlantAndEquipmentNet,RepaymentsOfConvertibleDebt,RetainedEarningsAccumulatedDeficit,Revenues,ShareBasedCompensation,StockDividendsShares,StockholdersEquity,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockRepurchasedAndRetiredDuringPeriodValue,TravelAndEntertainmentExpense,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,DepreciationDepletionAndAmortization,ExplorationAbandonmentAndImpairmentExpense,OtherAssets,ProceedsFromIssuanceOfCommonStock,ProfitLoss,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashFDICInsuredAmount,DeferredTaxAssetsValuationAllowance,OperatingLossCarryforwardsValuationAllowance,PaymentsToAcquireProductiveAssets
2020-04-30,2020-08-19,10-K,"GREEN STREAM HOLDINGS,Â INC.",GSFI,CIK0001437476,USD,44448.0,0.0,864540.0,,14042.0,0.0,0.0,1115381.0,14727.0,0.0,14727.0,14727.0,14727.0,0.001,10000000000.0,26700665.0,26700665.0,26700.0,0.0,0.0,0.0,,,141569.0,,-0.0096,0.0,185000.0,,915654.0,40405.0,13059.0,0.0,0.0,94283.0,94283.0,256348.0,0.0,38496.0,4872.0,20000.0,185000.0,4872.0,,4872.0,,0.0,0.0,45850.0,591789.0,1115381.0,591789.0,0.0,207707.0,0.0,-192980.0,-606460.0,0.0,340900.0,340900.0,251476.0,-251476.0,8559.0,282283.0,,,60000.0,340900.0,,,,0.0,,0.0,92900.0,114807.0,,114807.0,,81290.0,915654.0,0.0,-369062.0,0.0,0.0,,523592.0,,600.0,,48271.0,26700655.0,,,,,,,0.0,,,,
2020-07-31,2020-09-18,10-Q,"GREEN STREAM HOLDINGS,Â INC.",GSFI,CIK0001437476,USD,55898.0,0.0,1548602.0,,4098.0,0.0,0.0,1274881.0,1982.0,,14727.0,14727.0,,0.001,10000000000.0,65395665.0,65395665.0,65396.0,,0.0,0.0,0.0,,125845.0,125846.0,0.0,0.0,185000.0,,915654.0,315387.0,770.0,0.0,0.0,243900.0,243900.0,97570002.0,0.0,0.0,55040.0,0.0,185000.0,55040.0,27778.0,7751.0,,0.0,172245.0,42450.0,635172.0,1274881.0,635172.0,,551420.0,0.0,-551420.0,-606460.0,0.0,,385678.0,551420.0,-551420.0,23000.0,975702.0,,,60000.0,,,0.0,0.0,172245.0,0.0,481500.0,0.0,0.0,,-7467.0,551420.0,153175.0,1087899.0,0.0,-975702.0,0.0,0.0,,449709.0,15975.0,474300.0,,9308.0,26700655.0,,,,,-606460.0,,,,,,
2020-10-31,2020-12-15,10-Q,"GREEN STREAM HOLDINGS,Â INC.",GSFI,CIK0001437476,USD,58827.0,0.0,1390164.0,,19710.0,,,1257879.0,0.0,17861.0,0.0,,,0.001,10000000000.0,69136500.0,69136500.0,69137.0,,0.0,15020.0,15020.0,,25930.0,,0.0,0.0,185000.0,185000.0,915654.0,4759.0,0.0,0.0,,,,,,,,,181917.0,21154.0,,17905.0,,0.0,172245.0,8000.0,921201.0,1257879.0,921201.0,,,,,-148334.0,,340900.0,740678.0,127180.0,-127180.0,6650.0,1124046.0,,,60000.0,,,,,,,,,,,,,39628.0,915654.0,,-1124036.0,0.0,,,336678.0,1000.0,,,33413.0,0.0,,0.0,,2233.0,-148334.0,,,,,,
2021-01-31,2021-03-24,10-Q,"GREEN STREAM HOLDINGS,Â INC.",GSFI,CIK0001437476,USD,57405.0,0.0,1479135.0,,89710.0,,,1248665.0,5806.0,,5806.0,,,0.001,10000000000.0,77654000.0,77654000.0,77654.0,671200.0,0.0,,15020.0,,25930.0,,-0.0073,0.0,0.0,0.0,1060942.0,64759.0,0.0,0.0,,,,,,,,,181917.0,21154.0,,17905.0,,0.0,172245.0,145000.0,1138340.0,1248665.0,1138340.0,,,,,-567334.0,,975678.0,975678.0,546180.0,-546180.0,6650.0,14210835.0,,,60000.0,,305900.0,,,,,,,,,,,131628.0,1060942.0,,-1447877.0,0.0,,,110325.0,,,,93413.0,77654000.0,,0.0,181917.0,,,,5803.0,,1526063.0,11149049.0,
2021-04-30,2021-09-07,10-K,"GREEN STREAM HOLDINGS,Â INC.",GSFI,CIK0001437476,USD,89448.0,45060.0,9372230.0,,949958.0,0.0,185000.0,1135640.0,25.0,,25.0,,-14702.0,0.001,10000000000.0,159459140.0,159459140.0,159959.0,290000.0,0.0,45060.0,,,225077.0,,-0.06,0.0,0.0,0.0,1180675.0,355678.0,30670.0,0.0,0.0,94283.0,94283.0,256348.0,0.0,45000.0,6000.0,-60000.0,0.0,218870.0,,10872.0,0.0,4898745.0,,590045.0,927297.0,1135640.0,927297.0,183000.0,4029478.0,-265021.0,-3779159.0,-8956197.0,46590.0,311900.0,,8369327.0,-8369327.0,137444.0,4261958.0,0.0,0.0,0.0,311900.0,311900.0,,,265021.0,,3710970.0,465000.0,,,83508.0,,1066797.0,1135615.0,230000.0,-9325259.0,0.0,39975.0,,208343.0,4898745.0,3710970.0,,248340.0,159959140.0,,,0.0,,,,25.0,,,,
2021-07-31,2021-09-22,10-Q,"GREEN STREAM HOLDINGS,Â INC.",GSFI,CIK0001437476,USD,65693.0,60080.0,11126288.0,,476290.0,0.0,0.0,1398519.0,7924.0,,7924.0,7899.0,,0.001,10000000000.0,197210767.0,197210767.0,197211.0,582500.0,0.0,15020.0,15020.0,,225077.0,,-0.01,0.0,0.0,0.0,1180675.0,15253.0,32736.0,0.0,0.0,509871.0,509871.0,1699570.0,0.0,-23726.0,9865.0,0.0,,9865.0,,20766.0,62500.0,560310.0,,238835.0,1205936.0,1398519.0,1205936.0,,1523500.0,-270000.0,-1245601.0,-1807070.0,36922.0,311900.0,,1797205.0,-1797205.0,70149.0,,270000.0,0.0,0.0,,311900.0,1725.0,270000.0,,0.0,,315500.0,0.0,,,1231000.0,261912.0,1120595.0,22500.0,-11132329.0,0.0,,1725575.0,192583.0,560310.0,1231000.0,,89778.0,197210767.0,,,,,-1807070.0,,,,,,
2021-10-31,2021-12-20,10-Q,"GREEN STREAM HOLDINGS,Â INC.",GSFI,CIK0001437476,USD,65613.0,75100.0,13086857.0,,235039.0,,,1062188.0,39040.0,,39040.0,,,0.001,10000000000.0,327211315.0,327211315.0,327212.0,419080.0,0.0,15020.0,,,196507.0,,0.0,0.0,0.0,0.0,620951.0,49122.0,0.0,0.0,,,,,,,,,,11773.0,,32539.0,,,,259659.0,1056719.0,1062188.0,1056719.0,,,,,-2277684.0,,342980.0,,1650257.0,-1650257.0,13765.0,,,,0.0,,342980.0,,,,,,,,,,,376949.0,545851.0,,-13410013.0,0.0,,,5469.0,561800.0,1375470.0,,139103.0,0.0,,615654.0,477297.0,,-2277684.0,153500.0,,,,,
