end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableCurrent,AccountsPayableOtherCurrent,AccountsPayableOtherCurrentAndNoncurrent,AccountsPayableRelatedPartiesCurrent,AccountsPayableTradeCurrent,AccountsReceivableNetCurrent,AccruedInsuranceCurrent,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedProfessionalFeesCurrent,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossBeforeTax1,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockSplit,AllowanceForDoubtfulAccountsReceivable,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsHeldForSaleLongLivedFairValueDisclosure,AssetsHeldForSaleNotPartOfDisposalGroupCurrent,AssetsNoncurrent,BankOverdrafts,BuildingsAndImprovementsGross,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationBargainPurchaseGainRecognizedAmount,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConstructionInProgressExpendituresIncurredButNotYetPaid,ConstructionInProgressGross,ConstructionPayableCurrent,ConstructionPayableCurrentAndNoncurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtInstrumentInterestRateStatedPercentage,DeferredCreditsAndOtherLiabilitiesCurrent,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxLiabilities,DeferredTaxLiabilitiesGrossCurrent,DeferredTaxLiabilitiesGrossNoncurrent,DeferredTaxLiabilitiesNoncurrent,DeferredTaxLiabilitiesOther,Depreciation,DepreciationAndAmortization,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectOfExchangeRateOnCashContinuingOperations,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestments,ExplorationExpenseMining,FinancialGuaranteeInsuranceContractsPremiumReceivedOverContractPeriodUnearnedPremiumRevenue,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets,GainLossOnDispositionOfAssets1,GainLossOnSaleOfOtherAssets,GainOrLossOnSaleOfStockInSubsidiary,GeneralAndAdministrativeExpense,Goodwill,GoodwillAcquiredDuringPeriod,GrossProfit,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestrictedCash,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IntangibleAssetsGrossExcludingGoodwill,IntangibleAssetsNetExcludingGoodwill,InterestAndDividendIncomeOperating,InterestExpenseDebt,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryFinishedGoods,InventoryGross,InventoryNet,InventoryRawMaterials,InventoryValuationReserves,InventoryWriteDown,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LitigationReserve,LongTermLoansFromBank,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesAndLoansReceivableNetCurrent,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAccountsPayableAndAccruedLiabilities,OtherAccruedLiabilitiesNoncurrent,OtherAssets,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,OtherComprehensiveIncomeLossNetOfTax,OtherExpenses,OtherNonoperatingIncome,OtherOperatingIncomeExpenseNet,OtherReceivables,OtherReceivablesNetCurrent,PaymentsForConstructionInProcess,PaymentsForLegalSettlements,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssets,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromSubordinatedShortTermDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RecognitionOfDeferredRevenue,RelatedPartyTransactionRate,RestrictedCash,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalesRevenueNet,SellingExpense,ShareBasedCompensation,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesReverseStockSplits,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedAndRetiredDuringPeriodValue,TaxesPayableCurrent,ValueAddedTaxReceivable,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,StockIssued1
2008-12-31,2009-02-25,10-K,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-01-28,10-K,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25000.0,,,,,,,,-25000.0,,,,,,,,,,,,,,,,,
2010-03-31,2010-05-12,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-07-19,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1500.0,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-05,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1500.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-29,10-K,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,2200000.0,,,,31500.0,,,,,-9481.0,-9481.0,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,0.0,0.001,50000000.0,9480754.0,9480754.0,9481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,31500.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,6500.0,,,,,0.0,,,,,,,,,,,,,0.001,1000000.0,0.0,0.0,0.0,,,,0.0,,,,,,,-6500.0,,,,,,,,-31500.0,,,0.0,,,,,-31500.0,,,,,,,,,,,,,,,,,
2011-03-31,2011-05-10,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,-1500.0,,,,,,,,-33000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-01,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,34500.0,,,,,,-9481.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.001,50000000.0,9480754.0,9480754.0,9481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34500.0,0.0,,,,,,,,,-1500.0,,,,,,1500.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1500.0,,,,,,,,-34500.0,,,0.0,,,,,-34500.0,,,,,,,,,,,,,,,,,
2011-09-30,2011-11-14,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,3000.0,,,,,11939.0,,,,,,,30000.0,,,,,,,,,,30000.0,,30000.0,,,,,0.001,50000000.0,50000000.0,50000000.0,51561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,30000.0,,,,,,,,,,,,,,,1500.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1500.0,,,,,,,,-36500.0,,,0.0,,,,,27000.0,,,,,,,,,,,,,,,,,
2011-12-31,2012-03-19,10-K,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,2860000.0,,,,29501.0,,,,,53492.0,,,0.0,,,,24500.0,,,,,,,,,,24500.0,,24500.0,24500.0,,,,0.001,50000000.0,10007886.0,10007886.0,10008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2080000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1999.0,,,,,,,,,,,,,,,,,,,,,,,,,29501.0,24500.0,,,,,,63500.0,0.0,-39000.0,-37001.0,,,,,,37001.0,,,,,0.0,,,,,,,,,,,,,0.001,1000000.0,0.0,0.0,0.0,,,,63500.0,,,,,,,-37001.0,,,,,,,,-68501.0,,,0.0,,,,,-5001.0,,,0.0,,,33500.0,,,,,,,,,,,
2012-03-31,2012-05-03,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,23190.0,,,,,86838.0,,-34908.0,,,,,42428.0,,,,,,,,,,42428.0,,42428.0,17928.0,,,,0.001,50000000.0,11662104.0,11662104.0,11662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6311.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,23190.0,42428.0,,,,,,35000.0,0.0,-17072.0,-10761.0,,,,,,10761.0,,,,,,,,,,,,,,,,,,0.001,1000000.0,0.0,0.0,0.0,,,,92.0,,,,,,,-10761.0,,,,,,,,-79262.0,,,0.0,,,,,19238.0,,,,,,35000.0,0.0,,,,,,,,,,
2012-06-30,2012-08-13,10-Q,Adamant DRI Processing and Minerals Group,ADMG,CIK0001171008,USD,,,,,,,,,,,30360.0,,,,,86838.0,,,,,,,42438.0,,,,,,,,,,42438.0,,42438.0,,,,,,,,,11662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,30360.0,42438.0,,,,,,,,,,,,,,,7170.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,-7160.0,,,,,,,,-86422.0,,,0.0,,,,,12078.0,,,,,,,,,,,,,,,,,
