end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesFairValueDisclosure,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdministrativeFeesExpense,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerAssetNetNoncurrent,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ContractWithCustomerLiabilityRevenueRecognized,CostOfRevenue,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwardsForeign,Depreciation,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromAffiliateCurrent,DueToAffiliateCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Percent,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EmployeeRelatedLiabilitiesCurrent,ForeignCurrencyTransactionGainLossBeforeTax,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherEmployeeRelatedLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInWorkersCompensationLiabilities,InterestAndDebtExpense,InterestExpense,InterestExpenseOther,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryFinishedGoods,InventoryGross,InventoryNet,InventoryRawMaterialsAndSupplies,InventoryWorkInProcess,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAssetsCurrent,OtherExpenses,OtherIncome,OtherNoncashIncomeExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherReceivablesNetCurrent,OtherShortTermBorrowings,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseCurrent,ProceedsFromContributionsFromAffiliates,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromWarrantExercises,ProfessionalFees,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueRemainingPerformanceObligation,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SellingAndMarketingExpense,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,SharePrice,SharesIssuedPricePerShare,ShortTermBankLoansAndNotesPayable,ShortTermBorrowings,ShortTermLeasePayments,ShortTermNonBankLoansAndNotesPayable,StockholdersEquity,StockIssuedDuringPeriodSharesConversionOfUnits,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,SubleaseIncome,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2013-06-30,2013-09-13,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,2162.0,,,,,,,,17982.0,,,,,,10416.0,,,10416.0,-9564.0,,,,0.001,,75000000.0,1980000.0,1980000.0,1998.0,,,,,,,,,,,11726.0,,,,0.0,,,,,,962.0,,,,,,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10416.0,,2162.0,,19980.0,,-9564.0,-9726.0,,,,,9726.0,,,,,,,,,,,,,,,,,,,,,,,19980.0,,,,,,,8764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8254.0,,,,,,,1980000.0
2013-09-30,2013-11-13,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,3101.0,,,,,,,,36990.0,,,,,,22979.0,,,22979.0,,,,,0.001,,75000000.0,2190000.0,1998000.0,2190.0,,,,,,,,,,,19302.0,,,,0.0,,,,,,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22979.0,,3101.0,,,,,-7576.0,,,,,7576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17980.0,,,,,,,2010948.0
2013-12-31,2014-02-13,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,4851.0,,,,,,,,70619.0,,,,,,54146.0,,,54146.0,,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,,,,23853.0,,,,0.0,,,,,,1893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54146.0,,4851.0,,,,,-4551.0,,,,,4551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49295.0,,,,,,,2475731.0
2014-03-31,2014-06-30,10-K,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,6051.0,,,,,,,,70619.0,,,,,,37517.0,,,36501.0,16521.0,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,16256.0,,,,,,,-0.02,,,,,,17891.0,,,0.0,,,,,4051.0,,,,,,,,,,,1016.0,,,,,,,,,,,,,,,,,,,,37517.0,,6051.0,,53168.0,,-36647.0,-39682.0,,,,,39682.0,,,,,,,,,,,,,,,,,,,,1016.0,,53168.0,,,,,,,,21791.0,,,,,,,,-41682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31466.0,,531680.0,,53168.0,,,2478873.0
2014-06-30,2014-08-14,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,8569.0,,,,,,,,70619.0,,,,,,32635.0,,,31150.0,-5351.0,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,,,,,,,,0.0,,,,,,1200.0,,,,,,,,2518.0,,,,,,,,,,,-469.0,,,,,,,,,,,,,,,,,,,,32635.0,,8569.0,,,,-5351.0,-7400.0,,,,,7400.0,,,,,,,,,,,,,,,,,,,,1485.0,,,,,,,,,,6200.0,,,,,,,,-49082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24066.0,,,,,,,2529680.0
2014-09-30,2014-11-13,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,8836.0,,,,,,,,70619.0,,,,,,28301.0,,,27950.0,,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,,,,,,,,0.0,,,,,,2651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28301.0,,8836.0,,,,,-4601.0,,,,,4601.0,,,,,,,,,,,,,,,,,,,,351.0,,,,,,,,,,1950.0,,,,,,,,-53683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19465.0,,,,,,,2529680.0
2014-12-31,2015-02-17,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,9726.0,,,,,,,,70619.0,,,,,,24381.0,,,24364.0,,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,,,,,,,,0.0,,,,,,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24381.0,,9726.0,,,,,-4810.0,,,,,4810.0,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,3775.0,,,,,,,,-58493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14655.0,,,,,,,2529680.0
2015-03-31,2015-06-10,10-K,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,5701.0,,,,,,,,70619.0,,,,,,11863.0,,,11863.0,-24638.0,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,22775.0,,,,,,,-0.01,,,,,,7554.0,,,0.0,,,,,-350.0,,,,,,,,,,,1016.0,,,,,,,,,,,,,,,,,,,,11863.0,,5701.0,,,,-24638.0,-25304.0,,,,,25304.0,,,,,,,,,66986.0,,,,,,,,,,,,,,,,,,,,,17750.0,,,,,,,,-66986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162.0,,,,,,,2529680.0
2015-06-30,2015-08-10,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,9097.0,,,990.0,,,,,70619.0,,,,,,6577.0,,,6072.0,-5791.0,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,,,,,,,,0.0,,,,,,1228.0,,,,,,,,3396.0,990.0,,,,,,,,,,-505.0,,,,,,,,,,,,,,,,,,,,6577.0,,10087.0,,,,-5791.0,-9672.0,,,,,9672.0,,,,,,,,,,,,,,,,,,,,505.0,,,,,,,,,,8444.0,,,,,,,,-76658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3510.0,,,,,,,2529680.0
2015-09-30,2015-11-02,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,26581.0,,,4995.0,,,,,70619.0,,,,4005.0,,2497.0,,,2497.0,,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,,,,,,,,-0.01,,,,,,1186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.0,,31576.0,,,,,-25569.0,,,,,25569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24383.0,,,,,,,,-102227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29079.0,,,,,,,2529680.0
2015-12-31,2016-02-16,10-Q,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,31212.0,,,9519.0,,,,,70619.0,,,,4524.0,,234.0,,,234.0,,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,,,,,,,,0.0,,,,,,2894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,,40731.0,,,,,-11418.0,,,,,11418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8524.0,,,,,,,,-113645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40497.0,,,,,,,2529680.0
2016-03-31,2016-06-29,10-K,SCOUTCAM     INC.,SCTC,CIK0001577445,USD,41326.0,,,1861.0,,,,,70619.0,,,,13179.0,,8124.0,,,8124.0,-3739.0,,,,0.001,,75000000.0,2529680.0,2529680.0,2529.0,,,,,,,,44641.0,131296.0,,,,,3085.0,-0.03,,,,,,5293.0,,,,,,,,38710.0,1861.0,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,8124.0,,66272.0,,20000.0,,-23739.0,-64310.0,,20000.0,20000.0,,64049.0,,,,,,,,,,,,261.0,,,,-261.0,,10000.0,,,,,,,,20000.0,,,,58756.0,,,,,,,,-131296.0,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,20000.0,,,-58148.0,,,,,,,2529680.0
