end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrent,AccretionExpense,AcquisitionCostsCumulative,AdditionalPaidInCapital,AdditionalPaidInCapital,AdministrativeServicesRevenue,AdvancesToAffiliate,Assets,Assets,AssetsCurrent,AssetsCurrent,BusinessAcquisitionPercentageOfVotingInterestsAcquired,BusinessCombinationAcquiredReceivablesFairValue,CarryingCostsPropertyAndExplorationRights,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,CommonStockValue,Communication,ComprehensiveIncomeNetOfTax,CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentConvertibleConversionPrice1,DeferredFinanceCostsCurrentNet,DeferredFinanceCostsCurrentNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsOther,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,DepreciationAndAmortization,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesNoncurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedParties,DueToAffiliateCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashAndCashEquivalents,EmployeeBenefitsAndShareBasedCompensation,EmployeeBenefitsAndShareBasedCompensation,ExplorationCosts,ExplorationExpense,ExplorationExpenseMining,ExplorationExpenseMining,FinancingInterestExpense,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossUnrealized,ForeignCurrencyTransactionGainLossUnrealized,GainLossRelatedToLitigationSettlement,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationDeductionsOther,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationOtherReconcilingItems,IncomeTaxReconciliationOtherReconcilingItems,IncomeTaxReconciliationPriorYearIncomeTaxes,IncomeTaxReconciliationPriorYearIncomeTaxes,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDeposits,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInReceivables,IncreaseDecreaseInReceivables,InterestExpense,InterestExpense,InterestExpenseOther,InterestIncomeExpenseNet,InterestIncomeExpenseNet,InterestPaid,InterestPaid,InventoryWriteDown,InvestmentIncomeInterest,LegalFees,LegalFees,Liabilities,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesCurrent,LoansAndLeasesReceivableRelatedPartiesAdditions,LoansAndLeasesReceivableRelatedPartiesProceeds,LoansAndLeasesReceivableRelatedPartiesProceeds,LongTermLoansPayable,MarketingAndAdvertisingExpense,MarketingAndAdvertisingExpense,MineralExtractionProcessingAndMarketingCosts,MineralPropertiesAccumulatedImpairment,MineralPropertiesAccumulatedImpairment,MineralPropertiesNet,MineralPropertiesNet,MineralRights,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLoss,NoninterestExpenseDirectorsFees,NoninterestExpenseDirectorsFees,NonoperatingIncomeExpense,NotesAndLoansPayableCurrent,NotesPayableCurrent,NotesPayableCurrent,NumberOfReportableSegments,NumberOfReportableSegments,NumberOfReportableSegments,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetsCurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossTax,OtherIncome,OtherOperatingIncome,OtherOperatingIncome,OtherPrepaidExpenseCurrent,OtherPrepaidExpenseCurrent,PaymentsForAdvanceToAffiliate,PaymentsForProceedsFromLoansReceivable,PaymentsForProceedsFromLoansReceivable,PaymentsForProceedsFromOtherInvestingActivities,PaymentsForRent,PaymentsForRepurchaseOfPrivatePlacement,PaymentsForRepurchaseOfPrivatePlacement,PaymentsOfDebtIssuanceCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireOilAndGasPropertyAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidAdvertising,PrepaidAdvertising,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseCurrent,PrepaidInsurance,PrepaidInsurance,PrepaidRent,PrepaidRent,ProceedsFromConvertibleDebt,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromLoanOriginations1,ProceedsFromLoanOriginations1,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfessionalFees,ProfessionalFees,ProfitLoss,ProfitLoss,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ProvisionForDoubtfulAccounts,ReceivablesNetCurrent,ReceivablesNetCurrent,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfDebt,RepaymentsOfRelatedPartyDebt,RestructuringSettlementAndImpairmentProvisions,RetainedEarningsAccumulatedDeficit,RetainedEarningsAccumulatedDeficit,Revenues,SalariesAndWages,SalariesAndWages,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShortTermBorrowings,StockholdersEquity,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockIssuedDuringPeriodValueStockOptionsExercised,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedAndRetiredDuringPeriodValue,TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax,UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfSharesOutstandingBasic
2008-07-31,2008-10-29,10-K,RISE GOLD CORP.,RYES,CIK0001424864,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3716.0,,,,,,,,,,,,,,,,,,,,,
2009-07-31,2009-10-29,10-K,RISE GOLD CORP.,RYES,CIK0001424864,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15268.0,,,,,,,,,,,,,,,,,,,,,
2010-07-31,2010-11-12,10-K,RISE GOLD CORP.,RYES,CIK0001424864,USD,,,,,,,,,,,,,,,,,,,2435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32179.0,,,,,,,,,,,,,,,,,,,,,
2010-10-31,2010-12-09,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,,,,,,,,,,,,,,,,,,3300.0,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,21.0,,,,0.0,,,,,,,,,,,,,,3522.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,9000.0,,,,-8135.0,,-4613.0,,,,,,,,,,,4613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,9000.0,,,,,4592.0,,-4613.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700000.0
2011-01-31,2011-03-07,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,,,,,,,,,,,,,,,,,,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2960.0,,,,,,,,,,,2960.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,2011-06-14,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,,,,,,,,,,,,,,,,,,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,4709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,6277.0,,-6277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.0,,-6277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,2011-11-14,10-K,RISE GOLD CORP.,RYES,CIK0001424864,USD,,5150.0,,,,,,-31600.0,,,,1471.0,,1471.0,,,,,1471.0,,-964.0,,,,0.001,750000000.0,60800000.0,60800000.0,,,60800.0,,,,,,,,,,,,,,,,,,,,,,,,,-77379.0,,0.0,0.0,,44500.0,,,0.0,0.34,,,,,,,,,0.0,,,,,,,,,8890.0,-16000.0,0.0,,0.0,,8000.0,-3000.0,,,,,-5000.0,,,,,,,,,,,,,,,-7964.0,,,0.0,,,,,,,,,0.0,,,,,,49650.0,,1471.0,,49650.0,,,,,,0.0,,,,,0.0,,,,,23000.0,,-23964.0,,-16000.0,,,,,,0.0,,,,0.0,,,,26000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,23000.0,,,,,7110.0,,-16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48179.0,,-48179.0,,,,,,,,,,,,,,,,,,26000.0,,,60800000.0
2011-10-31,2011-12-15,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,12629.0,,,,,,24500.0,,,,1093.0,,1093.0,,,,,1093.0,,-378.0,,,,,,,,,,4700.0,,,,,,,,,,,,,,,,,,,,,,,,,-85236.0,,,,,44500.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,3785.0,,,,0.0,,,,,,,,,,,,,,7480.0,,,,,,,,,7480.0,,,,,,,,,,,,0.0,,,,,,57129.0,,1093.0,,57129.0,,,,,,,,,,,,,,0.0,,,,-378.0,,-7858.0,,,,,,,,,,,7858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,4073.0,,-7858.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-56036.0,,,,,,,,,,,,,,,,,,,,,,,61800000.0
2012-01-31,2012-03-15,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,14053.0,,,,,,24500.0,,,,5423.0,,5423.0,,,,,973.0,,,,,,0.001,70000000.0,4700000.0,4700000.0,,,4700.0,,,,,,,,,,,,,,,,,,,,,,,,,-94330.0,,,,,56500.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,7211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,70553.0,,5423.0,,70553.0,,,,,,,,,,,,,,,,,,,,-9096.0,,,,,,,,,,,9096.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4450.0,,,,,,,,,,,,,,,,,,,,1885.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-65130.0,,,,,,,,,,,,,,,,,,,,,,,60800000.0
2012-07-31,2012-10-29,10-K,RISE GOLD CORP.,RYES,CIK0001424864,USD,,147387.0,,,,20000.0,,-12600.0,,,,51551.0,,31551.0,,,,,1930.0,,459.0,,,,0.001,1680000.0,61800000.0,61800000.0,,,61800.0,,,,,,,,,,,,,72000.0,,,,,,,,,,,,212136.0,,36600.0,30500.0,,67100.0,,,0.0,0.34,0.34,,,,,,,,0.0,,,,,,,,,21366.0,-134757.0,0.0,,0.0,,46000.0,,,,,,-46000.0,,,,,,,,,,,,,,,142237.0,,,-19393.0,,-10228.0,,,,,,,0.0,,,,,,214487.0,,51551.0,,,,,,,,42131.0,,,,,20000.0,20000.0,,22600.0,,22600.0,,-22141.0,,-134757.0,,,,,,,,,,15000.0,,,,72000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19393.0,,,,,,,0.0,,,,,,,,22600.0,,,,,32395.0,,-134757.0,,,,,,10228.0,,,,,,212136.0,,,,,,,,,,,,,,,,,-162936.0,,-162936.0,,,1000000.0,20000.0,,,,,,,,20000.0,,,300000.0,,,72000.0,,,60917486.0
2012-10-31,2012-12-17,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,225588.0,,,,,,-12600.0,,,,47437.0,,27437.0,,,,,980.0,,-950.0,,,,0.001,1680000.0,61800000.0,,,,61800.0,,,,,,,,,,,,,,,,,,,,,,,,,294451.0,,,,,67100.0,,,0.0,,,,,,,,,,,,,,,,,,,29605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,78201.0,,,6013.0,,-2849.0,,,,,,,,,,,,,292688.0,,47437.0,,,,,,,,21553.0,,,,,,20000.0,,,,,,-950.0,,-82315.0,,,,,,,,,1.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13380.0,,,,,,,,,,,,,,,,,,,,3933.0,,,,,,,,13077.0,,,,,,,,,,,,,,,,,,,,,,,-245251.0,,-245251.0,,,,,,,,,,,,,,,,,,,,,61800000.0
2013-01-31,2013-03-18,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,315633.0,,,,,,79000.0,-4615.0,,,26789.0,,26789.0,,,,,274.0,,,,,,0.001,1680000.0,62200000.0,,,,62200.0,,,,,,,,,,,,,,,,,,,,,,,,,460544.0,,,,,30500.0,,,0.0,,,,,,,,,,112000.0,,,,,,,,,15478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19900.0,,346133.0,,26789.0,,,,,,,,8365.0,,,,,,,,,,,,,,-166093.0,,,,,,,,,,,54093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8020.0,,,,,,,,,,,,,,,,,,,,5735.0,,,,,,,,18495.0,,,,,,,,,,,,,,,,,,,,,,,-319344.0,,-319344.0,,,,,,,,,,,,,,,,,,,,,61804348.0
2013-04-30,2013-06-14,10-Q,RISE GOLD CORP.,RYES,CIK0001424864,USD,,491120.0,,,,,,79000.0,-5543.0,,,31083.0,,31083.0,,,,,512.0,,,,,,0.001,1680000.0,62200000.0,62200000.0,,,62200.0,,,,,,,,,,,,,,,,,,,,,,,,,631737.0,,,,,30500.0,150974.0,,0.0,,,,,,,,,,60000.0,,,,,,,,,20712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27293.0,,521620.0,,31083.0,,,,,,,,41396.0,,,,,,,,,,,,,,-171193.0,,,,,,,,,,,121193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208.0,,,,,,,,,,,,,,,,,,,,16149.0,,,,,,,,27363.0,,,,,,,,,,,,,,,,,,,,,,,-490537.0,,-490537.0,,,,,,,,,,,,,,,,,,,,,62200000.0
