end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccruedIncomeTaxes,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AllowanceForLoanAndLeaseLossesWriteOffs,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,DebtInstrumentDecreaseForgiveness,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestAndDividendsReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInPrepaidExpense,InterestAndOtherIncome,InterestExpense,InvestmentCompanyRegistrationExpense,IssuanceOfStockAndWarrantsForServicesOrClaims,LegalFees,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoninterestExpenseTransferAgentAndCustodianFees,NonoperatingIncomeExpense,NotesIssued1,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,NotesReceivableRelatedPartiesCurrent,OperatingExpenses,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProvisionForDoubtfulAccounts,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodValueNewIssues,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2018-09-30,2018-10-30,10-Q,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,,,,1837173.0,,5500.0,5500.0,500.0,5500.0,,,0.001,190000000.0,99290000.0,99290000.0,99290.0,,,,,,,,,,,33520.0,0.0,,,,,,,,,,,,,,0.0,,1000.0,,5025.0,5500.0,101825.0,,,,-13825.0,0.0,0.0,,68305.0,,,13825.0,-13825.0,,,,,,,,,,,,,,7800.0,0.0,,,-2032788.0,0.0,-38020.0,,,2129000.0
2018-12-31,2019-02-25,10-K,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,2204.0,0.0,1935470.0,1914393.0,,69321.0,69321.0,0.0,0.0,0.0,0.0,0.0001,19000000.0,9929000.0,9929000.0,993.0,,8628.0,8628.0,8628.0,41088.0,8628.0,2204.0,8628.0,1016.0,69321.0,0.0,0.0,0.21,0.0,2204.0,,-2204.0,0.0,,,-1016.0,-68305.0,,,0.0,1016.0,-1016.0,0.0,78000.0,20625.0,69321.0,33597.0,31393.0,-68305.0,-31393.0,-42276.0,1710.0,1016.0,68305.0,31393.0,31393.0,69321.0,43292.0,-43292.0,1016.0,,0.001,10000000.0,0.0,0.0,0.0,0.0,41088.0,41088.0,,-9695.0,0.0,11300.0,0.0,,9695.0,-1900739.0,0.0,35724.0,,780.0,99290000.0
2019-03-31,2019-05-15,10-Q,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,6908.0,,,1914393.0,,70158.0,70158.0,0.0,0.0,,,0.0,10000000000.0,2207000000.0,2207000000.0,22070.0,,,,,,,,,,70158.0,43143.0,0.0,,,0.0,-4704.0,,,,837.0,-837.0,,,,,837.0,-837.0,,,10750.0,70158.0,50051.0,11750.0,,-11750.0,-15617.0,1204.0,837.0,,,,,16454.0,-16454.0,837.0,,0.001,10000000.0,,,,,11750.0,11750.0,,,,4500.0,,,,-1916357.0,0.0,20107.0,,0.0,220700012.0
2019-06-30,2019-09-20,10-Q,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,9037.0,,1914393.0,,,0.0,0.0,0.0,,,,0.0001,1000000000.0,220700000.0,220700000.0,22070.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,837.0,,0.0,,0.0,0.0,20787.0,,,,-40894.0,2129.0,837.0,,11750.0,,0.0,41731.0,-41731.0,,,0.001,10000000.0,0.0,0.0,0.0,,,,,,,0.0,39602.0,,,-1957250.0,0.0,-20787.0,,,220700012.0
2019-09-30,2019-11-14,10-Q,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,10135.0,,1914393.0,,,9000.0,9000.0,0.0,,,,0.0001,1000000000.0,220700000.0,220700000.0,22070.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,700.0,,900.0,9000.0,36835.0,,,,-7048.0,3948.0,0.0,,26700.0,,0.0,7048.0,-7048.0,,,0.001,10000000.0,0.0,0.0,0.0,9000.0,,,,,,1500.0,0.0,,,-1964298.0,0.0,-27835.0,,,220700000.0
2019-12-31,2020-07-02,10-K,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,9540.0,0.0,1914393.0,,70995.0,6000.0,6000.0,0.0,,,0.0,0.0001,1000000000.0,220700012.0,220700012.0,22070.0,31393.0,15587.0,,15587.0,74226.0,24215.0,7336.0,15587.0,1674.0,,17548.0,0.0,0.21,0.0,7336.0,,,17548.0,17548.0,,-1674.0,0.0,11750.0,,6000.0,1674.0,,700.0,0.0,11650.0,6000.0,38838.0,11750.0,,-11750.0,-68562.0,3333.0,1674.0,,11750.0,11750.0,0.0,70236.0,-70236.0,,,0.001,10000000.0,0.0,0.0,0.0,6000.0,,11750.0,1674.0,,1451.0,13500.0,39602.0,,0.0,-1969301.0,0.0,-32838.0,,,186630167.0
2020-03-31,2020-09-22,10-Q,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,10290.0,,1914393.0,,,3000.0,3000.0,0.0,,,,0.0001,1000000000.0,220700012.0,220700012.0,22070.0,0.0,,,,,,,,,,17548.0,0.0,,,3750.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,,,0.0,3000.0,39588.0,0.0,,0.0,-3750.0,750.0,0.0,,11750.0,11750.0,0.0,3750.0,-3750.0,,,0.001,10000000.0,0.0,0.0,0.0,3000.0,,0.0,,,,3000.0,,,,-1973051.0,0.0,-36588.0,,,220700012.0
2020-06-30,2020-12-10,10-Q,GUOZI ZHONGYU CAPITAL HOLDINGS,GZCC,CIK0001267612,USD,5540.0,,1914393.0,,,9000.0,9000.0,0.0,,,,0.0001,1000000000.0,220700012.0,220700012.0,22070.0,,,,,,,,,,,38648.0,0.0,,,,,,,,,,,,,,0.0,,,,0.0,9000.0,55938.0,,,,-10350.0,850.0,0.0,,11750.0,11750.0,,10350.0,-10350.0,,,0.001,10000000.0,0.0,0.0,0.0,9000.0,,,,,,9500.0,0.0,,,-1983401.0,0.0,-46938.0,,,220700012.0
