end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfAcquisitionCosts,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BusinessCombinationConsiderationTransferred1,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,BusinessCombinationConsiderationTransferredOther1,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,CapitalizedComputerSoftwarePeriodIncreaseDecrease,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiabilityCurrent,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,CostOfRevenue,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentUnamortizedDiscount,DeferredCompensationArrangementWithIndividualCompensationExpense,DeferredCosts,DeferredFederalIncomeTaxExpenseBenefit,DeferredFederalStateAndLocalTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilitiesNet,DeferredOtherTaxExpenseBenefit,DeferredRevenueCurrent,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesOther,DepreciationAndAmortization,DepreciationDepletionAndAmortization,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeBenefitsAndShareBasedCompensationNoncash,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInEarnestMoneyDepositsOutstanding,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InducedConversionOfConvertibleDebtExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseDebt,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NumberOfOperatingSegments,NumberOfReportableSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherExpenses,OtherNoncashExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaymentsOfFinancingCosts,PaymentsToAcquireBusinessesGross,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReportingUnitAmountOfFairValueInExcessOfCarryingAmount,ResearchAndDevelopmentExpense,RestrictedStockExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SellingAndMarketingExpense,ShareBasedCompensation,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,StockOptionPlanExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2019-03-31,2019-05-15,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,1025000.0,315000.0,2684000.0,3121000.0,94351000.0,7067000.0,,147000.0,,,,2684000.0,85000.0,4110000.0,24207000.0,22881000.0,,,,,,,,,,-332000.0,21486000.0,,21486000.0,18712000.0,,,,0.001,100000000.0,8368833.0,8368833.0,18000.0,,0.0,,74000.0,,,,13793000.0,-7067000.0,0.0,,0.0,,,,,,15000.0,,,,,,,,,,335000.0,250000.0,-2.68,,,,,,,2730000.0,854000.0,62000.0,280000.0,28000.0,43000.0,272000.0,342000.0,1881000.0,1027000.0,,4153000.0,,175000.0,,,,211000.0,-173000.0,,-30000.0,,187000.0,,610000.0,,1027000.0,187000.0,,0.0,,,24207000.0,1040000.0,,22458000.0,-424000.0,-3322000.0,-16069000.0,,1.0,,6311000.0,-6136000.0,,,1288000.0,5000.0,-9933000.0,,,,74000.0,18000.0,0.001,10000000.0,0.0,0.0,0.0,1080000.0,0.0,22458000.0,,,,-16069000.0,3420000.0,299000.0,,1155000.0,150000.0,-71202000.0,,249000.0,1003000.0,2730000.0,23167000.0,,,,13793000.0,,22458000.0,13793000.0,2712000.0,,1292000.0,,5988310.0
2019-06-30,2019-08-14,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,1120000.0,470000.0,0.0,3164000.0,97598000.0,,,54000.0,,,0.0,,107000.0,,22094000.0,17888000.0,,,,,0.0,15000.0,2565000.0,189000.0,,,16180000.0,,16180000.0,,,,,0.001,100000000.0,8569922.0,8569922.0,18000.0,,0.0,,113000.0,,,,,0.0,0.0,,0.0,,,,,,65000.0,,,,,,,,,,,43000.0,-0.65,,,,,,,1799000.0,960000.0,91000.0,224000.0,69000.0,114000.0,390000.0,461000.0,2329000.0,1369000.0,,3157000.0,2565000.0,110000.0,,,,,,,,-8000.0,,,,0.0,1369000.0,0.0,,,,,22094000.0,1185000.0,,,,,-5505000.0,,,,5615000.0,-5505000.0,,,367000.0,0.0,0.0,,,,,,0.001,10000000.0,0.0,0.0,0.0,1238000.0,,,,,,,3436000.0,272000.0,,1291000.0,85000.0,-76707000.0,,223000.0,1167000.0,,20909000.0,,,1000000.0,,,,,1773000.0,,1339000.0,,8413090.0
2019-09-30,2019-11-14,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,1454000.0,332000.0,0.0,3201000.0,98312000.0,,,73000.0,,,3000.0,,134000.0,,18773000.0,14064000.0,,,,,,15000.0,,189000.0,189000.0,,12586000.0,,12586000.0,,,,,0.001,100000000.0,8569922.0,4610109.0,18000.0,,0.0,,192000.0,,,,,0.0,0.0,,0.0,,,,,,113000.0,,,,,,,,,,,38000.0,-0.52,,,,,,,737000.0,1094000.0,149000.0,161000.0,143000.0,252000.0,557000.0,625000.0,2981000.0,1887000.0,,2201000.0,2565000.0,158000.0,,,,,,,,,,,,,1887000.0,0.0,,,,,18773000.0,1567000.0,,,,,-4417000.0,,,,4583000.0,-4425000.0,,,263000.0,8000.0,8000.0,,,,,,0.001,10000000.0,0.0,0.0,0.0,1146000.0,,,,,,,3458000.0,257000.0,,1319000.0,75000.0,-81124000.0,,350000.0,1063000.0,,17206000.0,,,,,,,,714000.0,,374000.0,,8569922.0
2019-12-31,2020-03-23,10-K,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,853000.0,293000.0,,3236000.0,99237000.0,7067000.0,,409000.0,,0.0,,2684000.0,245000.0,4117000.0,14447000.0,9659000.0,2769000.0,1000000.0,254000.0,,,15000.0,,189000.0,,-1079000.0,8442000.0,,8442000.0,5668000.0,8442000.0,,,0.001,100000000.0,8573802.0,8573802.0,18000.0,,0.0,0.0,513000.0,0.0,0.0,0.0,13793000.0,7067000.0,2684000.0,,0.0,4098000.0,5472000.0,0.0,,-5472000.0,151000.0,1374000.0,20107000.0,0.0,14456000.0,118000.0,3992000.0,1541000.0,20107000.0,,862000.0,861000.0,-3.89,0.0,0.21,-0.15,0.0,-0.06,0.0,6217000.0,1265000.0,48000.0,711000.0,105000.0,149000.0,328000.0,643000.0,3249000.0,1984000.0,,11938000.0,2565000.0,571000.0,,,0.0,40000.0,-199000.0,,106000.0,,187000.0,,329000.0,,1984000.0,9938000.0,1384000.0,0.0,349000.0,1004000.0,14447000.0,1004000.0,0.0,22478000.0,-3164000.0,-13646000.0,-30679000.0,,1.0,,21341000.0,-20770000.0,73520000.0,34000.0,2182000.0,29000.0,-9909000.0,517000.0,1515000.0,1506000.0,506000.0,73000.0,0.001,10000000.0,0.0,0.0,0.0,924000.0,0.0,22458000.0,0.0,20000.0,20000.0,-30679000.0,3475000.0,239000.0,,4915000.0,370000.0,-85812000.0,,1084000.0,4488000.0,6217000.0,13443000.0,,,1000000.0,13793000.0,,22458000.0,,6124000.0,20000.0,3573000.0,,7894326.0
2020-03-31,2020-05-15,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,2095000.0,369000.0,0.0,,99914000.0,,,67000.0,,,,0.0,493000.0,3963000.0,11145000.0,6599000.0,,,,,,,,,,-240000.0,4771000.0,,4771000.0,-3671000.0,,,,0.001,100000000.0,8595742.0,8595742.0,18000.0,,,,117000.0,,,,0.0,,,,,,,,,,64000.0,,,,,,,,,,525000.0,,-0.6,,,,,,,702000.0,1419000.0,,,,,,,3188000.0,1769000.0,,2052000.0,2565000.0,126000.0,,,,1242000.0,76000.0,,-87000.0,,0.0,,560000.0,,1769000.0,0.0,,,,,11145000.0,2159000.0,,0.0,-283000.0,-3388000.0,-5134000.0,,,,5274000.0,-5148000.0,,,222000.0,14000.0,14000.0,0.0,,,39000.0,4000.0,0.001,10000000.0,0.0,0.0,0.0,1459000.0,,0.0,,0.0,,-5134000.0,,212000.0,,1949000.0,167000.0,-90946000.0,,243000.0,1273000.0,702000.0,8986000.0,,,,,,,,677000.0,,313000.0,,8584834.0
2020-06-30,2020-08-12,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,850000.0,497000.0,0.0,,106237000.0,,,20000.0,,,,,302000.0,,12803000.0,8099000.0,,,,,,15000.0,,189000.0,189000.0,,6241000.0,,6241000.0,,,,,0.001,100000000.0,10460696.0,10460696.0,20000.0,,,1202000.0,116000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.48,,,,,,,397000.0,1612000.0,,,,,,,3565000.0,1953000.0,,1826000.0,2565000.0,208000.0,-4560000.0,,,,,,,,,,,0.0,1953000.0,2000.0,,,,2052000.0,12803000.0,850000.0,,,,,-4560000.0,,,,4767000.0,-4559000.0,,,60000.0,1000.0,-1000.0,434000.0,,,,,0.001,10000000.0,0.0,0.0,0.0,1361000.0,,,,,,,,186000.0,,1685000.0,190000.0,-95506000.0,,324000.0,1256000.0,,10751000.0,,32936.0,0.0,,,,5955000.0,372000.0,,122000.0,,9547819.0
2020-09-30,2020-11-13,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,727000.0,972000.0,0.0,,115025000.0,,,22000.0,470000.0,,,,217000.0,,17209000.0,12531000.0,,,,,,15000.0,,189000.0,,,10346000.0,,10346000.0,,10346000.0,,,0.001,100000000.0,15483010.0,15483010.0,25000.0,,,,327000.0,,,,,0.0,,,,,,,,,31000.0,,,,,,,,,,,,-0.36,,,,,,,470000.0,1829000.0,,,,,,,3782000.0,1953000.0,0.0,1782000.0,2565000.0,391000.0,,-4298000.0,0.0,,,,,,,,,,1953000.0,3000.0,,,,1963000.0,17209000.0,758000.0,1205000.0,,,,-4298000.0,-1000.0,,,4688000.0,-4297000.0,,,0.0,2000.0,-1000.0,434000.0,,,,,0.001,10000000.0,0.0,0.0,0.0,1213000.0,,,,,,,,160000.0,,1430000.0,235000.0,-99804000.0,718000.0,718000.0,1476000.0,,15246000.0,,,,,,,,380000.0,10000.0,145000.0,,12063778.0
2020-12-31,2021-03-19,10-K,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,1829000.0,588000.0,,3347000.0,115459000.0,,,187000.0,,0.0,,0.0,1258000.0,4470000.0,13977000.0,9367000.0,2769000.0,1000000.0,254000.0,,,15000.0,,189000.0,,-1035000.0,7942000.0,,7942000.0,-500000.0,7942000.0,,0.0,0.001,100000000.0,15483010.0,15483010.0,25000.0,0.0,,,856000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2919000.0,3805000.0,0.0,0.0,-3805000.0,0.0,886000.0,23913000.0,0.0,20799000.0,106000.0,3155000.0,0.0,23913000.0,65000.0,1368000.0,110000.0,-1.64,0.0,0.21,-0.2,0.0,-0.01,0.0,2004000.0,2060000.0,35000.0,899000.0,38000.0,80000.0,271000.0,584000.0,3967000.0,1907000.0,,7901000.0,2565000.0,1208000.0,,,0.0,977000.0,295000.0,,-151000.0,,8000.0,,55000.0,,1907000.0,8000.0,,0.0,200000.0,3037000.0,13977000.0,1829000.0,1208000.0,15566000.0,-1190000.0,-14876000.0,-18732000.0,,1.0,,19951000.0,-18743000.0,74592000.0,0.0,282000.0,19000.0,11000.0,176000.0,1515000.0,0.0,146000.0,9000.0,0.001,10000000.0,0.0,0.0,0.0,837000.0,,14356000.0,1200000.0,10000.0,,,3485000.0,138000.0,,6647000.0,836000.0,-104544000.0,,2064000.0,5403000.0,2004000.0,10940000.0,,,0.0,,,,,1863000.0,10000.0,745000.0,,11430057.0
2021-03-31,2021-05-17,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,1637000.0,915000.0,,,149299000.0,,,134000.0,,,,,244000.0,4364000.0,43019000.0,38408000.0,,,,,,,,,,-192000.0,36742000.0,,36742000.0,28800000.0,,,,0.001,100000000.0,23133918.0,23133918.0,33000.0,,,,342000.0,,,,,,,,,,,,,,8000.0,,,,,,,,,,266000.0,,-0.23,,,,,,,411000.0,2320000.0,,,,,,,4247000.0,1927000.0,,1986000.0,2565000.0,446000.0,,,,-192000.0,327000.0,,8000.0,,3000.0,,-86000.0,,1927000.0,3000.0,,,,2856000.0,43019000.0,1645000.0,1211000.0,33437000.0,-267000.0,-4370000.0,-4625000.0,,,,5072000.0,-4626000.0,,,,4000.0,1000.0,215000.0,,,73000.0,2000.0,0.001,10000000.0,0.0,0.0,0.0,751000.0,,33399000.0,,38000.0,,,,119000.0,,1603000.0,,-109169000.0,,788000.0,1483000.0,411000.0,40163000.0,,,,,,7927000.0,13542000.0,411000.0,38000.0,,,19807775.0
2021-06-30,2021-08-16,10-Q,"Super League Gaming, Inc.",SLGG,CIK0001621672,USD,2808000.0,1721000.0,,,209703000.0,,,117000.0,,,,,284000.0,,101503000.0,34076000.0,,,,25000.0,,,,19500000.0,251000.0,,31455000.0,,31455000.0,,,,0.0,0.001,100000000.0,35340633.0,35340633.0,45000.0,,,,533000.0,,,,,,,,,,,,,,142000.0,,,,,,,,,,,,-0.07,,,,,,,561000.0,-2820000.0,,,,,,,24041000.0,21221000.0,,2433000.0,46084000.0,551000.0,-5099000.0,,,,,,,,,,,,21221000.0,2000.0,,,,2950000.0,101503000.0,2950000.0,0.0,,,,-2026000.0,,,,6864000.0,-6313000.0,,,,3000.0,1214000.0,215000.0,,,,,0.001,10000000.0,0.0,0.0,0.0,900000.0,,,,,,,,122000.0,,2497000.0,,-111195000.0,,1084000.0,1934000.0,,98553000.0,,,,,,,,,,,,27165755.0
