end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedBonusesCurrent,AccruedExchangeFeeRebateCurrent,AccruedLiabilitiesCurrent,AccruedRoyaltiesCurrentAndNoncurrent,AccruedVacationCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,CapitalExpendituresIncurredButNotYetPaid,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsNoncurrent,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss,ContractWithCustomerLiability,ContractWithCustomerLiabilityRevenueRecognized,ConversionOfStockAmountConverted1,ConversionOfStockSharesConverted1,ConvertibleNotesPayableCurrent,ConvertiblePreferredStockSharesIssuedUponConversion,CostOfRevenue,CurrentFederalTaxExpenseBenefit,CurrentForeignTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtDefaultLongtermDebtAmount,DebtDefaultShorttermDebtAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleNumberOfEquityInstruments,DebtInstrumentFaceAmount,DebtInstrumentUnamortizedDiscountCurrent,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DeferredCompensationArrangementWithIndividualSharesIssued,DeferredFederalIncomeTaxExpenseBenefit,DeferredForeignIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredOfferingCosts,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsOperatingLossCarryforwardsForeign,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesPrepaidExpenses,DepreciationDepletionAndAmortization,DerivativeLiabilities,DerivativeLiabilitiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxCredits,EffectOfExchangeRateOnCashAndCashEquivalents,EquityMethodInvestmentOwnershipPercentage,FairValueAdjustmentOfWarrants,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseDebt,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryWorkInProcess,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LongTermDebt,LongTermDebtCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesAssumed1,NotesIssued1,NotesPayableCurrent,NotesReduction,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OtherAccruedLiabilitiesCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherLiabilitiesNoncurrent,OtherNonoperatingIncomeExpense,OtherPreferredStockDividendsAndAdjustments,PaidInKindInterest,PaymentsForRepurchaseOfCommonStock,PaymentsForUnderwritingExpense,PaymentsOfStockIssuanceCosts,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockDividendsIncomeStatementImpact,PreferredStockLiquidationPreference,PreferredStockLiquidationPreferenceValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredLimitedPartnersUnits,ProceedsFromIssuanceOfUnsecuredDebt,ProceedsFromNotesPayable,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfBankDebt,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,RoyaltyGuaranteesCommitmentsAmount,SaleOfStockConsiderationReceivedOnTransaction,SellingAndMarketingExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,SharePrice,SharesIssuedPricePerShare,SharesSubjectToMandatoryRedemptionSettlementTermsFairValueOfShares,StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensation,StockRepurchasedDuringPeriodValue,TemporaryEquityAccretionOfDividends,TemporaryEquityCarryingAmountAttributableToParent,TemporaryEquityLiquidationPreference,TemporaryEquityParOrStatedValuePerShare,TemporaryEquitySharesAuthorized,TemporaryEquitySharesIssued,TemporaryEquitySharesOutstanding,TemporaryEquityStockIssuedDuringPeriodValueNewIssues,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,UnrecognizedTaxBenefitsPeriodIncreaseDecrease,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantDownRoundFeatureIncreaseDecreaseInEquityAmount,WarrantsAndRightsOutstandingMeasurementInput,WarrantsAndRightsOutstandingMeasurementInput,WarrantsAndRightsOutstandingMeasurementInput,WarrantsNotSettleableInCashFairValueDisclosure,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WorkersCompensationLiabilityCurrent,DirectFinancingLeaseLeaseReceivable,FairValueLiabilitiesLevel1ToLevel2TransfersAmount,FairValueLiabilitiesLevel2ToLevel1TransfersAmount,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinanceLeaseLiabilityPaymentsDue,FinanceLeaseLiabilityPaymentsDueNextTwelveMonths,FinanceLeaseLiabilityPaymentsDueYearTwo,FinanceLeaseLiabilityUndiscountedExcessAmount,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,OperatingLeaseExpense,StockIssuedDuringPeriodValueIssuedForServices
2018-06-30,2018-09-14,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,2026995.0,6938.0,129979.0,,775306.0,,236469.0,863501.0,-42946.0,17640826.0,410000.0,,,,,,,,,,,2115483.0,1858365.0,,,,,,,,,,,425244.0,,425000.0,,,,,0.0001,200000000.0,325148.0,325148.0,33.0,-19457000.0,,,,,,17659868.0,,433000.0,,,,,,,,26400000.0,26400000.0,,,26771282.0,618534.0,,,,,,,341000.0,,,,,,,,,,,,,9000.0,25776000.0,25776000.0,,-59.84,,,,,,,,,,4358000.0,,,,,,,,,-2572000.0,,,418000.0,-53000.0,,,,-19457000.0,0.0,,,,,,,,,77779.0,10593000.0,450000.0,,6993576.0,,690612.0,816026.0,3730.0,121684.0,,91000.0,60831531.0,2115483.0,,29705745.0,,,,,,-19457000.0,-19457000.0,-579.0,,,2250000.0,,,1880000.0,-1933000.0,,,,,,,408858.0,97546.0,0.0,0.0,,-1000.0,,,,,,,,,0.0,,12432000.0,0.0001,20000000.0,2762594.0,2762594.0,64734841.0,610157.0,,,,,,,,-19457000.0,945294.0,81793.0,,,,,993000.0,-141048802.0,380000.0,,,469000.0,2156394.0,,,,,,,,,,,-123451000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,325148.0,,0.0,,,,,,,,,,,,,,,,
2018-09-30,2018-11-15,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,935575.0,51469.0,34730.0,,548405.0,,221098.0,873793.0,-44161.0,179397080.0,1253000.0,,,,,,,,,,,8158371.0,7886516.0,,,,,,,,,,,6101561.0,,6102000.0,,,,,0.0001,200000000.0,15366327.0,15366327.0,1536.0,-31853000.0,,,,,,0.0,,413000.0,,,,,,,,,,,,,,,,,,,,607000.0,,,,,,,,,,,,,10000000.0,0.0,0.0,,-2.89,,,,,,,,,0.0,3878000.0,,,,,,,,,-10908000.0,,,1212000.0,-28000.0,,,,-31846000.0,6000.0,,,,,,,,,69446.0,14171000.0,,,0.0,,1075569.0,1171034.0,3730.0,91735.0,,78000.0,1704889.0,8158371.0,,1483980.0,,,,,,-31852000.0,-31852000.0,72668.0,,,,,,2934000.0,-2962000.0,,,,,,,215954.0,97546.0,-1000.0,-1000.0,,73000.0,,,,,,,,,0.0,,0.0,0.0001,20000000.0,0.0,0.0,0.0,562452.0,,,,,,,,-31852000.0,978656.0,104863.0,,,,,1042000.0,-172900973.0,385000.0,,,680000.0,0.0,,,,,,3.86,,,,,6454000.0,,,,,30451000.0,10272000.0,,-499000.0,,,,,,,,,,,,,,,,,,,,11028602.0,,76623.0,,,,,,,,,,,,,,,,
2018-12-31,2019-03-29,10-K,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,532000.0,112000.0,158000.0,,846000.0,,238000.0,758000.0,-45000.0,179501000.0,1918000.0,,,2156000.0,,3638000.0,0.0,,0.0,27184000.0,33000.0,5406000.0,5141000.0,,,,,,,,,,,3218000.0,2968412.0,3218000.0,2969000.0,5.4,,3222.0,0.0001,200000000.0,15366327.0,15366327.0,2000.0,-67360000.0,,186000.0,,64735000.0,,0.0,,1612000.0,0.0,0.0,8000.0,8000.0,30450000.0,,,,,1918000.0,,,,,,0.0,0.0,0.0,37000.0,41000.0,0.0,6820000.0,0.0,37000.0,4894000.0,,,,115000.0,64000.0,6783000.0,37000.0,42000.0,0.0,0.0,,-9.96,,0.0,0.21,-0.071,-0.139,0.0,0.5,-3000.0,,8051000.0,,,,210000.0,33332.0,27781.0,61113.0,,-14294000.0,0.0,0.0,3657000.0,-238000.0,-67327000.0,,-22000.0,-67349000.0,8000.0,8000.0,7687536.0,-752000.0,57000.0,131000.0,6316000.0,691000.0,221000.0,61000.0,33502000.0,,,0.0,,1192000.0,1383000.0,0.0,191000.0,241000.0,349000.0,1588000.0,5406000.0,2000.0,1378000.0,,,13011000.0,-87000.0,-9952000.0,-67357000.0,-67357000.0,69892.0,10000.0,0.0,,0.0,,11333000.0,-11571000.0,,356000.0,,,,,121000.0,94000.0,-3000.0,,,69000.0,,,0.0,,900000.0,499000.0,87000.0,86793.0,,,0.0,0.0001,20000000.0,0.0,0.0,0.0,428000.0,1435000.0,10273000.0,,,2002000.0,0.0,0.0,,868000.0,110000.0,,,200000.0,,4873000.0,-175640000.0,1374000.0,,,2803000.0,2834000.0,,97778.0,,964505.0,,,,,,,3818000.0,,,,,30451000.0,10272000.0,,-499000.0,,,0.0,0.0,0.0,0.0001,1250000.0,0.0,0.0,,,0.0,7096000.0,,5.0,,0.0,,,6761252.0,,17000.0,,,,,,,,,,,,,,,,
2019-03-31,2019-05-15,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,864000.0,55000.0,63000.0,,718000.0,,253000.0,772000.0,-56000.0,179436000.0,,,,,,,0.0,,,0.0,8000.0,2862000.0,2618000.0,,,,,,,,,,,322000.0,-2896000.0,322000.0,-2896000.0,,,,0.0001,200000000.0,15490175.0,15490175.0,2000.0,-2576000.0,,,,,,,,407000.0,,,,,,,,,,0.0,,,,0.0,,,,,,44000.0,,,,,,,,,,,,,14000.0,,,,-3.33,,-0.002,,,,,,-11000.0,,-111000.0,-111000.0,4000.0,0.0,103000.0,,,,,111000.0,0.0,,615000.0,58000.0,,,,-2559000.0,6000.0,6000.0,,332000.0,-57000.0,-128000.0,0.0,381000.0,50000.0,53000.0,0.0,,,,,1621000.0,1764000.0,,143000.0,4000.0,90000.0,1685000.0,2862000.0,0.0,1582000.0,,,-65000.0,0.0,-2820000.0,-2565000.0,-2565000.0,-3000.0,0.0,,,,,2725000.0,-2667000.0,267000.0,304000.0,,,,304000.0,299000.0,95000.0,-11000.0,11000.0,,-3000.0,,,,,900000.0,65000.0,,0.0,0.0,,,,,,,,477000.0,0.0,0.0,,,,,,-2565000.0,868000.0,96000.0,,,0.0,,1361000.0,-178205000.0,465000.0,,,749000.0,0.0,,,,492808.0,,,,,,,1177000.0,,,,,,,,-65000.0,,,0.0,,,,,,,,,,,,,,,,,770381.0,,88000.0,,,,,,,,,,,,,,,,
2019-06-30,2019-08-14,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,1018000.0,18000.0,,,760000.0,,261000.0,786000.0,-58000.0,184561000.0,,,,,,,,,,,,6157000.0,5912000.0,,,,,,,,,,,3322000.0,,3322000.0,,,,,0.0001,200000000.0,19727431.0,19727431.0,2000.0,-2826000.0,,,,,,,,330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.0,,387000.0,,-3.3,,,,,,,,,,-64000.0,,,,,,,,,0.0,,,657000.0,22000.0,,,,-2823000.0,1000.0,,,,,,,,,44000.0,0.0,,,,,1778000.0,2082000.0,,304000.0,,99000.0,2204000.0,6157000.0,,1778000.0,,,,,,-2824000.0,-2840000.0,,,,,,,2738000.0,-2716000.0,179000.0,304000.0,,,,304000.0,368000.0,94000.0,-2000.0,2000.0,,-171000.0,,,,,,,,,16000.0,,,,,,,,490000.0,,,,,,,,-2824000.0,893000.0,107000.0,,,,,1405000.0,-181029000.0,352000.0,,,676000.0,,,,,492808.0,,,,,,,3476000.0,,,,,,4664000.0,,,,,,477000.0,1016000.0,0.0001,1250000.0,250000.0,250000.0,200000.0,,,,,,,,,,861337.0,,,,,,,,,,,,,,,,,,
2019-09-30,2019-11-14,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,696000.0,84000.0,,,1033000.0,,258000.0,799000.0,-58000.0,184700000.0,,,,10000.0,,,0.0,,,,,3541000.0,3313000.0,,,,,,,,,,,284000.0,,284000.0,,,,,0.0001,200000000.0,20452480.0,20452480.0,2000.0,-2708000.0,,,,,,,,387000.0,,,,,,,,,,,,,,,,,,,,21000.0,,,,,,,,,,,,,15000.0,,387000.0,,-2.75,,,,,,,,,,-18000.0,,,,,,,,,0.0,,,588000.0,32000.0,,,,-2708000.0,0.0,,,,,,,,,36000.0,0.0,,,,,1794000.0,2036000.0,,242000.0,,93000.0,2137000.0,3541000.0,,1729000.0,,,,,,-2708000.0,-2728000.0,,,,,,,2711000.0,-2679000.0,90000.0,304000.0,,,,304000.0,383000.0,94000.0,0.0,,,-47000.0,,,,,,,,,20000.0,,,,,,,,909000.0,,,,,,,,-2708000.0,897000.0,98000.0,,,,,1429000.0,-183737000.0,419000.0,,,694000.0,,,,,21132.0,,,,,,,907000.0,,,,,,,,-22000.0,,,,497000.0,1036000.0,0.0001,1250000.0,250000.0,250000.0,,,,,,,,,,,993591.0,,108000.0,,,,,,,,,,,,,,,,
2019-12-31,2020-03-25,10-K,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,1554000.0,108000.0,,204000.0,1146000.0,,263000.0,813000.0,-48000.0,188320000.0,,,,105000.0,,,30000.0,,0.0,0.0,33000.0,4222000.0,4016000.0,0.0,,0.0,,,,,,,,298000.0,,298000.0,-2920000.0,5.4,,3222.0,0.0001,200000000.0,1245238.0,1245238.0,0.0,-12041000.0,,451000.0,171000.0,0.0,,,,1737000.0,0.0,0.0,8000.0,8000.0,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,57000.0,12000.0,0.0,9439000.0,0.0,57000.0,7170000.0,25598000.0,24000.0,25589000.0,206000.0,80000.0,9382000.0,57000.0,58000.0,,387000.0,,-12.75,,0.0,0.21,-0.197,-0.012,-0.001,0.5,-3000.0,,-204000.0,,,,,,,28000.0,0.0,-171000.0,-2000.0,,2829000.0,-71000.0,-12028000.0,,-2000.0,-12030000.0,8000.0,8000.0,,1022000.0,-4000.0,300000.0,0.0,1283000.0,516000.0,28000.0,,,0.0,,,1366000.0,2666000.0,1040000.0,260000.0,310000.0,378000.0,3111000.0,4222000.0,0.0,2700000.0,0.0,0.0,8149000.0,-34000.0,-11032000.0,-12038000.0,-12094000.0,,0.0,,,,1.0,11090000.0,-11161000.0,,304000.0,,,,,50000.0,94000.0,-3000.0,,,-902000.0,,,,,,87000.0,35000.0,35000.0,56000.0,,,,,,,,944000.0,0.0,6149000.0,,,0.0,1000.0,1167000.0,,897000.0,84000.0,0.0,,0.0,,5427000.0,-187678000.0,1666000.0,,,2834000.0,105000.0,,,,21132.0,,,,,,,594000.0,,792906.0,,,,6149000.0,,-87000.0,,,56000.0,517000.0,1056000.0,0.0001,1250000.0,250000.0,250000.0,200000.0,0.0,0.0,2599000.0,,,0.0,,,,948488.0,,38000.0,,,,,,,,,,,,,,,,
2020-03-31,2020-05-27,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,2335000.0,51000.0,,297000.0,1342000.0,,290000.0,828000.0,-48000.0,189734000.0,,,,75000.0,,,13000.0,,,37000.0,9000.0,4622000.0,4497000.0,,,,,,,,,,,755000.0,,755000.0,457000.0,,,,0.0001,200000000.0,1338603.0,1338603.0,,-2680000.0,,232000.0,286000.0,,,,,348000.0,,,,,,,,,,,,,,269000.0,,,,,,154000.0,,,,,,,,,,,,,14000.0,,387000.0,,-2.19,,0.0,,,,,,0.0,,-19000.0,,,,,,,,,19000.0,0.0,,891000.0,63000.0,,,,-2680000.0,0.0,0.0,,512000.0,-57000.0,196000.0,0.0,-16000.0,37000.0,19000.0,37000.0,,0.0,,,2328000.0,2650000.0,,322000.0,0.0,113000.0,4757000.0,4622000.0,,3677000.0,688000.0,,2279000.0,-2000.0,-1820000.0,-2680000.0,-2700000.0,,,,,,,2723000.0,-2660000.0,213000.0,,,,,,56000.0,34000.0,0.0,,,-2000.0,,,,,,0.0,,2000.0,20000.0,,,,,,,,1041000.0,1665000.0,725000.0,,,,,,,900000.0,72000.0,0.0,,111000.0,,1134000.0,-190358000.0,411000.0,,,698000.0,75000.0,0.0,,,705.0,2000.0,,,,,630000.0,-672000.0,0.5,,,,4000.0,725000.0,0.0,0.0,,,20000.0,537000.0,1076000.0,0.0001,1250000.0,250000.0,250000.0,,,,,,,,,,,1230598.0,,129000.0,,,,,,,,,,,,,,,,
2020-06-30,2020-08-13,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,1506000.0,69000.0,,,655000.0,,309000.0,842000.0,0.0,205430000.0,,,,72000.0,,,3000.0,,,,,15627000.0,15495000.0,,,,,,,,,,,12088000.0,,12088000.0,,,,,0.0001,200000000.0,7723353.0,7723353.0,1000.0,-3398000.0,,135000.0,150000.0,,,,,336000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,387000.0,,-0.9,,,,,,,,,,-5000.0,,,,,,,,,0.0,,,607000.0,12000.0,,,,-3395000.0,3000.0,,,,,,,,,11000.0,1352000.0,,,,,553000.0,2708000.0,1872000.0,283000.0,,86000.0,3395000.0,15627000.0,,2446000.0,562000.0,285000.0,,,,-3398000.0,-3552000.0,,,,,,,2021000.0,-2009000.0,30000.0,,,,,,48000.0,56000.0,0.0,,,-39000.0,0.0,,,,,,,,20000.0,,,,,,,,623000.0,,,,,,,,,907000.0,65000.0,,,,,904000.0,-193756000.0,348000.0,,,510000.0,,0.0,,,705.0,,,,,,,11675000.0,,,,,,,0.0,,,,,557000.0,1096000.0,0.0001,1250000.0,250000.0,250000.0,,,,,134000.0,,,,,,3936457.0,,40000.0,,,,,,,,,,,,,,,,
2020-09-30,2020-11-10,10-Q,"Summit Wireless Technologies,Â Inc.",WISA,CIK0001682149,USD,946000.0,246000.0,,33000.0,939000.0,,319000.0,859000.0,0.0,206030000.0,,,,662000.0,42000.0,,65000.0,,,,,13026000.0,12789000.0,,23000.0,45000.0,73000.0,6000.0,15000.0,26000.0,26000.0,5000.0,68000.0,9104000.0,,9104000.0,,,,,0.0001,200000000.0,7822375.0,7822375.0,1000.0,-2990000.0,,218000.0,0.0,,,,,503000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000.0,,387000.0,-0.39,-0.39,-0.39,,,,,,,,,0.0,,,,,,,,,0.0,,,1014000.0,104000.0,,-2990000.0,,-2990000.0,0.0,,,,,,,,,3000.0,5000.0,,,,,2175000.0,2576000.0,,401000.0,,87000.0,3164000.0,13026000.0,,1956000.0,776000.0,71000.0,,,,-2990000.0,-3010000.0,,,,,,,3089000.0,-2985000.0,,,,,,,73000.0,109000.0,0.0,,,0.0,0.0,,,,,,,,20000.0,,,,,,,,863000.0,,,,,,,,,984000.0,125000.0,,,,,1240000.0,-196746000.0,607000.0,,,835000.0,,353000.0,,,352.0,,,,,,,9285000.0,,,,,,,,0.0,,,,577000.0,1116000.0,0.0001,1250000.0,250000.0,250000.0,,,,,,,,,,7709692.0,7709692.0,7709692.0,157000.0,,,,,,,,,,,,,,,,
