end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableOtherCurrent,AccountsPayableRelatedPartiesCurrent,AccruedRentCurrent,AccruedSalariesCurrent,AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfLand,Assets,AssetsCurrent,Cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleNotesPayableCurrent,CostsAndExpenses,DebtCurrent,DebtDefaultShorttermDebtAmount,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredFinanceCostsNoncurrentNet,DeferredTaxAssetsValuationAllowance,DepositLiabilityCurrent,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,Dividends,DividendsPayableCurrent,DividendsPreferredStockCash,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToOtherRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeStockOwnershipPlanESOPDeferredShares,EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,EmployeeStockOwnershipPlanESOPNumberOfSuspenseShares,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,GainLossRelatedToLitigationSettlement,GeneralAndAdministrativeExpense,ImpairmentOfIntangibleAssetsFinitelived,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IncrementalCommonSharesAttributableToConversionOfPreferredStock,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryLandHeldForDevelopmentAndSale,InvestmentIncomeInterest,Land,LandAvailableForDevelopment,LeaseAndRentalExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesFairValueAdjustment,LicenseCosts,LineOfCreditFacilityInterestRateDuringPeriod,LineOfCreditFacilityMaximumBorrowingCapacity,LitigationSettlementAmount,LoansPayable,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermNotesPayable,LossContingencyDamagesSoughtValue,LossContingencyReceivable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoninterestExpenseDirectorsFees,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,OperatingLeaseExpense,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAccountsPayableAndAccruedLiabilities,OtherAccruedLiabilitiesCurrent,OtherAssets,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherConstructionCosts,OtherCostAndExpenseOperating,OtherExpenses,OtherIncome,OtherLiabilitiesCurrent,OtherLongTermNotesPayable,OtherNoncashExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,OtherSellingGeneralAndAdministrativeExpense,PaymentsForAdvanceToAffiliate,PaymentsForRent,PaymentsOfDividendsPreferredStockAndPreferenceStock,PaymentsOfFinancingCosts,PaymentsToAcquirePropertyPlantAndEquipment,PostconfirmationDeferredFinancingCosts,PreferredStockDividendsIncomeStatementImpact,PreferredStockLiquidationPreferenceValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,ProceedsFromCollectionOfAdvanceToAffiliate,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromLegalSettlements,ProceedsFromNotesPayable,ProceedsFromOtherDeposits,ProceedsFromOtherShortTermDebt,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,ProceedsFromShortTermDebt,ProceedsFromUnsecuredNotesPayable,ProfitLoss,RealEstateInsurance,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RestrictedCashAndCashEquivalentsAtCarryingValue,RetainedEarningsAccumulatedDeficit,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,SharePrice,ShortTermBorrowings,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesTreasuryStockReissued,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueTreasuryStockReissued,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,TreasuryStockShares,TreasuryStockSharesAcquired,TreasuryStockValue,UnamortizedDebtIssuanceExpense,UnearnedESOPShares,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,DebtInstrumentPeriodicPaymentInterest,DeferredTaxAssetsNet,EmployeeStockOwnershipPlanESOPSharesInESOP,NotesIssued1,ProceedsFromRepaymentsOfNotesPayable,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod
2016-09-30,2016-11-07,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,4520840.0,,1902113.0,199460.0,2618727.0,28994.0,1694711.0,,35757201.0,9503.0,,,19805.0,19805.0,,,404.5,5641026.0,48164.0,47100.0,,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,,114989.0,,198256.0,,,,,,,,,,,,,1923593.0,1922593.0,,533400.0,,63224.0,17308.0,,-0.001,-0.01,,,,,,,-27923.0,,0.0,168764.0,,,,,,,,,,,,105142.0,,,,,,,1156022.0,5476097.0,,,4934323.0,,,8662378.0,5641026.0,6483340.0,,,,,,,,3956.0,137500.0,,,,,,,-376526.0,,,1962500.0,75000.0,115000.0,,,,,13231.0,80.0,1064.0,,,,152870.0,0.0,,22500.0,,,-152870.0,1887500.0,19989.0,,,,,,116685.0,25400.0,2519080.0,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,,,,,,,,,,,,,-351126.0,,,,,,-35258251.0,,,,,,,,,,,,,,,,,,,,,,-3021352.0,,,,,,,448071.0,,140738.0,84415.0,3439476.0,,,,36297576.0,36297576.0,,,,,,,
2016-12-31,2017-04-14,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,4784690.0,,2012526.0,225560.0,2772164.0,28908.0,1769711.0,,35643373.0,37700.0,,,73567.0,,,,404.5,5494135.0,17958.0,17606.0,,,1951.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1695996.0,,,737649.0,46822.0,,,,,,,,,4700000.0,,,0.0,,,558800.0,,76826.0,17308.0,17308.0,-0.035,-0.024,-0.035,0.0,,,133637.0,2227280.0,-325719.0,,150000.0,665610.0,,610678.0,325719.0,,-146.0,,1061500.0,1925000.0,260000.0,3415000.0,,449705.0,,,,,684.0,,1220516.0,5476097.0,,,4934323.0,,,8627508.0,5494135.0,8490008.0,,77000.0,,,,0.0,,,137500.0,,,137500.0,,-135549.0,,-885673.0,,,1962500.0,,115000.0,,,14000000.0,,7650.0,80.0,352.0,,464774.0,,,0.0,,22500.0,,,-46424.0,0.0,72039.0,,,,,,0.0,101600.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,40000.0,22500.0,22500.0,,,,,,15000.0,115000.0,,2946.0,,-784073.0,,,15000.0,2946.0,,-35370272.0,0.0,600000.0,,,,0.0,100000.0,0.0,1061500.0,,,,,3415000.0,0.44,,,,,,0.0,-3133373.0,,,,,79545.0,4773.0,527616.0,,145511.0,93918.0,3320875.0,400000.0,6661500.0,36297575.0,36297575.0,36297575.0,,,,,,,
2017-03-31,2017-05-17,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,5035770.0,,2107105.0,225346.0,2928665.0,32071.0,1844711.0,,35643373.0,9296.0,,,27849.0,,,,404.5,5580701.0,6638.0,3742.0,,,-13864.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,164879.0,,,177759.0,5677.0,,,,,,,,,,,,1817631.0,,,584200.0,,90428.0,17308.0,,,-0.01,,,,,,,212658.0,,,161285.0,,225680.0,-212658.0,,2544.0,,1036500.0,1925000.0,260000.0,3440000.0,,116480.0,,,,,55.0,55.0,1285409.0,5476097.0,,,4934323.0,,,9151135.0,5580701.0,9013635.0,,77000.0,,,,25000.0,,,137500.0,,,27178.0,,-41042.0,,-298874.0,,,1962500.0,,115000.0,,,,,12150.0,80.0,2896.0,,464774.0,16474.0,,20765.0,,22500.0,,,-95715.0,2178.0,16474.0,,,,,,97886.0,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,0.0,,,,,,,,0.0,,2694.0,25000.0,-273474.0,,,,516.0,,-35807333.0,,,,,,,,,,,,,,,,,,,,,,-3570434.0,,,,,,,527616.0,,145511.0,103214.0,3320875.0,,6636500.0,,36297576.0,,,,,,,,
2017-06-30,2017-08-14,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,5322082.0,,2230545.0,253665.0,3091537.0,35226.0,1919711.0,,35643373.0,8052.0,,,,33679.0,,,404.5,5574981.0,8970.0,6956.0,,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,197434.0,,,172671.0,6801.0,,,,,,,,,,,,1584487.0,,,609600.0,,104030.0,17308.0,,,-0.01,,,,,,,233144.0,,0.0,156251.0,,,,,,,,,,,,114318.0,,,,122370.0,,,1350580.0,5476097.0,,,4934323.0,,,9266392.0,5574981.0,9113892.0,,,,,,,,,152500.0,,,,,,-295041.0,-320441.0,,122370.0,1962500.0,,115000.0,,,,,16700.0,80.0,2015.0,,,16420.0,,,,37500.0,,,85147.0,,16420.0,,,,,,89834.0,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,,,,,-95576.0,,,,,,-35928310.0,,,,,,,,,,,,,,,,,,,,,40588.0,-3691411.0,,,,,,,527616.0,,145511.0,111266.0,3320875.0,,,,36297576.0,,,,,,,,
2017-09-30,2017-11-17,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,5552394.0,,2292901.0,215619.0,3259493.0,38780.0,1994711.0,,35643373.0,8140.0,,,,40834.0,,,404.5,5560279.0,2408.0,1291.0,,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,236906.0,,,163977.0,8163.0,,,,,,,,,,,,1269598.0,,,635000.0,,117632.0,,17308.0,,-0.01,,,,,,,314889.0,,0.0,148490.0,,,,,,,,,,,,131516.0,,,,131516.0,,,1416332.0,5476097.0,,,4934323.0,,,9297595.0,5560279.0,9069246.0,,,,,,,,,228349.0,,,,,,-294560.0,-319960.0,,130583.0,1962500.0,,190849.0,,,,,25950.0,80.0,1117.0,,,15487.0,,933.0,,37500.0,,,-933.0,,15487.0,,,,,,81694.0,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,,,,,-20505.0,,,,,,-35974215.0,,,,,,,,,,,,,,,,,,,,,39685.0,-3737316.0,,,,,,,527616.0,,145511.0,119406.0,3320875.0,,,,36297576.0,,,,,,,,
2017-12-31,2018-04-17,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,5851208.0,,2424040.0,235367.0,3427168.0,42731.0,2069711.0,,35526362.0,33635.0,,,,,,,400.0,5476612.0,435.0,65.0,65.0,,-17541.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1728606.0,,1962500.0,731367.0,47847.0,,,,,,,,,2900000.0,,,,,,660400.0,,131234.0,22005.0,,,-0.036,,,,,42955.0,2147735.0,,,-20000.0,667260.0,,964918.0,,,18.0,,0.0,1925000.0,260000.0,3415000.0,,498334.0,,298758.0,199576.0,,1519.0,1519.0,1483923.0,5476097.0,,,4934323.0,,,9919588.0,5476612.0,9629460.0,,77000.0,,,,,,,290128.0,,,191927.0,,-209468.0,-1208003.0,-1309603.0,,476636.0,1962500.0,,202628.0,,,13800000.0,,44350.0,80.0,370.0,,464774.0,64107.0,,1698.0,,87500.0,,,-1698.0,,64107.0,,,,,,,101600.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,0.0,,65000.0,,,65000.0,,,,87628.0,,44454.0,,-1208003.0,,,0.0,5155.0,,-36679875.0,,,,,,,1061500.0,,,3415000.0,,,0.0,3415000.0,0.44,,,3415000.0,3415000.0,,39299.0,-4442976.0,,79545.0,,1590.0,79545.0,1590.0,607161.0,,147101.0,,3202274.0,145000.0,5600000.0,,36297576.0,,,,,,,,
2018-03-31,2018-05-18,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,,2533809.0,247886.0,3614579.0,47344.0,2144711.0,,35547932.0,7227.0,,21570.0,,,,,400.0,5479015.0,2838.0,46.0,,,-19.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1735596.0,,,208276.0,48084.0,2693.0,209760.0,,,,,,,,,,,,25400.0,685800.0,,144836.0,17308.0,,,-0.01,,,,,,,,,,170736.0,,271780.0,,,2422.0,,,1925000.0,260000.0,3415000.0,,151808.0,,71664.0,80144.0,,,588.0,1546773.0,5476097.0,,,,,,10285905.0,5479015.0,9936962.0,,,,,,,,,348943.0,1400000.0,,61910.0,,-61929.0,-360084.0,-385484.0,,151808.0,1962500.0,,261443.0,,,,,53350.0,80.0,2792.0,,,15970.0,,,,87500.0,,,-151808.0,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,58815.0,,4390.0,,-360084.0,,,,1295.0,,-37065359.0,21570.0,,,,,,,,,,,,,,,,,,,0.01,42394.0,-4806890.0,,,,,,,607161.0,,147101.0,,3202274.0,,5600000.0,,36297576.0,,,,,,,,
2018-06-30,2018-08-09,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,,2581064.0,194607.0,3789100.0,51967.0,2219711.0,,35547932.0,,,,,,,,400.0,5484217.0,8040.0,6112.0,6112.0,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1742670.0,,,166969.0,48323.0,1652.0,216600.0,,,,,,,,,,,,25400.0,711200.0,,158438.0,17308.0,,,-0.01,,,,,,,,,,146754.0,,,,,,,,,,,,,,73117.0,60046.0,133163.0,,,1612807.0,5476097.0,,,,,,10616639.0,5484217.0,10180478.0,,,,,,,,,436161.0,,,,,,-300132.0,-325532.0,,133163.0,1962500.0,,363661.0,,,,,62450.0,80.0,1928.0,,,20215.0,,,,72500.0,,,,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,,,,,,,,,,,-37390891.0,,,,,,,,,,,,,,,,,,,,0.01,56821.0,-5132422.0,,,,,,,607161.0,,147101.0,,3202274.0,,,,36297576.0,,,,,,,,
2018-09-30,2018-11-14,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,,2701798.0,223173.0,3960246.0,56565.0,2294711.0,,35547932.0,,,,,,,,400.0,5481953.0,5776.0,4590.0,4590.0,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1749823.0,,1962500.0,148813.0,48564.0,840.0,273600.0,,,,,,,,,,,,25400.0,736600.0,,172040.0,17308.0,,,-0.01,,,,,,,,,,131454.0,,,,,,,,,,,,,,74250.0,55445.0,129695.0,,,1678125.0,5476097.0,,,,,,10918283.0,5481953.0,10730783.0,,,,,,,,,187500.0,,,,,,-278508.0,-303908.0,,129695.0,,250401.0,115000.0,,,,,63900.0,80.0,1186.0,,,17359.0,,,,72500.0,,,,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,,,,,,,,,,,-37694799.0,,,,,,,,,,,,,,,,,,,,0.001,57451.0,-5436330.0,,,,,,,607161.0,,147101.0,,3202274.0,,,,36297576.0,,,,,,,,
2018-12-31,2019-04-12,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,69821.0,,2840306.0,256948.0,4141814.0,61341.0,2369711.0,,35430445.0,29327.0,,21570.0,,,,5600000.0,400.0,5492785.0,16608.0,,,-65.0,-65.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1756974.0,,1962500.0,734385.0,48806.0,,,2928.0,,,,,,2700000.0,,,,,101600.0,762000.0,,185642.0,17308.0,,,-0.038,,0.0,0.21,,28955.0,2068190.0,,,,643269.0,,533078.0,,496234.0,16238.0,,,1925000.0,260000.0,3415000.0,,,,293417.0,261326.0,,,1307.0,1743658.0,5476097.0,,5476097.0,,,,11304919.0,5492785.0,11117419.0,,,,,,,,,187500.0,,,225092.0,,-225157.0,-1289128.0,-1390728.0,15000.0,554743.0,,309015.0,115000.0,,,12700000.0,,256948.0,80.0,16608.0,,,69546.0,,,,72500.0,,,,,,,,,,,,101600.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,221387.0,,8355.0,,-1289128.0,,,,4650.0,,-38070603.0,21570.0,,0.0,1.03,0.0279,,,,,3415000.0,,,0.0,3415000.0,0.44,,,3415000.0,3415000.0,,58004.0,-5812134.0,,79545.0,,1115.0,,,686706.0,79545.0,148216.0,,3083672.0,245000.0,5600000.0,,36297576.0,,,,,,,,
2019-03-31,2019-05-20,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,7973723.0,,2951021.0,,5022702.0,66168.0,2444711.0,,35430445.0,7233.0,,,,,,5600000.0,400.0,5485705.0,9528.0,6624.0,6624.0,6624.0,6624.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1763971.0,,1962500.0,203667.0,49042.0,2251.0,658358.0,3390.0,,,,,,,,658350.0,,,25400.0,787400.0,,199244.0,17308.0,,,-0.028,,,,,,,,,36000.0,187699.0,,197138.0,,110715.0,-13704.0,,,1925000.0,260000.0,3415000.0,,,,74382.0,106609.0,,,841.0,1809966.0,5476097.0,,5476097.0,,,,12330247.0,5485705.0,12142747.0,,,,,,,,,187500.0,,,26492.0,,-19868.0,-1007008.0,-1032408.0,,803341.0,,333256.0,115000.0,,,,,91200.0,80.0,2904.0,,,15968.0,,,,72500.0,,,,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,60408.0,,2734.0,,-1007008.0,,,36167.0,483.0,,-39103011.0,,,0.0,1.03,0.0279,,,,,,,,,,,,,,,,60255.0,-6844542.0,,,,,,,686706.0,,148216.0,,3083672.0,,5600000.0,,36297576.0,,,,,,,,
2019-06-30,2019-08-14,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,7862207.0,3078669.0,,4783538.0,71237.0,2519711.0,,35430445.0,,,,,,,,400.0,5481920.0,5743.0,3732.0,3732.0,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1771045.0,,1962500.0,167210.0,49281.0,1515.0,,,,,,,,,,240507.0,,,25400.0,812800.0,,212846.0,17308.0,,,0.002,,,,,,,,,,151242.0,,,,,,,,,,,,,,80525.0,62507.0,,,,1898564.0,5476097.0,,5476097.0,,,,12244261.0,5481920.0,12056761.0,,,,,,,,,187500.0,,,,,,107601.0,82201.0,,274811.0,,352209.0,115000.0,,,,,262455.0,80.0,2011.0,,,15968.0,,,,72500.0,,,,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,,,,,,,,,,,-39020810.0,,,,,,,,,,,,,,,,,,,,,59519.0,-6762341.0,,,,,,,686706.0,,148216.0,,3083672.0,,,,36297576.0,,,,,,,,
2019-09-30,2019-11-19,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,7917033.0,3185020.0,,4732013.0,75910.0,2594711.0,,35430445.0,,,,,,,,400.0,5482319.0,6142.0,4667.0,4667.0,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1778198.0,,1962500.0,212045.0,49522.0,765.0,,,,,,,,,,,,,25400.0,838200.0,,226448.0,17308.0,,,-0.004,,,,,,,,,,184633.0,,,,,,,,,,,,,,65835.0,73207.0,,,,1964097.0,,,5476097.0,,,,12380640.0,5482319.0,12193140.0,,,,,,,,,187500.0,,,,,,-110580.0,-135980.0,,101465.0,,427118.0,115000.0,,,,,261023.0,80.0,1475.0,,,27412.0,,,,72500.0,,,,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,,,,,,,,,,,-39156790.0,,,,,,,,,,,,,,,,,,,,,58769.0,-6898321.0,,,,,,,686706.0,,148216.0,,3083672.0,,,,36297576.0,,,,,,,,
2019-12-31,2021-03-16,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,8187535.0,3273360.0,,4914175.0,81730.0,2669711.0,,35313037.0,29253.0,,,,,,3675000.0,400.0,5478143.0,1966.0,1966.0,1966.0,1966.0,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1785269.0,,1962500.0,712232.0,,,437321.0,,,,0.0,,,2400000.0,,,,,101600.0,863600.0,,240050.0,17308.0,,,-0.038,,0.0,0.21,,29830.0,1988645.0,,,36000.0,652882.0,,670761.0,,433053.0,-16608.0,,,,,,,,,292220.0,307564.0,,,943.0,2006545.0,,,5476097.0,,,,12667893.0,5478143.0,12617893.0,,,,,,,,,187500.0,,,128306.0,,-126340.0,-1276016.0,-1377616.0,,-563784.0,,552321.0,,,,11500000.0,,263115.0,80.0,,80.0,,59350.0,,,,50000.0,,,,22500.0,,,,,,,,101600.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,36000.0,,,,,164473.0,,2734.0,,,,,36167.0,2734.0,,-39448219.0,,,0.0,1.03,0.0279,,,,,3415000.0,,,0.0,3415000.0,0.44,,,3415000.0,3415000.0,,80504.0,-7189750.0,,79545.0,,1194.0,,,766251.0,,149410.0,,2965070.0,254000.0,,,36297576.0,,,,,,,,0.0
2020-03-31,2021-06-28,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,8615210.0,3458870.0,,5156340.0,87818.0,2744711.0,,35313037.0,7313.0,,,,,,5600000.0,400.0,5476411.0,234.0,234.0,234.0,-1732.0,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1792346.0,,1962500.0,210340.0,,,,,,,,,,,,,,,25400.0,889000.0,,253652.0,17308.0,,,-0.012,3675000.0,,,,,,,,,193428.0,,216765.0,,185510.0,,,,,,,,,,78121.0,124974.0,,,,2077354.0,,,5476097.0,,19690.0,,13104996.0,5476411.0,13054996.0,,,,,,,,,,,,2115.0,,-3847.0,-413435.0,-438835.0,,-203095.0,,554436.0,,,,,,334016.0,,,80.0,,16912.0,,,,50000.0,,,,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,2115.0,,,,,,,,,,-39887054.0,,,,,,,,,,,,,,,,,,,,,80504.0,-7628585.0,,,,,,,766251.0,,149410.0,,2965070.0,,,,36297576.0,,,,,,,,
2020-06-30,2021-07-20,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,8947826.0,3602006.0,,5345820.0,93602.0,2819711.0,,35313037.0,,,,,,,,400.0,5476411.0,234.0,234.0,234.0,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,1794875.0,,1962500.0,184513.0,,,448805.0,,,,,,,,,,,,25400.0,914400.0,,267254.0,17308.0,,,-0.009,,,,,,,,,,167601.0,,,,,,,,,,,,,,62006.0,72595.0,,,,2136830.0,,,5476097.0,,,,13449510.0,5476411.0,13399510.0,,,,,,,,,,,,,,,-319114.0,-344514.0,,-134601.0,,563805.0,,,,,,373876.0,,,80.0,,16912.0,,,,50000.0,,,,,,,,,,,,25400.0,2519080.0,0.01,5000000.0,,2086000.0,20860.0,,,,,,,,,,,,,,,,,,,,,-40231568.0,,,,,,,,,,,,,,,,,,,,,80504.0,-7973099.0,,,,,,,766251.0,,149410.0,,2965070.0,,,,36297576.0,,,,,,,,
