end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableOtherCurrent,AccountsPayableRelatedPartiesCurrent,AccruedRentCurrent,AccruedSalariesCurrent,AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfLand,Assets,AssetsCurrent,Cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleNotesPayableCurrent,CostsAndExpenses,DebtCurrent,DebtDefaultShorttermDebtAmount,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredFinanceCostsNoncurrentNet,DeferredTaxAssetsValuationAllowance,DepositLiabilityCurrent,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,Dividends,DividendsPayableCurrent,DividendsPreferredStockCash,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToOtherRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeStockOwnershipPlanESOPDeferredShares,EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,EmployeeStockOwnershipPlanESOPNumberOfSuspenseShares,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,GainLossRelatedToLitigationSettlement,GeneralAndAdministrativeExpense,ImpairmentOfIntangibleAssetsFinitelived,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IncrementalCommonSharesAttributableToConversionOfPreferredStock,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryLandHeldForDevelopmentAndSale,InvestmentIncomeInterest,Land,LandAvailableForDevelopment,LeaseAndRentalExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesFairValueAdjustment,LicenseCosts,LineOfCreditFacilityInterestRateDuringPeriod,LineOfCreditFacilityMaximumBorrowingCapacity,LitigationSettlementAmount,LoansPayable,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermNotesPayable,LossContingencyDamagesSoughtValue,LossContingencyReceivable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoninterestExpenseDirectorsFees,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,OperatingLeaseExpense,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAccountsPayableAndAccruedLiabilities,OtherAccruedLiabilitiesCurrent,OtherAssets,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherConstructionCosts,OtherCostAndExpenseOperating,OtherExpenses,OtherIncome,OtherLiabilitiesCurrent,OtherLongTermNotesPayable,OtherNoncashExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,OtherSellingGeneralAndAdministrativeExpense,PaymentsForAdvanceToAffiliate,PaymentsForRent,PaymentsOfDividendsPreferredStockAndPreferenceStock,PaymentsOfFinancingCosts,PaymentsToAcquirePropertyPlantAndEquipment,PostconfirmationDeferredFinancingCosts,PreferredStockDividendsIncomeStatementImpact,PreferredStockLiquidationPreferenceValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,ProceedsFromCollectionOfAdvanceToAffiliate,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromLegalSettlements,ProceedsFromNotesPayable,ProceedsFromOtherDeposits,ProceedsFromOtherShortTermDebt,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,ProceedsFromShortTermDebt,ProceedsFromUnsecuredNotesPayable,ProfitLoss,RealEstateInsurance,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RestrictedCashAndCashEquivalentsAtCarryingValue,RetainedEarningsAccumulatedDeficit,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,SharePrice,ShortTermBorrowings,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesTreasuryStockReissued,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueTreasuryStockReissued,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,TreasuryStockShares,TreasuryStockSharesAcquired,TreasuryStockValue,UnamortizedDebtIssuanceExpense,UnearnedESOPShares,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,DebtInstrumentPeriodicPaymentInterest,DeferredTaxAssetsNet,EmployeeStockOwnershipPlanESOPSharesInESOP,NotesIssued1,ProceedsFromRepaymentsOfNotesPayable,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod
2008-12-31,2009-03-31,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-04-15,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,,,,,,,,,,,,,,,,,,,42410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-10,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,,,,,,,,,,,,,181532.0,,,,,,,76145.0,,,,,,,,,,,,,235957.0,,,,,,,,,,,,,,,,,,,,,,-0.014,,,,,,,,,,212974.0,,,,,,,,,,,,35172.0,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,,,,,-452342.0,-477742.0,,-216385.0,,,,,,,,,,,,,22983.0,,,,,,,,,,,,,,,,25400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-23,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,552443.0,,,,,,,21264.0,34609390.0,,,,,,,,,5856455.0,362448.0,98855.0,,,,0.001,50000000.0,37030339.0,34275443.0,,37030.0,,,,,,,,,,,48043.0,,17830.0,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5476097.0,,,,,5856455.0,802443.0,,,,,,,,1639457.0,,,,,,,,,,,,,,,,,,,,13593.0,80.0,,,,,,,,,,,,,,,,,,,,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,,,,,,,,,,,,,,,,,,250000.0,-27212580.0,,,,,,,,,,,,,,,,,,,,,,3414555.0,,,,,,,50346.0,,7659.0,,4032486.0,,,,,,,,,,,,
2011-06-30,2011-08-15,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,655971.0,,,,,,,31423.0,34949649.0,,,,31532.0,,,,,5571168.0,62320.0,54273.0,,,,0.001,50000000.0,37136924.0,34421801.0,,37137.0,,,,194810.0,,,,,,,35051.0,,32671.0,,,,,,,,,,,,,-0.009,,,,,,,,,,172319.0,,,,,,,,,,,,47650.0,,,,,,,,,58.0,5476097.0,,,,,5571168.0,1130971.0,,,,,,,475000.0,1477449.0,,,,,,,-273934.0,-299334.0,,-79124.0,,,,,,,,,,8047.0,80.0,,22491.0,,,,,,,,,,,,,,,,25400.0,,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,,,,,,,,,,,,,,,,,,,-28064055.0,,,,,,,,,,,,,,,,,,,,,,2962748.0,,,,,,,50346.0,,7659.0,,3973184.0,,,,,,,,,,,,
2015-06-30,2015-08-14,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,3503765.0,,3503765.0,,,,1319711.0,,35568649.0,9399.0,,,7920.0,,,,404.5,5827131.0,187067.0,163223.0,,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,,46440.0,,393035.0,,,,,,,,,,,,,2878261.0,2878261.0,,406400.0,,,,,-0.027,-0.027,-0.027,,,,,,-477308.0,,,367969.0,,,,,,,,,,,,86105.0,,,,,,,860853.0,5476097.0,,,4934323.0,,,8397109.0,5827131.0,5470814.0,,,,,,,,1594.0,,,,,,,,-989768.0,,,1962500.0,,,,,,592773.0,,,23844.0,80.0,,,,,,,,,-571333.0,,15667.0,,,,,,163887.0,25400.0,2519080.0,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,,,,,,,,,,,,,-964368.0,,,,,,-34511655.0,,,,,,,,,,,,,,,,,,,,,4549.0,-2569978.0,,,,,,,368526.0,,128806.0,37213.0,3558078.0,,,36297576.0,36297576.0,36297576.0,,,,,,,
2015-09-30,2015-11-16,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,3747634.0,,3747634.0,,,,1394711.0,,35863871.0,9503.0,,,9595.0,,,,404.5,5722593.0,92031.0,87599.0,,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,,55715.0,,518202.0,,,,,,,,,154385.0,,,,2965722.0,2965722.0,,432800.0,,,,,-0.02,,-0.02,,,,,,87461.0,,,197945.0,,,,,,,,,,,,95478.0,,,,,,,927616.0,5476097.0,,,4934323.0,,,8733485.0,5722593.0,5710134.0,,,,,,,,1914.0,,,,,,,,-736136.0,,,1962500.0,,,,,,639825.0,,,4432.0,80.0,,,192534.0,,,,,,-192534.0,,15532.0,,,,,,,25400.0,2519080.0,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,,,,,,,,,,,,,-710736.0,,,,,,-35247791.0,295222.0,,,,,,,,,,,,,,,,,,,,,-3010892.0,,,,,,,368526.0,,128806.0,46715.0,3558078.0,,,36297576.0,,36297576.0,,,,,,,
2015-12-31,2016-04-08,10-K,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,4072412.0,,1867867.0,214976.0,2204545.0,32141.0,1469711.0,,35757201.0,37700.0,-106670.0,295222.0,46886.0,,,,404.5,5637212.0,16153.0,15655.0,,,-827428.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,66843.0,66843.0,,1486315.0,2297.0,,,,,,,,144882.0,4600000.0,,,1704570.0,1704570.0,,457200.0,101600.0,49622.0,17308.0,,0.001,,0.001,0.0,0.35,,346024.0,2306825.0,2049663.0,,0.0,1085170.0,,666333.0,-2049663.0,,-36157.0,,1661500.0,1925000.0,260000.0,3440000.0,,361620.0,,,,,10835.0,,962842.0,5476097.0,,,4934323.0,,,7808622.0,5637212.0,7808622.0,,77000.0,,,,,2297.0,2297.0,,,,-14905.0,,-812523.0,,53242.0,,,1962500.0,75000.0,0.0,,,13200000.0,,232849.0,80.0,498.0,80.0,464774.0,,,,,0.0,,,1641157.0,1887500.0,68223.0,,,,,,144882.0,-101600.0,2519080.0,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,0.0,,,,,,,0.0,0.0,,0.0,,154842.0,,,0.0,14905.0,,-34408309.0,295222.0,1375000.0,,,,0.0,,0.0,1661500.0,,,,,,,,,,,,,-2171410.0,,,,,79545.0,11932.0,448071.0,,140738.0,56218.0,3439476.0,400000.0,7286500.0,44248659.0,,36297575.0,,,,,,,
2016-03-31,2016-05-16,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,4334344.0,,2014189.0,214128.0,2320155.0,34826.0,1544711.0,,35757201.0,9296.0,,,13652.0,,,,404.5,5619095.0,7332.0,4298.0,,,-11357.0,0.001,50000000.0,39052472.0,36297576.0,,39052.0,,80041.0,,199719.0,,,,,,,,,135586.0,,,,1750144.0,1750144.0,,482600.0,,63224.0,17308.0,,-0.01,-0.01,-0.01,,,,,,-45574.0,,,174765.0,,236532.0,45574.0,,2536.0,,1111500.0,1925000.0,260000.0,3440000.0,,100103.0,,,,,32.0,,1061090.0,5476097.0,,,4934323.0,,,8174953.0,5619095.0,6342017.0,,77000.0,,,,,2751.0,,,,,45173.0,,-56530.0,,-384448.0,,,2005000.0,100000.0,,,,,,256371.0,,3034.0,80.0,464774.0,,,0.0,,,,,-159329.0,1905000.0,15658.0,,,,,,,25400.0,2519080.0,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,17500.0,,,,,,,,25000.0,,2946.0,0.0,-359048.0,,,,273.0,,-34792757.0,,,,,,,,,,,,,,,,,,,,,2673.0,-2555858.0,,,,,,,448071.0,,140738.0,65514.0,3439476.0,,6736500.0,36297576.0,36297576.0,36297576.0,,,,,,,
2016-06-30,2016-08-15,10-Q,DIAMONDHEAD CASINO CORPORATION,DHCC,CIK0000844887,USD,4298736.0,,1829449.0,216691.0,2469287.0,26134.0,1619711.0,,35757201.0,9399.0,,,16348.0,16348.0,,,404.5,5659221.0,56857.0,54706.0,,,,0.001,50000000.0,39052472.0,36297576.0,,39052.0,,95844.0,,192867.0,,,,,,,,,,,,,1894670.0,1894670.0,,508000.0,,54156.0,17308.0,,,-0.002,,,,,,,-144526.0,,150000.0,166021.0,,,,,,,,,,,,99877.0,,,,,,,1091527.0,5476097.0,,,4934323.0,,,8304047.0,5659221.0,6310237.0,,,,,,,,3296.0,,,,,,,,-88968.0,,,2010000.0,100000.0,,,,,,13231.0,,2151.0,80.0,,,,,,,,,129299.0,1910000.0,17447.0,,,,,,126187.0,25400.0,2519080.0,0.01,5000000.0,2086000.0,2086000.0,20860.0,,,,,,150000.0,,,,,,,,,-63568.0,,,,,,-34881725.0,,,,,,,,,,,,,,,,,,,,,1501.0,-2644826.0,,,,,,,448071.0,,140738.0,74913.0,3439476.0,,,,36297576.0,,,,,,,,
