end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AreaOfLand,Assets,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CommonStockNoParValue,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,CostOfRealEstateRevenue,CostOfRevenue,CostsAndExpenses,DeferredCompensationLiabilityCurrentAndNoncurrent,DeferredCompensationPlanAssets,DeferredFederalIncomeTaxExpenseBenefit,DeferredFederalStateAndLocalTaxExpenseBenefit,DeferredIncomeTaxesAndTaxCredits,DeferredIncomeTaxLiabilities,DeferredIncomeTaxLiabilitiesNet,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxCreditCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilities,DeferredTaxLiabilitiesPrepaidExpenses,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditAfterTax,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,DefinedBenefitPlanActualReturnOnPlanAssets,DefinedBenefitPlanActuarialGainLoss,DefinedBenefitPlanAmortizationOfGainsLosses,DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,DefinedBenefitPlanBenefitObligation,DefinedBenefitPlanBenefitObligationBenefitsPaid,DefinedBenefitPlanBenefitsPaid,DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,DefinedBenefitPlanExpectedReturnOnPlanAssets,DefinedBenefitPlanFairValueOfPlanAssets,DefinedBenefitPlanFundedStatusOfPlan,DefinedBenefitPlanInterestCost,DefinedBenefitPlanNetPeriodicBenefitCost,DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,DefinedBenefitPlanServiceCost,DefinedBenefitPlanSettlementsBenefitObligation,DefinedBenefitPlanSettlementsPlanAssets,DefinedBenefitPlanSpecialTerminationBenefits,DepreciationAndAmortization,DepreciationDepletionAndAmortization,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,GainLossOnSaleOfProperties,GainLossRelatedToLitigationSettlement,ImpairmentOfRealEstate,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInRestrictedCash,InterestAndOtherIncome,InterestCostsIncurred,InterestIncomeOperating,InventoryLandHeldForSale,InventoryWriteDown,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LitigationSettlementAmountAwardedToOtherParty,MinorityInterest,MoneyMarketFundsAtCarryingValue,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NotesReceivableGross,OperatingCostsAndExpenses,OperatingLeaseExpense,OperatingLeaseLeaseIncome,OtherAssets,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossBeforeTax,OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,OtherComprehensiveIncomeLossTax,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,OtherLiabilities,OtherLiabilitiesCurrent,PaymentsOfCapitalDistribution,PaymentsOfDistributionsToAffiliates,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireShortTermInvestments,PensionAndOtherPostretirementBenefitExpense,PensionContributions,PensionExpense,PrepaidPensionCosts,ProceedsFromContributionsFromAffiliates,ProceedsFromContributionsFromParent,ProceedsFromIncomeTaxRefunds,ProceedsFromInsuranceSettlementOperatingActivities,ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,ProceedsFromSaleOfLandHeldforinvestment,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromSaleOfShortTermInvestments,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RealEstateRevenueNet,ReceivablesNetCurrent,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,Revenues,SalesOfRealEstate,SellingGeneralAndAdministrativeExpense,ServiceManagementCosts,ShareBasedCompensation,ShortTermInvestments,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityOther,UnrecognizedTaxBenefits,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2008-12-31,2009-03-31,10-K,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106686.0,,,,
2009-12-31,2010-03-30,10-K,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,,,,,,,,,,,,,,,,,,,,,,,10656.0,,,-679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,,-2.88,,,,,,683.0,,,,,,,,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4695.0,3315.0,7344.0,,33.0,,102113.0,,,,
2010-06-30,2010-08-13,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,,,,,,,,,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,-9.0,,,,,,,,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,,-524.0,,,,,,,,
2010-09-30,2010-11-12,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140000.0,,1084000.0,,,,,,,,
2010-12-31,2011-03-31,10-K,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,-6374.0,5471.0,,,144697.0,11729000.0,,,,,,0.0,4500000.0,,,,,,,,,,11824.0,,,-3570.0,,,,,,,,,,,,,19383000.0,,,,,,,,,,,,,,,,,43771000.0,,,,,,,,,,,,,,,,,,,302.0,,-2.22,,,,,,3595.0,,,,,,,,742.0,,,,,,42584.0,144697.0,,,,,1971.0,,,,,,,,1859.0,,,,-788.0,,-481.0,,,,,-4773.0,,,22288.0,,,,,,,,,,,,,,,,,,,,,112.0,,,4137.0,3395.0,5412.0,,0.0,10004.0,102113.0,102113000.0,,,
2011-03-31,2011-05-12,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,41.0,,,,,,,,,,,,-314.0,,-87000.0,,,,,,,,,,-235.0,,-143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286000.0,,203.0,,,,,,,,
2011-06-30,2011-08-12,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,-6087.0,5471.0,,,143730.0,11081.0,,,,,,,4500000.0,,,,,,,,,,2117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,-0.47,,,,,,-8.0,,,,,,,,26.0,547.0,,,,,42289.0,143730.0,,,,,,,-872000.0,,,,,,1800.0,,,,-235.0,,,,,,,,,,21822.0,,,,,-1017.0,,,,,,,,,,,,,,,,55.0,,,1253000.0,,1228.0,152.0,,9989.0,101441.0,,,,
2011-09-30,2011-11-14,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,-5943000.0,5471000.0,,,142677000.0,9699000.0,,,,,,0.0,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,19659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,,,,,,,,,,,,,,13.0,547.0,,,,,41779000.0,142677000.0,,,,,,,-687000.0,,,,,,1800000.0,,,,-236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000.0,,,998000.0,,832.0,152.0,,9989000.0,100898000.0,,,,
2011-12-31,2012-03-29,10-K,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,-11147.0,5471.0,,,132782000.0,14419000.0,2690000.0,,,,,0.0,,,,4500000.0,1792613.0,-11576000.0,,,4543000.0,,10363.0,,,1740000.0,1933000.0,1944000.0,25097000.0,,193000.0,19746000.0,6822000.0,8147000.0,1140000.0,2777000.0,7682000.0,12924000.0,18275000.0,6833000.0,18264000.0,18238000.0,21000.0,35000.0,-1845000.0,2850000.0,-930000.0,5000.0,-7825000.0,,,0.0437,0.0524,0.07,0.03,45605000.0,,3800000.0,,,,,,,4065000.0,,15485000.0,2182000.0,-346000.0,,602000.0,,,,276000.0,276000.0,-6.49,,-585000.0,,415000.0,-4870000.0,1933000.0,3506000.0,,-1701000.0,128000.0,769000.0,-531000.0,,175.0,,175000.0,,,,42245.0,132782.0,,,,,4230000.0,-1540000.0,-11960000.0,,,10363000.0,,,1440.0,,,,-7825.0,-7825000.0,-6803.0,-4773000.0,,,,,-3052000.0,,22564.0,,,778000.0,9992000.0,,346000.0,,33758000.0,,,,,15000000.0,1089000.0,,,-6803000.0,,,5318000.0,63.0,,,6449000.0,5318.0,5544000.0,,0.0,5000000.0,90537.0,90537000.0,,1367.0,1845000.0
2012-03-31,2012-05-11,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,-10988.0,5471.0,,,131539.0,12668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,,,,,,,,,,,,,,13.0,,,,,,41678.0,131539.0,,,,,-184.0,,-835000.0,,,,,,1378.0,,,,-260.0,,-159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,1121000.0,,882.0,,,4998.0,89861.0,,,,
2012-06-30,2012-08-13,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,-10830.0,5471.0,,,130915.0,16628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,,18.0,478.0,,,,,41305.0,130915.0,,,,,,,-409000.0,,,,,,1382.0,,,,-260.0,,,,,,,,,,,,,,,-1031.0,,,,,,,,,,,,,,,,78.0,,,1282000.0,,775.0,157.0,,0.0,89610.0,,,1882.0,
2012-09-30,2012-11-13,10-Q,"KAANAPALI LAND, LLC",KANP,CIK0001230058,USD,,,-10671.0,5471.0,,,130257.0,16193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,38.0,478.0,,,,,41123.0,130257.0,,,,,,,-635000.0,,,,,,1315.0,,,,-261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,1276000.0,,449.0,157.0,,0.0,89134.0,,,1882.0,
