end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AmortizationOfFinancingCosts,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsFairValueDisclosure,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecurities,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleSecuritiesAmortizedCost,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,AvailableForSaleSecuritiesDebtSecurities,AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsIncurred,CapitalLeaseObligationsNoncurrent,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashUninsuredAmount,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ContractWithCustomerAssetGrossCurrent,ContractWithCustomerAssetNetCurrent,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ConvertiblePreferredStockSharesIssuedUponConversion,CurrentIncomeTaxExpenseBenefit,DebtInstrumentIncreaseAccruedInterest,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,DebtSecuritiesAvailableForSaleUnrealizedGainLoss,DebtSecuritiesCurrent,DebtSecuritiesNoncurrent,DeferredIncomeTaxLiabilities,DeferredIncomeTaxLiabilitiesNet,DeferredRentCreditCurrent,DeferredRentCreditNoncurrent,DeferredRevenue,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredRevenueRevenueRecognized,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsStateTaxes,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDeferredExpenseCapitalizedPatentCosts,DeferredTaxLiabilitiesOtherComprehensiveIncome,DefinedContributionPlanEmployerDiscretionaryContributionAmount,DefinedContributionPlanEmployerMatchingContributionPercent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Amount,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EquitySecuritiesFVNINoncurrent,EquitySecuritiesFvNi,EquitySecuritiesFvNiGainLoss,EquitySecuritiesFvNiRealizedGainLoss,EquitySecuritiesFvNiUnrealizedGain,EquitySecuritiesFvNiUnrealizedGainLoss,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,ExtinguishmentOfDebtGainLossNetOfTax,FairValueAssetsLevel1ToLevel2TransfersAmount,FairValueAssetsLevel2ToLevel1TransfersAmount,FairValueOfAssetsAcquired,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets1,GainLossRelatedToLitigationSettlement,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxesReceivable,IncomeTaxesReceivableNoncurrent,IncomeTaxReceivable,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedInvestmentIncomeReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerAsset,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncrementalCommonSharesAttributableToConversionOfPreferredStock,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InsuranceSettlementsReceivable,IntangibleAssetsGrossExcludingGoodwill,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOther,InterestPaidNet,InterestReceivable,InterestReceivableCurrent,InterestReceivableNoncurrent,Investments,LeaseAndRentalExpense,LeaseCost,LeaseholdImprovementsGross,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesFairValueDisclosure,LitigationSettlementAmount,LossContingencyAccrualAtCarryingValue,LossContingencyDamagesSoughtValue,LossContingencyNewClaimsFiledNumber,MarketableSecuritiesCurrent,MarketableSecuritiesNoncurrent,MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLoss,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NoncashProjectAbandonmentCosts,NonoperatingIncomeExpense,NotesAndLoansReceivableNetNoncurrent,NotesIssued1,NumberOfOperatingSegments,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAssetsMiscellaneousNoncurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,OtherComprehensiveIncomeLossNetOfTax,OtherNonoperatingIncomeExpense,PaymentsForProceedsFromLoansReceivable,PaymentsForProceedsFromProductiveAssets,PaymentsOfStockIssuanceCosts,PaymentsToAcquireEquitySecuritiesFvNi,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfConvertiblePreferredStock,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockPlans,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfDebtAndCapitalLeaseObligations,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,SharePrice,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance1,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,TaxesPayableCurrent,ValuationAllowanceDeferredTaxAssetChangeInAmount,VariableLeaseCost,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,DeferredTaxLiabilitiesPropertyPlantAndEquipment,PaymentsToAcquireNotesReceivable
2013-12-31,2014-03-31,10-K,"Xencor,Â Inc",XNCR,CIK0001326732,USD,2633000.0,59000.0,,1393000.0,6377000.0,,300790000.0,198000.0,198000.0,1211000.0,598000.0,1794000.0,87315000.0,78094000.0,,,,,,,,,,,,,,,,,,,9000.0,,1000.0,,,77975000.0,,,,,0.01,200000000.0,31354467.0,31354467.0,314000.0,-60259000.0,,,,,,16620274.0,,,,,,,,,,3454000.0,,,,,3444000.0,6302000.0,9700000.0,3899000.0,87499000.0,3454000.0,58286000.0,849000.0,,24276000.0,137000.0,52000.0,,84045000.0,2929000.0,,0.0,,113000.0,,711000.0,33.81,,-4.22,,,,,,,,,,,-48556000.0,0.0,0.0,,,,,,,,,89000.0,16000.0,,-48556000.0,3692000.0,,,,,,,,,,,,1600000.0,-20488000.0,,,4000.0,,,1319000.0,,,109000.0,,,,2125000.0,,20000.0,-115000.0,13173208.0,,,10635000.0,8814000.0,1213000.0,,14000.0,1000.0,,,,,547000.0,,3081000.0,,,,,,,,,,13782000.0,87315000.0,7479000.0,,,,,,,,,,,75663000.0,,82394000.0,,-1278000.0,,-5453000.0,-60259000.0,84506000.0,-60259000.0,205000.0,-49739000.0,,22134000.0,,,20692000.0,-14230000.0,,,,,,,,,,,,,,,,,100000.0,8914000.0,,,16000.0,,,116000.0,,1158000.0,,136000.0,,10000000.0,,,60000.0,80517000.0,10000000.0,13000.0,,16000.0,,,6684000.0,307000.0,10000.0,17000000.0,-227571000.0,,0.0,,198000.0,,,,,,,,,73533000.0,,,,,79601000.0,,72507000.0,13000.0,,3000000.0,,,15645789.0,,2472581.0,,
2014-03-31,2014-05-15,10-Q,"Xencor,Â Inc",XNCR,CIK0001326732,USD,2104000.0,511000.0,,1465000.0,6410000.0,,301073000.0,,278000.0,,,2533000.0,82495000.0,73206000.0,,,,,,,,,,,,,,,,,,,7000.0,,,,,72536000.0,,,,,0.01,200000000.0,31361444.0,31361444.0,314000.0,,,,,,,,,,,,,,,,,,,,,,3251000.0,5603000.0,,,,,,,,,,,,,,,,,,,320000.0,-0.12,,-0.12,,,,,,,,,,,,0.0,0.0,,,,,,,,,89000.0,,,,1723000.0,,,,-0.12,,,,,,,,,,,,,,,-529000.0,,,72000.0,,,,-892000.0,,-50000.0,99000.0,,,,,8899000.0,2000.0,,18000.0,2000.0,,,,,137000.0,,3081000.0,,,,,,,,,,12430000.0,82495000.0,6827000.0,,,,,,,,,,,-5439000.0,,2000.0,,-448000.0,,-4993000.0,-3751000.0,,,10000.0,16000.0,,,1.0,,5951000.0,-3767000.0,,,,,,,,,,,,,,,,,50000.0,8949000.0,,-3751000.0,,,,,,382000.0,,66000.0,,,,,159000.0,,,4000.0,,,,,,340000.0,2000.0,4228000.0,-231322000.0,,,,278000.0,,,,,,,,,70065000.0,,,,,,,,,,,,,,31360879.0,,,
2014-06-30,2014-08-01,10-Q,"Xencor,Â Inc",XNCR,CIK0001326732,USD,1374000.0,60000.0,,1331000.0,6438000.0,,301568000.0,,361000.0,,,2623000.0,76367000.0,66680000.0,,,,,,,,,,,,,,,,,,,5000.0,,,,,66218000.0,,,,,0.01,200000000.0,31393606.0,31393606.0,314000.0,,,,,,,,,,,,,,,,,,,,,,3236000.0,4905000.0,,,,,,,,,,,,,,,,,,,,-0.16,,-0.16,,,,,,,,,,,,,,,,,,,,,,97000.0,,,,1594000.0,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9058000.0,3000.0,,11000.0,,,,,,,,3081000.0,,,,,,,,,,10851000.0,76367000.0,5946000.0,,,,,,,,,,,,,,,,,,-5044000.0,-5044000.0,-5044000.0,,9000.0,,,,,5877000.0,-5053000.0,,,,,,,,,,,,,,,,,58000.0,9116000.0,,-5044000.0,1000.0,,,,,,,,,,,,402000.0,,,,,,,,,571000.0,,4283000.0,-236366000.0,,,,,,,,,,,,,65516000.0,,,,,,,,,,,,,31372618.0,31372618.0,31372618.0,,
2014-09-30,2014-11-10,10-Q,"Xencor,Â Inc",XNCR,CIK0001326732,USD,2098000.0,20000.0,,1764000.0,6489000.0,,302039000.0,,491000.0,,,1395000.0,70866000.0,61105000.0,,,,,,,,,,,,,,,,,,,2000.0,,,,,60923000.0,,,,,0.01,200000000.0,31395626.0,31361444.0,314000.0,-6278000.0,,,,,,,,,,,,,,,,,,,,,6066000.0,1227000.0,,,,,,,,,,,,,,,,,,,,-0.2,,-0.2,,,,,,,,,,,,,,,,,,,,,,97000.0,,,,2182000.0,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8957000.0,2000.0,,2000.0,,,,,,,,3083000.0,,,,,,,,,,11157000.0,70866000.0,9930000.0,,,,,,,,,,,,,,,,,,-6278000.0,-6278000.0,-6278000.0,,9000.0,,,,1.0,7135000.0,-6287000.0,,,,,,,,,,,,,,,,,60000.0,9017000.0,,,9000.0,,,,,,,,,,,,162000.0,,,,,,,,,744000.0,,4953000.0,-242644000.0,,,,,,13650000.0,,,11381000.0,,,,59709000.0,,,,,,,,,,,,,31395626.0,31395626.0,31395626.0,,
2014-12-31,2015-02-20,10-K,"Xencor,Â Inc",XNCR,CIK0001326732,USD,1691000.0,2966000.0,,2251000.0,6554000.0,,302969000.0,1861000.0,1861000.0,,694000.0,2852000.0,67823000.0,57749000.0,0.0,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,54649000.0,,,,,0.01,200000000.0,31434272.0,31434272.0,314000.0,-16422000.0,,,,,,,,,,,,,,,,3587000.0,,,,4600000.0,2254000.0,2337000.0,4600000.0,1836000.0,63189000.0,3587000.0,47401000.0,790000.0,,12789000.0,373000.0,,,59602000.0,3199000.0,,0.0,,188000.0,,882000.0,-0.56,,-0.56,,,,,,,,,,,,,,,2408000.0,535000.0,515000.0,527000.0,538000.0,538000.0,5061000.0,97000.0,2000.0,,,7461000.0,,,-16422000.0,,,,1000.0,,,,,4668000.0,-5583000.0,435000.0,478000.0,2000.0,,2907000.0,-943000.0,,,859000.0,,,,-5156000.0,,-41000.0,73000.0,,,,11571000.0,9116000.0,9000.0,,33000.0,9000.0,,,,,597000.0,,3086000.0,,,,,,,,,,8533000.0,67823000.0,6196000.0,0.0,,,,,,,,,,-23326000.0,,308000.0,,-2283000.0,,-21351000.0,-17771000.0,-16422000.0,-16422000.0,509000.0,35000.0,,,,1.0,25977000.0,-17807000.0,,,,,,,,2987000.0,398000.0,581000.0,564000.0,547000.0,598000.0,299000.0,,,59000.0,9175000.0,,,11000.0,,,,,1505000.0,,780000.0,0.01,10000000.0,0.0,0.0,134000.0,,,9000.0,,2000.0,307000.0,,7453000.0,899000.0,8000.0,18516000.0,-243993000.0,,0.0,,1861000.0,,,1393729.0,2826794.0,,1.01,5.12,,59290000.0,,,,,,307000.0,,11000.0,,,,,31390631.0,,31390631.0,,
2015-03-31,2015-05-05,10-Q,"Xencor,Â Inc",XNCR,CIK0001326732,USD,2556000.0,411000.0,-63000.0,1686000.0,6653000.0,-35000.0,419370000.0,1107000.0,1107000.0,,,3302000.0,178639000.0,145068000.0,,,,47850000.0,49855000.0,,,49890000.0,,,,,22640000.0,22628000.0,25210000.0,25187000.0,47815000.0,35000.0,,,,,,119048000.0,,,,,0.01,200000000.0,40358140.0,40358140.0,404000.0,-6479000.0,,,,,,,,,,,,,,,,,,19000.0,576000.0,,2616000.0,1884000.0,,,,,,,,,,,,,,,,,,,240000.0,-0.19,,-0.19,,,,,,,,,,,,,,,,,,,,,,102000.0,1000.0,,,2764000.0,,,,-0.19,,,,,,,,,,,,,,,699000.0,,146000.0,-523000.0,,,,-91000.0,,,142000.0,,,,,9509000.0,4000.0,,38000.0,,,,,,129000.0,,3090000.0,,,,,,,,,,9337000.0,178639000.0,6877000.0,,,,,,25187000.0,22628000.0,,-35000.0,,64399000.0,,115550000.0,,-49058000.0,,-2093000.0,-6444000.0,,,37000.0,34000.0,,,,,7969000.0,-6478000.0,,,,,,,,3269000.0,,581000.0,602000.0,699000.0,679000.0,299000.0,409000.0,,59000.0,32196000.0,,-6479000.0,-63000.0,,,7536000.0,,571000.0,47913000.0,575000.0,,,,,422000.0,122906000.0,,180000.0,,1000.0,,,,1375000.0,,5205000.0,-250437000.0,,,,1107000.0,,24429000.0,,,16699000.0,,,,169302000.0,,,,,,,115204000.0,180000.0,,,,,,34297782.0,,,
2015-06-30,2015-08-05,10-Q,"Xencor,Â Inc",XNCR,CIK0001326732,USD,3077000.0,454000.0,,2537000.0,6575000.0,-90000.0,421058000.0,,1193000.0,,,3413000.0,172563000.0,69720000.0,,,,148087000.0,149377000.0,,,149467000.0,,,,,91342000.0,91284000.0,56745000.0,56714000.0,147998000.0,,,,,,,11171000.0,,,,,0.01,200000000.0,40460091.0,40460091.0,405000.0,-8923000.0,,,,,,,,,,,,,,,,,,,703000.0,,2794000.0,1384000.0,,,,,,,,,,,,,,,,,,,,-0.22,,-0.22,,,,,,,,,,,,,,,,,,,,,,102000.0,,,,2524000.0,,,-8868000.0,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9691000.0,4000.0,,290000.0,,670000.0,,,,,,3204000.0,,,,,,,,,,10495000.0,172563000.0,8408000.0,,,,,,56714000.0,91284000.0,,-55000.0,,,,,,,,,-8868000.0,,,,118000.0,,,,,10000000.0,-8986000.0,,,,,,,,,,581000.0,602000.0,699000.0,679000.0,299000.0,330000.0,,64000.0,101039000.0,,-8923000.0,-168000.0,,,,,,,,,,,,711000.0,,,,,,,,,1804000.0,,7476000.0,-259305000.0,,,,,,,,,,,,,162068000.0,,,,,,,,,,,,,40389648.0,40389648.0,40389648.0,,
2015-09-30,2015-11-04,10-Q,"Xencor,Â Inc",XNCR,CIK0001326732,USD,5107000.0,408000.0,,3817000.0,6696000.0,-6000.0,422258000.0,,1086000.0,,,3409000.0,211481000.0,129876000.0,149742000.0,,,139844000.0,149742000.0,,,149748000.0,,,,,69636000.0,69632000.0,70208000.0,70206000.0,139838000.0,,,,,,,57738000.0,,,,,0.01,200000000.0,40477003.0,40477003.0,405000.0,-9953000.0,,,,,,,,,,,,,,,,,,,659000.0,,47652000.0,931000.0,,,,,,,,,,,,,,,,,,,,-0.25,,-0.25,,,,,,,,,,,,,,,,,,,,,,102000.0,,,,3233000.0,,,-10037000.0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9617000.0,4000.0,,274000.0,,659000.0,,,,,,3612000.0,,,,,,,,,,58166000.0,211481000.0,56576000.0,,,0.0,,,70206000.0,69632000.0,,84000.0,,,,,,,,,-10037000.0,,,,275000.0,,,,,13815000.0,-10312000.0,,,,,,,,,,581000.0,602000.0,699000.0,679000.0,299000.0,165000.0,,63000.0,79312000.0,,,5000.0,,,,,,,,,,,,865000.0,,,,,,,,,2293000.0,,10582000.0,-269342000.0,,,,,,,,,,,,,153315000.0,,,,,,,,,,,,,40473520.0,40473520.0,40473520.0,,
2015-12-31,2016-03-08,10-K,"Xencor,Â Inc",XNCR,CIK0001326732,USD,6400000.0,44000.0,-1096000.0,3634000.0,6884000.0,-516000.0,424128000.0,4869000.0,4869000.0,,594000.0,1356000.0,206910000.0,97675000.0,190184000.0,,,181247000.0,190184000.0,6000.0,522000.0,190700000.0,,,,,97284000.0,96891000.0,83963000.0,83840000.0,180731000.0,-516000.0,,,,,,12590000.0,-42059000.0,12590000.0,1938000.0,,0.01,200000000.0,40551039.0,40551039.0,405000.0,-18108000.0,,,,,,,,,,,,,,,,3892000.0,,108000.0,507000.0,33800000.0,33287000.0,542000.0,,1032000.0,79928000.0,3892000.0,69348000.0,735000.0,,8096000.0,511000.0,206000.0,,76036000.0,3489000.0,,0.0,,519000.0,519000.0,1113000.0,-0.26,,-0.26,,,,,,,,,,,,,,516000.0,2393000.0,636000.0,609000.0,616000.0,628000.0,639000.0,5521000.0,,9000.0,187500.0,,11960000.0,,,-17592000.0,,,,1000.0,1000.0,,,,4784000.0,-6157000.0,708000.0,651000.0,14000.0,,-2922000.0,4710000.0,,898000.0,1425000.0,,,,29238000.0,,3000.0,1068000.0,,,,13010000.0,9971000.0,13000.0,,744000.0,13000.0,,,,,558000.0,,,,,,,,,,,,44478000.0,206910000.0,43429000.0,,-950000.0,,,,83840000.0,96891000.0,5000.0,-516000.0,-5000.0,-42059000.0,116381000.0,116381000.0,-185106000.0,-185106000.0,26666000.0,26666000.0,-9835000.0,-17592000.0,-17592000.0,296000.0,746000.0,,,,1.0,46100000.0,-10900000.0,,,,,,,,,679000.0,299000.0,581000.0,602000.0,699000.0,,,,63000.0,63000.0,,,15000.0,,,7702000.0,,1745000.0,215798000.0,1930000.0,0.01,10000000.0,0.0,0.0,1201000.0,122906000.0,,554000.0,34358000.0,9000.0,623000.0,-17592000.0,9194000.0,2310000.0,,34140000.0,-261585000.0,,,,4869000.0,,,1600351.0,3370901.0,,3.99,8.5,,162432000.0,164911000.0,,,,,623000.0,115204000.0,554000.0,,-21400000.0,,,39015131.0,,39015131.0,,
2016-03-31,2016-05-02,10-Q,"Xencor,Â Inc",XNCR,CIK0001326732,USD,4291000.0,649000.0,-426000.0,2391000.0,,103000.0,426286000.0,1960000.0,1960000.0,,,1050000.0,193961000.0,94851000.0,177381000.0,,,170463000.0,177381000.0,158000.0,55000.0,177278000.0,,,,,86259000.0,86357000.0,84204000.0,84209000.0,170566000.0,619000.0,,,,,,8150000.0,,,,,0.01,200000000.0,40741753.0,40741753.0,407000.0,-5779000.0,,,,,,,,,,,,,,,,,,113000.0,476000.0,,27460000.0,417000.0,,,,,,,,,,,,,,,,,,,282000.0,-0.16,-0.16,-0.16,0.0,,16700000.0,,,,,,,,,,,,,,,,,,,,,,,3950000.0,,,-6398000.0,-0.16,,0.0,,,,,,,,,,,,604000.0,-2109000.0,,-41000.0,-1243000.0,,,,-5952000.0,,,683000.0,,,,,10140000.0,27000.0,,359000.0,,,,,,143000.0,,,,,,,,,,,,35148000.0,193961000.0,34255000.0,,,0.0,,,84209000.0,86357000.0,3000.0,619000.0,,-4440000.0,,200000.0,,9660000.0,,-14300000.0,-6398000.0,,,9000.0,335000.0,,,,,13985000.0,-6733000.0,,,,,,,,,,299000.0,581000.0,602000.0,699000.0,,510000.0,,103000.0,,,,3000.0,,,,,343000.0,16340000.0,317000.0,0.01,10000000.0,0.0,0.0,1843000.0,,,200000.0,26660000.0,,,,,2510000.0,,10035000.0,-267983000.0,,,,1960000.0,,,,,,,,,158813000.0,,,,,,,,200000.0,,,,,,40626729.0,,,
