end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AssetManagementFees1,Assets,AssetsCurrent,BuildingsAndImprovementsGross,BusinessAcquisitionsPurchasePriceAllocationYearOfAcquisitionNetEffectOnIncome,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,Cash,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashPeriodIncreaseDecrease,CashUninsuredAmount,CommonStockDiscountOnShares,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConstructionInProgressGross,CostOfRealEstateSales,CostOfRevenue,CostsAndExpenses,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtInstrumentCarryingAmount,DebtInstrumentDecreaseForgiveness,DebtInstrumentUnamortizedDiscount,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,DeferredTaxAssetsValuationAllowance,DepositAssets,Depreciation,DepreciationAndAmortization,DevelopmentCosts,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DividendsCash,DueFromRelatedParties,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,FeesAndCommissionsDepositorAccounts,FeesAndCommissionsTransferAgent,FinanceLeaseRightOfUseAssetAmortization,FinancingInterestExpense,GeneralAndAdministrativeExpense,ImpairmentOfRealEstate,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherReconcilingItems,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestrictedCash,IncreaseDecreaseInSecurityDeposits,InterestAndOtherIncome,InterestBearingDomesticDepositMoneyMarket,InterestExpense,InterestExpenseDebt,InterestIncomeExpenseNet,InterestIncomeOther,InterestPaid,InterestPaidNet,InventoryLandHeldForSale,InvestmentInPhysicalCommodities,LandAvailableForDevelopment,LeaseIncentiveReceivable,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LicenseCosts,ManagementFeeExpense,MinorityInterest,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,MinorityInterestDecreaseFromRedemptions,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NotesPayable,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesReceivableNet,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OtherExpenses,OtherIncome,OtherNonoperatingIncomeExpense,OtherOperatingIncomeExpenseNet,OtherReceivables,OtherTaxExpenseBenefit,PartnersCapitalAccountContributions,PaymentOfFinancingAndStockIssuanceCosts,PaymentsForCapitalImprovements,PaymentsForDeposits,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,PaymentsOfFinancingCosts,PaymentsToAcquireAssetsInvestingActivities,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,PaymentsToAcquireOtherReceivables,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseAndOtherAssets,ProceedsFromBankDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentOfLoansToPurchaseCommonStock,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyManagementFeeRevenue,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RealEstateGrossAtCarryingValue,RealEstateHeldforsale,RealEstateInvestmentPropertyNet,RelatedPartyTransactionDueFromToRelatedParty,RentalIncomeNonoperating,RentalProperties,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RestrictedCash,RetainedEarningsAccumulatedDeficit,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SalesOfRealEstate,SecurityDepositLiability,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueNewIssues,TaxesPayableCurrentAndNoncurrent,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,GainsLossesOnExtinguishmentOfDebt,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInOperatingLeaseLiability,NetInvestmentIncome,OperatingLossCarryforwards,RelatedPartyTransactionPurchasesFromRelatedParty,SaleLeasebackTransactionMonthlyRentalPayments
2013-01-31,2013-07-10,10-K,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,19122.0,,,,27500.0,,,0.0,,,,985.0,985.0,,,,,,,,985.0,985.0,,611.0,,,0.001,,75000000.0,10000000.0,10000000.0,10000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,55637.0,,,27500.0,,,0.0,,,,,,,375.0,0.0,,,1511.0,,-15511.0,,,0.0,0.0,,,,,,,4622.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,46622.0,985.0,46622.0,,,,,,11500.0,,-10889.0,-15511.0,,,,,,15511.0,,,,,,,,,-15511.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,11500.0,,,14000.0,-15511.0,,,,,,,,,,,,,,0.0,,,,-45637.0,,,,,10000000.0,,,,,,,,,
2013-04-30,2013-07-26,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,17131.0,,,,27510.0,,,20234.0,,,,,5999.0,,,,,,,,5999.0,5999.0,,5014.0,,,,,75000000.0,,22790.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,58899.0,,,27510.0,,,-0.01,,,,,,,915.0,1051.0,,,2088.0,,-3262.0,,,,0.0,,,,,,,-1991.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5999.0,44641.0,,,,,,10267.0,,-5253.0,-3262.0,,,,,,3262.0,,,,,,,,,-3262.0,,,,,,,,,,10.0,,,,,,,,,10267.0,,,,10.0,,,1174.0,-3262.0,,,,,,,,,,,,,,0.0,,,,-38642.0,,,,,5968658.0,,,,,,,,,
2013-07-31,2013-09-10,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,18000.0,,,,27510.0,,,20234.0,,,,,7.0,,,,,,,,7.0,7.0,,,,,0.001,,75000000.0,22790.0,22790.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,65760.0,,,27510.0,,,-0.3,,,,,,,180.0,261.0,,,1861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,45510.0,,,,,,,,,-6681.0,,,,,,-6681.0,,,,,,,,,-6681.0,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,0.0,,,,-45503.0,,,,,22790.0,,,,,,,,,
2013-10-31,2013-11-19,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,18000.0,,,,41810.0,,,20234.0,,,,,6270.0,,,,,,,,6270.0,6270.0,,,,,0.001,,75000000.0,22970.0,22970.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,73797.0,,,41810.0,,,-0.35,,,,,,,170.0,0.0,,,5969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6270.0,59810.0,,,,,,,,,-8037.0,,,,,,8037.0,,,,,,,,,-8037.0,,,,,,,,,,,,,,,,,,,,,,,,,,2068.0,,,,,,,,,,,,,,,0.0,,,,-53540.0,,,,,22790.0,,,,,,,,,
2014-04-30,2016-12-13,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,,,,,,,,77661.0,,,,0.0,,,,,,,,,,0.0,,0.0,,,0.001,,75000000.0,22790.0,22790.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,-77684.0,0.0,,,,0.0,,,,,22790.0,,,,,,,,,
2014-07-31,2016-12-13,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,16000.0,,,,,,,77661.0,,,,37000.0,37000.0,,,,,,,,37000.0,37000.0,,,,37000.0,0.001,,75000000.0,74022790.0,74022790.0,74023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0,37000.0,16000.0,,,,,,,,,-16000.0,,,,,,-16000.0,,,,,,,,,-16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93684.0,0.0,,,,21000.0,,,,,19539274.0,,,,,,,,,
2014-10-31,2016-12-13,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,13000.0,,,,,,,79695.0,,,,6418.0,6418.0,,,,,,,,6418.0,6418.0,,,,37000.0,0.001,,75000000.0,74043324.0,74043324.0,74043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,136.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,6418.0,13000.0,,,,,,,,,-29636.0,,,,,,-29636.0,,,,,,,,,29636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123320.0,0.0,,,,-6582.0,,,,,74025214.0,,,,,,,,,
2015-01-31,2016-12-13,10-K,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,17339.0,,,,,,,79694.0,,,,6388.0,6388.0,,,,,,,,6388.0,,,-5150.0,,37000.0,0.001,,75000000.0,74043324.0,74043324.0,74043.0,,,,,,,,,0.0,,,,,,0.0,32000.0,,,,32000.0,,,,,,,,,,,0.0,,0.0,0.25,-0.25,,,219.0,-3285.0,,,0.0,,-204.0,,,0.0,0.0,,,,,,,-4946.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,17339.0,6388.0,17339.0,,,,,,0.0,,-5150.0,-204.0,,,,,,-204.0,,,,,,,,,204.0,,,,,,,,,,0.0,,,,,,,,,39053.0,,,,0.0,,,,-204.0,,,,,,,,,,,,,-127688.0,0.0,,,,-10951.0,,39053.0,,,74043324.0,,,,,,,,,
2015-04-30,2016-12-13,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,12339.0,,,,,,,79694.0,,,,1328.0,1328.0,,,,,,,,1328.0,1328.0,,-5060.0,,37000.0,0.001,,75000000.0,74043324.0,74043324.0,74043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,60.0,0.0,,,,,0.0,,,,0.0,,,,,,,-5000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,12339.0,1328.0,12339.0,,,,,,0.0,,-5060.0,-60.0,,,,,,-60.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.0,,,,,,,,,,,,,-127748.0,0.0,,,,-11011.0,,,,,74043324.0,,,,,,,,,
2015-07-31,2016-12-13,10-Q,LIQUIDVALUE DEVELOPMENT INC.,LVDW,CIK0001503658,USD,,12339.0,,,,,,,79694.0,,,,1298.0,1298.0,,,,,,,,1298.0,1298.0,,,,37000.0,0.001,,75000000.0,74043324.0,74043324.0,74043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12339.0,1298.0,12339.0,,,,,,,,,-30.0,,,,,,-30.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-127778.0,0.0,,,,-11040.0,,,,,74043324.0,,,,,,,,,
