end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableRelatedPartiesCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedCapitalizedInterestCosts,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvancesToAffiliate,AmortizationOfAcquisitionCosts,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,BusinessCombinationAcquisitionRelatedCosts,BusinessCombinationContingentConsiderationLiability,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,CommitmentsAndContingencies,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockSharesConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentAnnualPrincipalPayment,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,DebtInstrumentConvertibleNumberOfEquityInstruments,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DebtIssuanceCosts,DeferredCompensationArrangementWithIndividualSharesIssued,DeferredFinanceCostsOwnShareLendingArrangementIssuanceCostsAmortizationExpense1,DeferredRevenue,DeferredSalesInducementCostAmortizationExpenseAccruedInterest,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,DefinedBenefitPlanSettlementsBenefitObligation,DepositLiabilitiesAccruedInterest,DerivativeFairValueOfDerivativeLiability,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DirectOperatingCosts,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,EmployeeBenefitsAndShareBasedCompensation,EmployeeRelatedLiabilitiesCurrent,ExplorationExpenseMining,ExtinguishmentOfDebtAmount,FairValueAdjustmentOfWarrants,FairValueAssumptionsExercisePrice,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueInputsDiscountRate,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfAssets,GainLossOnDispositionOfProperty,GainLossOnForeignCurrencyDerivativesRecordedInEarningsNet,GainLossOnForeignCurrencyFairValueHedgeDerivatives,GainLossRelatedToLitigationSettlement,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillAndIntangibleAssetImpairment,GrossProfit,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,ImpairmentOfLongLivedAssetsToBeDisposedOf,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,IncurredClaimsPropertyCasualtyAndLiability,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseOther,InterestPaid,InterestPaidNet,InterestPayableCurrent,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesFairValueAdjustment,LiabilitiesNoncurrent,LicensesRevenue,LitigationSettlementAmount,LitigationSettlementExpense,LongTermDebtPercentageBearingFixedInterestRate,MinorityInterest,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,OfficersCompensation,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAccruedLiabilitiesCurrent,OtherBorrowings,OtherExpenses,OtherIncome,OtherLongTermNotesPayable,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,OtherOperatingIncomeExpenseNet,OtherReceivablesNetCurrent,PayablesToCustomers,PaymentOfFinancingAndStockIssuanceCosts,PaymentsForAdvanceToAffiliate,PaymentsForOperatingActivities,PaymentsOfDerivativeIssuanceCosts,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireMiningAssets,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromCollectionOfAdvanceToAffiliate,ProceedsFromConvertibleDebt,ProceedsFromDivestitureOfInterestInConsolidatedSubsidiaries,ProceedsFromHedgeInvestingActivities,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfMediumTermNotes,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfUnsecuredDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockPlans,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfConvertibleDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfSubordinatedDebt,RepaymentsOfUnsecuredDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromRelatedParties,Revenues,SalariesWagesAndOfficersCompensation,SaleOfStockPercentageOfOwnershipAfterTransaction,SaleOfStockPricePerShare,SalesRevenueNet,ServicingAssetAtFairValueAmount,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharePrice,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueEmployeeStockOwnershipPlan,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,TimeDepositsAtOrAboveFDICInsuranceLimit,TreasuryStockCommonShares,TreasuryStockValue,UnamortizedDebtIssuanceExpense,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2008-05-31,2008-09-15,10-K,"VNUE, INC.",VNUE,CIK0001376804,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4769456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13907.0,,,,,,,,,,,,,,,,337490.0,,,,,,,
2009-05-31,2009-09-15,10-K,"VNUE, INC.",VNUE,CIK0001376804,USD,,,,,,,,,,,,,,111556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-622429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-578119.0,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,2010-09-14,10-K,"VNUE, INC.",VNUE,CIK0001376804,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-259179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372065.0,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,2010-10-18,10-Q,"VNUE, INC.",VNUE,CIK0001376804,USD,,,,,,0.0,,,,,,,169.0,,,,,,,,,,,,,,,934.0,,,,-1260.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.08,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,31830.0,,,,,,,,-122229.0,-1.08,0.0,0.0,0.0,,0.0,,,105213.0,,,,19854.0,6211.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,1944.0,,0.0,,-3204.0,,-122229.0,0.0,,,,,,,122229.0,-122229.0,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,12918.0,,0.0,0.0,90399.0,,,,,,828.0,10146.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,2011-01-14,10-Q,"VNUE, INC.",VNUE,CIK0001376804,USD,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,,,,,,,,,,9661.0,,,,,,,,,,,,,,,0.0,,,,,48687.0,,,,,,,,-92017.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-92017.0,0.0,,,,,,,92017.0,-92017.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,2011-04-14,10-Q,"VNUE, INC.",VNUE,CIK0001376804,USD,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,135967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6020.0,,,,,,,,,,,,,,,0.0,,,,,39346.0,,,,,,,,-78912.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-78912.0,0.0,,,,,,,78912.0,-78912.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,2011-08-29,10-K,"VNUE, INC.",VNUE,CIK0001376804,USD,,26134.0,,104000.0,,0.0,1774.0,,,733.0,,7533695.0,676.0,,,,,,,,,,71028.0,69731.0,,,,64753.0,,,,62559.0,,,0.0001,300000000.0,56751936.0,56751936.0,,5675.0,,,,,,,,,66332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600250.0,,,,,,-0.02,,,,,,,,,,15681.0,,,,,,,,,,,,,,,0.0,,,,,126334.0,,,,,,,,-278821.0,,0.0,0.0,,,0.0,,,-10984.0,,,,-86146.0,-192.0,1549.0,,,,0.0,,0.0,,,0.0,,,71028.0,131908.0,,,,,,,,,439191.0,,0.0,,-376632.0,,-278821.0,0.0,,,,,,,278821.0,-278821.0,,,,,,,,0.0,,,,3429.0,,,,,,,0.0,,0.0,,0.0,,0.0001,20000000.0,0.0,0.0,0.0,1549.0,,,0.0,,500000.0,,,,12218.0,,0.0,,0.0,,0.0,0.0,136806.0,,1297.0,,,,50000.0,23027.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,-60880.0,,,,,,,,,,,,,,,,,,,,,,18381000.0,
2011-08-31,2011-09-19,10-Q,"VNUE, INC.",VNUE,CIK0001376804,USD,,29151.0,,106000.0,,0.0,2045.0,,,,,7533695.0,169.0,,,,,,,,,,13114.0,11986.0,,,,5681.0,,,,-59072.0,,,0.0001,300000000.0,56751936.0,56751936.0,,5675.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7663452.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,45190.0,,,,,,,,-63202.0,0.0,0.0,0.0,0.0,,0.0,,,3288.0,,,,2000.0,1343.0,-16.0,,,,0.0,,0.0,,,0.0,0.0,,13114.0,137196.0,,,,,,,,,0.0,,0.0,,-59072.0,,-63202.0,0.0,,,,,,,63202.0,-63202.0,,,,,,,,0.0,,,,4772.0,,,,,,,0.0,,0.0,,0.0,,0.0001,20000000.0,0.0,0.0,0.0,1533.0,,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,18012.0,,1128.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,-124082.0,,,,,,,,,,,,,,,,,,,,,,56751936.0,
2011-11-30,2012-01-13,10-Q,"VNUE, INC.",VNUE,CIK0001376804,USD,,29377.0,,1842.0,,0.0,2045.0,,,,,8269750.0,,,,,,,,,,,426879.0,424149.0,,,,408607.0,,,,,,,0.0001,300000000.0,71201936.0,71201936.0,,7120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7883255.0,,,,,,0.0,,,,,,,,,,31062.0,,,,,,,,,,,,,,,0.0,,,,,171697.0,,,,,,,,-219803.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,426879.0,33264.0,,,,,,,,,,,,,,,-219803.0,0.0,,,,,,,219803.0,-219803.0,,,,,,,,0.0,,,,2072.0,,,,,,,,,,,,,0.0001,20000000.0,0.0,0.0,0.0,13470.0,,,,,,,,,,,,,,,,,17044.0,,2730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393615.0,,,,,,,,,,,,,,,,,,,,,,64552000.0,
2012-02-29,2012-04-17,10-Q,"VNUE, INC.",VNUE,CIK0001376804,USD,,10060.0,,0.0,,0.0,0.0,,,,,8334700.0,,,,,,,,,,,217850.0,215288.0,,,,192571.0,,,,,,,0.0001,300000000.0,71701936.0,71701936.0,,7170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8134080.0,,,,,,0.0,,,,,,,,,,45239.0,,,,,,,,,,,,,,,0.0,,,,,192430.0,,,,,,,,-250825.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,217850.0,10060.0,,,,,,,,,,,,,,,-250825.0,0.0,,,,,,,250825.0,-250825.0,,,,,,,,0.0,,,,1201.0,,,,,,,,,,,,,0.0001,20000000.0,0.0,0.0,0.0,21516.0,,,,,,,,,,,,,,,,,13156.0,,2562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207790.0,,,,,,,,,,,,,,,,,,,,,,71394000.0,
2012-05-31,2012-09-13,10-K,"VNUE, INC.",VNUE,CIK0001376804,USD,,110564.0,,2778.0,,0.0,240625.0,,,1893.0,,8766045.0,1160.0,,,,,,,,,,499144.0,497074.0,,,,446623.0,,,,381870.0,,,0.0001,500000000.0,76019712.0,76019712.0,,7602.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8628470.0,,,,,,-0.02,,,,,,,,,,154689.0,,,,,,,,,,,,,,0.0,0.0,,,,,824834.0,,,,,,,,-1028220.0,,0.0,0.0,,,0.0,,,323281.0,,,,-101222.0,-2978.0,18451.0,,,,0.0,,0.0,,,0.0,,,499144.0,353967.0,,,,,,,,,1116777.0,,-1933.0,,-732974.0,,-1028220.0,0.0,,,,,,,1028220.0,-1028220.0,,,,,,,,0.0,,,,451.0,,,0.0,,,,0.0,,0.0,,1933.0,,0.0001,20000000.0,0.0,0.0,0.0,10000.0,0.0,,0.0,,1116777.0,,,,0.0,,0.0,,0.0,,0.0,0.0,48697.0,,2070.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,,65000.0,,,,,,,,,,,,,,,145177.0,,,,,,,,,,,,65000.0,,,,,,,,,,66379000.0,
2012-08-31,2012-10-15,10-Q,"VNUE, INC.",VNUE,CIK0001376804,USD,,31122.0,,0.0,,0.0,4870.0,,,2276.0,,9052228.0,383.0,,,,,,,,,,280124.0,277164.0,,,,218634.0,,,,-227989.0,,,0.0001,300000000.0,78769712.0,78769712.0,,7877.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8815973.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,166751.0,,,,,,,,-187503.0,,0.0,0.0,,,0.0,,,-74572.0,,,,-40640.0,217.0,0.0,,,,0.0,,0.0,,,0.0,,,280124.0,35992.0,,,,,,,,,30000.0,,-1273.0,,-256716.0,,-187503.0,0.0,,,,,,,187503.0,-187503.0,,,,,,,,0.0,,,,668.0,,,0.0,,,,0.0,,0.0,,1273.0,,0.0001,20000000.0,0.0,0.0,0.0,10000.0,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,30000.0,20752.0,,2960.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,,45833.0,,,,,,,,,,,,,,,244132.0,,,,,,,,,,,,,,,,,,,,,,77275000.0,
