end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,AccruedPayrollTaxesCurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdministrativeFeesExpense,AdvancesToAffiliate,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNet,CapitalLeaseObligationsCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CommitmentsAndContingencies,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleNotesPayable,ConvertiblePreferredStockSharesIssuedUponConversion,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfServices,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,DebtConversionOriginalDebtAmount1,DebtCurrent,DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,DebtInstrumentConvertibleThresholdTradingDays,DebtInstrumentFaceAmount,DebtInstrumentFairValue,DebtSecuritiesTradingUnrealizedLoss,DeferredRevenueCurrent,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,Depreciation,DerivativeGainLossOnDerivativeNet,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,EmployeeRelatedLiabilitiesCurrent,EquityIssuancePerShareAmount,FairValueAdjustmentOfWarrants,FairValueOptionChangesInFairValueGainLoss1,GasImbalanceAssetLiability,GeneralAndAdministrativeExpense,GoodwillImpairmentLoss,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueFromEmployeeCurrent,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInSecurityDeposits,InterestExpense,InterestIncomeExpenseNet,InterestOnConvertibleDebtNetOfTax,InterestPaid,InterestPaidNet,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayable,LoansPayableCurrent,LongTermDebt,LongTermDebtCurrent,LongTermLoansPayable,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesAndLoansPayable,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherAssets,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherExpenses,OtherLiabilitiesCurrent,OtherLoansPayableCurrent,OtherLongTermNotesPayable,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherSellingGeneralAndAdministrativeExpense,PaymentsForProceedsFromDepositOnLoan,PaymentsForRepurchaseOfWarrants,PaymentsOfFinancingCosts,PaymentsToExploreAndDevelopOilAndGasProperties,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProductionCosts,ProfessionalFees,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentNet,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfConvertibleDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockPricePerShare,SalesRevenueNet,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssued1,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedDuringPeriodValue,TaxesPayableCurrent,WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,StockholdersEquityNoteSubscriptionsReceivable
2015-01-31,2015-03-23,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,8503.0,,,,-634.0,,10570.0,,,,,7720.0,,,,7720.0,,,,,,0.001,75000000.0,5000000.0,5000000.0,,5000.0,-5250.0,,,,,,,,,2419.0,2419.0,,,,,,,,,,,,,,5344.0,5344.0,,,,,,,,0.0,,,,,,,,2445.0,,3099.0,,-4628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7720.0,8503.0,,,,,,,,,,,,-4628.0,,,7727.0,,,,,,,,,15719.0,,,-622.0,,,,,,,,,2445.0,,,,,,,,,,,,,,,,,,,5282.0,,,,,,,-15719.0,5518.0,,5518.0,,,0.002,-783.0,,,,,,,,,,,,,,,,5000000.0,,
2015-04-30,2015-06-15,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,2713.0,3755.0,,,-214.0,,60237.0,,,,,48034.0,,,,44279.0,,,,,,0.001,75000000.0,8333346.0,8333346.0,,8333.0,-6896.0,,,,,,,,,1762.0,1762.0,,,,,,,,,,,,,,-7832.0,-7832.0,,,,,,,,0.0,,,,,,,,4612.0,,2082.0,,-7316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48034.0,2713.0,,,,,,,,,,,,-7316.0,,,9398.0,,,,,,,,,23035.0,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4786.0,,,,,,,-23035.0,3844.0,,3844.0,,,0.002,45321.0,,,,,,,,,,,,,,,,5037453.0,,
2015-07-31,2015-10-29,10-K,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,2050.0,0.0,,,-830.0,,63237.0,,7560.0,,,26253.0,26253.0,,,26253.0,21328.0,,,,,0.001,75000000.0,8333346.0,8333346.0,,8333.0,-53001.0,,,,,,,,,9107.0,,12000.0,,,,,,,,,,,,,15823.0,15823.0,,,,,,,,-0.01,0.34,-830.0,,,,,,14197.0,,6728.0,,-52171.0,,,,14339.0,-14339.0,,-2241.0,,,,,,,,10000.0,,,,,,,,11570.0,,,,26253.0,12050.0,,,,,,,,55000.0,,,-32842.0,-52171.0,-10000.0,,48899.0,,,,,,,,,46537.0,,,-830.0,,10000.0,10000.0,,,,,,,,,,,,,,,,,,,55000.0,,,,,4440.0,34702.0,,,,,,,-56537.0,,,15835.0,,,0.002,-34263.0,,,,,,,11570.0,,,,,,,10000.0,,5465757.0,,
2015-10-31,2015-12-14,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,7111.0,13720.0,,,-1821.0,,63237.0,,,,,28790.0,,,,15070.0,-11183.0,,,,,0.001,75000000.0,8333346.0,8333346.0,,8333.0,-2524.0,,,,,,,,,10649.0,,,,,,,,,,,,,,,,,,,,,,6661.0,,0.0,,-991.0,,,,,,1964.0,,8496.0,,-1533.0,,,,,,,-13720.0,-13720.0,,,,,,,5061.0,,,,,,,,,,,,28790.0,17111.0,,,,,,,,,,,-10192.0,-1533.0,,,10029.0,,,,,,,,,,,,-991.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,8065.0,,,,,,,-58070.0,,,19145.0,,,,11679.0,,,,,,,,,,,,,,,,300000456.0,,
2016-01-31,2016-03-10,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,10228.0,,,,-1524.0,,63237.0,,,,,8913.0,,,,8913.0,,,,,,0.001,75000000.0,8333346.0,8333346.0,,8333.0,-80708.0,,,,,,,,,1689.0,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,79310.0,,195.0,,-80708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8913.0,10228.0,,,,,,,,,,,,-80708.0,,,80708.0,-80708.0,,,,,,,,,,,-682.0,,,,,,1067.0,10000.0,,,,,,,,,,,,,,,,,,,,,1398.0,,,,,,,-71361.0,,,1884.0,,,,-1315.0,,,,,,,,,,,,,,,,13232283.0,,
2016-04-30,2016-06-14,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,12599.0,353.0,,,-1333.0,,63237.0,,,,,7972.0,,,,200.0,,,,,,0.001,75000000.0,8333346.0,8333346.0,,8333.0,-89180.0,,,,,,,,,200.0,,,,,,,,,,,,,711.0,,,,,,,,,,,0.0,,,,,,,,82370.0,,723.0,,-89180.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,7972.0,13310.0,,,,,,,,,,,,-89180.0,-17.0,,89163.0,-89163.0,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,2075.0,,,,,,,,6793.0,,,,,,,-75575.0,,,923.0,,,,-5338.0,,,,,,,,,,,,,,,,38910915.0,,
2016-07-31,2016-10-31,10-K,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,142896.0,0.0,,,-11.0,,6215.0,,,,,192163.0,99024.0,,,76165.0,76165.0,,,,,0.001,900000000.0,127864000.0,127864000.0,,127864.0,-410672.0,,,,,,,,,24335.0,,,,,,,50000.0,,,,,,,,80180.0,80180.0,6920.0,132.0,,20000.0,50000.0,,,-0.02,0.34,-11.0,303750.0,,,,78445.0,397639.0,,4225.0,,-410661.0,,,,-27261.0,27261.0,74517.0,16715.0,1760.0,-10000.0,616.0,,,337250.0,,,2859.0,-6920.0,867.0,,,867.0,,,,,496646.0,192163.0,496646.0,,,,50000.0,,,,190452.0,-86351.0,,-27925.0,-410661.0,-867.0,,409794.0,-409794.0,,,,,,,,73000.0,,85365.0,-11.0,,,,,50000.0,,,,,,,,,,0.001,10000000.0,10000000.0,10000000.0,10000.0,2859.0,,,,,190452.0,,,12155.0,-7906.0,7774.0,6122.0,5759.0,,,-448551.0,,,28560.0,,,,-304483.0,,,,,,,,,,,,,,,,20577810.0,,
2016-10-31,2016-12-21,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,32573.0,1713.0,,,-1465.0,,-228430.0,,,,,4380.0,4380.0,,,15971.0,-60194.0,,,,,0.001,900000000.0,300000456.0,300000456.0,,300000.0,-206443.0,,,,,,,,,2061.0,,,,,,,,,,,,,,,,,,396.0,,,,,,0.0,,-67.0,,,,,,190926.0,,-92.0,,-206443.0,,,,,,-45015.0,13808.0,-49.0,,15004.0,,,153750.0,22409.0,6998.0,8378.0,,1029.0,,,1029.0,,,,,39571.0,4380.0,39571.0,,,,,,,,85000.0,-44508.0,,-100686.0,-206443.0,-1029.0,,205414.0,-205414.0,,,,,,,,,,,457.0,,,6998.0,,,,,,,,,,,,,,,,,,,,,,85000.0,,,14488.0,,,,,,,-105296.0,,,1969.0,,,,-35191.0,,,,,,,,,,,,,,,,127864141.0,,
2017-01-31,2017-03-30,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,346098.0,,14722.0,,-1026.0,,-216209.0,,,14610.0,,157859.0,46066.0,,,863.0,,,,,,0.001,900000000.0,310000456.0,310000456.0,,310000.0,-274760.0,,,,,,,,,,,,,,,,,,,,,,,,,,6920.0,,,44610.0,184100.0,,,0.0,,,453472.0,,,,97494.0,248979.0,,,,-274760.0,,,,,,,,,,,,,,,,,,2080.0,,,,,,,,984331.0,157859.0,984331.0,,182600.0,,,,,,,,,,-274760.0,-2080.0,,272680.0,-272680.0,,,,,,,,,,104414.0,,,,661.0,,,,,,,,,,,,0.001,10000000.0,10000000.0,10000000.0,10000.0,593.0,,,,,,,,23701.0,,7379.0,,,,,-929237.0,,,,,,,-826472.0,,,,,,,,,,,,,,,,134793104.0,,
2017-04-30,2017-06-23,10-Q,MIRAGE ENERGY CORPORATION,MRGE,CIK0001623360,USD,274709.0,,31076.0,,-100.0,,66101.0,,,42000.0,,133423.0,7420.0,,,477.0,,,,,,0.001,900000000.0,310190456.0,310190456.0,,,-508902.0,,,,,,,,200000000.0,,,,,,,,,,,,,,,,,,6920.0,,,,219744.0,,,0.0,,,691326.0,,,,112495.0,467278.0,,,,-508802.0,,,,,,,,,,,,,,,,,,3014.0,,,,,,,,1185779.0,133423.0,1185779.0,,187600.0,,,,,,,,,,-508802.0,-3014.0,,505788.0,-505788.0,,,,,,,,,,119415.0,-100.0,-100.0,,,,,,,,,,,,,,0.001,10000000.0,10000000.0,10000000.0,10000.0,6943.0,,,,,,,,38510.0,,6588.0,,,,,-1438547.0,,,,,,,-1052356.0,,,,,,,,,,,,,,,,310152928.0,,
