end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccruedIncomeTaxes,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentOfWarrantsGrantedForServices,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalStockSplit,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivableWriteOffs,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,AvailableForSaleSecuritiesEquitySecuritiesCurrent,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountIssued1,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,CostsAndExpenses,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentUnamortizedDiscount,DebtSecuritiesAvailableForSaleUnrealizedGainLoss,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOtherLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,Depreciation,DerivativeFairValueOfDerivativeLiability,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DevelopmentCosts,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DisposalGroupIncludingDiscontinuedOperationAccountsPayable,DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectOfExchangeRateOnCash,EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,ExtinguishmentOfDebtGainLossNetOfTax,FairValueAdjustmentOfWarrants,FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,ForeignCurrencyTransactionGainLossRealized,FurnitureAndFixturesGross,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillAcquiredDuringPeriod,ImpairmentOfInvestments,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeLossFromExtraordinaryItemsBeforeTaxPerBasicShare,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationDeductionsOther,IncomeTaxReconciliationNondeductibleExpenseAmortization,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidRent,IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,IndefiniteLivedIntangibleAssetsWrittenOffRelatedToSaleOfBusinessUnit,IntangibleAssetsCurrent,IntangibleAssetsNetExcludingGoodwill,IntangibleAssetsNetIncludingGoodwill,InterestExpense,InterestExpenseOther,InterestIncomeExpenseNet,InterestOnConvertibleDebtNetOfTax,InterestPaid,InvestmentOwnedAtFairValue,Investments,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,LoansPayableCurrent,LongTermDebt,LongTermNotesPayable,MineralExtractionProcessingAndMarketingCosts,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NotesAndLoansReceivableNetCurrent,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesReceivableNet,NotesReduction,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,OperatingLossCarryforwards,OtherAmortizationOfDeferredCharges,OtherAssetImpairmentCharges,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeOtherNetOfTax,OtherCostAndExpenseOperating,OtherIntangibleAssetsNet,OtherLiabilitiesCurrent,OtherNonoperatingIncomeExpense,PaymentsOfDebtExtinguishmentCosts,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquireBusinessesGross,PaymentsToAcquireFurnitureAndFixtures,PaymentsToAcquireInProcessResearchAndDevelopment,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireInvestments,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseAndOtherAssets,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidRent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromShortTermDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherAccumulatedDepreciation,RelatedPartyTransactionDueFromToRelatedPartyCurrent,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SalariesAndWages,SellingAndMarketingExpense,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedGoodsAndNonemployeeServicesTransactionQuantityOfSecuritiesIssued,StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForNoncashConsideration,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockRepurchasedDuringPeriodShares,TaxCreditCarryforwardAmount,TaxCreditCarryforwardValuationAllowance,TemporaryEquityForeignCurrencyTranslationAdjustments,TemporaryEquitySharesIssued,TranslationAdjustmentFunctionalToReportingCurrencyIncreaseDecreaseGrossOfTax,TravelAndEntertainmentExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsNotSettleableInCashFairValueDisclosure,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2009-03-31,2009-06-23,10-K,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81694.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,2010-07-14,10-K,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111522.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,,,,,,,,,,,,,,,,,,,,857.0,,,,,,,,,,1898.0,,,-15843.0,,,,,,,,,,,,,,,16700.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.0,,,,,,,,,,,,,,,,,,,,-15843.0,-16700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7755000.0
2010-09-30,2010-11-15,10-Q,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,-6647.0,,,,6647.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,-6647.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2537.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7755000.0
2010-12-31,2011-02-15,10-Q,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3717.0,,,,,,,,,,,,,,-7166.0,,,,7166.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,-7166.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3738.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15510000.0
2011-03-31,2011-06-27,10-K,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,13042.0,,,,,,2375.0,,5090.0,,,,,,,0.0,,,,,,,,416.0,416.0,,,,,416.0,416.0,,-17325.0,,,0.001,,200000000.0,15510000.0,15510000.0,,,15510.0,-38429.0,,,,38429.0,,,,,,,,,,,,,,,,,172926.0,,,,19604.0,,,0.0,,0.0,,,,,,,,,,,,13904.0,,,,,-38429.0,,,,,,,,,,,,,-2250.0,,,,,,,,,,-3750.0,,,,,,,,,,,,,,,,150367.0,416.0,140367.0,10000.0,,,,10000.0,,19604.0,,-36929.0,-38429.0,,107721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,19604.0,,,,24525.0,,,,,,,,,,,,,,,,,,-149951.0,,,,,,,,,,,,,,,,,,,,,,,,,,13087890.0
2011-06-30,2011-08-05,10-Q,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,3917.0,,,,,,2375.0,,5090.0,,,,,,,,,,,,,,,838.0,,,,,,838.0,,422.0,422.0,,,0.001,,200000000.0,15510000.0,15510000.0,,,15510.0,-1737.0,,,,1737.0,,,,,,,,,,,,,,,,,,,,,30888.0,,,,0.0,,,,,,,,,,,,,737.0,,,,,-1737.0,,,,,0.0,,,,,,,,-9123.0,-9125.0,,,,,,,,,,,,,,,,,,,,,,,,,152526.0,838.0,142526.0,10000.0,,,,10000.0,,11284.0,,-10862.0,-1737.0,,107721.0,,,,,1737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11284.0,,,,1000.0,-1737.0,,,,30888.0,,,,,,0.0,,,737.0,,,,-151688.0,,,,,,,,,,,,,,,,,,,,,,,,,15510000.0,15510000.0
2011-09-30,2011-11-07,10-Q,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,1000.0,,,,,,2375.0,,5090.0,,,,,,,,,,,,,,,718.0,,,,,,718.0,718.0,,,,,0.001,,200000000.0,15510000.0,15510000.0,,,15510.0,1803.0,,,,-1803.0,,,,,,,,,,,,,,,,,,,,,31882.0,,,,0.0,,,,,,,,,,,,,114.0,,,,-1114.0,,1803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2917.0,,2917.0,,,,,,,150603.0,718.0,140603.0,10000.0,,,,10000.0,0.0,,,,1803.0,,107721.0,,,,,1114.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1803.0,,,,,,,,,,0.0,,,,,,,-149885.0,,,,,,,,,,,,,,,,,,,,,,,,,15510000.0,15510000.0
2011-12-31,2012-02-14,10-Q,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,1600.0,,,,,,2375.0,,5090.0,,,,,,,,,,,,,,,652.0,,,,,,402.0,402.0,,,,,0.001,,200000000.0,15510000.0,15510000.0,,,15510.0,-2564.0,,,,2564.0,,,,,,,,,,,,,,,,,175424.0,,,,33780.0,,,,0.0,,,,,,,,,,,,,1564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,153101.0,652.0,153101.0,0.0,,,,,0.0,,,,-2564.0,,117721.0,,,,,2564.0,-2564.0,,,,,,,0.0,,,,,,,,,,,,,,,250.0,,,,,,,,,,,1000.0,-2564.0,,,,,,,,,,0.0,,,,,,,-152449.0,,,,,,,,,,,,,,,,,,,,,,,,,15510000.0,15510000.0
2012-03-31,2012-06-22,10-K,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,4750.0,,,,38488.0,,2375.0,5090.0,5090.0,,,,,,,,,,,,,,,188.0,188.0,,,,,188.0,188.0,-228.0,-228.0,,,0.001,,200000000.0,15510000.0,15510000.0,,,15510.0,109967.0,,,,10671.0,,,,-120638.0,,,,-22036.0,62959.0,22036.0,,,,,,,62959.0,,,,35422.0,35422.0,,0.0,0.01,0.01,,,,,,,,,,120638.0,,3671.0,,,,,-10671.0,,,,,,,,,,,,,-5375.0,,,,15818.0,,,,,,,,,,,,,,,,,,,,,,40172.0,188.0,40172.0,,,,,,,15818.0,,-16046.0,109967.0,,,,,,,10671.0,-10671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15818.0,-117721.0,,,7000.0,,,,,,,,,,,,,,,,,,-39984.0,-39984.0,,,,,,,,,,,,,,,,,-38488.0,,,,,,,15510000.0,15510000.0
2013-03-31,2013-07-09,10-K,PLYZER TECHNOLOGIES INC.,PLYZ,CIK0001334589,USD,42459.0,,,,-16675.0,,614.0,70157.0,,,,,,,,,,,,,,,,506173.0,3657.0,,,,400000.0,3657.0,3657.0,3469.0,,,,0.001,,200000000.0,15943300.0,15943300.0,,,15943.0,-47644.0,,,,,,,,,,,,-38095.0,108842.0,38095.0,,,,,,234032.0,108842.0,,,,,160842.0,160842.0,,0.0,,,,,,,,,,,,,13368.0,185500.0,185500.0,,,-45883.0,,,,,,,16675.0,,,,,-16675.0,37709.0,,,,125420.0,,,,,,,,771000.0,,502516.0,502516.0,385500.0,-11442.0,,,,,,,,,528301.0,506173.0,528301.0,,,,,,,125420.0,-117016.0,-3174.0,-45883.0,,325000.0,325000.0,,,,34441.0,-34441.0,,,,,-1761.0,-1761.0,,,200000.0,,,,,,,117016.0,-117016.0,,,,,,,,,,125420.0,,125420.0,,,11000.0,10073.0,,,,,,11000.0,,,,108842.0,,,,,5000.0,33300.0,,-22128.0,,,400000.0,,33300.0,,,,,,,,,,,,108842.0,16675.0,,,,,,,15723052.0,
